Year,ServBasico,Province,County,Municipality,Unidad,GeoCode,Value
2021,BSRVH2O,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,100.0
2022,BSRVH2O,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,100.0
2010,BSRVSAN,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,99.6
2011,BSRVSAN,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,99.6
2013,BSRVSAN,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,99.6
2014,BSRVSAN,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,99.6
2015,BSRVSAN,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,99.6
2016,BSRVSAN,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,99.6
2017,BSRVSAN,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,99.6
2018,BSRVSAN,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,99.6
2019,BSRVSAN,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,99.6
2020,BSRVSAN,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,99.6
2021,BSRVSAN,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,99.7
2022,BSRVSAN,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,99.6
2010,BSRVH2O,,ES2007,,Percentage,ES2007,99.9
2011,BSRVH2O,,ES2007,,Percentage,ES2007,99.9
2013,BSRVH2O,,ES2007,,Percentage,ES2007,99.9
2014,BSRVH2O,,ES2007,,Percentage,ES2007,99.9
2015,BSRVH2O,,ES2007,,Percentage,ES2007,99.9
2016,BSRVH2O,,ES2007,,Percentage,ES2007,99.9
2017,BSRVH2O,,ES2007,,Percentage,ES2007,99.9
2018,BSRVH2O,,ES2007,,Percentage,ES2007,99.9
2019,BSRVH2O,,ES2007,,Percentage,ES2007,99.9
2020,BSRVH2O,,ES2007,,Percentage,ES2007,99.9
2021,BSRVH2O,,ES2007,,Percentage,ES2007,99.9
2022,BSRVH2O,,ES2007,,Percentage,ES2007,99.9
2010,BSRVSAN,,ES2007,,Percentage,ES2007,99.5
2011,BSRVSAN,,ES2007,,Percentage,ES2007,99.5
2013,BSRVSAN,,ES2007,,Percentage,ES2007,99.5
2014,BSRVSAN,,ES2007,,Percentage,ES2007,99.5
2015,BSRVSAN,,ES2007,,Percentage,ES2007,99.5
2016,BSRVSAN,,ES2007,,Percentage,ES2007,99.5
2017,BSRVSAN,,ES2007,,Percentage,ES2007,99.6
2018,BSRVSAN,,ES2007,,Percentage,ES2007,99.6
2019,BSRVSAN,,ES2007,,Percentage,ES2007,99.6
2020,BSRVSAN,,ES2007,,Percentage,ES2007,99.7
2021,BSRVSAN,,ES2007,,Percentage,ES2007,99.7
2022,BSRVSAN,,ES2007,,Percentage,ES2007,99.7
2010,BSRVH2O,,,Segura,Percentage,Segura,100.0
2011,BSRVH2O,,,Segura,Percentage,Segura,100.0
2013,BSRVH2O,,,Segura,Percentage,Segura,100.0
2014,BSRVH2O,,,Segura,Percentage,Segura,100.0
2015,BSRVH2O,,,Segura,Percentage,Segura,100.0
2016,BSRVH2O,,,Segura,Percentage,Segura,100.0
2017,BSRVH2O,,,Segura,Percentage,Segura,100.0
2018,BSRVH2O,,,Segura,Percentage,Segura,100.0
2019,BSRVH2O,,,Segura,Percentage,Segura,100.0
2020,BSRVH2O,,,Segura,Percentage,Segura,100.0
2021,BSRVH2O,,,Segura,Percentage,Segura,100.0
2022,BSRVH2O,,,Segura,Percentage,Segura,100.0
2010,BSRVSAN,,,Segura,Percentage,Segura,99.4
2011,BSRVSAN,,,Segura,Percentage,Segura,99.6
2013,BSRVSAN,,,Segura,Percentage,Segura,99.6
2014,BSRVSAN,,,Segura,Percentage,Segura,99.6
2015,BSRVSAN,,,Segura,Percentage,Segura,99.6
2016,BSRVSAN,,,Segura,Percentage,Segura,99.6
2017,BSRVSAN,,,Segura,Percentage,Segura,99.8
2018,BSRVSAN,,,Segura,Percentage,Segura,99.8
2019,BSRVSAN,,,Segura,Percentage,Segura,99.8
2020,BSRVSAN,,,Segura,Percentage,Segura,99.8
2021,BSRVSAN,,,Segura,Percentage,Segura,99.6
2022,BSRVSAN,,,Segura,Percentage,Segura,99.6
2010,BSRVH2O,,,Tolosa,Percentage,Tolosa,100.0
2011,BSRVH2O,,,Tolosa,Percentage,Tolosa,100.0
2013,BSRVH2O,,,Tolosa,Percentage,Tolosa,100.0
2014,BSRVH2O,,,Tolosa,Percentage,Tolosa,100.0
2015,BSRVH2O,,,Tolosa,Percentage,Tolosa,100.0
2016,BSRVH2O,,,Tolosa,Percentage,Tolosa,100.0
2017,BSRVH2O,,,Tolosa,Percentage,Tolosa,100.0
2018,BSRVH2O,,,Tolosa,Percentage,Tolosa,100.0
2019,BSRVH2O,,,Tolosa,Percentage,Tolosa,100.0
2020,BSRVH2O,,,Tolosa,Percentage,Tolosa,100.0
2021,BSRVH2O,,,Tolosa,Percentage,Tolosa,100.0
2022,BSRVH2O,,,Tolosa,Percentage,Tolosa,100.0
2010,BSRVSAN,,,Tolosa,Percentage,Tolosa,98.3
2011,BSRVSAN,,,Tolosa,Percentage,Tolosa,98.5
2013,BSRVSAN,,,Tolosa,Percentage,Tolosa,98.5
2014,BSRVSAN,,,Tolosa,Percentage,Tolosa,98.5
2015,BSRVSAN,,,Tolosa,Percentage,Tolosa,98.6
2016,BSRVSAN,,,Tolosa,Percentage,Tolosa,98.6
2017,BSRVSAN,,,Tolosa,Percentage,Tolosa,98.6
2018,BSRVSAN,,,Tolosa,Percentage,Tolosa,98.7
2019,BSRVSAN,,,Tolosa,Percentage,Tolosa,98.7
2020,BSRVSAN,,,Tolosa,Percentage,Tolosa,98.8
2021,BSRVSAN,,,Tolosa,Percentage,Tolosa,98.8
2022,BSRVSAN,,,Tolosa,Percentage,Tolosa,98.8
2010,BSRVH2O,,,Urnieta,Percentage,Urnieta,100.0
2011,BSRVH2O,,,Urnieta,Percentage,Urnieta,100.0
2013,BSRVH2O,,,Urnieta,Percentage,Urnieta,100.0
2014,BSRVH2O,,,Urnieta,Percentage,Urnieta,100.0
2015,BSRVH2O,,,Urnieta,Percentage,Urnieta,100.0
2016,BSRVH2O,,,Urnieta,Percentage,Urnieta,100.0
2017,BSRVH2O,,,Urnieta,Percentage,Urnieta,100.0
2018,BSRVH2O,,,Urnieta,Percentage,Urnieta,100.0
2019,BSRVH2O,,,Urnieta,Percentage,Urnieta,100.0
2020,BSRVH2O,,,Urnieta,Percentage,Urnieta,100.0
2021,BSRVH2O,,,Urnieta,Percentage,Urnieta,100.0
2022,BSRVH2O,,,Urnieta,Percentage,Urnieta,100.0
2010,BSRVSAN,,,Urnieta,Percentage,Urnieta,99.8
2011,BSRVSAN,,,Urnieta,Percentage,Urnieta,99.8
2013,BSRVSAN,,,Urnieta,Percentage,Urnieta,99.8
2014,BSRVSAN,,,Urnieta,Percentage,Urnieta,99.8
2015,BSRVSAN,,,Urnieta,Percentage,Urnieta,99.8
2016,BSRVSAN,,,Urnieta,Percentage,Urnieta,99.8
2017,BSRVSAN,,,Urnieta,Percentage,Urnieta,99.8
2018,BSRVSAN,,,Urnieta,Percentage,Urnieta,99.8
2019,BSRVSAN,,,Urnieta,Percentage,Urnieta,99.7
2020,BSRVSAN,,,Urnieta,Percentage,Urnieta,99.8
2021,BSRVSAN,,,Urnieta,Percentage,Urnieta,99.8
2022,BSRVSAN,,,Urnieta,Percentage,Urnieta,99.8
2010,BSRVH2O,,,Usurbil,Percentage,Usurbil,100.0
2011,BSRVH2O,,,Usurbil,Percentage,Usurbil,100.0
2013,BSRVH2O,,,Usurbil,Percentage,Usurbil,100.0
2014,BSRVH2O,,,Usurbil,Percentage,Usurbil,100.0
2015,BSRVH2O,,,Usurbil,Percentage,Usurbil,100.0
2016,BSRVH2O,,,Usurbil,Percentage,Usurbil,100.0
2017,BSRVH2O,,,Usurbil,Percentage,Usurbil,100.0
2018,BSRVH2O,,,Usurbil,Percentage,Usurbil,100.0
2019,BSRVH2O,,,Usurbil,Percentage,Usurbil,100.0
2020,BSRVH2O,,,Usurbil,Percentage,Usurbil,100.0
2021,BSRVH2O,,,Usurbil,Percentage,Usurbil,100.0
2022,BSRVH2O,,,Usurbil,Percentage,Usurbil,100.0
2010,BSRVSAN,,,Usurbil,Percentage,Usurbil,99.7
2011,BSRVSAN,,,Usurbil,Percentage,Usurbil,99.7
2013,BSRVSAN,,,Usurbil,Percentage,Usurbil,99.7
2014,BSRVSAN,,,Usurbil,Percentage,Usurbil,99.8
2015,BSRVSAN,,,Usurbil,Percentage,Usurbil,99.7
2016,BSRVSAN,,,Usurbil,Percentage,Usurbil,99.8
2017,BSRVSAN,,,Usurbil,Percentage,Usurbil,99.7
2018,BSRVSAN,,,Usurbil,Percentage,Usurbil,99.7
2019,BSRVSAN,,,Usurbil,Percentage,Usurbil,99.7
2020,BSRVSAN,,,Usurbil,Percentage,Usurbil,99.7
2021,BSRVSAN,,,Usurbil,Percentage,Usurbil,99.7
2022,BSRVSAN,,,Usurbil,Percentage,Usurbil,99.7
2010,BSRVH2O,,,Bergara,Percentage,Bergara,99.9
2011,BSRVH2O,,,Bergara,Percentage,Bergara,100.0
2013,BSRVH2O,,,Bergara,Percentage,Bergara,100.0
2014,BSRVH2O,,,Bergara,Percentage,Bergara,99.9
2015,BSRVH2O,,,Bergara,Percentage,Bergara,100.0
2016,BSRVH2O,,,Bergara,Percentage,Bergara,100.0
2017,BSRVH2O,,,Bergara,Percentage,Bergara,100.0
2018,BSRVH2O,,,Bergara,Percentage,Bergara,99.9
2019,BSRVH2O,,,Bergara,Percentage,Bergara,99.9
2020,BSRVH2O,,,Bergara,Percentage,Bergara,99.9
2021,BSRVH2O,,,Bergara,Percentage,Bergara,100.0
2022,BSRVH2O,,,Bergara,Percentage,Bergara,100.0
2010,BSRVSAN,,,Bergara,Percentage,Bergara,99.5
2011,BSRVSAN,,,Bergara,Percentage,Bergara,99.5
2013,BSRVSAN,,,Bergara,Percentage,Bergara,99.5
2014,BSRVSAN,,,Bergara,Percentage,Bergara,99.5
2015,BSRVSAN,,,Bergara,Percentage,Bergara,99.4
2016,BSRVSAN,,,Bergara,Percentage,Bergara,99.5
2017,BSRVSAN,,,Bergara,Percentage,Bergara,99.5
2018,BSRVSAN,,,Bergara,Percentage,Bergara,99.5
2019,BSRVSAN,,,Bergara,Percentage,Bergara,99.5
2020,BSRVSAN,,,Bergara,Percentage,Bergara,99.6
2021,BSRVSAN,,,Bergara,Percentage,Bergara,99.6
2022,BSRVSAN,,,Bergara,Percentage,Bergara,99.6
2010,BSRVH2O,,,Villabona,Percentage,Villabona,99.8
2011,BSRVH2O,,,Villabona,Percentage,Villabona,100.0
2013,BSRVH2O,,,Villabona,Percentage,Villabona,100.0
2014,BSRVH2O,,,Villabona,Percentage,Villabona,100.0
2015,BSRVH2O,,,Villabona,Percentage,Villabona,100.0
2016,BSRVH2O,,,Villabona,Percentage,Villabona,100.0
2017,BSRVH2O,,,Villabona,Percentage,Villabona,100.0
2018,BSRVH2O,,,Villabona,Percentage,Villabona,100.0
2019,BSRVH2O,,,Villabona,Percentage,Villabona,100.0
2020,BSRVH2O,,,Villabona,Percentage,Villabona,100.0
2021,BSRVH2O,,,Villabona,Percentage,Villabona,100.0
2022,BSRVH2O,,,Villabona,Percentage,Villabona,100.0
2010,BSRVSAN,,,Villabona,Percentage,Villabona,99.5
2011,BSRVSAN,,,Villabona,Percentage,Villabona,99.7
2013,BSRVSAN,,,Villabona,Percentage,Villabona,99.7
2014,BSRVSAN,,,Villabona,Percentage,Villabona,99.7
2015,BSRVSAN,,,Villabona,Percentage,Villabona,99.7
2016,BSRVSAN,,,Villabona,Percentage,Villabona,99.7
2017,BSRVSAN,,,Villabona,Percentage,Villabona,99.7
2018,BSRVSAN,,,Villabona,Percentage,Villabona,99.7
2019,BSRVSAN,,,Villabona,Percentage,Villabona,99.7
2020,BSRVSAN,,,Villabona,Percentage,Villabona,99.7
2021,BSRVSAN,,,Villabona,Percentage,Villabona,99.7
2022,BSRVSAN,,,Villabona,Percentage,Villabona,99.8
2010,BSRVH2O,,,Ordizia,Percentage,Ordizia,100.0
2011,BSRVH2O,,,Ordizia,Percentage,Ordizia,100.0
2013,BSRVH2O,,,Ordizia,Percentage,Ordizia,100.0
2014,BSRVH2O,,,Ordizia,Percentage,Ordizia,100.0
2015,BSRVH2O,,,Ordizia,Percentage,Ordizia,100.0
2016,BSRVH2O,,,Ordizia,Percentage,Ordizia,100.0
2017,BSRVH2O,,,Ordizia,Percentage,Ordizia,100.0
2018,BSRVH2O,,,Ordizia,Percentage,Ordizia,100.0
2019,BSRVH2O,,,Ordizia,Percentage,Ordizia,100.0
2020,BSRVH2O,,,Ordizia,Percentage,Ordizia,100.0
2021,BSRVH2O,,,Ordizia,Percentage,Ordizia,100.0
2022,BSRVH2O,,,Ordizia,Percentage,Ordizia,100.0
2010,BSRVSAN,,,Ordizia,Percentage,Ordizia,97.1
2011,BSRVSAN,,,Ordizia,Percentage,Ordizia,96.9
2013,BSRVSAN,,,Ordizia,Percentage,Ordizia,97.2
2014,BSRVSAN,,,Ordizia,Percentage,Ordizia,97.2
2015,BSRVSAN,,,Ordizia,Percentage,Ordizia,97.1
2016,BSRVSAN,,,Ordizia,Percentage,Ordizia,97.1
2017,BSRVSAN,,,Ordizia,Percentage,Ordizia,97.3
2018,BSRVSAN,,,Ordizia,Percentage,Ordizia,97.3
2019,BSRVSAN,,,Ordizia,Percentage,Ordizia,97.3
2020,BSRVSAN,,,Ordizia,Percentage,Ordizia,97.8
2021,BSRVSAN,,,Ordizia,Percentage,Ordizia,98.0
2022,BSRVSAN,,,Ordizia,Percentage,Ordizia,97.8
2010,BSRVH2O,,,Urretxu,Percentage,Urretxu,100.0
2011,BSRVH2O,,,Urretxu,Percentage,Urretxu,100.0
2013,BSRVH2O,,,Urretxu,Percentage,Urretxu,100.0
2014,BSRVH2O,,,Urretxu,Percentage,Urretxu,100.0
2015,BSRVH2O,,,Urretxu,Percentage,Urretxu,100.0
2016,BSRVH2O,,,Urretxu,Percentage,Urretxu,100.0
2017,BSRVH2O,,,Urretxu,Percentage,Urretxu,100.0
2018,BSRVH2O,,,Urretxu,Percentage,Urretxu,100.0
2019,BSRVH2O,,,Urretxu,Percentage,Urretxu,100.0
2020,BSRVH2O,,,Urretxu,Percentage,Urretxu,100.0
2021,BSRVH2O,,,Urretxu,Percentage,Urretxu,100.0
2022,BSRVH2O,,,Urretxu,Percentage,Urretxu,100.0
2010,BSRVSAN,,,Urretxu,Percentage,Urretxu,99.1
2011,BSRVSAN,,,Urretxu,Percentage,Urretxu,99.2
2013,BSRVSAN,,,Urretxu,Percentage,Urretxu,99.1
2014,BSRVSAN,,,Urretxu,Percentage,Urretxu,99.1
2015,BSRVSAN,,,Urretxu,Percentage,Urretxu,99.1
2016,BSRVSAN,,,Urretxu,Percentage,Urretxu,99.3
2017,BSRVSAN,,,Urretxu,Percentage,Urretxu,99.2
2018,BSRVSAN,,,Urretxu,Percentage,Urretxu,99.2
2019,BSRVSAN,,,Urretxu,Percentage,Urretxu,99.3
2020,BSRVSAN,,,Urretxu,Percentage,Urretxu,99.8
2021,BSRVSAN,,,Urretxu,Percentage,Urretxu,99.8
2022,BSRVSAN,,,Urretxu,Percentage,Urretxu,99.8
2010,BSRVH2O,,,Zaldibia,Percentage,Zaldibia,100.0
2011,BSRVH2O,,,Zaldibia,Percentage,Zaldibia,100.0
2013,BSRVH2O,,,Zaldibia,Percentage,Zaldibia,100.0
2014,BSRVH2O,,,Zaldibia,Percentage,Zaldibia,100.0
2015,BSRVH2O,,,Zaldibia,Percentage,Zaldibia,100.0
2016,BSRVH2O,,,Zaldibia,Percentage,Zaldibia,100.0
2017,BSRVH2O,,,Zaldibia,Percentage,Zaldibia,100.0
2018,BSRVH2O,,,Zaldibia,Percentage,Zaldibia,100.0
2019,BSRVH2O,,,Zaldibia,Percentage,Zaldibia,100.0
2020,BSRVH2O,,,Zaldibia,Percentage,Zaldibia,100.0
2021,BSRVH2O,,,Zaldibia,Percentage,Zaldibia,100.0
2022,BSRVH2O,,,Zaldibia,Percentage,Zaldibia,100.0
2010,BSRVSAN,,,Zaldibia,Percentage,Zaldibia,98.2
2011,BSRVSAN,,,Zaldibia,Percentage,Zaldibia,98.2
2013,BSRVSAN,,,Zaldibia,Percentage,Zaldibia,98.5
2014,BSRVSAN,,,Zaldibia,Percentage,Zaldibia,98.5
2015,BSRVSAN,,,Zaldibia,Percentage,Zaldibia,98.5
2016,BSRVSAN,,,Zaldibia,Percentage,Zaldibia,98.7
2017,BSRVSAN,,,Zaldibia,Percentage,Zaldibia,98.7
2018,BSRVSAN,,,Zaldibia,Percentage,Zaldibia,98.4
2019,BSRVSAN,,,Zaldibia,Percentage,Zaldibia,98.4
2020,BSRVSAN,,,Zaldibia,Percentage,Zaldibia,98.2
2021,BSRVSAN,,,Zaldibia,Percentage,Zaldibia,98.5
2022,BSRVSAN,,,Zaldibia,Percentage,Zaldibia,98.2
2010,BSRVH2O,,,Zarautz,Percentage,Zarautz,99.9
2011,BSRVH2O,,,Zarautz,Percentage,Zarautz,99.9
2013,BSRVH2O,,,Zarautz,Percentage,Zarautz,99.9
2014,BSRVH2O,,,Zarautz,Percentage,Zarautz,99.9
2015,BSRVH2O,,,Zarautz,Percentage,Zarautz,99.9
2016,BSRVH2O,,,Zarautz,Percentage,Zarautz,99.9
2017,BSRVH2O,,,Zarautz,Percentage,Zarautz,99.9
2018,BSRVH2O,,,Zarautz,Percentage,Zarautz,99.9
2019,BSRVH2O,,,Zarautz,Percentage,Zarautz,99.9
2020,BSRVH2O,,,Zarautz,Percentage,Zarautz,99.9
2021,BSRVH2O,,,Zarautz,Percentage,Zarautz,99.9
2022,BSRVH2O,,,Zarautz,Percentage,Zarautz,99.9
2010,BSRVSAN,,,Zarautz,Percentage,Zarautz,99.5
2011,BSRVSAN,,,Zarautz,Percentage,Zarautz,99.5
2013,BSRVSAN,,,Zarautz,Percentage,Zarautz,99.5
2014,BSRVSAN,,,Zarautz,Percentage,Zarautz,99.5
2015,BSRVSAN,,,Zarautz,Percentage,Zarautz,99.4
2016,BSRVSAN,,,Zarautz,Percentage,Zarautz,99.5
2017,BSRVSAN,,,Zarautz,Percentage,Zarautz,99.5
2018,BSRVSAN,,,Zarautz,Percentage,Zarautz,99.5
2019,BSRVSAN,,,Zarautz,Percentage,Zarautz,99.5
2020,BSRVSAN,,,Zarautz,Percentage,Zarautz,99.5
2021,BSRVSAN,,,Zarautz,Percentage,Zarautz,99.6
2022,BSRVSAN,,,Zarautz,Percentage,Zarautz,99.6
2010,BSRVH2O,,,Zumarraga,Percentage,Zumarraga,99.9
2011,BSRVH2O,,,Zumarraga,Percentage,Zumarraga,100.0
2013,BSRVH2O,,,Zumarraga,Percentage,Zumarraga,100.0
2014,BSRVH2O,,,Zumarraga,Percentage,Zumarraga,100.0
2015,BSRVH2O,,,Zumarraga,Percentage,Zumarraga,100.0
2016,BSRVH2O,,,Zumarraga,Percentage,Zumarraga,100.0
2017,BSRVH2O,,,Zumarraga,Percentage,Zumarraga,100.0
2018,BSRVH2O,,,Zumarraga,Percentage,Zumarraga,100.0
2019,BSRVH2O,,,Zumarraga,Percentage,Zumarraga,100.0
2020,BSRVH2O,,,Zumarraga,Percentage,Zumarraga,100.0
2021,BSRVH2O,,,Zumarraga,Percentage,Zumarraga,100.0
2022,BSRVH2O,,,Zumarraga,Percentage,Zumarraga,100.0
2010,BSRVSAN,,,Zumarraga,Percentage,Zumarraga,99.6
2011,BSRVSAN,,,Zumarraga,Percentage,Zumarraga,99.6
2013,BSRVSAN,,,Zumarraga,Percentage,Zumarraga,99.7
2014,BSRVSAN,,,Zumarraga,Percentage,Zumarraga,99.7
2015,BSRVSAN,,,Zumarraga,Percentage,Zumarraga,99.7
2016,BSRVSAN,,,Zumarraga,Percentage,Zumarraga,99.7
2017,BSRVSAN,,,Zumarraga,Percentage,Zumarraga,99.7
2018,BSRVSAN,,,Zumarraga,Percentage,Zumarraga,99.8
2019,BSRVSAN,,,Zumarraga,Percentage,Zumarraga,99.8
2020,BSRVSAN,,,Zumarraga,Percentage,Zumarraga,99.7
2021,BSRVSAN,,,Zumarraga,Percentage,Zumarraga,99.7
2022,BSRVSAN,,,Zumarraga,Percentage,Zumarraga,99.7
2010,BSRVH2O,,,Zumaia,Percentage,Zumaia,99.8
2011,BSRVH2O,,,Zumaia,Percentage,Zumaia,99.8
2013,BSRVH2O,,,Zumaia,Percentage,Zumaia,99.9
2014,BSRVH2O,,,Zumaia,Percentage,Zumaia,99.9
2015,BSRVH2O,,,Zumaia,Percentage,Zumaia,99.9
2016,BSRVH2O,,,Zumaia,Percentage,Zumaia,99.9
2017,BSRVH2O,,,Zumaia,Percentage,Zumaia,99.9
2018,BSRVH2O,,,Zumaia,Percentage,Zumaia,99.9
2019,BSRVH2O,,,Zumaia,Percentage,Zumaia,99.9
2020,BSRVH2O,,,Zumaia,Percentage,Zumaia,99.9
2021,BSRVH2O,,,Zumaia,Percentage,Zumaia,99.9
2022,BSRVH2O,,,Zumaia,Percentage,Zumaia,99.9
2010,BSRVSAN,,,Zumaia,Percentage,Zumaia,99.7
2011,BSRVSAN,,,Zumaia,Percentage,Zumaia,99.7
2013,BSRVSAN,,,Zumaia,Percentage,Zumaia,99.7
2014,BSRVSAN,,,Zumaia,Percentage,Zumaia,99.7
2015,BSRVSAN,,,Zumaia,Percentage,Zumaia,99.7
2016,BSRVSAN,,,Zumaia,Percentage,Zumaia,99.7
2017,BSRVSAN,,,Zumaia,Percentage,Zumaia,99.8
2018,BSRVSAN,,,Zumaia,Percentage,Zumaia,99.8
2019,BSRVSAN,,,Zumaia,Percentage,Zumaia,99.8
2020,BSRVSAN,,,Zumaia,Percentage,Zumaia,99.8
2021,BSRVSAN,,,Zumaia,Percentage,Zumaia,99.8
2022,BSRVSAN,,,Zumaia,Percentage,Zumaia,99.8
2010,BSRVH2O,,,Mendaro,Percentage,Mendaro,100.0
2011,BSRVH2O,,,Mendaro,Percentage,Mendaro,100.0
2013,BSRVH2O,,,Mendaro,Percentage,Mendaro,100.0
2014,BSRVH2O,,,Mendaro,Percentage,Mendaro,100.0
2015,BSRVH2O,,,Mendaro,Percentage,Mendaro,100.0
2016,BSRVH2O,,,Mendaro,Percentage,Mendaro,100.0
2017,BSRVH2O,,,Mendaro,Percentage,Mendaro,100.0
2018,BSRVH2O,,,Mendaro,Percentage,Mendaro,100.0
2019,BSRVH2O,,,Mendaro,Percentage,Mendaro,100.0
2020,BSRVH2O,,,Mendaro,Percentage,Mendaro,100.0
2021,BSRVH2O,,,Mendaro,Percentage,Mendaro,100.0
2022,BSRVH2O,,,Mendaro,Percentage,Mendaro,100.0
2010,BSRVSAN,,,Mendaro,Percentage,Mendaro,99.9
2011,BSRVSAN,,,Mendaro,Percentage,Mendaro,99.9
2013,BSRVSAN,,,Mendaro,Percentage,Mendaro,100.0
2014,BSRVSAN,,,Mendaro,Percentage,Mendaro,100.0
2015,BSRVSAN,,,Mendaro,Percentage,Mendaro,100.0
2016,BSRVSAN,,,Mendaro,Percentage,Mendaro,100.0
2017,BSRVSAN,,,Mendaro,Percentage,Mendaro,100.0
2018,BSRVSAN,,,Mendaro,Percentage,Mendaro,100.0
2019,BSRVSAN,,,Mendaro,Percentage,Mendaro,100.0
2020,BSRVSAN,,,Mendaro,Percentage,Mendaro,100.0
2021,BSRVSAN,,,Mendaro,Percentage,Mendaro,100.0
2022,BSRVSAN,,,Mendaro,Percentage,Mendaro,100.0
2010,BSRVH2O,,,Lasarte-Oria,Percentage,Lasarte-Oria,100.0
2011,BSRVH2O,,,Lasarte-Oria,Percentage,Lasarte-Oria,100.0
2013,BSRVH2O,,,Lasarte-Oria,Percentage,Lasarte-Oria,100.0
2014,BSRVH2O,,,Lasarte-Oria,Percentage,Lasarte-Oria,100.0
2015,BSRVH2O,,,Lasarte-Oria,Percentage,Lasarte-Oria,100.0
2016,BSRVH2O,,,Lasarte-Oria,Percentage,Lasarte-Oria,100.0
2017,BSRVH2O,,,Lasarte-Oria,Percentage,Lasarte-Oria,100.0
2018,BSRVH2O,,,Lasarte-Oria,Percentage,Lasarte-Oria,100.0
2019,BSRVH2O,,,Lasarte-Oria,Percentage,Lasarte-Oria,100.0
2020,BSRVH2O,,,Lasarte-Oria,Percentage,Lasarte-Oria,100.0
2021,BSRVH2O,,,Lasarte-Oria,Percentage,Lasarte-Oria,100.0
2022,BSRVH2O,,,Lasarte-Oria,Percentage,Lasarte-Oria,100.0
2010,BSRVSAN,,,Lasarte-Oria,Percentage,Lasarte-Oria,99.5
2011,BSRVSAN,,,Lasarte-Oria,Percentage,Lasarte-Oria,99.6
2013,BSRVSAN,,,Lasarte-Oria,Percentage,Lasarte-Oria,99.6
2014,BSRVSAN,,,Lasarte-Oria,Percentage,Lasarte-Oria,99.5
2015,BSRVSAN,,,Lasarte-Oria,Percentage,Lasarte-Oria,99.5
2016,BSRVSAN,,,Lasarte-Oria,Percentage,Lasarte-Oria,99.6
2017,BSRVSAN,,,Lasarte-Oria,Percentage,Lasarte-Oria,99.6
2018,BSRVSAN,,,Lasarte-Oria,Percentage,Lasarte-Oria,99.6
2019,BSRVSAN,,,Lasarte-Oria,Percentage,Lasarte-Oria,99.6
2020,BSRVSAN,,,Lasarte-Oria,Percentage,Lasarte-Oria,99.6
2021,BSRVSAN,,,Lasarte-Oria,Percentage,Lasarte-Oria,99.6
2022,BSRVSAN,,,Lasarte-Oria,Percentage,Lasarte-Oria,99.6
2010,BSRVH2O,,,Astigarraga,Percentage,Astigarraga,99.8
2011,BSRVH2O,,,Astigarraga,Percentage,Astigarraga,99.8
2013,BSRVH2O,,,Astigarraga,Percentage,Astigarraga,99.8
2014,BSRVH2O,,,Astigarraga,Percentage,Astigarraga,99.8
2015,BSRVH2O,,,Astigarraga,Percentage,Astigarraga,99.8
2016,BSRVH2O,,,Astigarraga,Percentage,Astigarraga,99.8
2017,BSRVH2O,,,Astigarraga,Percentage,Astigarraga,99.8
2018,BSRVH2O,,,Astigarraga,Percentage,Astigarraga,99.8
2019,BSRVH2O,,,Astigarraga,Percentage,Astigarraga,99.8
2020,BSRVH2O,,,Astigarraga,Percentage,Astigarraga,99.9
2021,BSRVH2O,,,Astigarraga,Percentage,Astigarraga,99.9
2022,BSRVH2O,,,Astigarraga,Percentage,Astigarraga,99.9
2010,BSRVSAN,,,Astigarraga,Percentage,Astigarraga,99.2
2011,BSRVSAN,,,Astigarraga,Percentage,Astigarraga,99.5
2013,BSRVSAN,,,Astigarraga,Percentage,Astigarraga,99.6
2014,BSRVSAN,,,Astigarraga,Percentage,Astigarraga,99.6
2015,BSRVSAN,,,Astigarraga,Percentage,Astigarraga,99.6
2016,BSRVSAN,,,Astigarraga,Percentage,Astigarraga,99.7
2017,BSRVSAN,,,Astigarraga,Percentage,Astigarraga,99.7
2018,BSRVSAN,,,Astigarraga,Percentage,Astigarraga,99.6
2019,BSRVSAN,,,Astigarraga,Percentage,Astigarraga,99.6
2020,BSRVSAN,,,Astigarraga,Percentage,Astigarraga,99.7
2021,BSRVSAN,,,Astigarraga,Percentage,Astigarraga,99.7
2022,BSRVSAN,,,Astigarraga,Percentage,Astigarraga,99.7
2010,BSRVH2O,,,Baliarrain,Percentage,Baliarrain,100.0
2011,BSRVH2O,,,Baliarrain,Percentage,Baliarrain,100.0
2013,BSRVH2O,,,Baliarrain,Percentage,Baliarrain,100.0
2014,BSRVH2O,,,Baliarrain,Percentage,Baliarrain,100.0
