Year,Teknologia berriztagarri mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2020,Fotovoltaikoa,,Bilbo Handia / Gran Bilbao,,W_PER_CAPITA,Bilbo Handia / Gran Bilbao,5.1
2018,Fotovoltaikoa,,Bilbo Handia / Gran Bilbao,,W_PER_CAPITA,Bilbo Handia / Gran Bilbao,3.1
2011,Fotovoltaikoa,,Bilbo Handia / Gran Bilbao,,W_PER_CAPITA,Bilbo Handia / Gran Bilbao,2.8
2014,Fotovoltaikoa,,Bilbo Handia / Gran Bilbao,,W_PER_CAPITA,Bilbo Handia / Gran Bilbao,3.1
2017,Fotovoltaikoa,,Bilbo Handia / Gran Bilbao,,W_PER_CAPITA,Bilbo Handia / Gran Bilbao,3.1
2012,Fotovoltaikoa,,Bilbo Handia / Gran Bilbao,,W_PER_CAPITA,Bilbo Handia / Gran Bilbao,2.9
2022,Fotovoltaikoa,,Debabarrena / Bajo Deba,,W_PER_CAPITA,Debabarrena / Bajo Deba,22.2
2010,Fotovoltaikoa,,Debabarrena / Bajo Deba,,W_PER_CAPITA,Debabarrena / Bajo Deba,4.1
2014,Fotovoltaikoa,,Debabarrena / Bajo Deba,,W_PER_CAPITA,Debabarrena / Bajo Deba,7.3
2011,Fotovoltaikoa,,Debabarrena / Bajo Deba,,W_PER_CAPITA,Debabarrena / Bajo Deba,4.4
2012,Fotovoltaikoa,,Debabarrena / Bajo Deba,,W_PER_CAPITA,Debabarrena / Bajo Deba,4.7
2023,Fotovoltaikoa,,Debabarrena / Bajo Deba,,W_PER_CAPITA,Debabarrena / Bajo Deba,44.6
2021,Fotovoltaikoa,,Debabarrena / Bajo Deba,,W_PER_CAPITA,Debabarrena / Bajo Deba,21.8
2019,Fotovoltaikoa,,Debabarrena / Bajo Deba,,W_PER_CAPITA,Debabarrena / Bajo Deba,10.7
2018,Fotovoltaikoa,,Debabarrena / Bajo Deba,,W_PER_CAPITA,Debabarrena / Bajo Deba,9.3
2015,Fotovoltaikoa,,Debabarrena / Bajo Deba,,W_PER_CAPITA,Debabarrena / Bajo Deba,7.3
2017,Fotovoltaikoa,,Debabarrena / Bajo Deba,,W_PER_CAPITA,Debabarrena / Bajo Deba,9.2
2016,Fotovoltaikoa,,Debabarrena / Bajo Deba,,W_PER_CAPITA,Debabarrena / Bajo Deba,9.2
2013,Fotovoltaikoa,,Debabarrena / Bajo Deba,,W_PER_CAPITA,Debabarrena / Bajo Deba,7.3
2020,Fotovoltaikoa,,Debabarrena / Bajo Deba,,W_PER_CAPITA,Debabarrena / Bajo Deba,11.9
2015,Fotovoltaikoa,,Debagoiena / Alto Deba,,W_PER_CAPITA,Debagoiena / Alto Deba,12.5
2016,Fotovoltaikoa,,Debagoiena / Alto Deba,,W_PER_CAPITA,Debagoiena / Alto Deba,12.6
2012,Fotovoltaikoa,,Debagoiena / Alto Deba,,W_PER_CAPITA,Debagoiena / Alto Deba,11.9
2018,Fotovoltaikoa,,Debagoiena / Alto Deba,,W_PER_CAPITA,Debagoiena / Alto Deba,14.2
2010,Fotovoltaikoa,,Debagoiena / Alto Deba,,W_PER_CAPITA,Debagoiena / Alto Deba,11.4
2013,Fotovoltaikoa,,Debagoiena / Alto Deba,,W_PER_CAPITA,Debagoiena / Alto Deba,11.9
2021,Fotovoltaikoa,,Debagoiena / Alto Deba,,W_PER_CAPITA,Debagoiena / Alto Deba,24.4
2020,Fotovoltaikoa,,Debagoiena / Alto Deba,,W_PER_CAPITA,Debagoiena / Alto Deba,15.4
2014,Fotovoltaikoa,,Debagoiena / Alto Deba,,W_PER_CAPITA,Debagoiena / Alto Deba,12.5
2011,Fotovoltaikoa,,Debagoiena / Alto Deba,,W_PER_CAPITA,Debagoiena / Alto Deba,11.9
2017,Fotovoltaikoa,,Debagoiena / Alto Deba,,W_PER_CAPITA,Debagoiena / Alto Deba,12.6
2022,Fotovoltaikoa,,Debagoiena / Alto Deba,,W_PER_CAPITA,Debagoiena / Alto Deba,26.8
2019,Fotovoltaikoa,,Debagoiena / Alto Deba,,W_PER_CAPITA,Debagoiena / Alto Deba,14.4
2023,Fotovoltaikoa,,Debagoiena / Alto Deba,,W_PER_CAPITA,Debagoiena / Alto Deba,47.7
2011,Fotovoltaikoa,,Donostialdea,,W_PER_CAPITA,Donostialdea,7.1
2018,Fotovoltaikoa,,Donostialdea,,W_PER_CAPITA,Donostialdea,8.8
2014,Fotovoltaikoa,,Donostialdea,,W_PER_CAPITA,Donostialdea,8.3
2013,Fotovoltaikoa,,Donostialdea,,W_PER_CAPITA,Donostialdea,8.1
2022,Fotovoltaikoa,,Donostialdea,,W_PER_CAPITA,Donostialdea,21.1
2019,Fotovoltaikoa,,Donostialdea,,W_PER_CAPITA,Donostialdea,10.1
2017,Fotovoltaikoa,,Donostialdea,,W_PER_CAPITA,Donostialdea,8.3
2012,Fotovoltaikoa,,Donostialdea,,W_PER_CAPITA,Donostialdea,7.2
2010,Fotovoltaikoa,,Donostialdea,,W_PER_CAPITA,Donostialdea,6.8
2021,Fotovoltaikoa,,Donostialdea,,W_PER_CAPITA,Donostialdea,20.1
2016,Fotovoltaikoa,,Donostialdea,,W_PER_CAPITA,Donostialdea,8.3
2023,Fotovoltaikoa,,Donostialdea,,W_PER_CAPITA,Donostialdea,44.2
2015,Fotovoltaikoa,,Donostialdea,,W_PER_CAPITA,Donostialdea,8.3
2020,Fotovoltaikoa,,Donostialdea,,W_PER_CAPITA,Donostialdea,11.4
2015,Fotovoltaikoa,,Durangaldea / Duranguesado,,W_PER_CAPITA,Durangaldea / Duranguesado,10.3
2010,Fotovoltaikoa,,Durangaldea / Duranguesado,,W_PER_CAPITA,Durangaldea / Duranguesado,9.3
2019,Fotovoltaikoa,,Durangaldea / Duranguesado,,W_PER_CAPITA,Durangaldea / Duranguesado,14.4
2016,Fotovoltaikoa,,Durangaldea / Duranguesado,,W_PER_CAPITA,Durangaldea / Duranguesado,11.0
2020,Fotovoltaikoa,,Durangaldea / Duranguesado,,W_PER_CAPITA,Durangaldea / Duranguesado,15.4
2014,Fotovoltaikoa,,Durangaldea / Duranguesado,,W_PER_CAPITA,Durangaldea / Duranguesado,10.3
2022,Fotovoltaikoa,,Durangaldea / Duranguesado,,W_PER_CAPITA,Durangaldea / Duranguesado,27.9
2018,Fotovoltaikoa,,Durangaldea / Duranguesado,,W_PER_CAPITA,Durangaldea / Duranguesado,11.3
2012,Fotovoltaikoa,,Durangaldea / Duranguesado,,W_PER_CAPITA,Durangaldea / Duranguesado,9.9
2017,Fotovoltaikoa,,Durangaldea / Duranguesado,,W_PER_CAPITA,Durangaldea / Duranguesado,11.0
2013,Fotovoltaikoa,,Durangaldea / Duranguesado,,W_PER_CAPITA,Durangaldea / Duranguesado,10.0
2023,Fotovoltaikoa,,Durangaldea / Duranguesado,,W_PER_CAPITA,Durangaldea / Duranguesado,72.6
2011,Fotovoltaikoa,,Durangaldea / Duranguesado,,W_PER_CAPITA,Durangaldea / Duranguesado,9.5
2021,Fotovoltaikoa,,Durangaldea / Duranguesado,,W_PER_CAPITA,Durangaldea / Duranguesado,25.0
2017,Fotovoltaikoa,,Enkartazioak / Encartaciones,,W_PER_CAPITA,Enkartazioak / Encartaciones,4.1
2022,Fotovoltaikoa,,Enkartazioak / Encartaciones,,W_PER_CAPITA,Enkartazioak / Encartaciones,20.6
2023,Fotovoltaikoa,,Enkartazioak / Encartaciones,,W_PER_CAPITA,Enkartazioak / Encartaciones,28.2
2015,Fotovoltaikoa,,Enkartazioak / Encartaciones,,W_PER_CAPITA,Enkartazioak / Encartaciones,4.0
2020,Fotovoltaikoa,,Enkartazioak / Encartaciones,,W_PER_CAPITA,Enkartazioak / Encartaciones,6.8
2016,Fotovoltaikoa,,Enkartazioak / Encartaciones,,W_PER_CAPITA,Enkartazioak / Encartaciones,4.1
2010,Fotovoltaikoa,,Enkartazioak / Encartaciones,,W_PER_CAPITA,Enkartazioak / Encartaciones,3.7
2018,Fotovoltaikoa,,Enkartazioak / Encartaciones,,W_PER_CAPITA,Enkartazioak / Encartaciones,4.5
2019,Fotovoltaikoa,,Enkartazioak / Encartaciones,,W_PER_CAPITA,Enkartazioak / Encartaciones,5.3
2011,Fotovoltaikoa,,Enkartazioak / Encartaciones,,W_PER_CAPITA,Enkartazioak / Encartaciones,3.9
2014,Fotovoltaikoa,,Enkartazioak / Encartaciones,,W_PER_CAPITA,Enkartazioak / Encartaciones,4.0
2012,Fotovoltaikoa,,Enkartazioak / Encartaciones,,W_PER_CAPITA,Enkartazioak / Encartaciones,3.8
2013,Fotovoltaikoa,,Enkartazioak / Encartaciones,,W_PER_CAPITA,Enkartazioak / Encartaciones,3.8
2021,Fotovoltaikoa,,Enkartazioak / Encartaciones,,W_PER_CAPITA,Enkartazioak / Encartaciones,19.2
2020,Fotovoltaikoa,,Gernika-Bermeo,,W_PER_CAPITA,Gernika-Bermeo,19.5
2014,Fotovoltaikoa,,Gernika-Bermeo,,W_PER_CAPITA,Gernika-Bermeo,8.0
2017,Fotovoltaikoa,,Gernika-Bermeo,,W_PER_CAPITA,Gernika-Bermeo,8.5
2016,Fotovoltaikoa,,Gernika-Bermeo,,W_PER_CAPITA,Gernika-Bermeo,8.5
2018,Fotovoltaikoa,,Gernika-Bermeo,,W_PER_CAPITA,Gernika-Bermeo,8.8
2010,Fotovoltaikoa,,Gernika-Bermeo,,W_PER_CAPITA,Gernika-Bermeo,6.9
2021,Fotovoltaikoa,,Gernika-Bermeo,,W_PER_CAPITA,Gernika-Bermeo,30.4
2022,Fotovoltaikoa,,Gernika-Bermeo,,W_PER_CAPITA,Gernika-Bermeo,32.1
2015,Fotovoltaikoa,,Gernika-Bermeo,,W_PER_CAPITA,Gernika-Bermeo,8.0
2023,Fotovoltaikoa,,Gernika-Bermeo,,W_PER_CAPITA,Gernika-Bermeo,46.6
2019,Fotovoltaikoa,,Gernika-Bermeo,,W_PER_CAPITA,Gernika-Bermeo,14.1
2012,Fotovoltaikoa,,Gernika-Bermeo,,W_PER_CAPITA,Gernika-Bermeo,7.4
2011,Fotovoltaikoa,,Gernika-Bermeo,,W_PER_CAPITA,Gernika-Bermeo,6.8
2013,Fotovoltaikoa,,Gernika-Bermeo,,W_PER_CAPITA,Gernika-Bermeo,7.5
2019,Fotovoltaikoa,,Goierri,,W_PER_CAPITA,Goierri,11.9
2021,Fotovoltaikoa,,Goierri,,W_PER_CAPITA,Goierri,30.0
2010,Fotovoltaikoa,,Goierri,,W_PER_CAPITA,Goierri,10.3
2013,Fotovoltaikoa,,Goierri,,W_PER_CAPITA,Goierri,11.5
2017,Fotovoltaikoa,,Goierri,,W_PER_CAPITA,Goierri,11.8
2016,Fotovoltaikoa,,Goierri,,W_PER_CAPITA,Goierri,11.9
2014,Fotovoltaikoa,,Goierri,,W_PER_CAPITA,Goierri,11.6
2022,Fotovoltaikoa,,Goierri,,W_PER_CAPITA,Goierri,31.5
2015,Fotovoltaikoa,,Goierri,,W_PER_CAPITA,Goierri,11.7
2023,Fotovoltaikoa,,Goierri,,W_PER_CAPITA,Goierri,65.5
2018,Fotovoltaikoa,,Goierri,,W_PER_CAPITA,Goierri,11.9
2012,Fotovoltaikoa,,Goierri,,W_PER_CAPITA,Goierri,11.4
2011,Fotovoltaikoa,,Goierri,,W_PER_CAPITA,Goierri,11.2
2020,Fotovoltaikoa,,Goierri,,W_PER_CAPITA,Goierri,13.4
2014,Fotovoltaikoa,,Gorbeialdea / Estribaciones del Gorbea,,W_PER_CAPITA,Gorbeialdea / Estribaciones del Gorbea,107.1
2016,Fotovoltaikoa,,Gorbeialdea / Estribaciones del Gorbea,,W_PER_CAPITA,Gorbeialdea / Estribaciones del Gorbea,108.1
2010,Fotovoltaikoa,,Gorbeialdea / Estribaciones del Gorbea,,W_PER_CAPITA,Gorbeialdea / Estribaciones del Gorbea,98.5
2017,Fotovoltaikoa,,Gorbeialdea / Estribaciones del Gorbea,,W_PER_CAPITA,Gorbeialdea / Estribaciones del Gorbea,107.3
2019,Fotovoltaikoa,,Gorbeialdea / Estribaciones del Gorbea,,W_PER_CAPITA,Gorbeialdea / Estribaciones del Gorbea,133.2
2022,Fotovoltaikoa,,Gorbeialdea / Estribaciones del Gorbea,,W_PER_CAPITA,Gorbeialdea / Estribaciones del Gorbea,225.5
2013,Fotovoltaikoa,,Gorbeialdea / Estribaciones del Gorbea,,W_PER_CAPITA,Gorbeialdea / Estribaciones del Gorbea,105.9
2018,Fotovoltaikoa,,Gorbeialdea / Estribaciones del Gorbea,,W_PER_CAPITA,Gorbeialdea / Estribaciones del Gorbea,113.6
2015,Fotovoltaikoa,,Gorbeialdea / Estribaciones del Gorbea,,W_PER_CAPITA,Gorbeialdea / Estribaciones del Gorbea,107.2
2011,Fotovoltaikoa,,Gorbeialdea / Estribaciones del Gorbea,,W_PER_CAPITA,Gorbeialdea / Estribaciones del Gorbea,102.1
2012,Fotovoltaikoa,,Gorbeialdea / Estribaciones del Gorbea,,W_PER_CAPITA,Gorbeialdea / Estribaciones del Gorbea,104.7
2021,Fotovoltaikoa,,Gorbeialdea / Estribaciones del Gorbea,,W_PER_CAPITA,Gorbeialdea / Estribaciones del Gorbea,218.7
2023,Fotovoltaikoa,,Gorbeialdea / Estribaciones del Gorbea,,W_PER_CAPITA,Gorbeialdea / Estribaciones del Gorbea,317.4
2020,Fotovoltaikoa,,Gorbeialdea / Estribaciones del Gorbea,,W_PER_CAPITA,Gorbeialdea / Estribaciones del Gorbea,141.5
2015,Fotovoltaikoa,,Markina-Ondarroa,,W_PER_CAPITA,Markina-Ondarroa,9.7
2017,Fotovoltaikoa,,Markina-Ondarroa,,W_PER_CAPITA,Markina-Ondarroa,10.0
2018,Fotovoltaikoa,,Markina-Ondarroa,,W_PER_CAPITA,Markina-Ondarroa,10.5
2016,Fotovoltaikoa,,Markina-Ondarroa,,W_PER_CAPITA,Markina-Ondarroa,9.7
2023,Fotovoltaikoa,,Markina-Ondarroa,,W_PER_CAPITA,Markina-Ondarroa,41.2
2014,Fotovoltaikoa,,Markina-Ondarroa,,W_PER_CAPITA,Markina-Ondarroa,9.7
2013,Fotovoltaikoa,,Markina-Ondarroa,,W_PER_CAPITA,Markina-Ondarroa,9.2
2022,Fotovoltaikoa,,Markina-Ondarroa,,W_PER_CAPITA,Markina-Ondarroa,30.5
2021,Fotovoltaikoa,,Markina-Ondarroa,,W_PER_CAPITA,Markina-Ondarroa,29.2
2020,Fotovoltaikoa,,Markina-Ondarroa,,W_PER_CAPITA,Markina-Ondarroa,20.0
2012,Fotovoltaikoa,,Markina-Ondarroa,,W_PER_CAPITA,Markina-Ondarroa,9.2
2019,Fotovoltaikoa,,Markina-Ondarroa,,W_PER_CAPITA,Markina-Ondarroa,19.0
2010,Fotovoltaikoa,,Markina-Ondarroa,,W_PER_CAPITA,Markina-Ondarroa,8.7
2011,Fotovoltaikoa,,Markina-Ondarroa,,W_PER_CAPITA,Markina-Ondarroa,8.9
2022,Fotovoltaikoa,,Plentzia-Mungia,,W_PER_CAPITA,Plentzia-Mungia,38.8
2018,Fotovoltaikoa,,Plentzia-Mungia,,W_PER_CAPITA,Plentzia-Mungia,9.3
2011,Fotovoltaikoa,,Plentzia-Mungia,,W_PER_CAPITA,Plentzia-Mungia,6.5
2020,Fotovoltaikoa,,Plentzia-Mungia,,W_PER_CAPITA,Plentzia-Mungia,23.0
2013,Fotovoltaikoa,,Plentzia-Mungia,,W_PER_CAPITA,Plentzia-Mungia,6.7
2012,Fotovoltaikoa,,Plentzia-Mungia,,W_PER_CAPITA,Plentzia-Mungia,6.7
2023,Fotovoltaikoa,,Plentzia-Mungia,,W_PER_CAPITA,Plentzia-Mungia,74.4
2021,Fotovoltaikoa,,Plentzia-Mungia,,W_PER_CAPITA,Plentzia-Mungia,36.5
2015,Fotovoltaikoa,,Plentzia-Mungia,,W_PER_CAPITA,Plentzia-Mungia,7.1
2016,Fotovoltaikoa,,Plentzia-Mungia,,W_PER_CAPITA,Plentzia-Mungia,7.8
2014,Fotovoltaikoa,,Plentzia-Mungia,,W_PER_CAPITA,Plentzia-Mungia,7.2
2010,Fotovoltaikoa,,Plentzia-Mungia,,W_PER_CAPITA,Plentzia-Mungia,6.4
2019,Fotovoltaikoa,,Plentzia-Mungia,,W_PER_CAPITA,Plentzia-Mungia,21.7
2017,Fotovoltaikoa,,Plentzia-Mungia,,W_PER_CAPITA,Plentzia-Mungia,7.8
2021,Fotovoltaikoa,,Tolosaldea,,W_PER_CAPITA,Tolosaldea,47.1
2019,Fotovoltaikoa,,Tolosaldea,,W_PER_CAPITA,Tolosaldea,11.2
2010,Fotovoltaikoa,,Tolosaldea,,W_PER_CAPITA,Tolosaldea,4.7
2022,Fotovoltaikoa,,Tolosaldea,,W_PER_CAPITA,Tolosaldea,50.5
2011,Fotovoltaikoa,,Tolosaldea,,W_PER_CAPITA,Tolosaldea,4.7
2020,Fotovoltaikoa,,Tolosaldea,,W_PER_CAPITA,Tolosaldea,15.6
2023,Fotovoltaikoa,,Tolosaldea,,W_PER_CAPITA,Tolosaldea,85.9
2013,Fotovoltaikoa,,Tolosaldea,,W_PER_CAPITA,Tolosaldea,4.8
2014,Fotovoltaikoa,,Tolosaldea,,W_PER_CAPITA,Tolosaldea,5.1
2016,Fotovoltaikoa,,Tolosaldea,,W_PER_CAPITA,Tolosaldea,5.7
2012,Fotovoltaikoa,,Tolosaldea,,W_PER_CAPITA,Tolosaldea,4.8
2018,Fotovoltaikoa,,Tolosaldea,,W_PER_CAPITA,Tolosaldea,8.4
2017,Fotovoltaikoa,,Tolosaldea,,W_PER_CAPITA,Tolosaldea,5.7
2015,Fotovoltaikoa,,Tolosaldea,,W_PER_CAPITA,Tolosaldea,5.1
2017,Fotovoltaikoa,,Urola Kosta,,W_PER_CAPITA,Urola Kosta,12.2
2013,Fotovoltaikoa,,Urola Kosta,,W_PER_CAPITA,Urola Kosta,12.3
2014,Fotovoltaikoa,,Urola Kosta,,W_PER_CAPITA,Urola Kosta,12.2
2018,Fotovoltaikoa,,Urola Kosta,,W_PER_CAPITA,Urola Kosta,13.4
2015,Fotovoltaikoa,,Urola Kosta,,W_PER_CAPITA,Urola Kosta,12.2
2022,Fotovoltaikoa,,Urola Kosta,,W_PER_CAPITA,Urola Kosta,27.9
2020,Fotovoltaikoa,,Urola Kosta,,W_PER_CAPITA,Urola Kosta,16.8
2023,Fotovoltaikoa,,Urola Kosta,,W_PER_CAPITA,Urola Kosta,60.2
2012,Fotovoltaikoa,,Urola Kosta,,W_PER_CAPITA,Urola Kosta,12.3
2021,Fotovoltaikoa,,Urola Kosta,,W_PER_CAPITA,Urola Kosta,22.0
2019,Fotovoltaikoa,,Urola Kosta,,W_PER_CAPITA,Urola Kosta,13.6
2011,Fotovoltaikoa,,Urola Kosta,,W_PER_CAPITA,Urola Kosta,12.4
2016,Fotovoltaikoa,,Urola Kosta,,W_PER_CAPITA,Urola Kosta,12.2
2010,Fotovoltaikoa,,Urola Kosta,,W_PER_CAPITA,Urola Kosta,10.9
2012,Fotovoltaikoa,ES211,,,W_PER_CAPITA,ES211,35.7
2017,Fotovoltaikoa,ES211,,,W_PER_CAPITA,ES211,37.4
2022,Fotovoltaikoa,ES211,,,W_PER_CAPITA,ES211,139.7
2021,Fotovoltaikoa,ES211,,,W_PER_CAPITA,ES211,138.0
2016,Fotovoltaikoa,ES211,,,W_PER_CAPITA,ES211,37.6
2011,Fotovoltaikoa,ES211,,,W_PER_CAPITA,ES211,35.0
2018,Fotovoltaikoa,ES211,,,W_PER_CAPITA,ES211,38.6
2019,Fotovoltaikoa,ES211,,,W_PER_CAPITA,ES211,43.2
2010,Fotovoltaikoa,ES211,,,W_PER_CAPITA,ES211,34.1
2014,Fotovoltaikoa,ES211,,,W_PER_CAPITA,ES211,37.7
2020,Fotovoltaikoa,ES211,,,W_PER_CAPITA,ES211,124.0
2015,Fotovoltaikoa,ES211,,,W_PER_CAPITA,ES211,37.7
2023,Fotovoltaikoa,ES211,,,W_PER_CAPITA,ES211,169.1
2013,Fotovoltaikoa,ES211,,,W_PER_CAPITA,ES211,37.5
2020,Fotovoltaikoa,ES213,,,W_PER_CAPITA,ES213,8.2
2018,Fotovoltaikoa,ES213,,,W_PER_CAPITA,ES213,4.9
2022,Fotovoltaikoa,ES213,,,W_PER_CAPITA,ES213,16.3
2023,Fotovoltaikoa,ES213,,,W_PER_CAPITA,ES213,31.6
2019,Fotovoltaikoa,ES213,,,W_PER_CAPITA,ES213,6.8
2016,Fotovoltaikoa,ES213,,,W_PER_CAPITA,ES213,4.7
2014,Fotovoltaikoa,ES213,,,W_PER_CAPITA,ES213,4.5
2017,Fotovoltaikoa,ES213,,,W_PER_CAPITA,ES213,4.8
2021,Fotovoltaikoa,ES213,,,W_PER_CAPITA,ES213,15.2
2013,Fotovoltaikoa,ES213,,,W_PER_CAPITA,ES213,4.4
2011,Fotovoltaikoa,ES213,,,W_PER_CAPITA,ES213,4.1
2012,Fotovoltaikoa,ES213,,,W_PER_CAPITA,ES213,4.3
2010,Fotovoltaikoa,ES213,,,W_PER_CAPITA,ES213,4.1
2015,Fotovoltaikoa,ES213,,,W_PER_CAPITA,ES213,4.5
2019,Fotovoltaikoa,ES212,,,W_PER_CAPITA,ES212,11.0
2011,Fotovoltaikoa,ES212,,,W_PER_CAPITA,ES212,7.9
2013,Fotovoltaikoa,ES212,,,W_PER_CAPITA,ES212,8.8
2023,Fotovoltaikoa,ES212,,,W_PER_CAPITA,ES212,49.4
2020,Fotovoltaikoa,ES212,,,W_PER_CAPITA,ES212,12.7
2016,Fotovoltaikoa,ES212,,,W_PER_CAPITA,ES212,9.2
2010,Fotovoltaikoa,ES212,,,W_PER_CAPITA,ES212,7.4
2018,Fotovoltaikoa,ES212,,,W_PER_CAPITA,ES212,10.0
2022,Fotovoltaikoa,ES212,,,W_PER_CAPITA,ES212,24.5
2014,Fotovoltaikoa,ES212,,,W_PER_CAPITA,ES212,9.0
2012,Fotovoltaikoa,ES212,,,W_PER_CAPITA,ES212,8.0
2017,Fotovoltaikoa,ES212,,,W_PER_CAPITA,ES212,9.2
2021,Fotovoltaikoa,ES212,,,W_PER_CAPITA,ES212,22.8
2015,Fotovoltaikoa,ES212,,,W_PER_CAPITA,ES212,9.0
2023,Eolikoa,,,,W_PER_CAPITA,,69.4
2015,Eolikoa,,,,W_PER_CAPITA,,72.8
2018,Eolikoa,,,,W_PER_CAPITA,,70.1
2016,Eolikoa,,,,W_PER_CAPITA,,70.4
2010,Eolikoa,,,,W_PER_CAPITA,,71.2
2017,Eolikoa,,,,W_PER_CAPITA,,70.3
2011,Eolikoa,,,,W_PER_CAPITA,,71.0
2022,Eolikoa,,,,W_PER_CAPITA,,69.8
2014,Eolikoa,,,,W_PER_CAPITA,,71.3
2020,Eolikoa,,,,W_PER_CAPITA,,69.9
2019,Eolikoa,,,,W_PER_CAPITA,,69.7
2013,Eolikoa,,,,W_PER_CAPITA,,71.3
2012,Eolikoa,,,,W_PER_CAPITA,,71.1
2021,Eolikoa,,,,W_PER_CAPITA,,70.1
2018,Eolikoa,,,ES48001,W_PER_CAPITA,ES48001,0.9
2021,Eolikoa,,,ES48001,W_PER_CAPITA,ES48001,0.9
2016,Eolikoa,,,ES48001,W_PER_CAPITA,ES48001,0.9
2013,Eolikoa,,,ES48001,W_PER_CAPITA,ES48001,0.7
2019,Eolikoa,,,ES48001,W_PER_CAPITA,ES48001,0.9
2014,Eolikoa,,,ES48001,W_PER_CAPITA,ES48001,0.7
2015,Eolikoa,,,ES48001,W_PER_CAPITA,ES48001,0.7
2022,Eolikoa,,,ES48001,W_PER_CAPITA,ES48001,0.9
2010,Eolikoa,,,ES48001,W_PER_CAPITA,ES48001,0.0
2012,Eolikoa,,,ES48001,W_PER_CAPITA,ES48001,0.7
2023,Eolikoa,,,ES48001,W_PER_CAPITA,ES48001,0.8
2020,Eolikoa,,,ES48001,W_PER_CAPITA,ES48001,0.9
2011,Eolikoa,,,ES48001,W_PER_CAPITA,ES48001,0.7
2017,Eolikoa,,,ES48001,W_PER_CAPITA,ES48001,0.9
2020,Eolikoa,,,Abaltzisketa,W_PER_CAPITA,Abaltzisketa,0.0
2023,Eolikoa,,,Abaltzisketa,W_PER_CAPITA,Abaltzisketa,0.0
2021,Eolikoa,,,Abaltzisketa,W_PER_CAPITA,Abaltzisketa,0.0
2013,Eolikoa,,,Abaltzisketa,W_PER_CAPITA,Abaltzisketa,0.0
2016,Eolikoa,,,Abaltzisketa,W_PER_CAPITA,Abaltzisketa,0.0
2018,Eolikoa,,,Abaltzisketa,W_PER_CAPITA,Abaltzisketa,0.0
2019,Eolikoa,,,Abaltzisketa,W_PER_CAPITA,Abaltzisketa,0.0
2022,Eolikoa,,,Abaltzisketa,W_PER_CAPITA,Abaltzisketa,0.0
2014,Eolikoa,,,Abaltzisketa,W_PER_CAPITA,Abaltzisketa,0.0
2017,Eolikoa,,,Abaltzisketa,W_PER_CAPITA,Abaltzisketa,0.0
2010,Eolikoa,,,Abaltzisketa,W_PER_CAPITA,Abaltzisketa,0.0
2011,Eolikoa,,,Abaltzisketa,W_PER_CAPITA,Abaltzisketa,0.0
2015,Eolikoa,,,Abaltzisketa,W_PER_CAPITA,Abaltzisketa,0.0
2012,Eolikoa,,,Abaltzisketa,W_PER_CAPITA,Abaltzisketa,0.0
2022,Eolikoa,,,ES48002,W_PER_CAPITA,ES48002,0.3
2014,Eolikoa,,,ES48002,W_PER_CAPITA,ES48002,0.3
2016,Eolikoa,,,ES48002,W_PER_CAPITA,ES48002,0.3
2023,Eolikoa,,,ES48002,W_PER_CAPITA,ES48002,0.3
2020,Eolikoa,,,ES48002,W_PER_CAPITA,ES48002,0.3
2019,Eolikoa,,,ES48002,W_PER_CAPITA,ES48002,0.3
2017,Eolikoa,,,ES48002,W_PER_CAPITA,ES48002,0.3
2012,Eolikoa,,,ES48002,W_PER_CAPITA,ES48002,0.3
2011,Eolikoa,,,ES48002,W_PER_CAPITA,ES48002,0.3
2010,Eolikoa,,,ES48002,W_PER_CAPITA,ES48002,0.3
2013,Eolikoa,,,ES48002,W_PER_CAPITA,ES48002,0.3
2015,Eolikoa,,,ES48002,W_PER_CAPITA,ES48002,0.3
2021,Eolikoa,,,ES48002,W_PER_CAPITA,ES48002,0.3
2018,Eolikoa,,,ES48002,W_PER_CAPITA,ES48002,0.3
2011,Eolikoa,,,Aduna,W_PER_CAPITA,Aduna,0.0
2023,Eolikoa,,,Aduna,W_PER_CAPITA,Aduna,0.0
2012,Eolikoa,,,Aduna,W_PER_CAPITA,Aduna,0.0
2010,Eolikoa,,,Aduna,W_PER_CAPITA,Aduna,0.0
2018,Eolikoa,,,Aduna,W_PER_CAPITA,Aduna,0.0
2015,Eolikoa,,,Aduna,W_PER_CAPITA,Aduna,0.0
2014,Eolikoa,,,Aduna,W_PER_CAPITA,Aduna,0.0
2022,Eolikoa,,,Aduna,W_PER_CAPITA,Aduna,0.0
2019,Eolikoa,,,Aduna,W_PER_CAPITA,Aduna,0.0
2017,Eolikoa,,,Aduna,W_PER_CAPITA,Aduna,0.0
2013,Eolikoa,,,Aduna,W_PER_CAPITA,Aduna,0.0
2020,Eolikoa,,,Aduna,W_PER_CAPITA,Aduna,0.0
2016,Eolikoa,,,Aduna,W_PER_CAPITA,Aduna,0.0
2021,Eolikoa,,,Aduna,W_PER_CAPITA,Aduna,0.0
2019,Eolikoa,,,Agurain / Salvatierra,W_PER_CAPITA,Agurain / Salvatierra,8.5
2012,Eolikoa,,,Agurain / Salvatierra,W_PER_CAPITA,Agurain / Salvatierra,8.9
2010,Eolikoa,,,Agurain / Salvatierra,W_PER_CAPITA,Agurain / Salvatierra,9.2
