Year,Series,Sexo,Tipo de renta,Territorio,Comarca,Municipio,Units,GeoCode,Value
2015,Renta personal media,Mujer,Renta del trabajo,,,Meñaka,Euros,Meñaka,14470.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Meñaka,Euros,Meñaka,16329.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Meñaka,Euros,Meñaka,16628.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Meñaka,Euros,Meñaka,18883.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Meñaka,Euros,Meñaka,14150.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Meñaka,Euros,Meñaka,14968.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Meñaka,Euros,Meñaka,14360.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Meñaka,Euros,Meñaka,17516.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Meñaka,Euros,Meñaka,13950.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Moreda de Álava/Moreda Araba,Euros,Moreda de Álava/Moreda Araba,7808.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Moreda de Álava/Moreda Araba,Euros,Moreda de Álava/Moreda Araba,9893.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Moreda de Álava/Moreda Araba,Euros,Moreda de Álava/Moreda Araba,10912.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Moreda de Álava/Moreda Araba,Euros,Moreda de Álava/Moreda Araba,7796.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Moreda de Álava/Moreda Araba,Euros,Moreda de Álava/Moreda Araba,9031.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Moreda de Álava/Moreda Araba,Euros,Moreda de Álava/Moreda Araba,7833.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Moreda de Álava/Moreda Araba,Euros,Moreda de Álava/Moreda Araba,8322.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Moreda de Álava/Moreda Araba,Euros,Moreda de Álava/Moreda Araba,10217.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Moreda de Álava/Moreda Araba,Euros,Moreda de Álava/Moreda Araba,14102.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Moreda de Álava/Moreda Araba,Euros,Moreda de Álava/Moreda Araba,13345.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Moreda de Álava/Moreda Araba,Euros,Moreda de Álava/Moreda Araba,12344.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Morga,Euros,Morga,12429.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Morga,Euros,Morga,11629.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Morga,Euros,Morga,12762.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Morga,Euros,Morga,12988.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Morga,Euros,Morga,11854.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Morga,Euros,Morga,11735.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Morga,Euros,Morga,13894.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Morga,Euros,Morga,11686.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Morga,Euros,Morga,12240.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Morga,Euros,Morga,14857.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Morga,Euros,Morga,12793.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Mundaka,Euros,Mundaka,16300.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Mundaka,Euros,Mundaka,13236.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Mundaka,Euros,Mundaka,16343.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Mundaka,Euros,Mundaka,13402.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Mundaka,Euros,Mundaka,14778.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Mundaka,Euros,Mundaka,13215.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Mundaka,Euros,Mundaka,17034.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Mundaka,Euros,Mundaka,13140.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Mundaka,Euros,Mundaka,16292.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Mundaka,Euros,Mundaka,13340.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Mundaka,Euros,Mundaka,16455.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Mungia,Euros,Mungia,17523.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Mungia,Euros,Mungia,14482.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Mungia,Euros,Mungia,13947.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Mungia,Euros,Mungia,17018.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Mungia,Euros,Mungia,13812.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Mungia,Euros,Mungia,13931.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Mungia,Euros,Mungia,13694.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Mungia,Euros,Mungia,16549.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Mungia,Euros,Mungia,14323.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Mungia,Euros,Mungia,15307.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Mungia,Euros,Mungia,15049.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Munitibar-Arbatzegi Gerrikaitz,Euros,Munitibar-Arbatzegi Gerrikaitz,15137.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Munitibar-Arbatzegi Gerrikaitz,Euros,Munitibar-Arbatzegi Gerrikaitz,13307.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Munitibar-Arbatzegi Gerrikaitz,Euros,Munitibar-Arbatzegi Gerrikaitz,12220.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Munitibar-Arbatzegi Gerrikaitz,Euros,Munitibar-Arbatzegi Gerrikaitz,13509.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Munitibar-Arbatzegi Gerrikaitz,Euros,Munitibar-Arbatzegi Gerrikaitz,14031.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Munitibar-Arbatzegi Gerrikaitz,Euros,Munitibar-Arbatzegi Gerrikaitz,13937.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Munitibar-Arbatzegi Gerrikaitz,Euros,Munitibar-Arbatzegi Gerrikaitz,12838.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Munitibar-Arbatzegi Gerrikaitz,Euros,Munitibar-Arbatzegi Gerrikaitz,12641.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Munitibar-Arbatzegi Gerrikaitz,Euros,Munitibar-Arbatzegi Gerrikaitz,14011.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Munitibar-Arbatzegi Gerrikaitz,Euros,Munitibar-Arbatzegi Gerrikaitz,13689.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Munitibar-Arbatzegi Gerrikaitz,Euros,Munitibar-Arbatzegi Gerrikaitz,12274.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Murueta,Euros,Murueta,14522.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Murueta,Euros,Murueta,14867.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Murueta,Euros,Murueta,15142.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Murueta,Euros,Murueta,19796.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Murueta,Euros,Murueta,16130.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Murueta,Euros,Murueta,16402.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Murueta,Euros,Murueta,15944.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Murueta,Euros,Murueta,15892.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Murueta,Euros,Murueta,17064.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Murueta,Euros,Murueta,14843.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Murueta,Euros,Murueta,14468.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Muskiz,Euros,Muskiz,10715.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Muskiz,Euros,Muskiz,10070.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Muskiz,Euros,Muskiz,12418.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Muskiz,Euros,Muskiz,11051.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Muskiz,Euros,Muskiz,13216.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Muskiz,Euros,Muskiz,12099.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Muskiz,Euros,Muskiz,9950.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Muskiz,Euros,Muskiz,10548.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Muskiz,Euros,Muskiz,10293.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Muskiz,Euros,Muskiz,9970.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Muskiz,Euros,Muskiz,11112.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Mutiloa,Euros,Mutiloa,16590.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Mutiloa,Euros,Mutiloa,15712.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Mutiloa,Euros,Mutiloa,17153.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Mutiloa,Euros,Mutiloa,17181.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Mutiloa,Euros,Mutiloa,17852.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Mutiloa,Euros,Mutiloa,15283.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Mutiloa,Euros,Mutiloa,18664.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Mutiloa,Euros,Mutiloa,18772.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Mutiloa,Euros,Mutiloa,16803.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Mutiloa,Euros,Mutiloa,15788.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Mutiloa,Euros,Mutiloa,15734.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Mutriku,Euros,Mutriku,12519.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Mutriku,Euros,Mutriku,15081.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Mutriku,Euros,Mutriku,11966.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Mutriku,Euros,Mutriku,11430.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Mutriku,Euros,Mutriku,12735.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Mutriku,Euros,Mutriku,13875.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Mutriku,Euros,Mutriku,14526.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Mutriku,Euros,Mutriku,14364.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Mutriku,Euros,Mutriku,12003.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Mutriku,Euros,Mutriku,11669.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Mutriku,Euros,Mutriku,13767.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Muxika,Euros,Muxika,13069.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Muxika,Euros,Muxika,16406.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Muxika,Euros,Muxika,13032.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Muxika,Euros,Muxika,16530.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Muxika,Euros,Muxika,17363.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Muxika,Euros,Muxika,15236.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Muxika,Euros,Muxika,13916.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Muxika,Euros,Muxika,14734.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Muxika,Euros,Muxika,14342.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Muxika,Euros,Muxika,14181.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Muxika,Euros,Muxika,13999.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Nabarniz,Euros,Nabarniz,15098.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Nabarniz,Euros,Nabarniz,15290.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Nabarniz,Euros,Nabarniz,13773.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Nabarniz,Euros,Nabarniz,13690.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Nabarniz,Euros,Nabarniz,15294.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Nabarniz,Euros,Nabarniz,16271.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Nabarniz,Euros,Nabarniz,13774.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Nabarniz,Euros,Nabarniz,14535.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Nabarniz,Euros,Nabarniz,14310.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Nabarniz,Euros,Nabarniz,13104.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Nabarniz,Euros,Nabarniz,15204.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Navaridas,Euros,Navaridas,8776.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Navaridas,Euros,Navaridas,11005.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Navaridas,Euros,Navaridas,9903.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Navaridas,Euros,Navaridas,8383.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Navaridas,Euros,Navaridas,8196.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Navaridas,Euros,Navaridas,10482.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Navaridas,Euros,Navaridas,8415.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Navaridas,Euros,Navaridas,7754.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Navaridas,Euros,Navaridas,9913.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Navaridas,Euros,Navaridas,9627.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Navaridas,Euros,Navaridas,9809.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Oiartzun,Euros,Oiartzun,16730.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Oiartzun,Euros,Oiartzun,15694.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Oiartzun,Euros,Oiartzun,13993.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Oiartzun,Euros,Oiartzun,14977.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Oiartzun,Euros,Oiartzun,13197.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Oiartzun,Euros,Oiartzun,12616.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Oiartzun,Euros,Oiartzun,15931.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Oiartzun,Euros,Oiartzun,14310.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Oiartzun,Euros,Oiartzun,12859.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Oiartzun,Euros,Oiartzun,13356.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Oiartzun,Euros,Oiartzun,12785.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Okondo,Euros,Okondo,11082.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Okondo,Euros,Okondo,12846.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Okondo,Euros,Okondo,10753.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Okondo,Euros,Okondo,10389.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Okondo,Euros,Okondo,10523.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Okondo,Euros,Okondo,11619.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Okondo,Euros,Okondo,10592.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Okondo,Euros,Okondo,13154.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Okondo,Euros,Okondo,11024.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Okondo,Euros,Okondo,11387.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Okondo,Euros,Okondo,12223.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Olaberria,Euros,Olaberria,13304.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Olaberria,Euros,Olaberria,11238.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Olaberria,Euros,Olaberria,11737.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Olaberria,Euros,Olaberria,10449.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Olaberria,Euros,Olaberria,10863.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Olaberria,Euros,Olaberria,14010.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Olaberria,Euros,Olaberria,12075.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Olaberria,Euros,Olaberria,10521.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Olaberria,Euros,Olaberria,11488.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Olaberria,Euros,Olaberria,10990.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Olaberria,Euros,Olaberria,12578.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Ondarroa,Euros,Ondarroa,13088.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Ondarroa,Euros,Ondarroa,10119.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Ondarroa,Euros,Ondarroa,10817.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Ondarroa,Euros,Ondarroa,13130.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Ondarroa,Euros,Ondarroa,12088.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Ondarroa,Euros,Ondarroa,15174.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Ondarroa,Euros,Ondarroa,11286.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Ondarroa,Euros,Ondarroa,10387.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Ondarroa,Euros,Ondarroa,11912.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Ondarroa,Euros,Ondarroa,9943.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Ondarroa,Euros,Ondarroa,9883.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Oñati,Euros,Oñati,14885.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Oñati,Euros,Oñati,14714.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Oñati,Euros,Oñati,18227.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Oñati,Euros,Oñati,16032.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Oñati,Euros,Oñati,17539.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Oñati,Euros,Oñati,18875.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Oñati,Euros,Oñati,15676.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Oñati,Euros,Oñati,18097.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Oñati,Euros,Oñati,15286.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Oñati,Euros,Oñati,17163.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Oñati,Euros,Oñati,14744.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Ordizia,Euros,Ordizia,11563.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Ordizia,Euros,Ordizia,13283.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Ordizia,Euros,Ordizia,12209.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Ordizia,Euros,Ordizia,14399.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Ordizia,Euros,Ordizia,15220.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Ordizia,Euros,Ordizia,12379.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Ordizia,Euros,Ordizia,12594.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Ordizia,Euros,Ordizia,14443.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Ordizia,Euros,Ordizia,13624.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Ordizia,Euros,Ordizia,12199.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Ordizia,Euros,Ordizia,13023.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Orendain,Euros,Orendain,20180.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Orendain,Euros,Orendain,18647.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Orendain,Euros,Orendain,14464.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Orendain,Euros,Orendain,15868.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Orendain,Euros,Orendain,15911.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Orendain,Euros,Orendain,14805.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Orendain,Euros,Orendain,16874.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Orendain,Euros,Orendain,17781.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Orendain,Euros,Orendain,17937.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Orendain,Euros,Orendain,16547.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Orendain,Euros,Orendain,17293.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Orexa,Euros,Orexa,13845.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Orexa,Euros,Orexa,12705.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Orexa,Euros,Orexa,14434.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Orexa,Euros,Orexa,16524.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Orexa,Euros,Orexa,14657.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Orexa,Euros,Orexa,15797.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Orexa,Euros,Orexa,16486.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Orexa,Euros,Orexa,16531.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Orexa,Euros,Orexa,13004.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Orexa,Euros,Orexa,13080.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Orexa,Euros,Orexa,15310.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Orio,Euros,Orio,13984.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Orio,Euros,Orio,15839.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Orio,Euros,Orio,12076.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Orio,Euros,Orio,13246.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Orio,Euros,Orio,15493.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Orio,Euros,Orio,12275.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Orio,Euros,Orio,12536.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Orio,Euros,Orio,12443.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Orio,Euros,Orio,16595.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Orio,Euros,Orio,14616.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Orio,Euros,Orio,13621.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Ormaiztegi,Euros,Ormaiztegi,14568.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Ormaiztegi,Euros,Ormaiztegi,13417.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Ormaiztegi,Euros,Ormaiztegi,15691.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Ormaiztegi,Euros,Ormaiztegi,12494.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Ormaiztegi,Euros,Ormaiztegi,12768.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Ormaiztegi,Euros,Ormaiztegi,14004.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Ormaiztegi,Euros,Ormaiztegi,13359.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Ormaiztegi,Euros,Ormaiztegi,14888.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Ormaiztegi,Euros,Ormaiztegi,14243.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Ormaiztegi,Euros,Ormaiztegi,12917.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Ormaiztegi,Euros,Ormaiztegi,12037.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Orozko,Euros,Orozko,15624.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Orozko,Euros,Orozko,13919.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Orozko,Euros,Orozko,13510.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Orozko,Euros,Orozko,14298.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Orozko,Euros,Orozko,13800.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Orozko,Euros,Orozko,14364.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Orozko,Euros,Orozko,13709.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Orozko,Euros,Orozko,12649.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Orozko,Euros,Orozko,14946.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Orozko,Euros,Orozko,15212.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Orozko,Euros,Orozko,12986.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Ortuella,Euros,Ortuella,10069.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Ortuella,Euros,Ortuella,10529.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Ortuella,Euros,Ortuella,12091.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Ortuella,Euros,Ortuella,9935.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Ortuella,Euros,Ortuella,9513.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Ortuella,Euros,Ortuella,9174.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Ortuella,Euros,Ortuella,10654.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Ortuella,Euros,Ortuella,11614.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Ortuella,Euros,Ortuella,11585.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Ortuella,Euros,Ortuella,9140.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Ortuella,Euros,Ortuella,9279.0
2019,Renta personal media,Mujer,Renta del trabajo,,,Otxandio,Euros,Otxandio,14958.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Otxandio,Euros,Otxandio,13319.0
2013,Renta personal media,Mujer,Renta del trabajo,,,Otxandio,Euros,Otxandio,12114.0
2011,Renta personal media,Mujer,Renta del trabajo,,,Otxandio,Euros,Otxandio,12139.0
2015,Renta personal media,Mujer,Renta del trabajo,,,Otxandio,Euros,Otxandio,13301.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Otxandio,Euros,Otxandio,13751.0
2017,Renta personal media,Mujer,Renta del trabajo,,,Otxandio,Euros,Otxandio,14037.0
2009,Renta personal media,Mujer,Renta del trabajo,,,Otxandio,Euros,Otxandio,11535.0
2021,Renta personal media,Mujer,Renta del trabajo,,,Otxandio,Euros,Otxandio,15255.0
2020,Renta personal media,Mujer,Renta del trabajo,,,Otxandio,Euros,Otxandio,14448.0
2014,Renta personal media,Mujer,Renta del trabajo,,,Otxandio,Euros,Otxandio,12913.0
2016,Renta personal media,Mujer,Renta del trabajo,,,Oyón-Oion,Euros,Oyón-Oion,11258.0
2018,Renta personal media,Mujer,Renta del trabajo,,,Oyón-Oion,Euros,Oyón-Oion,11294.0
