Year,Zerbitzu publikoak,Sexua,Lurralde historikoa,Units,Value
2019,Laguntza behar duten pertsonentzako laguntza,,Gipuzkoa,PT,44.8
2018,Laguntza behar duten pertsonentzako laguntza,,Gipuzkoa,PT,42.9
2016,Laguntza behar duten pertsonentzako laguntza,,Gipuzkoa,PT,37.2
2021,Laguntza behar duten pertsonentzako laguntza,,Gipuzkoa,PT,36.8
2023,Laguntza behar duten pertsonentzako laguntza,,Gipuzkoa,PT,36.7
2020,Laguntza behar duten pertsonentzako laguntza,,Gipuzkoa,PT,42.3
2017,Laguntza behar duten pertsonentzako laguntza,Emakumea,,PT,27.5
2022,Laguntza behar duten pertsonentzako laguntza,Emakumea,,PT,35.0
2018,Laguntza behar duten pertsonentzako laguntza,Emakumea,,PT,42.0
2016,Laguntza behar duten pertsonentzako laguntza,Emakumea,,PT,22.2
2021,Laguntza behar duten pertsonentzako laguntza,Emakumea,,PT,42.8
2023,Laguntza behar duten pertsonentzako laguntza,Emakumea,,PT,39.3
2019,Laguntza behar duten pertsonentzako laguntza,Emakumea,,PT,38.3
2020,Laguntza behar duten pertsonentzako laguntza,Emakumea,,PT,32.3
2016,Laguntza behar duten pertsonentzako laguntza,Emakumea,Araba / Álava,PT,14.3
2018,Laguntza behar duten pertsonentzako laguntza,Emakumea,Araba / Álava,PT,33.3
2017,Laguntza behar duten pertsonentzako laguntza,Emakumea,Araba / Álava,PT,10.0
2019,Laguntza behar duten pertsonentzako laguntza,Emakumea,Araba / Álava,PT,66.7
2020,Laguntza behar duten pertsonentzako laguntza,Emakumea,Araba / Álava,PT,31.3
2022,Laguntza behar duten pertsonentzako laguntza,Emakumea,Araba / Álava,PT,51.5
2023,Laguntza behar duten pertsonentzako laguntza,Emakumea,Araba / Álava,PT,33.7
2021,Laguntza behar duten pertsonentzako laguntza,Emakumea,Araba / Álava,PT,44.3
2016,Laguntza behar duten pertsonentzako laguntza,Emakumea,Bizkaia,PT,12.5
2023,Laguntza behar duten pertsonentzako laguntza,Emakumea,Bizkaia,PT,45.1
2018,Laguntza behar duten pertsonentzako laguntza,Emakumea,Bizkaia,PT,42.1
2019,Laguntza behar duten pertsonentzako laguntza,Emakumea,Bizkaia,PT,27.3
2017,Laguntza behar duten pertsonentzako laguntza,Emakumea,Bizkaia,PT,19.0
2021,Laguntza behar duten pertsonentzako laguntza,Emakumea,Bizkaia,PT,55.6
2022,Laguntza behar duten pertsonentzako laguntza,Emakumea,Bizkaia,PT,36.2
2020,Laguntza behar duten pertsonentzako laguntza,Emakumea,Bizkaia,PT,28.6
2022,Laguntza behar duten pertsonentzako laguntza,Emakumea,Gipuzkoa,PT,28.7
2023,Laguntza behar duten pertsonentzako laguntza,Emakumea,Gipuzkoa,PT,37.0
2020,Laguntza behar duten pertsonentzako laguntza,Emakumea,Gipuzkoa,PT,35.7
2019,Laguntza behar duten pertsonentzako laguntza,Emakumea,Gipuzkoa,PT,40.6
2018,Laguntza behar duten pertsonentzako laguntza,Emakumea,Gipuzkoa,PT,45.5
2021,Laguntza behar duten pertsonentzako laguntza,Emakumea,Gipuzkoa,PT,35.8
2016,Laguntza behar duten pertsonentzako laguntza,Emakumea,Gipuzkoa,PT,34.8
2017,Laguntza behar duten pertsonentzako laguntza,Emakumea,Gipuzkoa,PT,45.0
2016,Laguntza behar duten pertsonentzako laguntza,Gizona,,PT,32.6
2021,Laguntza behar duten pertsonentzako laguntza,Gizona,,PT,37.9
2023,Laguntza behar duten pertsonentzako laguntza,Gizona,,PT,38.1
2022,Laguntza behar duten pertsonentzako laguntza,Gizona,,PT,47.2
2018,Laguntza behar duten pertsonentzako laguntza,Gizona,,PT,45.1
2019,Laguntza behar duten pertsonentzako laguntza,Gizona,,PT,46.9
2017,Laguntza behar duten pertsonentzako laguntza,Gizona,,PT,32.1
2020,Laguntza behar duten pertsonentzako laguntza,Gizona,,PT,49.2
2023,Laguntza behar duten pertsonentzako laguntza,Gizona,Araba / Álava,PT,38.6
2020,Laguntza behar duten pertsonentzako laguntza,Gizona,Araba / Álava,PT,66.7
2022,Laguntza behar duten pertsonentzako laguntza,Gizona,Araba / Álava,PT,47.2
2021,Laguntza behar duten pertsonentzako laguntza,Gizona,Araba / Álava,PT,39.0
2019,Laguntza behar duten pertsonentzako laguntza,Gizona,Araba / Álava,PT,66.7
2017,Laguntza behar duten pertsonentzako laguntza,Gizona,Araba / Álava,PT,15.4
2018,Laguntza behar duten pertsonentzako laguntza,Gizona,Araba / Álava,PT,42.9
2018,Laguntza behar duten pertsonentzako laguntza,Gizona,Bizkaia,PT,50.0
2020,Laguntza behar duten pertsonentzako laguntza,Gizona,Bizkaia,PT,40.0
2016,Laguntza behar duten pertsonentzako laguntza,Gizona,Bizkaia,PT,38.9
2022,Laguntza behar duten pertsonentzako laguntza,Gizona,Bizkaia,PT,50.0
2017,Laguntza behar duten pertsonentzako laguntza,Gizona,Bizkaia,PT,33.3
2019,Laguntza behar duten pertsonentzako laguntza,Gizona,Bizkaia,PT,35.3
2021,Laguntza behar duten pertsonentzako laguntza,Gizona,Bizkaia,PT,36.8
2023,Laguntza behar duten pertsonentzako laguntza,Gizona,Bizkaia,PT,41.1
2020,Laguntza behar duten pertsonentzako laguntza,Gizona,Gipuzkoa,PT,50.0
2017,Laguntza behar duten pertsonentzako laguntza,Gizona,Gipuzkoa,PT,40.9
2023,Laguntza behar duten pertsonentzako laguntza,Gizona,Gipuzkoa,PT,36.2
2022,Laguntza behar duten pertsonentzako laguntza,Gizona,Gipuzkoa,PT,46.2
2021,Laguntza behar duten pertsonentzako laguntza,Gizona,Gipuzkoa,PT,38.1
2018,Laguntza behar duten pertsonentzako laguntza,Gizona,Gipuzkoa,PT,40.0
2016,Laguntza behar duten pertsonentzako laguntza,Gizona,Gipuzkoa,PT,40.0
2019,Laguntza behar duten pertsonentzako laguntza,Gizona,Gipuzkoa,PT,50.0
