Year,Series,Adina,Sexua,Kontratu mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,48.9
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,45.1
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,48.1
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,45.8
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,49.9
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,43.3
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,50.9
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,47.6
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,49.9
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,46.9
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,49.1
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,48.8
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,47.8
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,48.5
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,47.4
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,46.0
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,43.4
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,44.4
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,47.9
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,46.2
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,45.5
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,47.3
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,44.2
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,45.6
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,45.2
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,45.7
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,47.1
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,44.3
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,44.3
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,42.2
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,43.7
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,42.3
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,42.7
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,45.2
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,47.0
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,45.3
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,43.0
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,44.8
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,46.2
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,45.2
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,42.6
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,44.9
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,42.5
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,47.8
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,48.7
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,45.6
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,47.5
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,49.0
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,47.0
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,47.2
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,47.2
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,46.4
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Donostialdea,,PT,Donostialdea,46.0
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Donostialdea,,PT,Donostialdea,46.2
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Donostialdea,,PT,Donostialdea,50.7
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Donostialdea,,PT,Donostialdea,49.6
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Donostialdea,,PT,Donostialdea,48.8
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Donostialdea,,PT,Donostialdea,46.7
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Donostialdea,,PT,Donostialdea,47.7
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Donostialdea,,PT,Donostialdea,48.4
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Donostialdea,,PT,Donostialdea,47.9
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,50.5
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,45.9
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,48.0
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,44.7
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,47.4
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,49.2
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,48.4
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,45.9
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,48.1
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,41.3
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,45.3
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,44.2
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,41.5
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,40.6
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,46.7
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,43.4
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,44.1
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,42.6
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gernika-Bermeo,,PT,Gernika-Bermeo,45.4
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gernika-Bermeo,,PT,Gernika-Bermeo,44.0
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gernika-Bermeo,,PT,Gernika-Bermeo,45.4
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gernika-Bermeo,,PT,Gernika-Bermeo,47.4
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gernika-Bermeo,,PT,Gernika-Bermeo,48.1
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gernika-Bermeo,,PT,Gernika-Bermeo,45.4
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gernika-Bermeo,,PT,Gernika-Bermeo,45.7
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gernika-Bermeo,,PT,Gernika-Bermeo,44.0
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gernika-Bermeo,,PT,Gernika-Bermeo,43.5
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Goierri,,PT,Goierri,46.8
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Goierri,,PT,Goierri,48.1
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Goierri,,PT,Goierri,44.2
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Goierri,,PT,Goierri,47.6
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Goierri,,PT,Goierri,43.7
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Goierri,,PT,Goierri,45.6
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Goierri,,PT,Goierri,48.7
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Goierri,,PT,Goierri,46.5
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Goierri,,PT,Goierri,43.6
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,54.2
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,53.9
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,54.4
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,55.0
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,54.3
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,52.9
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,53.5
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,53.5
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,53.3
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Markina-Ondarroa,,PT,Markina-Ondarroa,42.2
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Markina-Ondarroa,,PT,Markina-Ondarroa,44.7
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Markina-Ondarroa,,PT,Markina-Ondarroa,47.9
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Markina-Ondarroa,,PT,Markina-Ondarroa,43.1
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Markina-Ondarroa,,PT,Markina-Ondarroa,45.3
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Markina-Ondarroa,,PT,Markina-Ondarroa,43.0
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Markina-Ondarroa,,PT,Markina-Ondarroa,44.8
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Markina-Ondarroa,,PT,Markina-Ondarroa,47.0
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Markina-Ondarroa,,PT,Markina-Ondarroa,44.2
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Plentzia-Mungia,,PT,Plentzia-Mungia,53.6
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Plentzia-Mungia,,PT,Plentzia-Mungia,50.8
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Plentzia-Mungia,,PT,Plentzia-Mungia,54.7
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Plentzia-Mungia,,PT,Plentzia-Mungia,52.0
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Plentzia-Mungia,,PT,Plentzia-Mungia,52.3
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Plentzia-Mungia,,PT,Plentzia-Mungia,52.7
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Plentzia-Mungia,,PT,Plentzia-Mungia,50.0
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Plentzia-Mungia,,PT,Plentzia-Mungia,50.4
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Plentzia-Mungia,,PT,Plentzia-Mungia,51.6
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Tolosaldea,,PT,Tolosaldea,51.3
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Tolosaldea,,PT,Tolosaldea,48.8
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Tolosaldea,,PT,Tolosaldea,47.3
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Tolosaldea,,PT,Tolosaldea,50.2
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Tolosaldea,,PT,Tolosaldea,49.5
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Tolosaldea,,PT,Tolosaldea,46.8
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Tolosaldea,,PT,Tolosaldea,51.9
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Tolosaldea,,PT,Tolosaldea,47.5
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Tolosaldea,,PT,Tolosaldea,49.5
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Urola Kosta,,PT,Urola Kosta,49.2
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Urola Kosta,,PT,Urola Kosta,46.9
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Urola Kosta,,PT,Urola Kosta,46.3
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Urola Kosta,,PT,Urola Kosta,50.6
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Urola Kosta,,PT,Urola Kosta,46.5
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Urola Kosta,,PT,Urola Kosta,50.8
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Urola Kosta,,PT,Urola Kosta,53.3
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Urola Kosta,,PT,Urola Kosta,52.4
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,,Urola Kosta,,PT,Urola Kosta,50.2
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Araba / Álava,,,PT,Araba / Álava,48.7
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Araba / Álava,,,PT,Araba / Álava,47.1
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Araba / Álava,,,PT,Araba / Álava,46.7
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Araba / Álava,,,PT,Araba / Álava,47.9
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Araba / Álava,,,PT,Araba / Álava,49.6
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Araba / Álava,,,PT,Araba / Álava,47.6
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Araba / Álava,,,PT,Araba / Álava,49.5
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Araba / Álava,,,PT,Araba / Álava,47.7
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Araba / Álava,,,PT,Araba / Álava,48.3
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Bizkaia,,,PT,Bizkaia,46.5
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Bizkaia,,,PT,Bizkaia,43.5
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Bizkaia,,,PT,Bizkaia,47.9
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Bizkaia,,,PT,Bizkaia,42.8
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Bizkaia,,,PT,Bizkaia,44.5
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Bizkaia,,,PT,Bizkaia,45.1
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Bizkaia,,,PT,Bizkaia,45.1
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Bizkaia,,,PT,Bizkaia,45.9
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Bizkaia,,,PT,Bizkaia,43.1
2019,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Gipuzkoa,,,PT,Gipuzkoa,47.9
2010,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Gipuzkoa,,,PT,Gipuzkoa,45.5
2015,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Gipuzkoa,,,PT,Gipuzkoa,46.0
2018,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Gipuzkoa,,,PT,Gipuzkoa,47.3
2022,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Gipuzkoa,,,PT,Gipuzkoa,49.2
2016,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Gipuzkoa,,,PT,Gipuzkoa,45.4
2020,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Gipuzkoa,,,PT,Gipuzkoa,48.3
2021,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Gipuzkoa,,,PT,Gipuzkoa,47.5
2023,Okupazio-tasa,16 urte eta gehiago,Emakumea,,Gipuzkoa,,,PT,Gipuzkoa,50.2
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,,PT,,53.5
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,,PT,,52.9
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,,PT,,54.6
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,,PT,,52.8
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,,PT,,55.0
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,,PT,,55.9
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,,PT,,56.3
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,,PT,,54.8
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,,PT,,55.1
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abadiño,PT,Abadiño,57.6
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abadiño,PT,Abadiño,58.9
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abadiño,PT,Abadiño,57.1
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abadiño,PT,Abadiño,59.8
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abadiño,PT,Abadiño,58.2
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abadiño,PT,Abadiño,60.8
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abadiño,PT,Abadiño,55.8
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abadiño,PT,Abadiño,59.2
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abadiño,PT,Abadiño,60.3
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abaltzisketa,PT,Abaltzisketa,61.2
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abaltzisketa,PT,Abaltzisketa,61.0
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abaltzisketa,PT,Abaltzisketa,64.8
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abaltzisketa,PT,Abaltzisketa,65.8
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abaltzisketa,PT,Abaltzisketa,58.6
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abaltzisketa,PT,Abaltzisketa,60.3
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abaltzisketa,PT,Abaltzisketa,63.9
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abaltzisketa,PT,Abaltzisketa,62.9
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abaltzisketa,PT,Abaltzisketa,66.4
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,56.2
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,55.5
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,59.4
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,57.7
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,53.7
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,57.0
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,54.4
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,55.9
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,54.3
2023,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Aduna,PT,Aduna,67.1
2022,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Aduna,PT,Aduna,67.0
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Aduna,PT,Aduna,66.7
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Aduna,PT,Aduna,68.3
2010,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Aduna,PT,Aduna,69.4
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Aduna,PT,Aduna,67.7
2018,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Aduna,PT,Aduna,67.7
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Aduna,PT,Aduna,65.5
2021,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Aduna,PT,Aduna,69.3
2015,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,57.3
2020,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,58.8
2019,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,59.5
2016,Okupazio-tasa,16 urte eta gehiago,Gizona,,,,Agurain / Salvatierra,PT,Agurain / Salvatierra,58.1
