Year,Lurraldea,Eskualdea,Udalerria,Unidad,GeoCode,Value
2011,,,Errenteria,1.000 biztanle bakoitzeko,Errenteria,0.0
2012,,,Errenteria,1.000 biztanle bakoitzeko,Errenteria,0.8
2013,,,Errenteria,1.000 biztanle bakoitzeko,Errenteria,0.8
2014,,,Errenteria,1.000 biztanle bakoitzeko,Errenteria,0.8
2015,,,Errenteria,1.000 biztanle bakoitzeko,Errenteria,0.8
2016,,,Errenteria,1.000 biztanle bakoitzeko,Errenteria,0.8
2017,,,Errenteria,1.000 biztanle bakoitzeko,Errenteria,0.0
2018,,,Errenteria,1.000 biztanle bakoitzeko,Errenteria,0.0
2019,,,Errenteria,1.000 biztanle bakoitzeko,Errenteria,0.0
2020,,,Errenteria,1.000 biztanle bakoitzeko,Errenteria,0.0
2021,,,Errenteria,1.000 biztanle bakoitzeko,Errenteria,1.3
2022,,,Errenteria,1.000 biztanle bakoitzeko,Errenteria,1.3
2010,,,Leintz-Gatzaga,1.000 biztanle bakoitzeko,Leintz-Gatzaga,0.0
2011,,,Leintz-Gatzaga,1.000 biztanle bakoitzeko,Leintz-Gatzaga,0.0
2012,,,Leintz-Gatzaga,1.000 biztanle bakoitzeko,Leintz-Gatzaga,0.0
2013,,,Leintz-Gatzaga,1.000 biztanle bakoitzeko,Leintz-Gatzaga,0.0
2014,,,Leintz-Gatzaga,1.000 biztanle bakoitzeko,Leintz-Gatzaga,0.0
2015,,,Leintz-Gatzaga,1.000 biztanle bakoitzeko,Leintz-Gatzaga,0.0
2016,,,Leintz-Gatzaga,1.000 biztanle bakoitzeko,Leintz-Gatzaga,0.0
2017,,,Leintz-Gatzaga,1.000 biztanle bakoitzeko,Leintz-Gatzaga,0.0
2018,,,Leintz-Gatzaga,1.000 biztanle bakoitzeko,Leintz-Gatzaga,0.0
2019,,,Leintz-Gatzaga,1.000 biztanle bakoitzeko,Leintz-Gatzaga,0.0
2020,,,Leintz-Gatzaga,1.000 biztanle bakoitzeko,Leintz-Gatzaga,0.0
2021,,,Leintz-Gatzaga,1.000 biztanle bakoitzeko,Leintz-Gatzaga,0.0
2022,,,Leintz-Gatzaga,1.000 biztanle bakoitzeko,Leintz-Gatzaga,0.0
2010,,,Donostia / San Sebastián,1.000 biztanle bakoitzeko,Donostia / San Sebastián,1.3
2011,,,Donostia / San Sebastián,1.000 biztanle bakoitzeko,Donostia / San Sebastián,1.3
2012,,,Donostia / San Sebastián,1.000 biztanle bakoitzeko,Donostia / San Sebastián,1.3
2013,,,Donostia / San Sebastián,1.000 biztanle bakoitzeko,Donostia / San Sebastián,1.0
2014,,,Donostia / San Sebastián,1.000 biztanle bakoitzeko,Donostia / San Sebastián,0.0
2015,,,Donostia / San Sebastián,1.000 biztanle bakoitzeko,Donostia / San Sebastián,0.4
2016,,,Donostia / San Sebastián,1.000 biztanle bakoitzeko,Donostia / San Sebastián,0.4
2017,,,Donostia / San Sebastián,1.000 biztanle bakoitzeko,Donostia / San Sebastián,0.4
2018,,,Donostia / San Sebastián,1.000 biztanle bakoitzeko,Donostia / San Sebastián,0.4
2019,,,Donostia / San Sebastián,1.000 biztanle bakoitzeko,Donostia / San Sebastián,0.8
2020,,,Donostia / San Sebastián,1.000 biztanle bakoitzeko,Donostia / San Sebastián,0.4
2021,,,Donostia / San Sebastián,1.000 biztanle bakoitzeko,Donostia / San Sebastián,0.4
2022,,,Donostia / San Sebastián,1.000 biztanle bakoitzeko,Donostia / San Sebastián,0.4
2010,,Urola Kosta,,1.000 biztanle bakoitzeko,Urola Kosta,0.0
2011,,Urola Kosta,,1.000 biztanle bakoitzeko,Urola Kosta,0.0
2012,,Urola Kosta,,1.000 biztanle bakoitzeko,Urola Kosta,0.5
2013,,Urola Kosta,,1.000 biztanle bakoitzeko,Urola Kosta,0.5
2014,,Urola Kosta,,1.000 biztanle bakoitzeko,Urola Kosta,0.5
2015,,Urola Kosta,,1.000 biztanle bakoitzeko,Urola Kosta,0.5
2016,,Urola Kosta,,1.000 biztanle bakoitzeko,Urola Kosta,0.5
2017,,Urola Kosta,,1.000 biztanle bakoitzeko,Urola Kosta,0.6
2018,,Urola Kosta,,1.000 biztanle bakoitzeko,Urola Kosta,0.6
2019,,Urola Kosta,,1.000 biztanle bakoitzeko,Urola Kosta,0.6
2020,,Urola Kosta,,1.000 biztanle bakoitzeko,Urola Kosta,0.6
2021,,Urola Kosta,,1.000 biztanle bakoitzeko,Urola Kosta,0.6
2022,,Urola Kosta,,1.000 biztanle bakoitzeko,Urola Kosta,0.2
2010,,,Segura,1.000 biztanle bakoitzeko,Segura,0.0
2011,,,Segura,1.000 biztanle bakoitzeko,Segura,0.0
2012,,,Segura,1.000 biztanle bakoitzeko,Segura,0.0
2013,,,Segura,1.000 biztanle bakoitzeko,Segura,0.0
2014,,,Segura,1.000 biztanle bakoitzeko,Segura,0.0
2015,,,Segura,1.000 biztanle bakoitzeko,Segura,0.0
2016,,,Segura,1.000 biztanle bakoitzeko,Segura,0.0
2017,,,Segura,1.000 biztanle bakoitzeko,Segura,0.0
2018,,,Segura,1.000 biztanle bakoitzeko,Segura,0.0
2019,,,Segura,1.000 biztanle bakoitzeko,Segura,0.0
2020,,,Segura,1.000 biztanle bakoitzeko,Segura,0.0
2021,,,Segura,1.000 biztanle bakoitzeko,Segura,0.0
2022,,,Segura,1.000 biztanle bakoitzeko,Segura,0.0
2010,,,Tolosa,1.000 biztanle bakoitzeko,Tolosa,3.0
2011,,,Tolosa,1.000 biztanle bakoitzeko,Tolosa,3.0
2012,,,Tolosa,1.000 biztanle bakoitzeko,Tolosa,2.9
2013,,,Tolosa,1.000 biztanle bakoitzeko,Tolosa,2.0
2014,,,Tolosa,1.000 biztanle bakoitzeko,Tolosa,2.0
2015,,,Tolosa,1.000 biztanle bakoitzeko,Tolosa,0.0
2016,,,Tolosa,1.000 biztanle bakoitzeko,Tolosa,0.0
2017,,,Tolosa,1.000 biztanle bakoitzeko,Tolosa,0.0
2018,,,Tolosa,1.000 biztanle bakoitzeko,Tolosa,0.0
2019,,,Tolosa,1.000 biztanle bakoitzeko,Tolosa,0.0
2020,,,Tolosa,1.000 biztanle bakoitzeko,Tolosa,0.0
2021,,,Tolosa,1.000 biztanle bakoitzeko,Tolosa,0.0
2022,,,Tolosa,1.000 biztanle bakoitzeko,Tolosa,0.0
2010,,,Urnieta,1.000 biztanle bakoitzeko,Urnieta,15.0
2011,,,Urnieta,1.000 biztanle bakoitzeko,Urnieta,0.0
2012,,,Urnieta,1.000 biztanle bakoitzeko,Urnieta,0.0
2013,,,Urnieta,1.000 biztanle bakoitzeko,Urnieta,0.0
2014,,,Urnieta,1.000 biztanle bakoitzeko,Urnieta,0.0
2015,,,Urnieta,1.000 biztanle bakoitzeko,Urnieta,0.0
2016,,,Urnieta,1.000 biztanle bakoitzeko,Urnieta,0.0
2017,,,Urnieta,1.000 biztanle bakoitzeko,Urnieta,0.0
2018,,,Urnieta,1.000 biztanle bakoitzeko,Urnieta,0.0
2019,,,Urnieta,1.000 biztanle bakoitzeko,Urnieta,0.0
2020,,,Urnieta,1.000 biztanle bakoitzeko,Urnieta,0.0
2021,,,Urnieta,1.000 biztanle bakoitzeko,Urnieta,0.0
2022,,,Urnieta,1.000 biztanle bakoitzeko,Urnieta,0.0
2010,,,Usurbil,1.000 biztanle bakoitzeko,Usurbil,0.0
2011,,,Usurbil,1.000 biztanle bakoitzeko,Usurbil,0.0
2012,,,Usurbil,1.000 biztanle bakoitzeko,Usurbil,0.0
2013,,,Usurbil,1.000 biztanle bakoitzeko,Usurbil,0.0
2014,,,Usurbil,1.000 biztanle bakoitzeko,Usurbil,0.0
2015,,,Usurbil,1.000 biztanle bakoitzeko,Usurbil,0.0
2016,,,Usurbil,1.000 biztanle bakoitzeko,Usurbil,0.0
2017,,,Usurbil,1.000 biztanle bakoitzeko,Usurbil,0.0
2018,,,Usurbil,1.000 biztanle bakoitzeko,Usurbil,0.0
2019,,,Usurbil,1.000 biztanle bakoitzeko,Usurbil,0.0
2020,,,Usurbil,1.000 biztanle bakoitzeko,Usurbil,0.0
2021,,,Usurbil,1.000 biztanle bakoitzeko,Usurbil,0.0
2022,,,Usurbil,1.000 biztanle bakoitzeko,Usurbil,0.0
2010,,,Bergara,1.000 biztanle bakoitzeko,Bergara,0.0
2011,,,Bergara,1.000 biztanle bakoitzeko,Bergara,0.0
2012,,,Bergara,1.000 biztanle bakoitzeko,Bergara,0.0
2013,,,Bergara,1.000 biztanle bakoitzeko,Bergara,0.0
2014,,,Bergara,1.000 biztanle bakoitzeko,Bergara,0.0
2015,,,Bergara,1.000 biztanle bakoitzeko,Bergara,0.0
2016,,,Bergara,1.000 biztanle bakoitzeko,Bergara,0.0
2017,,,Bergara,1.000 biztanle bakoitzeko,Bergara,0.0
2018,,,Bergara,1.000 biztanle bakoitzeko,Bergara,0.0
2019,,,Bergara,1.000 biztanle bakoitzeko,Bergara,0.0
2020,,,Bergara,1.000 biztanle bakoitzeko,Bergara,0.0
2021,,,Bergara,1.000 biztanle bakoitzeko,Bergara,0.0
2022,,,Bergara,1.000 biztanle bakoitzeko,Bergara,0.0
2010,,,Villabona,1.000 biztanle bakoitzeko,Villabona,0.0
2011,,,Villabona,1.000 biztanle bakoitzeko,Villabona,0.0
2012,,,Villabona,1.000 biztanle bakoitzeko,Villabona,0.0
2013,,,Villabona,1.000 biztanle bakoitzeko,Villabona,0.0
2014,,,Villabona,1.000 biztanle bakoitzeko,Villabona,0.0
2015,,,Villabona,1.000 biztanle bakoitzeko,Villabona,0.0
2016,,,Villabona,1.000 biztanle bakoitzeko,Villabona,0.0
2017,,,Villabona,1.000 biztanle bakoitzeko,Villabona,0.0
2018,,,Villabona,1.000 biztanle bakoitzeko,Villabona,0.0
2019,,,Villabona,1.000 biztanle bakoitzeko,Villabona,0.0
2020,,,Villabona,1.000 biztanle bakoitzeko,Villabona,0.0
2021,,,Villabona,1.000 biztanle bakoitzeko,Villabona,0.0
2022,,,Villabona,1.000 biztanle bakoitzeko,Villabona,0.0
2010,,,Ordizia,1.000 biztanle bakoitzeko,Ordizia,0.0
2011,,,Ordizia,1.000 biztanle bakoitzeko,Ordizia,0.0
2012,,,Ordizia,1.000 biztanle bakoitzeko,Ordizia,0.0
2013,,,Ordizia,1.000 biztanle bakoitzeko,Ordizia,0.0
2014,,,Ordizia,1.000 biztanle bakoitzeko,Ordizia,0.0
2015,,,Ordizia,1.000 biztanle bakoitzeko,Ordizia,0.0
2016,,,Ordizia,1.000 biztanle bakoitzeko,Ordizia,0.0
2017,,,Ordizia,1.000 biztanle bakoitzeko,Ordizia,0.0
2018,,,Ordizia,1.000 biztanle bakoitzeko,Ordizia,0.0
2019,,,Ordizia,1.000 biztanle bakoitzeko,Ordizia,0.0
2020,,,Ordizia,1.000 biztanle bakoitzeko,Ordizia,0.0
2021,,,Ordizia,1.000 biztanle bakoitzeko,Ordizia,0.0
2022,,,Ordizia,1.000 biztanle bakoitzeko,Ordizia,0.0
2010,,,Urretxu,1.000 biztanle bakoitzeko,Urretxu,0.0
2011,,,Urretxu,1.000 biztanle bakoitzeko,Urretxu,0.0
2012,,,Urretxu,1.000 biztanle bakoitzeko,Urretxu,0.0
2013,,,Urretxu,1.000 biztanle bakoitzeko,Urretxu,0.0
2014,,,Urretxu,1.000 biztanle bakoitzeko,Urretxu,0.0
2015,,,Urretxu,1.000 biztanle bakoitzeko,Urretxu,0.0
2016,,,Urretxu,1.000 biztanle bakoitzeko,Urretxu,0.0
2017,,,Urretxu,1.000 biztanle bakoitzeko,Urretxu,0.0
2018,,,Urretxu,1.000 biztanle bakoitzeko,Urretxu,0.0
2019,,,Urretxu,1.000 biztanle bakoitzeko,Urretxu,0.0
2020,,,Urretxu,1.000 biztanle bakoitzeko,Urretxu,0.0
2021,,,Urretxu,1.000 biztanle bakoitzeko,Urretxu,0.0
2022,,,Urretxu,1.000 biztanle bakoitzeko,Urretxu,0.0
2010,,,Zaldibia,1.000 biztanle bakoitzeko,Zaldibia,0.0
2011,,,Zaldibia,1.000 biztanle bakoitzeko,Zaldibia,0.0
2012,,,Zaldibia,1.000 biztanle bakoitzeko,Zaldibia,0.0
2013,,,Zaldibia,1.000 biztanle bakoitzeko,Zaldibia,0.0
2014,,,Zaldibia,1.000 biztanle bakoitzeko,Zaldibia,0.0
2015,,,Zaldibia,1.000 biztanle bakoitzeko,Zaldibia,0.0
2016,,,Zaldibia,1.000 biztanle bakoitzeko,Zaldibia,0.0
2017,,,Zaldibia,1.000 biztanle bakoitzeko,Zaldibia,0.0
2018,,,Zaldibia,1.000 biztanle bakoitzeko,Zaldibia,0.0
2019,,,Zaldibia,1.000 biztanle bakoitzeko,Zaldibia,0.0
2020,,,Zaldibia,1.000 biztanle bakoitzeko,Zaldibia,0.0
2021,,,Zaldibia,1.000 biztanle bakoitzeko,Zaldibia,0.0
2022,,,Zaldibia,1.000 biztanle bakoitzeko,Zaldibia,0.0
2010,,,Zarautz,1.000 biztanle bakoitzeko,Zarautz,0.0
2011,,,Zarautz,1.000 biztanle bakoitzeko,Zarautz,0.0
2012,,,Zarautz,1.000 biztanle bakoitzeko,Zarautz,0.0
2013,,,Zarautz,1.000 biztanle bakoitzeko,Zarautz,0.0
2014,,,Zarautz,1.000 biztanle bakoitzeko,Zarautz,0.0
2015,,,Zarautz,1.000 biztanle bakoitzeko,Zarautz,0.0
2016,,,Zarautz,1.000 biztanle bakoitzeko,Zarautz,0.0
2017,,,Zarautz,1.000 biztanle bakoitzeko,Zarautz,1.3
2018,,,Zarautz,1.000 biztanle bakoitzeko,Zarautz,1.3
2019,,,Zarautz,1.000 biztanle bakoitzeko,Zarautz,1.3
2020,,,Zarautz,1.000 biztanle bakoitzeko,Zarautz,1.3
2021,,,Zarautz,1.000 biztanle bakoitzeko,Zarautz,1.3
2022,,,Zarautz,1.000 biztanle bakoitzeko,Zarautz,0.0
2010,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,4.3
2011,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,4.3
2012,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,4.3
2013,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,0.0
2014,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,0.0
2015,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,0.0
2016,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,0.0
2017,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,0.0
2018,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,0.0
2019,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,0.0
2020,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,0.0
2021,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,0.0
2022,,,Zumarraga,1.000 biztanle bakoitzeko,Zumarraga,0.0
2010,,,Zumaia,1.000 biztanle bakoitzeko,Zumaia,0.0
2011,,,Zumaia,1.000 biztanle bakoitzeko,Zumaia,0.0
2012,,,Zumaia,1.000 biztanle bakoitzeko,Zumaia,0.0
2013,,,Zumaia,1.000 biztanle bakoitzeko,Zumaia,0.0
2014,,,Zumaia,1.000 biztanle bakoitzeko,Zumaia,0.0
2015,,,Zumaia,1.000 biztanle bakoitzeko,Zumaia,0.0
2016,,,Zumaia,1.000 biztanle bakoitzeko,Zumaia,0.0
2017,,,Zumaia,1.000 biztanle bakoitzeko,Zumaia,0.0
2018,,,Zumaia,1.000 biztanle bakoitzeko,Zumaia,0.0
2019,,,Zumaia,1.000 biztanle bakoitzeko,Zumaia,0.0
2020,,,Zumaia,1.000 biztanle bakoitzeko,Zumaia,0.0
2021,,,Zumaia,1.000 biztanle bakoitzeko,Zumaia,0.0
2022,,,Zumaia,1.000 biztanle bakoitzeko,Zumaia,0.0
2010,,,Mendaro,1.000 biztanle bakoitzeko,Mendaro,0.0
2011,,,Mendaro,1.000 biztanle bakoitzeko,Mendaro,0.0
2012,,,Mendaro,1.000 biztanle bakoitzeko,Mendaro,0.0
2013,,,Mendaro,1.000 biztanle bakoitzeko,Mendaro,0.0
2014,,,Mendaro,1.000 biztanle bakoitzeko,Mendaro,0.0
2015,,,Mendaro,1.000 biztanle bakoitzeko,Mendaro,0.0
2016,,,Mendaro,1.000 biztanle bakoitzeko,Mendaro,0.0
2017,,,Mendaro,1.000 biztanle bakoitzeko,Mendaro,0.0
2018,,,Mendaro,1.000 biztanle bakoitzeko,Mendaro,0.0
2019,,,Mendaro,1.000 biztanle bakoitzeko,Mendaro,0.0
2020,,,Mendaro,1.000 biztanle bakoitzeko,Mendaro,0.0
2021,,,Mendaro,1.000 biztanle bakoitzeko,Mendaro,0.0
2022,,,Mendaro,1.000 biztanle bakoitzeko,Mendaro,0.0
2010,,,Lasarte-Oria,1.000 biztanle bakoitzeko,Lasarte-Oria,0.0
2011,,,Lasarte-Oria,1.000 biztanle bakoitzeko,Lasarte-Oria,0.0
2012,,,Lasarte-Oria,1.000 biztanle bakoitzeko,Lasarte-Oria,0.0
2013,,,Lasarte-Oria,1.000 biztanle bakoitzeko,Lasarte-Oria,0.0
2014,,,Lasarte-Oria,1.000 biztanle bakoitzeko,Lasarte-Oria,0.0
2015,,,Lasarte-Oria,1.000 biztanle bakoitzeko,Lasarte-Oria,0.0
2016,,,Lasarte-Oria,1.000 biztanle bakoitzeko,Lasarte-Oria,0.0
2017,,,Lasarte-Oria,1.000 biztanle bakoitzeko,Lasarte-Oria,0.0
2018,,,Lasarte-Oria,1.000 biztanle bakoitzeko,Lasarte-Oria,0.0
2019,,,Lasarte-Oria,1.000 biztanle bakoitzeko,Lasarte-Oria,0.0
2020,,,Lasarte-Oria,1.000 biztanle bakoitzeko,Lasarte-Oria,0.0
2021,,,Lasarte-Oria,1.000 biztanle bakoitzeko,Lasarte-Oria,0.0
2022,,,Lasarte-Oria,1.000 biztanle bakoitzeko,Lasarte-Oria,0.0
2010,,,Astigarraga,1.000 biztanle bakoitzeko,Astigarraga,0.0
2011,,,Astigarraga,1.000 biztanle bakoitzeko,Astigarraga,0.0
2012,,,Astigarraga,1.000 biztanle bakoitzeko,Astigarraga,0.0
2013,,,Astigarraga,1.000 biztanle bakoitzeko,Astigarraga,0.0
2014,,,Astigarraga,1.000 biztanle bakoitzeko,Astigarraga,0.0
2015,,,Astigarraga,1.000 biztanle bakoitzeko,Astigarraga,0.0
2016,,,Astigarraga,1.000 biztanle bakoitzeko,Astigarraga,0.0
2017,,,Astigarraga,1.000 biztanle bakoitzeko,Astigarraga,0.0
2018,,,Astigarraga,1.000 biztanle bakoitzeko,Astigarraga,0.0
2019,,,Astigarraga,1.000 biztanle bakoitzeko,Astigarraga,0.0
2020,,,Astigarraga,1.000 biztanle bakoitzeko,Astigarraga,0.0
2021,,,Astigarraga,1.000 biztanle bakoitzeko,Astigarraga,0.0
2022,,,Astigarraga,1.000 biztanle bakoitzeko,Astigarraga,0.0
2010,,,Baliarrain,1.000 biztanle bakoitzeko,Baliarrain,0.0
2011,,,Baliarrain,1.000 biztanle bakoitzeko,Baliarrain,0.0
2012,,,Baliarrain,1.000 biztanle bakoitzeko,Baliarrain,0.0
2013,,,Baliarrain,1.000 biztanle bakoitzeko,Baliarrain,0.0
2014,,,Baliarrain,1.000 biztanle bakoitzeko,Baliarrain,0.0
2015,,,Baliarrain,1.000 biztanle bakoitzeko,Baliarrain,0.0
2016,,,Baliarrain,1.000 biztanle bakoitzeko,Baliarrain,0.0
2017,,,Baliarrain,1.000 biztanle bakoitzeko,Baliarrain,0.0
2018,,,Baliarrain,1.000 biztanle bakoitzeko,Baliarrain,0.0
2019,,,Baliarrain,1.000 biztanle bakoitzeko,Baliarrain,0.0
2020,,,Baliarrain,1.000 biztanle bakoitzeko,Baliarrain,0.0
2021,,,Baliarrain,1.000 biztanle bakoitzeko,Baliarrain,0.0
2022,,,Baliarrain,1.000 biztanle bakoitzeko,Baliarrain,0.0
2010,,,Orendain,1.000 biztanle bakoitzeko,Orendain,0.0
2011,,,Orendain,1.000 biztanle bakoitzeko,Orendain,0.0
2012,,,Orendain,1.000 biztanle bakoitzeko,Orendain,0.0
2013,,,Orendain,1.000 biztanle bakoitzeko,Orendain,0.0
2014,,,Orendain,1.000 biztanle bakoitzeko,Orendain,0.0
2015,,,Orendain,1.000 biztanle bakoitzeko,Orendain,0.0
2016,,,Orendain,1.000 biztanle bakoitzeko,Orendain,0.0
2017,,,Orendain,1.000 biztanle bakoitzeko,Orendain,0.0
2018,,,Orendain,1.000 biztanle bakoitzeko,Orendain,0.0
2019,,,Orendain,1.000 biztanle bakoitzeko,Orendain,0.0
2020,,,Orendain,1.000 biztanle bakoitzeko,Orendain,0.0
2021,,,Orendain,1.000 biztanle bakoitzeko,Orendain,0.0
2022,,,Orendain,1.000 biztanle bakoitzeko,Orendain,0.0
2010,,,Altzaga,1.000 biztanle bakoitzeko,Altzaga,0.0
2011,,,Altzaga,1.000 biztanle bakoitzeko,Altzaga,0.0
2012,,,Altzaga,1.000 biztanle bakoitzeko,Altzaga,0.0
2013,,,Altzaga,1.000 biztanle bakoitzeko,Altzaga,0.0
2014,,,Altzaga,1.000 biztanle bakoitzeko,Altzaga,0.0
2015,,,Altzaga,1.000 biztanle bakoitzeko,Altzaga,0.0
2016,,,Altzaga,1.000 biztanle bakoitzeko,Altzaga,0.0
2017,,,Altzaga,1.000 biztanle bakoitzeko,Altzaga,0.0
2018,,,Altzaga,1.000 biztanle bakoitzeko,Altzaga,0.0
2019,,,Altzaga,1.000 biztanle bakoitzeko,Altzaga,0.0
2020,,,Altzaga,1.000 biztanle bakoitzeko,Altzaga,0.0
2021,,,Altzaga,1.000 biztanle bakoitzeko,Altzaga,0.0
2022,,,Altzaga,1.000 biztanle bakoitzeko,Altzaga,0.0
2010,,,Gaztelu,1.000 biztanle bakoitzeko,Gaztelu,0.0
2011,,,Gaztelu,1.000 biztanle bakoitzeko,Gaztelu,0.0
2012,,,Gaztelu,1.000 biztanle bakoitzeko,Gaztelu,0.0
2013,,,Gaztelu,1.000 biztanle bakoitzeko,Gaztelu,0.0
2014,,,Gaztelu,1.000 biztanle bakoitzeko,Gaztelu,0.0
2015,,,Gaztelu,1.000 biztanle bakoitzeko,Gaztelu,0.0
2016,,,Gaztelu,1.000 biztanle bakoitzeko,Gaztelu,0.0
2017,,,Gaztelu,1.000 biztanle bakoitzeko,Gaztelu,0.0
2018,,,Gaztelu,1.000 biztanle bakoitzeko,Gaztelu,0.0
2019,,,Gaztelu,1.000 biztanle bakoitzeko,Gaztelu,0.0
2020,,,Gaztelu,1.000 biztanle bakoitzeko,Gaztelu,0.0
2021,,,Gaztelu,1.000 biztanle bakoitzeko,Gaztelu,0.0
2022,,,Gaztelu,1.000 biztanle bakoitzeko,Gaztelu,0.0
2010,Bizkaia,,,1.000 biztanle bakoitzeko,Bizkaia,1.9
2011,Bizkaia,,,1.000 biztanle bakoitzeko,Bizkaia,1.9
2012,Bizkaia,,,1.000 biztanle bakoitzeko,Bizkaia,2.2
2013,Bizkaia,,,1.000 biztanle bakoitzeko,Bizkaia,2.3
2014,Bizkaia,,,1.000 biztanle bakoitzeko,Bizkaia,2.0
2015,Bizkaia,,,1.000 biztanle bakoitzeko,Bizkaia,1.8
2016,Bizkaia,,,1.000 biztanle bakoitzeko,Bizkaia,1.3
2017,Bizkaia,,,1.000 biztanle bakoitzeko,Bizkaia,1.3
2018,Bizkaia,,,1.000 biztanle bakoitzeko,Bizkaia,1.0
2019,Bizkaia,,,1.000 biztanle bakoitzeko,Bizkaia,1.1
2020,Bizkaia,,,1.000 biztanle bakoitzeko,Bizkaia,1.1
2021,Bizkaia,,,1.000 biztanle bakoitzeko,Bizkaia,1.2
2022,Bizkaia,,,1.000 biztanle bakoitzeko,Bizkaia,1.0
2010,,,Abadiño,1.000 biztanle bakoitzeko,Abadiño,30.8
2011,,,Abadiño,1.000 biztanle bakoitzeko,Abadiño,38.0
2012,,,Abadiño,1.000 biztanle bakoitzeko,Abadiño,37.7
2013,,,Abadiño,1.000 biztanle bakoitzeko,Abadiño,37.5
2014,,,Abadiño,1.000 biztanle bakoitzeko,Abadiño,16.5
2015,,,Abadiño,1.000 biztanle bakoitzeko,Abadiño,7.2
2016,,,Abadiño,1.000 biztanle bakoitzeko,Abadiño,0.0
2017,,,Abadiño,1.000 biztanle bakoitzeko,Abadiño,0.0
2018,,,Abadiño,1.000 biztanle bakoitzeko,Abadiño,0.0
2019,,,Abadiño,1.000 biztanle bakoitzeko,Abadiño,0.0
2020,,,Abadiño,1.000 biztanle bakoitzeko,Abadiño,0.0
2021,,,Abadiño,1.000 biztanle bakoitzeko,Abadiño,0.0
2022,,,Abadiño,1.000 biztanle bakoitzeko,Abadiño,0.0
2010,,,Abanto y Ciérvana-Abanto Zierbena,1.000 biztanle bakoitzeko,Abanto y Ciérvana-Abanto Zierbena,0.0
2011,,,Abanto y Ciérvana-Abanto Zierbena,1.000 biztanle bakoitzeko,Abanto y Ciérvana-Abanto Zierbena,0.0
2012,,,Abanto y Ciérvana-Abanto Zierbena,1.000 biztanle bakoitzeko,Abanto y Ciérvana-Abanto Zierbena,0.0
2013,,,Abanto y Ciérvana-Abanto Zierbena,1.000 biztanle bakoitzeko,Abanto y Ciérvana-Abanto Zierbena,0.0
2014,,,Abanto y Ciérvana-Abanto Zierbena,1.000 biztanle bakoitzeko,Abanto y Ciérvana-Abanto Zierbena,0.0
2015,,,Abanto y Ciérvana-Abanto Zierbena,1.000 biztanle bakoitzeko,Abanto y Ciérvana-Abanto Zierbena,0.0
2016,,,Abanto y Ciérvana-Abanto Zierbena,1.000 biztanle bakoitzeko,Abanto y Ciérvana-Abanto Zierbena,0.0
2017,,,Abanto y Ciérvana-Abanto Zierbena,1.000 biztanle bakoitzeko,Abanto y Ciérvana-Abanto Zierbena,0.0
2018,,,Abanto y Ciérvana-Abanto Zierbena,1.000 biztanle bakoitzeko,Abanto y Ciérvana-Abanto Zierbena,0.0
2019,,,Abanto y Ciérvana-Abanto Zierbena,1.000 biztanle bakoitzeko,Abanto y Ciérvana-Abanto Zierbena,0.0
2020,,,Abanto y Ciérvana-Abanto Zierbena,1.000 biztanle bakoitzeko,Abanto y Ciérvana-Abanto Zierbena,0.0
2021,,,Abanto y Ciérvana-Abanto Zierbena,1.000 biztanle bakoitzeko,Abanto y Ciérvana-Abanto Zierbena,0.0
2022,,,Abanto y Ciérvana-Abanto Zierbena,1.000 biztanle bakoitzeko,Abanto y Ciérvana-Abanto Zierbena,0.0
2010,,,Amorebieta-Etxano,1.000 biztanle bakoitzeko,Amorebieta-Etxano,0.0
2011,,,Amorebieta-Etxano,1.000 biztanle bakoitzeko,Amorebieta-Etxano,0.0
2012,,,Amorebieta-Etxano,1.000 biztanle bakoitzeko,Amorebieta-Etxano,0.0
2013,,,Amorebieta-Etxano,1.000 biztanle bakoitzeko,Amorebieta-Etxano,0.0
2014,,,Amorebieta-Etxano,1.000 biztanle bakoitzeko,Amorebieta-Etxano,0.0
2015,,,Amorebieta-Etxano,1.000 biztanle bakoitzeko,Amorebieta-Etxano,0.0
2016,,,Amorebieta-Etxano,1.000 biztanle bakoitzeko,Amorebieta-Etxano,0.0
2017,,,Amorebieta-Etxano,1.000 biztanle bakoitzeko,Amorebieta-Etxano,0.0
2018,,,Amorebieta-Etxano,1.000 biztanle bakoitzeko,Amorebieta-Etxano,0.0
2019,,,Amorebieta-Etxano,1.000 biztanle bakoitzeko,Amorebieta-Etxano,0.0
2020,,,Amorebieta-Etxano,1.000 biztanle bakoitzeko,Amorebieta-Etxano,0.0
