Year,Territorio,Comarca,Municipio,Units,GeoCode,Desaggregation,Value
2011,,,ES01021,PT,ES01021,All,2.2
2021,,,ES01021,PT,ES01021,All,2.1
2015,,,ES01021,PT,ES01021,All,1.3
2019,,,ES01021,PT,ES01021,All,2.2
2017,,,ES01021,PT,ES01021,All,2.0
2013,,,ES01021,PT,ES01021,All,1.9
2016,,,ES01021,PT,ES01021,All,1.8
2010,,,ES01021,PT,ES01021,All,1.6
2018,,,ES01021,PT,ES01021,All,1.9
2022,,,ES01021,PT,ES01021,All,3.1
2020,,,ES01021,PT,ES01021,All,2.1
2023,,,ES01021,PT,ES01021,All,3.1
2019,,,ES01022,PT,ES01022,All,17.7
2021,,,ES01022,PT,ES01022,All,21.7
2010,,,ES01022,PT,ES01022,All,0.0
2011,,,ES01022,PT,ES01022,All,0.0
2014,,,ES01022,PT,ES01022,All,0.5
2013,,,ES01022,PT,ES01022,All,8.3
2016,,,ES01022,PT,ES01022,All,1.1
2018,,,ES01022,PT,ES01022,All,14.1
2023,,,ES01022,PT,ES01022,All,23.1
2020,,,ES01022,PT,ES01022,All,17.8
2015,,,ES01022,PT,ES01022,All,0.5
2017,,,ES01022,PT,ES01022,All,1.1
2022,,,ES01022,PT,ES01022,All,23.1
2012,,,ES01022,PT,ES01022,All,19.9
2018,,,ES20031,PT,ES20031,All,0.6
2017,,,ES20031,PT,ES20031,All,0.5
2015,,,ES20031,PT,ES20031,All,0.3
2010,,,ES20031,PT,ES20031,All,0.0
2022,,,ES20031,PT,ES20031,All,0.8
2019,,,ES20031,PT,ES20031,All,0.7
2012,,,ES20031,PT,ES20031,All,0.0
2020,,,ES20031,PT,ES20031,All,0.7
2011,,,ES20031,PT,ES20031,All,0.0
2023,,,ES20031,PT,ES20031,All,0.8
2014,,,ES20031,PT,ES20031,All,0.3
2013,,,ES20031,PT,ES20031,All,0.0
2016,,,ES20031,PT,ES20031,All,0.5
2021,,,ES20031,PT,ES20031,All,0.7
2014,,,ES20033,PT,ES20033,All,0.0
2018,,,ES20033,PT,ES20033,All,0.0
2019,,,ES20033,PT,ES20033,All,0.0
2020,,,ES20033,PT,ES20033,All,0.0
2023,,,ES20033,PT,ES20033,All,3.7
2011,,,ES20033,PT,ES20033,All,0.0
2017,,,ES20033,PT,ES20033,All,0.0
2012,,,ES20033,PT,ES20033,All,0.0
2013,,,ES20033,PT,ES20033,All,0.0
2022,,,ES20033,PT,ES20033,All,1.8
2015,,,ES20033,PT,ES20033,All,0.0
2016,,,ES20033,PT,ES20033,All,0.0
2010,,,ES20033,PT,ES20033,All,0.0
2021,,,ES20033,PT,ES20033,All,1.8
2021,,,ES20032,PT,ES20032,All,4.7
2014,,,ES20032,PT,ES20032,All,0.8
2018,,,ES20032,PT,ES20032,All,2.0
2022,,,ES20032,PT,ES20032,All,4.8
2012,,,ES20032,PT,ES20032,All,1.4
2023,,,ES20032,PT,ES20032,All,4.8
2011,,,ES20032,PT,ES20032,All,1.4
2019,,,ES20032,PT,ES20032,All,4.7
2015,,,ES20032,PT,ES20032,All,0.8
2010,,,ES20032,PT,ES20032,All,1.4
2020,,,ES20032,PT,ES20032,All,3.8
2016,,,ES20032,PT,ES20032,All,1.9
2017,,,ES20032,PT,ES20032,All,1.9
2013,,,ES20032,PT,ES20032,All,0.7
2018,,,ES48032,PT,ES48032,All,0.4
2010,,,ES48032,PT,ES48032,All,0.1
2015,,,ES48032,PT,ES48032,All,0.1
2021,,,ES48032,PT,ES48032,All,18.3
2011,,,ES48032,PT,ES48032,All,0.1
2012,,,ES48032,PT,ES48032,All,0.1
2017,,,ES48032,PT,ES48032,All,0.2
2013,,,ES48032,PT,ES48032,All,0.1
2019,,,ES48032,PT,ES48032,All,3.4
2023,,,ES48032,PT,ES48032,All,24.4
2014,,,ES48032,PT,ES48032,All,0.1
2016,,,ES48032,PT,ES48032,All,0.2
2020,,,ES48032,PT,ES48032,All,3.6
2022,,,ES48032,PT,ES48032,All,24.0
2012,,,ES01023,PT,ES01023,All,1.7
2011,,,ES01023,PT,ES01023,All,0.2
2016,,,ES01023,PT,ES01023,All,2.6
2015,,,ES01023,PT,ES01023,All,2.4
2020,,,ES01023,PT,ES01023,All,3.6
2023,,,ES01023,PT,ES01023,All,5.7
2022,,,ES01023,PT,ES01023,All,4.0
2010,,,ES01023,PT,ES01023,All,0.2
2019,,,ES01023,PT,ES01023,All,3.1
2014,,,ES01023,PT,ES01023,All,1.7
2017,,,ES01023,PT,ES01023,All,2.7
2018,,,ES01023,PT,ES01023,All,2.7
2013,,,ES01023,PT,ES01023,All,1.7
2021,,,ES01023,PT,ES01023,All,3.8
2014,,,ES48902,PT,ES48902,All,0.1
2020,,,ES48902,PT,ES48902,All,7.9
2016,,,ES48902,PT,ES48902,All,0.5
2013,,,ES48902,PT,ES48902,All,0.1
2023,,,ES48902,PT,ES48902,All,11.6
2019,,,ES48902,PT,ES48902,All,7.8
2010,,,ES48902,PT,ES48902,All,0.1
2018,,,ES48902,PT,ES48902,All,0.6
2015,,,ES48902,PT,ES48902,All,0.3
2011,,,ES48902,PT,ES48902,All,0.1
2017,,,ES48902,PT,ES48902,All,0.5
2022,,,ES48902,PT,ES48902,All,11.6
2012,,,ES48902,PT,ES48902,All,0.1
2021,,,ES48902,PT,ES48902,All,9.2
2021,,,ES48033,PT,ES48033,All,0.0
2013,,,ES48033,PT,ES48033,All,0.0
2014,,,ES48033,PT,ES48033,All,0.0
2017,,,ES48033,PT,ES48033,All,0.0
2023,,,ES48033,PT,ES48033,All,133.1
2015,,,ES48033,PT,ES48033,All,0.0
2011,,,ES48033,PT,ES48033,All,0.0
2010,,,ES48033,PT,ES48033,All,0.0
2012,,,ES48033,PT,ES48033,All,0.0
2016,,,ES48033,PT,ES48033,All,0.0
2018,,,ES48033,PT,ES48033,All,0.0
2020,,,ES48033,PT,ES48033,All,0.0
2022,,,ES48033,PT,ES48033,All,0.0
2019,,,ES48033,PT,ES48033,All,0.0
2013,,,ES48034,PT,ES48034,All,0.0
2018,,,ES48034,PT,ES48034,All,0.0
2017,,,ES48034,PT,ES48034,All,0.0
2010,,,ES48034,PT,ES48034,All,0.0
2015,,,ES48034,PT,ES48034,All,0.0
2021,,,ES48034,PT,ES48034,All,0.0
2019,,,ES48034,PT,ES48034,All,0.0
2011,,,ES48034,PT,ES48034,All,0.0
2012,,,ES48034,PT,ES48034,All,0.0
2016,,,ES48034,PT,ES48034,All,0.0
2020,,,ES48034,PT,ES48034,All,0.0
2022,,,ES48034,PT,ES48034,All,0.0
2023,,,ES48034,PT,ES48034,All,0.0
2014,,,ES48034,PT,ES48034,All,0.0
2021,,,ES20067,PT,ES20067,All,2.8
2019,,,ES20067,PT,ES20067,All,0.5
2013,,,ES20067,PT,ES20067,All,0.3
2011,,,ES20067,PT,ES20067,All,0.0
2023,,,ES20067,PT,ES20067,All,3.2
2010,,,ES20067,PT,ES20067,All,0.0
2012,,,ES20067,PT,ES20067,All,0.3
2016,,,ES20067,PT,ES20067,All,0.3
2018,,,ES20067,PT,ES20067,All,0.3
2020,,,ES20067,PT,ES20067,All,0.9
2014,,,ES20067,PT,ES20067,All,0.3
2022,,,ES20067,PT,ES20067,All,3.2
2015,,,ES20067,PT,ES20067,All,0.3
2017,,,ES20067,PT,ES20067,All,0.3
2011,,,ES20066,PT,ES20066,All,0.6
2019,,,ES20066,PT,ES20066,All,3.5
2015,,,ES20066,PT,ES20066,All,2.8
2021,,,ES20066,PT,ES20066,All,5.1
2012,,,ES20066,PT,ES20066,All,0.6
2016,,,ES20066,PT,ES20066,All,2.9
2020,,,ES20066,PT,ES20066,All,3.9
2023,,,ES20066,PT,ES20066,All,7.8
2013,,,ES20066,PT,ES20066,All,1.3
2017,,,ES20066,PT,ES20066,All,2.7
2022,,,ES20066,PT,ES20066,All,5.0
2018,,,ES20066,PT,ES20066,All,2.9
2014,,,ES20066,PT,ES20066,All,1.5
2010,,,ES20066,PT,ES20066,All,0.6
2020,,,ES01046,PT,ES01046,All,8.6
2015,,,ES01046,PT,ES01046,All,4.0
2012,,,ES01046,PT,ES01046,All,0.2
2019,,,ES01046,PT,ES01046,All,8.0
2010,,,ES01046,PT,ES01046,All,0.0
2021,,,ES01046,PT,ES01046,All,8.9
2011,,,ES01046,PT,ES01046,All,0.2
2023,,,ES01046,PT,ES01046,All,10.4
2016,,,ES01046,PT,ES01046,All,4.1
2018,,,ES01046,PT,ES01046,All,5.5
2022,,,ES01046,PT,ES01046,All,10.0
2013,,,ES01046,PT,ES01046,All,2.5
2017,,,ES01046,PT,ES01046,All,9.4
2014,,,ES01046,PT,ES01046,All,3.6
2019,,,ES48079,PT,ES48079,All,29.0
2013,,,ES48079,PT,ES48079,All,22.3
2012,,,ES48079,PT,ES48079,All,22.3
2016,,,ES48079,PT,ES48079,All,20.4
2020,,,ES48079,PT,ES48079,All,30.3
2018,,,ES48079,PT,ES48079,All,19.2
2023,,,ES48079,PT,ES48079,All,34.9
2021,,,ES48079,PT,ES48079,All,33.4
2011,,,ES48079,PT,ES48079,All,22.3
2010,,,ES48079,PT,ES48079,All,22.3
2014,,,ES48079,PT,ES48079,All,22.3
2015,,,ES48079,PT,ES48079,All,22.6
2017,,,ES48079,PT,ES48079,All,20.0
2022,,,ES48079,PT,ES48079,All,33.4
2017,,,ES20034,PT,ES20034,All,2.3
2018,,,ES20034,PT,ES20034,All,2.6
2012,,,ES20034,PT,ES20034,All,2.4
2013,,,ES20034,PT,ES20034,All,2.2
2016,,,ES20034,PT,ES20034,All,2.3
2020,,,ES20034,PT,ES20034,All,2.8
2021,,,ES20034,PT,ES20034,All,5.6
2022,,,ES20034,PT,ES20034,All,51.5
2011,,,ES20034,PT,ES20034,All,2.5
2019,,,ES20034,PT,ES20034,All,2.8
2023,,,ES20034,PT,ES20034,All,56.2
2015,,,ES20034,PT,ES20034,All,2.2
2010,,,ES20034,PT,ES20034,All,3.3
2014,,,ES20034,PT,ES20034,All,2.3
2018,,,ES48029,PT,ES48029,All,0.0
2014,,,ES48029,PT,ES48029,All,0.0
2015,,,ES48029,PT,ES48029,All,0.0
2013,,,ES48029,PT,ES48029,All,0.0
2011,,,ES48029,PT,ES48029,All,0.0
2019,,,ES48029,PT,ES48029,All,0.0
2017,,,ES48029,PT,ES48029,All,0.0
2023,,,ES48029,PT,ES48029,All,13.1
2010,,,ES48029,PT,ES48029,All,0.0
2012,,,ES48029,PT,ES48029,All,0.0
2016,,,ES48029,PT,ES48029,All,0.0
2020,,,ES48029,PT,ES48029,All,13.1
2022,,,ES48029,PT,ES48029,All,13.1
2021,,,ES48029,PT,ES48029,All,13.1
2017,,,ES48030,PT,ES48030,All,0.0
2021,,,ES48030,PT,ES48030,All,0.2
2013,,,ES48030,PT,ES48030,All,0.0
2019,,,ES48030,PT,ES48030,All,0.0
2011,,,ES48030,PT,ES48030,All,0.0
2015,,,ES48030,PT,ES48030,All,0.0
2012,,,ES48030,PT,ES48030,All,0.0
2016,,,ES48030,PT,ES48030,All,0.0
2020,,,ES48030,PT,ES48030,All,0.2
2022,,,ES48030,PT,ES48030,All,0.0
2018,,,ES48030,PT,ES48030,All,0.0
2014,,,ES48030,PT,ES48030,All,0.0
2010,,,ES48030,PT,ES48030,All,0.0
2023,,,ES48030,PT,ES48030,All,0.0
2014,,,ES20035,PT,ES20035,All,8.6
2019,,,ES20035,PT,ES20035,All,13.3
2015,,,ES20035,PT,ES20035,All,9.8
2012,,,ES20035,PT,ES20035,All,4.6
2016,,,ES20035,PT,ES20035,All,9.1
2020,,,ES20035,PT,ES20035,All,13.5
2018,,,ES20035,PT,ES20035,All,9.4
2013,,,ES20035,PT,ES20035,All,5.0
2021,,,ES20035,PT,ES20035,All,14.7
2010,,,ES20035,PT,ES20035,All,1.5
2011,,,ES20035,PT,ES20035,All,1.5
2023,,,ES20035,PT,ES20035,All,25.3
2022,,,ES20035,PT,ES20035,All,14.7
2017,,,ES20035,PT,ES20035,All,9.3
2016,,,ES48906,PT,ES48906,All,0.4
2014,,,ES48906,PT,ES48906,All,0.5
2013,,,ES48906,PT,ES48906,All,0.2
2012,,,ES48906,PT,ES48906,All,0.5
2022,,,ES48906,PT,ES48906,All,1.3
2018,,,ES48906,PT,ES48906,All,0.2
2020,,,ES48906,PT,ES48906,All,1.3
2021,,,ES48906,PT,ES48906,All,1.3
2017,,,ES48906,PT,ES48906,All,0.2
2015,,,ES48906,PT,ES48906,All,0.5
2011,,,ES48906,PT,ES48906,All,0.5
2023,,,ES48906,PT,ES48906,All,1.4
2010,,,ES48906,PT,ES48906,All,0.5
2019,,,ES48906,PT,ES48906,All,0.5
2014,,,ES48035,PT,ES48035,All,0.4
2011,,,ES48035,PT,ES48035,All,0.0
2019,,,ES48035,PT,ES48035,All,3.3
2017,,,ES48035,PT,ES48035,All,1.4
2015,,,ES48035,PT,ES48035,All,0.4
2013,,,ES48035,PT,ES48035,All,0.3
2021,,,ES48035,PT,ES48035,All,3.3
2010,,,ES48035,PT,ES48035,All,0.0
2012,,,ES48035,PT,ES48035,All,0.0
2016,,,ES48035,PT,ES48035,All,1.6
2018,,,ES48035,PT,ES48035,All,2.8
2020,,,ES48035,PT,ES48035,All,3.3
2022,,,ES48035,PT,ES48035,All,3.4
2023,,,ES48035,PT,ES48035,All,3.4
2018,,,ES20038,PT,ES20038,All,0.3
2020,,,ES20038,PT,ES20038,All,1.0
2017,,,ES20038,PT,ES20038,All,0.3
2016,,,ES20038,PT,ES20038,All,0.0
2013,,,ES20038,PT,ES20038,All,0.0
2014,,,ES20038,PT,ES20038,All,0.0
2012,,,ES20038,PT,ES20038,All,0.6
2022,,,ES20038,PT,ES20038,All,0.0
2023,,,ES20038,PT,ES20038,All,0.0
2015,,,ES20038,PT,ES20038,All,0.0
2011,,,ES20038,PT,ES20038,All,0.0
2019,,,ES20038,PT,ES20038,All,0.0
2010,,,ES20038,PT,ES20038,All,0.0
2021,,,ES20038,PT,ES20038,All,0.0
2017,,,ES20037,PT,ES20037,All,0.0
2016,,,ES20037,PT,ES20037,All,0.0
2020,,,ES20037,PT,ES20037,All,2.5
2015,,,ES20037,PT,ES20037,All,0.0
2014,,,ES20037,PT,ES20037,All,0.0
2019,,,ES20037,PT,ES20037,All,0.0
2018,,,ES20037,PT,ES20037,All,0.0
2012,,,ES20037,PT,ES20037,All,0.0
2011,,,ES20037,PT,ES20037,All,0.0
2013,,,ES20037,PT,ES20037,All,0.0
2021,,,ES20037,PT,ES20037,All,2.5
2023,,,ES20037,PT,ES20037,All,2.4
2022,,,ES20037,PT,ES20037,All,2.4
2010,,,ES20037,PT,ES20037,All,0.0
2019,,,ES48036,PT,ES48036,All,0.0
2018,,,ES48036,PT,ES48036,All,0.0
2021,,,ES48036,PT,ES48036,All,0.8
2011,,,ES48036,PT,ES48036,All,0.0
2013,,,ES48036,PT,ES48036,All,0.0
2023,,,ES48036,PT,ES48036,All,0.8
2017,,,ES48036,PT,ES48036,All,0.0
2015,,,ES48036,PT,ES48036,All,0.0
2012,,,ES48036,PT,ES48036,All,0.0
2014,,,ES48036,PT,ES48036,All,0.0
2016,,,ES48036,PT,ES48036,All,0.0
2020,,,ES48036,PT,ES48036,All,0.8
2022,,,ES48036,PT,ES48036,All,0.8
2010,,,ES48036,PT,ES48036,All,0.0
2018,,,ES48037,PT,ES48037,All,1.3
2014,,,ES48037,PT,ES48037,All,0.2
2020,,,ES48037,PT,ES48037,All,1.1
2019,,,ES48037,PT,ES48037,All,1.2
2010,,,ES48037,PT,ES48037,All,0.1
2015,,,ES48037,PT,ES48037,All,0.2
2023,,,ES48037,PT,ES48037,All,3.1
2013,,,ES48037,PT,ES48037,All,0.2
2011,,,ES48037,PT,ES48037,All,0.1
2021,,,ES48037,PT,ES48037,All,3.1
2017,,,ES48037,PT,ES48037,All,0.5
2012,,,ES48037,PT,ES48037,All,0.2
2016,,,ES48037,PT,ES48037,All,0.3
2022,,,ES48037,PT,ES48037,All,3.1
2017,,,ES48038,PT,ES48038,All,1.5
2014,,,ES48038,PT,ES48038,All,1.2
2018,,,ES48038,PT,ES48038,All,2.3
2010,,,ES48038,PT,ES48038,All,0.2
2021,,,ES48038,PT,ES48038,All,5.5
2015,,,ES48038,PT,ES48038,All,1.3
2011,,,ES48038,PT,ES48038,All,0.1
2023,,,ES48038,PT,ES48038,All,6.4
2019,,,ES48038,PT,ES48038,All,2.8
2012,,,ES48038,PT,ES48038,All,0.4
2016,,,ES48038,PT,ES48038,All,1.3
2020,,,ES48038,PT,ES48038,All,5.3
2022,,,ES48038,PT,ES48038,All,5.9
2013,,,ES48038,PT,ES48038,All,0.4
2010,,,ES48039,PT,ES48039,All,1.7
2012,,,ES48039,PT,ES48039,All,1.7
2023,,,ES48039,PT,ES48039,All,5.6
2014,,,ES48039,PT,ES48039,All,1.3
2011,,,ES48039,PT,ES48039,All,1.7
2019,,,ES48039,PT,ES48039,All,1.9
2017,,,ES48039,PT,ES48039,All,1.1
2013,,,ES48039,PT,ES48039,All,1.4
2015,,,ES48039,PT,ES48039,All,1.3
2021,,,ES48039,PT,ES48039,All,4.5
2016,,,ES48039,PT,ES48039,All,1.1
2018,,,ES48039,PT,ES48039,All,1.7
2020,,,ES48039,PT,ES48039,All,4.5
2022,,,ES48039,PT,ES48039,All,4.5
2023,,,ES48040,PT,ES48040,All,2.3
2022,,,ES48040,PT,ES48040,All,2.0
2018,,,ES48040,PT,ES48040,All,0.4
2019,,,ES48040,PT,ES48040,All,1.2
2013,,,ES48040,PT,ES48040,All,0.6
2010,,,ES48040,PT,ES48040,All,0.6
2015,,,ES48040,PT,ES48040,All,0.6
2021,,,ES48040,PT,ES48040,All,2.1
2011,,,ES48040,PT,ES48040,All,0.6
2017,,,ES48040,PT,ES48040,All,0.3
2012,,,ES48040,PT,ES48040,All,0.6
2014,,,ES48040,PT,ES48040,All,0.6
2016,,,ES48040,PT,ES48040,All,0.2
2020,,,ES48040,PT,ES48040,All,1.2
2018,,,ES48041,PT,ES48041,All,0.5
2019,,,ES48041,PT,ES48041,All,0.6
2014,,,ES48041,PT,ES48041,All,0.9
2015,,,ES48041,PT,ES48041,All,0.9
2017,,,ES48041,PT,ES48041,All,0.5
2023,,,ES48041,PT,ES48041,All,6.1
2021,,,ES48041,PT,ES48041,All,6.2
2011,,,ES48041,PT,ES48041,All,0.8
2010,,,ES48041,PT,ES48041,All,0.8
2012,,,ES48041,PT,ES48041,All,0.8
2016,,,ES48041,PT,ES48041,All,0.6
2020,,,ES48041,PT,ES48041,All,5.9
2022,,,ES48041,PT,ES48041,All,6.2
2013,,,ES48041,PT,ES48041,All,0.9
2019,,,ES20907,PT,ES20907,All,0.9
2014,,,ES20907,PT,ES20907,All,1.1
2013,,,ES20907,PT,ES20907,All,1.1
2011,,,ES20907,PT,ES20907,All,0.7
2021,,,ES20907,PT,ES20907,All,3.4
2017,,,ES20907,PT,ES20907,All,0.0
2010,,,ES20907,PT,ES20907,All,0.0
2012,,,ES20907,PT,ES20907,All,0.7
2016,,,ES20907,PT,ES20907,All,1.1
2018,,,ES20907,PT,ES20907,All,0.0
2020,,,ES20907,PT,ES20907,All,0.9
2022,,,ES20907,PT,ES20907,All,5.1
2023,,,ES20907,PT,ES20907,All,5.1
2015,,,ES20907,PT,ES20907,All,1.1
2015,,,ES48046,PT,ES48046,All,0.0
2010,,,ES48046,PT,ES48046,All,0.5
2018,,,ES48046,PT,ES48046,All,0.0
2011,,,ES48046,PT,ES48046,All,0.5
2017,,,ES48046,PT,ES48046,All,0.0
2019,,,ES48046,PT,ES48046,All,0.0
2023,,,ES48046,PT,ES48046,All,2.3
2013,,,ES48046,PT,ES48046,All,0.0
2021,,,ES48046,PT,ES48046,All,0.4
2012,,,ES48046,PT,ES48046,All,0.0
2014,,,ES48046,PT,ES48046,All,0.0
2016,,,ES48046,PT,ES48046,All,0.0
2020,,,ES48046,PT,ES48046,All,0.0
2022,,,ES48046,PT,ES48046,All,0.4
2011,,,ES20039,PT,ES20039,All,0.5
2010,,,ES20039,PT,ES20039,All,0.6
2017,,,ES20039,PT,ES20039,All,1.3
2013,,,ES20039,PT,ES20039,All,1.0
2021,,,ES20039,PT,ES20039,All,1.2
2012,,,ES20039,PT,ES20039,All,0.6
2014,,,ES20039,PT,ES20039,All,1.0
2018,,,ES20039,PT,ES20039,All,3.0
2023,,,ES20039,PT,ES20039,All,2.9
2015,,,ES20039,PT,ES20039,All,1.2
2022,,,ES20039,PT,ES20039,All,1.2
2016,,,ES20039,PT,ES20039,All,1.2
2019,,,ES20039,PT,ES20039,All,1.3
2020,,,ES20039,PT,ES20039,All,1.3
2018,,,ES48044,PT,ES48044,All,0.0
2011,,,ES48044,PT,ES48044,All,0.5
2022,,,ES48044,PT,ES48044,All,0.0
2010,,,ES48044,PT,ES48044,All,0.5
2013,,,ES48044,PT,ES48044,All,0.0
2023,,,ES48044,PT,ES48044,All,0.0
2015,,,ES48044,PT,ES48044,All,0.0
2021,,,ES48044,PT,ES48044,All,0.0
2017,,,ES48044,PT,ES48044,All,0.0
2012,,,ES48044,PT,ES48044,All,0.5
2014,,,ES48044,PT,ES48044,All,0.0
2016,,,ES48044,PT,ES48044,All,0.0
2020,,,ES48044,PT,ES48044,All,0.0
2019,,,ES48044,PT,ES48044,All,0.0
2014,,,ES48047,PT,ES48047,All,0.0
2015,,,ES48047,PT,ES48047,All,0.0
2013,,,ES48047,PT,ES48047,All,0.0
2021,,,ES48047,PT,ES48047,All,0.0
2019,,,ES48047,PT,ES48047,All,0.0
2011,,,ES48047,PT,ES48047,All,0.0
2017,,,ES48047,PT,ES48047,All,0.0
2023,,,ES48047,PT,ES48047,All,2.7
2010,,,ES48047,PT,ES48047,All,0.0
2012,,,ES48047,PT,ES48047,All,0.0
2016,,,ES48047,PT,ES48047,All,0.0
2018,,,ES48047,PT,ES48047,All,0.0
2020,,,ES48047,PT,ES48047,All,0.0
2022,,,ES48047,PT,ES48047,All,2.7
2016,,,ES48042,PT,ES48042,All,5.6
2021,,,ES48042,PT,ES48042,All,6.5
2014,,,ES48042,PT,ES48042,All,5.5
2018,,,ES48042,PT,ES48042,All,5.8
2010,,,ES48042,PT,ES48042,All,5.1
2011,,,ES48042,PT,ES48042,All,5.1
2019,,,ES48042,PT,ES48042,All,6.4
2017,,,ES48042,PT,ES48042,All,5.8
2023,,,ES48042,PT,ES48042,All,6.4
2015,,,ES48042,PT,ES48042,All,5.5
2013,,,ES48042,PT,ES48042,All,5.5
2012,,,ES48042,PT,ES48042,All,5.0
2020,,,ES48042,PT,ES48042,All,6.4
2022,,,ES48042,PT,ES48042,All,6.5
2021,,,ES48043,PT,ES48043,All,4.1
2010,,,ES48043,PT,ES48043,All,2.4
2012,,,ES48043,PT,ES48043,All,3.4
2017,,,ES48043,PT,ES48043,All,2.9
2014,,,ES48043,PT,ES48043,All,3.4
2015,,,ES48043,PT,ES48043,All,3.4
2018,,,ES48043,PT,ES48043,All,3.2
2019,,,ES48043,PT,ES48043,All,4.1
2013,,,ES48043,PT,ES48043,All,3.4
2011,,,ES48043,PT,ES48043,All,4.2
2023,,,ES48043,PT,ES48043,All,4.0
2016,,,ES48043,PT,ES48043,All,2.9
2020,,,ES48043,PT,ES48043,All,4.1
2022,,,ES48043,PT,ES48043,All,3.9
2014,,,ES48045,PT,ES48045,All,0.0
2015,,,ES48045,PT,ES48045,All,0.0
2017,,,ES48045,PT,ES48045,All,0.0
2013,,,ES48045,PT,ES48045,All,0.0
2023,,,ES48045,PT,ES48045,All,0.0
2011,,,ES48045,PT,ES48045,All,0.0
2021,,,ES48045,PT,ES48045,All,0.0
2019,,,ES48045,PT,ES48045,All,0.0
2010,,,ES48045,PT,ES48045,All,0.0
2012,,,ES48045,PT,ES48045,All,0.0
2016,,,ES48045,PT,ES48045,All,0.0
2018,,,ES48045,PT,ES48045,All,0.0
2020,,,ES48045,PT,ES48045,All,0.0
2022,,,ES48045,PT,ES48045,All,0.0
2013,,,ES01056,PT,ES01056,All,0.5
2014,,,ES01056,PT,ES01056,All,1.0
2020,,,ES01056,PT,ES01056,All,3.1
2021,,,ES01056,PT,ES01056,All,3.1
2019,,,ES01056,PT,ES01056,All,3.5
2018,,,ES01056,PT,ES01056,All,2.9
2012,,,ES01056,PT,ES01056,All,0.5
2016,,,ES01056,PT,ES01056,All,2.7
2023,,,ES01056,PT,ES01056,All,3.1
2011,,,ES01056,PT,ES01056,All,0.5
2022,,,ES01056,PT,ES01056,All,3.1
2017,,,ES01056,PT,ES01056,All,2.9
2010,,,ES01056,PT,ES01056,All,0.5
2015,,,ES01056,PT,ES01056,All,1.2
2022,,,ES20040,PT,ES20040,All,13.1
2021,,,ES20040,PT,ES20040,All,13.1
2017,,,ES20040,PT,ES20040,All,6.0
2010,,,ES20040,PT,ES20040,All,5.3
2013,,,ES20040,PT,ES20040,All,5.3
2019,,,ES20040,PT,ES20040,All,7.1
2018,,,ES20040,PT,ES20040,All,7.4
2020,,,ES20040,PT,ES20040,All,7.6
2016,,,ES20040,PT,ES20040,All,6.0
2014,,,ES20040,PT,ES20040,All,5.7
2012,,,ES20040,PT,ES20040,All,5.3
2015,,,ES20040,PT,ES20040,All,6.1
2023,,,ES20040,PT,ES20040,All,12.9
2011,,,ES20040,PT,ES20040,All,5.6
2022,,,ES20041,PT,ES20041,All,1.4
2021,,,ES20041,PT,ES20041,All,1.4
2020,,,ES20041,PT,ES20041,All,1.4
2014,,,ES20041,PT,ES20041,All,0.0
2018,,,ES20041,PT,ES20041,All,0.0
2023,,,ES20041,PT,ES20041,All,1.4
2019,,,ES20041,PT,ES20041,All,1.4
2015,,,ES20041,PT,ES20041,All,0.0
2011,,,ES20041,PT,ES20041,All,0.0
2010,,,ES20041,PT,ES20041,All,0.0
2016,,,ES20041,PT,ES20041,All,0.0
2013,,,ES20041,PT,ES20041,All,0.0
2017,,,ES20041,PT,ES20041,All,0.0
2012,,,ES20041,PT,ES20041,All,0.0
2014,,,ES20036,PT,ES20036,All,0.3
2021,,,ES20036,PT,ES20036,All,1.9
2020,,,ES20036,PT,ES20036,All,1.8
2018,,,ES20036,PT,ES20036,All,0.9
2016,,,ES20036,PT,ES20036,All,0.4
2017,,,ES20036,PT,ES20036,All,1.0
2022,,,ES20036,PT,ES20036,All,2.1
2015,,,ES20036,PT,ES20036,All,0.3
2013,,,ES20036,PT,ES20036,All,0.1
2019,,,ES20036,PT,ES20036,All,2.0
2011,,,ES20036,PT,ES20036,All,0.1
2023,,,ES20036,PT,ES20036,All,1.8
2012,,,ES20036,PT,ES20036,All,0.1
2010,,,ES20036,PT,ES20036,All,0.1
2016,,,ES20042,PT,ES20042,All,0.0
2015,,,ES20042,PT,ES20042,All,0.0
2018,,,ES20042,PT,ES20042,All,0.0
2014,,,ES20042,PT,ES20042,All,4.5
2011,,,ES20042,PT,ES20042,All,0.0
2017,,,ES20042,PT,ES20042,All,0.0
2010,,,ES20042,PT,ES20042,All,0.0
2013,,,ES20042,PT,ES20042,All,2.5
2012,,,ES20042,PT,ES20042,All,1.0
2019,,,ES20042,PT,ES20042,All,0.0
2020,,,ES20042,PT,ES20042,All,0.0
2022,,,ES20042,PT,ES20042,All,0.0
2023,,,ES20042,PT,ES20042,All,0.0
2021,,,ES20042,PT,ES20042,All,0.0
2018,,,ES48048,PT,ES48048,All,0.4
2010,,,ES48048,PT,ES48048,All,0.0
2015,,,ES48048,PT,ES48048,All,0.4
2013,,,ES48048,PT,ES48048,All,0.4
2021,,,ES48048,PT,ES48048,All,6.6
2023,,,ES48048,PT,ES48048,All,7.8
2011,,,ES48048,PT,ES48048,All,0.0
2017,,,ES48048,PT,ES48048,All,0.4
2012,,,ES48048,PT,ES48048,All,0.1
