Year,Series,Enfermedad no transmisible,Sexo,Territorio,Units,Value
2016,Tasa de mortalidad,Cáncer,Hombre,Gipuzkoa,Por 100.000 habitantes,323.2
2020,Tasa de mortalidad,Cáncer,Hombre,Gipuzkoa,Por 100.000 habitantes,333.5
2019,Tasa de mortalidad,Cáncer,Hombre,Gipuzkoa,Por 100.000 habitantes,308.3
2022,Tasa de mortalidad,Diabetes,,,Por 100.000 habitantes,22.1
2018,Tasa de mortalidad,Diabetes,,,Por 100.000 habitantes,20.6
2015,Tasa de mortalidad,Diabetes,,,Por 100.000 habitantes,22.2
2020,Tasa de mortalidad,Diabetes,,,Por 100.000 habitantes,22.8
2016,Tasa de mortalidad,Diabetes,,,Por 100.000 habitantes,19.5
2019,Tasa de mortalidad,Diabetes,,,Por 100.000 habitantes,20.7
2017,Tasa de mortalidad,Diabetes,,,Por 100.000 habitantes,17.4
2011,Tasa de mortalidad,Diabetes,,,Por 100.000 habitantes,22.0
2014,Tasa de mortalidad,Diabetes,,,Por 100.000 habitantes,20.1
2012,Tasa de mortalidad,Diabetes,,,Por 100.000 habitantes,21.8
2021,Tasa de mortalidad,Diabetes,,,Por 100.000 habitantes,21.0
2010,Tasa de mortalidad,Diabetes,,,Por 100.000 habitantes,23.9
2013,Tasa de mortalidad,Diabetes,,,Por 100.000 habitantes,23.2
2013,Tasa de mortalidad,Diabetes,,Araba/Álava,Por 100.000 habitantes,21.2
2015,Tasa de mortalidad,Diabetes,,Araba/Álava,Por 100.000 habitantes,21.1
2021,Tasa de mortalidad,Diabetes,,Araba/Álava,Por 100.000 habitantes,23.0
2017,Tasa de mortalidad,Diabetes,,Araba/Álava,Por 100.000 habitantes,16.9
2014,Tasa de mortalidad,Diabetes,,Araba/Álava,Por 100.000 habitantes,12.5
2022,Tasa de mortalidad,Diabetes,,Araba/Álava,Por 100.000 habitantes,19.6
2012,Tasa de mortalidad,Diabetes,,Araba/Álava,Por 100.000 habitantes,19.3
2019,Tasa de mortalidad,Diabetes,,Araba/Álava,Por 100.000 habitantes,14.0
2020,Tasa de mortalidad,Diabetes,,Araba/Álava,Por 100.000 habitantes,19.4
2016,Tasa de mortalidad,Diabetes,,Araba/Álava,Por 100.000 habitantes,17.3
2011,Tasa de mortalidad,Diabetes,,Araba/Álava,Por 100.000 habitantes,22.5
2018,Tasa de mortalidad,Diabetes,,Araba/Álava,Por 100.000 habitantes,17.1
2010,Tasa de mortalidad,Diabetes,,Araba/Álava,Por 100.000 habitantes,25.5
2019,Tasa de mortalidad,Diabetes,,Bizkaia,Por 100.000 habitantes,23.4
2012,Tasa de mortalidad,Diabetes,,Bizkaia,Por 100.000 habitantes,21.8
2021,Tasa de mortalidad,Diabetes,,Bizkaia,Por 100.000 habitantes,22.1
2015,Tasa de mortalidad,Diabetes,,Bizkaia,Por 100.000 habitantes,23.8
2011,Tasa de mortalidad,Diabetes,,Bizkaia,Por 100.000 habitantes,21.9
2010,Tasa de mortalidad,Diabetes,,Bizkaia,Por 100.000 habitantes,22.0
2017,Tasa de mortalidad,Diabetes,,Bizkaia,Por 100.000 habitantes,18.0
2016,Tasa de mortalidad,Diabetes,,Bizkaia,Por 100.000 habitantes,20.7
2022,Tasa de mortalidad,Diabetes,,Bizkaia,Por 100.000 habitantes,21.6
2020,Tasa de mortalidad,Diabetes,,Bizkaia,Por 100.000 habitantes,24.4
2014,Tasa de mortalidad,Diabetes,,Bizkaia,Por 100.000 habitantes,22.3
2013,Tasa de mortalidad,Diabetes,,Bizkaia,Por 100.000 habitantes,22.4
2018,Tasa de mortalidad,Diabetes,,Bizkaia,Por 100.000 habitantes,20.4
2010,Tasa de mortalidad,Diabetes,,Gipuzkoa,Por 100.000 habitantes,26.1
2015,Tasa de mortalidad,Diabetes,,Gipuzkoa,Por 100.000 habitantes,20.3
2017,Tasa de mortalidad,Diabetes,,Gipuzkoa,Por 100.000 habitantes,16.7
2014,Tasa de mortalidad,Diabetes,,Gipuzkoa,Por 100.000 habitantes,19.9
2022,Tasa de mortalidad,Diabetes,,Gipuzkoa,Por 100.000 habitantes,24.1
2013,Tasa de mortalidad,Diabetes,,Gipuzkoa,Por 100.000 habitantes,25.3
2016,Tasa de mortalidad,Diabetes,,Gipuzkoa,Por 100.000 habitantes,18.4
2012,Tasa de mortalidad,Diabetes,,Gipuzkoa,Por 100.000 habitantes,22.8
2020,Tasa de mortalidad,Diabetes,,Gipuzkoa,Por 100.000 habitantes,21.7
2011,Tasa de mortalidad,Diabetes,,Gipuzkoa,Por 100.000 habitantes,22.0
2019,Tasa de mortalidad,Diabetes,,Gipuzkoa,Por 100.000 habitantes,19.5
2018,Tasa de mortalidad,Diabetes,,Gipuzkoa,Por 100.000 habitantes,22.2
2021,Tasa de mortalidad,Diabetes,,Gipuzkoa,Por 100.000 habitantes,18.3
2017,Tasa de mortalidad,Diabetes,Mujer,,Por 100.000 habitantes,18.5
2010,Tasa de mortalidad,Diabetes,Mujer,,Por 100.000 habitantes,26.6
2011,Tasa de mortalidad,Diabetes,Mujer,,Por 100.000 habitantes,24.5
2021,Tasa de mortalidad,Diabetes,Mujer,,Por 100.000 habitantes,23.1
2016,Tasa de mortalidad,Diabetes,Mujer,,Por 100.000 habitantes,20.2
2022,Tasa de mortalidad,Diabetes,Mujer,,Por 100.000 habitantes,22.8
2018,Tasa de mortalidad,Diabetes,Mujer,,Por 100.000 habitantes,22.2
2014,Tasa de mortalidad,Diabetes,Mujer,,Por 100.000 habitantes,22.4
2013,Tasa de mortalidad,Diabetes,Mujer,,Por 100.000 habitantes,27.0
2012,Tasa de mortalidad,Diabetes,Mujer,,Por 100.000 habitantes,24.3
2019,Tasa de mortalidad,Diabetes,Mujer,,Por 100.000 habitantes,22.8
2015,Tasa de mortalidad,Diabetes,Mujer,,Por 100.000 habitantes,24.2
2020,Tasa de mortalidad,Diabetes,Mujer,,Por 100.000 habitantes,23.2
2015,Tasa de mortalidad,Diabetes,Mujer,Araba/Álava,Por 100.000 habitantes,22.1
2012,Tasa de mortalidad,Diabetes,Mujer,Araba/Álava,Por 100.000 habitantes,19.2
2020,Tasa de mortalidad,Diabetes,Mujer,Araba/Álava,Por 100.000 habitantes,19.1
2021,Tasa de mortalidad,Diabetes,Mujer,Araba/Álava,Por 100.000 habitantes,22.6
2010,Tasa de mortalidad,Diabetes,Mujer,Araba/Álava,Por 100.000 habitantes,28.2
2014,Tasa de mortalidad,Diabetes,Mujer,Araba/Álava,Por 100.000 habitantes,14.8
2011,Tasa de mortalidad,Diabetes,Mujer,Araba/Álava,Por 100.000 habitantes,29.2
2018,Tasa de mortalidad,Diabetes,Mujer,Araba/Álava,Por 100.000 habitantes,20.5
2013,Tasa de mortalidad,Diabetes,Mujer,Araba/Álava,Por 100.000 habitantes,19.8
2022,Tasa de mortalidad,Diabetes,Mujer,Araba/Álava,Por 100.000 habitantes,17.7
2017,Tasa de mortalidad,Diabetes,Mujer,Araba/Álava,Por 100.000 habitantes,20.0
2019,Tasa de mortalidad,Diabetes,Mujer,Araba/Álava,Por 100.000 habitantes,14.9
2016,Tasa de mortalidad,Diabetes,Mujer,Araba/Álava,Por 100.000 habitantes,18.9
2010,Tasa de mortalidad,Diabetes,Mujer,Bizkaia,Por 100.000 habitantes,24.9
2015,Tasa de mortalidad,Diabetes,Mujer,Bizkaia,Por 100.000 habitantes,25.7
2013,Tasa de mortalidad,Diabetes,Mujer,Bizkaia,Por 100.000 habitantes,28.5
2018,Tasa de mortalidad,Diabetes,Mujer,Bizkaia,Por 100.000 habitantes,22.6
2014,Tasa de mortalidad,Diabetes,Mujer,Bizkaia,Por 100.000 habitantes,25.5
2022,Tasa de mortalidad,Diabetes,Mujer,Bizkaia,Por 100.000 habitantes,23.6
2012,Tasa de mortalidad,Diabetes,Mujer,Bizkaia,Por 100.000 habitantes,24.2
2016,Tasa de mortalidad,Diabetes,Mujer,Bizkaia,Por 100.000 habitantes,22.0
2011,Tasa de mortalidad,Diabetes,Mujer,Bizkaia,Por 100.000 habitantes,21.8
2020,Tasa de mortalidad,Diabetes,Mujer,Bizkaia,Por 100.000 habitantes,25.2
2017,Tasa de mortalidad,Diabetes,Mujer,Bizkaia,Por 100.000 habitantes,19.1
2019,Tasa de mortalidad,Diabetes,Mujer,Bizkaia,Por 100.000 habitantes,26.1
2021,Tasa de mortalidad,Diabetes,Mujer,Bizkaia,Por 100.000 habitantes,25.7
2012,Tasa de mortalidad,Diabetes,Mujer,Gipuzkoa,Por 100.000 habitantes,26.6
2014,Tasa de mortalidad,Diabetes,Mujer,Gipuzkoa,Por 100.000 habitantes,20.7
2022,Tasa de mortalidad,Diabetes,Mujer,Gipuzkoa,Por 100.000 habitantes,23.7
2016,Tasa de mortalidad,Diabetes,Mujer,Gipuzkoa,Por 100.000 habitantes,17.9
2018,Tasa de mortalidad,Diabetes,Mujer,Gipuzkoa,Por 100.000 habitantes,22.4
2020,Tasa de mortalidad,Diabetes,Mujer,Gipuzkoa,Por 100.000 habitantes,21.7
2010,Tasa de mortalidad,Diabetes,Mujer,Gipuzkoa,Por 100.000 habitantes,28.8
2017,Tasa de mortalidad,Diabetes,Mujer,Gipuzkoa,Por 100.000 habitantes,16.7
2019,Tasa de mortalidad,Diabetes,Mujer,Gipuzkoa,Por 100.000 habitantes,21.2
2021,Tasa de mortalidad,Diabetes,Mujer,Gipuzkoa,Por 100.000 habitantes,19.1
2013,Tasa de mortalidad,Diabetes,Mujer,Gipuzkoa,Por 100.000 habitantes,27.7
2011,Tasa de mortalidad,Diabetes,Mujer,Gipuzkoa,Por 100.000 habitantes,26.7
2015,Tasa de mortalidad,Diabetes,Mujer,Gipuzkoa,Por 100.000 habitantes,22.6
2012,Tasa de mortalidad,Diabetes,Hombre,,Por 100.000 habitantes,19.1
2020,Tasa de mortalidad,Diabetes,Hombre,,Por 100.000 habitantes,22.3
2014,Tasa de mortalidad,Diabetes,Hombre,,Por 100.000 habitantes,17.6
2022,Tasa de mortalidad,Diabetes,Hombre,,Por 100.000 habitantes,21.5
2018,Tasa de mortalidad,Diabetes,Hombre,,Por 100.000 habitantes,18.7
2013,Tasa de mortalidad,Diabetes,Hombre,,Por 100.000 habitantes,19.2
2017,Tasa de mortalidad,Diabetes,Hombre,,Por 100.000 habitantes,16.3
2021,Tasa de mortalidad,Diabetes,Hombre,,Por 100.000 habitantes,18.7
2010,Tasa de mortalidad,Diabetes,Hombre,,Por 100.000 habitantes,20.9
2011,Tasa de mortalidad,Diabetes,Hombre,,Por 100.000 habitantes,19.5
2015,Tasa de mortalidad,Diabetes,Hombre,,Por 100.000 habitantes,20.2
2019,Tasa de mortalidad,Diabetes,Hombre,,Por 100.000 habitantes,18.4
2016,Tasa de mortalidad,Diabetes,Hombre,,Por 100.000 habitantes,18.7
2021,Tasa de mortalidad,Diabetes,Hombre,Araba/Álava,Por 100.000 habitantes,23.4
2020,Tasa de mortalidad,Diabetes,Hombre,Araba/Álava,Por 100.000 habitantes,19.7
2022,Tasa de mortalidad,Diabetes,Hombre,Araba/Álava,Por 100.000 habitantes,21.5
2019,Tasa de mortalidad,Diabetes,Hombre,Araba/Álava,Por 100.000 habitantes,13.0
2014,Tasa de mortalidad,Diabetes,Hombre,Araba/Álava,Por 100.000 habitantes,10.1
2011,Tasa de mortalidad,Diabetes,Hombre,Araba/Álava,Por 100.000 habitantes,15.7
2012,Tasa de mortalidad,Diabetes,Hombre,Araba/Álava,Por 100.000 habitantes,19.4
2010,Tasa de mortalidad,Diabetes,Hombre,Araba/Álava,Por 100.000 habitantes,22.7
2016,Tasa de mortalidad,Diabetes,Hombre,Araba/Álava,Por 100.000 habitantes,15.7
2018,Tasa de mortalidad,Diabetes,Hombre,Araba/Álava,Por 100.000 habitantes,13.7
2013,Tasa de mortalidad,Diabetes,Hombre,Araba/Álava,Por 100.000 habitantes,22.7
2017,Tasa de mortalidad,Diabetes,Hombre,Araba/Álava,Por 100.000 habitantes,13.8
2015,Tasa de mortalidad,Diabetes,Hombre,Araba/Álava,Por 100.000 habitantes,20.1
2021,Tasa de mortalidad,Diabetes,Hombre,Bizkaia,Por 100.000 habitantes,18.2
2015,Tasa de mortalidad,Diabetes,Hombre,Bizkaia,Por 100.000 habitantes,21.7
2022,Tasa de mortalidad,Diabetes,Hombre,Bizkaia,Por 100.000 habitantes,19.5
2011,Tasa de mortalidad,Diabetes,Hombre,Bizkaia,Por 100.000 habitantes,22.0
2019,Tasa de mortalidad,Diabetes,Hombre,Bizkaia,Por 100.000 habitantes,20.5
2013,Tasa de mortalidad,Diabetes,Hombre,Bizkaia,Por 100.000 habitantes,15.9
2010,Tasa de mortalidad,Diabetes,Hombre,Bizkaia,Por 100.000 habitantes,19.0
2017,Tasa de mortalidad,Diabetes,Hombre,Bizkaia,Por 100.000 habitantes,16.8
2012,Tasa de mortalidad,Diabetes,Hombre,Bizkaia,Por 100.000 habitantes,19.2
2014,Tasa de mortalidad,Diabetes,Hombre,Bizkaia,Por 100.000 habitantes,18.9
2016,Tasa de mortalidad,Diabetes,Hombre,Bizkaia,Por 100.000 habitantes,19.3
2018,Tasa de mortalidad,Diabetes,Hombre,Bizkaia,Por 100.000 habitantes,18.0
2020,Tasa de mortalidad,Diabetes,Hombre,Bizkaia,Por 100.000 habitantes,23.6
2014,Tasa de mortalidad,Diabetes,Hombre,Gipuzkoa,Por 100.000 habitantes,19.0
2022,Tasa de mortalidad,Diabetes,Hombre,Gipuzkoa,Por 100.000 habitantes,24.5
2010,Tasa de mortalidad,Diabetes,Hombre,Gipuzkoa,Por 100.000 habitantes,23.2
2015,Tasa de mortalidad,Diabetes,Hombre,Gipuzkoa,Por 100.000 habitantes,17.8
2018,Tasa de mortalidad,Diabetes,Hombre,Gipuzkoa,Por 100.000 habitantes,22.0
2012,Tasa de mortalidad,Diabetes,Hombre,Gipuzkoa,Por 100.000 habitantes,18.8
2016,Tasa de mortalidad,Diabetes,Hombre,Gipuzkoa,Por 100.000 habitantes,19.0
2011,Tasa de mortalidad,Diabetes,Hombre,Gipuzkoa,Por 100.000 habitantes,17.1
2020,Tasa de mortalidad,Diabetes,Hombre,Gipuzkoa,Por 100.000 habitantes,21.6
2013,Tasa de mortalidad,Diabetes,Hombre,Gipuzkoa,Por 100.000 habitantes,22.8
2017,Tasa de mortalidad,Diabetes,Hombre,Gipuzkoa,Por 100.000 habitantes,16.6
2019,Tasa de mortalidad,Diabetes,Hombre,Gipuzkoa,Por 100.000 habitantes,17.6
2021,Tasa de mortalidad,Diabetes,Hombre,Gipuzkoa,Por 100.000 habitantes,17.4
2013,Tasa de mortalidad,Enfermedades respiratorias crónicas,,,Por 100.000 habitantes,69.2
2014,Tasa de mortalidad,Enfermedades respiratorias crónicas,,,Por 100.000 habitantes,68.7
2021,Tasa de mortalidad,Enfermedades respiratorias crónicas,,,Por 100.000 habitantes,54.6
2012,Tasa de mortalidad,Enfermedades respiratorias crónicas,,,Por 100.000 habitantes,71.1
2016,Tasa de mortalidad,Enfermedades respiratorias crónicas,,,Por 100.000 habitantes,76.3
2010,Tasa de mortalidad,Enfermedades respiratorias crónicas,,,Por 100.000 habitantes,63.5
2020,Tasa de mortalidad,Enfermedades respiratorias crónicas,,,Por 100.000 habitantes,56.0
2019,Tasa de mortalidad,Enfermedades respiratorias crónicas,,,Por 100.000 habitantes,76.6
2017,Tasa de mortalidad,Enfermedades respiratorias crónicas,,,Por 100.000 habitantes,82.8
2018,Tasa de mortalidad,Enfermedades respiratorias crónicas,,,Por 100.000 habitantes,81.7
2022,Tasa de mortalidad,Enfermedades respiratorias crónicas,,,Por 100.000 habitantes,58.3
2015,Tasa de mortalidad,Enfermedades respiratorias crónicas,,,Por 100.000 habitantes,78.8
2011,Tasa de mortalidad,Enfermedades respiratorias crónicas,,,Por 100.000 habitantes,65.4
2021,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Araba/Álava,Por 100.000 habitantes,45.1
2017,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Araba/Álava,Por 100.000 habitantes,68.7
2022,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Araba/Álava,Por 100.000 habitantes,56.0
2020,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Araba/Álava,Por 100.000 habitantes,57.8
2015,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Araba/Álava,Por 100.000 habitantes,69.2
2019,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Araba/Álava,Por 100.000 habitantes,77.8
2012,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Araba/Álava,Por 100.000 habitantes,66.0
2013,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Araba/Álava,Por 100.000 habitantes,71.5
2010,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Araba/Álava,Por 100.000 habitantes,55.4
2011,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Araba/Álava,Por 100.000 habitantes,57.4
2018,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Araba/Álava,Por 100.000 habitantes,68.9
2016,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Araba/Álava,Por 100.000 habitantes,67.8
2014,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Araba/Álava,Por 100.000 habitantes,57.6
2012,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Bizkaia,Por 100.000 habitantes,72.9
2017,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Bizkaia,Por 100.000 habitantes,89.0
2010,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Bizkaia,Por 100.000 habitantes,64.1
2016,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Bizkaia,Por 100.000 habitantes,79.5
2020,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Bizkaia,Por 100.000 habitantes,57.2
2011,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Bizkaia,Por 100.000 habitantes,67.4
2014,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Bizkaia,Por 100.000 habitantes,68.9
2018,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Bizkaia,Por 100.000 habitantes,89.1
2021,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Bizkaia,Por 100.000 habitantes,57.9
2015,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Bizkaia,Por 100.000 habitantes,83.8
2019,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Bizkaia,Por 100.000 habitantes,79.1
2022,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Bizkaia,Por 100.000 habitantes,61.3
2013,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Bizkaia,Por 100.000 habitantes,71.0
2022,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Gipuzkoa,Por 100.000 habitantes,54.6
2021,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Gipuzkoa,Por 100.000 habitantes,53.6
2012,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Gipuzkoa,Por 100.000 habitantes,70.5
2011,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Gipuzkoa,Por 100.000 habitantes,65.7
2015,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Gipuzkoa,Por 100.000 habitantes,75.2
2019,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Gipuzkoa,Por 100.000 habitantes,71.9
2014,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Gipuzkoa,Por 100.000 habitantes,73.5
2018,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Gipuzkoa,Por 100.000 habitantes,75.7
2017,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Gipuzkoa,Por 100.000 habitantes,79.3
2020,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Gipuzkoa,Por 100.000 habitantes,53.2
2016,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Gipuzkoa,Por 100.000 habitantes,75.0
2010,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Gipuzkoa,Por 100.000 habitantes,66.3
2013,Tasa de mortalidad,Enfermedades respiratorias crónicas,,Gipuzkoa,Por 100.000 habitantes,65.2
2011,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,,Por 100.000 habitantes,53.7
2013,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,,Por 100.000 habitantes,60.1
2018,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,,Por 100.000 habitantes,75.0
2022,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,,Por 100.000 habitantes,50.0
2016,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,,Por 100.000 habitantes,67.9
2017,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,,Por 100.000 habitantes,76.2
2014,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,,Por 100.000 habitantes,60.0
2010,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,,Por 100.000 habitantes,52.5
2019,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,,Por 100.000 habitantes,68.1
2020,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,,Por 100.000 habitantes,49.8
2021,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,,Por 100.000 habitantes,43.8
2015,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,,Por 100.000 habitantes,68.2
2012,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,,Por 100.000 habitantes,60.5
2010,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Araba/Álava,Por 100.000 habitantes,40.8
2016,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Araba/Álava,Por 100.000 habitantes,58.7
2014,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Araba/Álava,Por 100.000 habitantes,48.1
2012,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Araba/Álava,Por 100.000 habitantes,45.8
2017,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Araba/Álava,Por 100.000 habitantes,61.3
2011,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Araba/Álava,Por 100.000 habitantes,42.3
2013,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Araba/Álava,Por 100.000 habitantes,57.6
2015,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Araba/Álava,Por 100.000 habitantes,59.5
2021,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Araba/Álava,Por 100.000 habitantes,37.5
2020,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Araba/Álava,Por 100.000 habitantes,48.8
2018,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Araba/Álava,Por 100.000 habitantes,62.1
2022,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Araba/Álava,Por 100.000 habitantes,47.9
2019,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Araba/Álava,Por 100.000 habitantes,64.0
2020,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Bizkaia,Por 100.000 habitantes,51.6
2016,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Bizkaia,Por 100.000 habitantes,68.6
2022,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Bizkaia,Por 100.000 habitantes,52.3
2014,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Bizkaia,Por 100.000 habitantes,57.8
2011,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Bizkaia,Por 100.000 habitantes,53.3
2013,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Bizkaia,Por 100.000 habitantes,61.8
2015,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Bizkaia,Por 100.000 habitantes,72.3
2017,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Bizkaia,Por 100.000 habitantes,81.7
2021,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Bizkaia,Por 100.000 habitantes,46.9
2019,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Bizkaia,Por 100.000 habitantes,71.1
2010,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Bizkaia,Por 100.000 habitantes,51.0
2012,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Bizkaia,Por 100.000 habitantes,60.0
2018,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Bizkaia,Por 100.000 habitantes,80.8
2019,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Gipuzkoa,Por 100.000 habitantes,65.0
2016,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Gipuzkoa,Por 100.000 habitantes,71.0
2012,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Gipuzkoa,Por 100.000 habitantes,68.0
2011,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Gipuzkoa,Por 100.000 habitantes,59.6
2018,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Gipuzkoa,Por 100.000 habitantes,71.3
2022,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Gipuzkoa,Por 100.000 habitantes,47.1
2010,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Gipuzkoa,Por 100.000 habitantes,60.2
2020,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Gipuzkoa,Por 100.000 habitantes,47.3
2017,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Gipuzkoa,Por 100.000 habitantes,74.0
2014,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Gipuzkoa,Por 100.000 habitantes,68.8
2015,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Gipuzkoa,Por 100.000 habitantes,65.4
2021,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Gipuzkoa,Por 100.000 habitantes,41.7
2013,Tasa de mortalidad,Enfermedades respiratorias crónicas,Mujer,Gipuzkoa,Por 100.000 habitantes,58.4
2016,Tasa de mortalidad,Enfermedades respiratorias crónicas,Hombre,,Por 100.000 habitantes,85.2
2017,Tasa de mortalidad,Enfermedades respiratorias crónicas,Hombre,,Por 100.000 habitantes,89.9
2019,Tasa de mortalidad,Enfermedades respiratorias crónicas,Hombre,,Por 100.000 habitantes,85.6
2014,Tasa de mortalidad,Enfermedades respiratorias crónicas,Hombre,,Por 100.000 habitantes,77.9
2015,Tasa de mortalidad,Enfermedades respiratorias crónicas,Hombre,,Por 100.000 habitantes,90.1
2011,Tasa de mortalidad,Enfermedades respiratorias crónicas,Hombre,,Por 100.000 habitantes,77.6
2012,Tasa de mortalidad,Enfermedades respiratorias crónicas,Hombre,,Por 100.000 habitantes,82.2
2021,Tasa de mortalidad,Enfermedades respiratorias crónicas,Hombre,,Por 100.000 habitantes,66.0
2018,Tasa de mortalidad,Enfermedades respiratorias crónicas,Hombre,,Por 100.000 habitantes,88.8
2010,Tasa de mortalidad,Enfermedades respiratorias crónicas,Hombre,,Por 100.000 habitantes,75.1
2022,Tasa de mortalidad,Enfermedades respiratorias crónicas,Hombre,,Por 100.000 habitantes,67.2
2020,Tasa de mortalidad,Enfermedades respiratorias crónicas,Hombre,,Por 100.000 habitantes,62.6
2013,Tasa de mortalidad,Enfermedades respiratorias crónicas,Hombre,,Por 100.000 habitantes,78.8
2010,Tasa de mortalidad,Enfermedades respiratorias crónicas,Hombre,Araba/Álava,Por 100.000 habitantes,70.0
2020,Tasa de mortalidad,Enfermedades respiratorias crónicas,Hombre,Araba/Álava,Por 100.000 habitantes,67.2
2013,Tasa de mortalidad,Enfermedades respiratorias crónicas,Hombre,Araba/Álava,Por 100.000 habitantes,85.7
