Year,Edad,Nivel educativo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2018,10 años y más,Estudios medios,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,19.0
2021,10 años y más,Estudios medios,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,17.0
2016,10 años y más,Estudios medios,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,17.9
2019,10 años y más,Estudios medios,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,19.5
2010,10 años y más,Estudios medios,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,19.3
2020,10 años y más,Estudios medios,,,Murueta,Porcentaje,Murueta,21.9
2013,10 años y más,Estudios medios,,,Murueta,Porcentaje,Murueta,23.5
2015,10 años y más,Estudios medios,,,Murueta,Porcentaje,Murueta,24.3
2010,10 años y más,Estudios medios,,,Murueta,Porcentaje,Murueta,24.8
2014,10 años y más,Estudios medios,,,Murueta,Porcentaje,Murueta,23.5
2018,10 años y más,Estudios medios,,,Murueta,Porcentaje,Murueta,21.8
2021,10 años y más,Estudios medios,,,Murueta,Porcentaje,Murueta,19.2
2019,10 años y más,Estudios medios,,,Murueta,Porcentaje,Murueta,21.3
2016,10 años y más,Estudios medios,,,Murueta,Porcentaje,Murueta,22.2
2019,10 años y más,Estudios medios,,,Muskiz,Porcentaje,Muskiz,21.9
2016,10 años y más,Estudios medios,,,Muskiz,Porcentaje,Muskiz,21.2
2010,10 años y más,Estudios medios,,,Muskiz,Porcentaje,Muskiz,21.4
2018,10 años y más,Estudios medios,,,Muskiz,Porcentaje,Muskiz,22.0
2014,10 años y más,Estudios medios,,,Muskiz,Porcentaje,Muskiz,20.6
2015,10 años y más,Estudios medios,,,Muskiz,Porcentaje,Muskiz,21.1
2020,10 años y más,Estudios medios,,,Muskiz,Porcentaje,Muskiz,21.9
2021,10 años y más,Estudios medios,,,Muskiz,Porcentaje,Muskiz,21.9
2013,10 años y más,Estudios medios,,,Muskiz,Porcentaje,Muskiz,20.8
2016,10 años y más,Estudios medios,,,Mutiloa,Porcentaje,Mutiloa,18.8
2015,10 años y más,Estudios medios,,,Mutiloa,Porcentaje,Mutiloa,20.6
2013,10 años y más,Estudios medios,,,Mutiloa,Porcentaje,Mutiloa,18.6
2010,10 años y más,Estudios medios,,,Mutiloa,Porcentaje,Mutiloa,16.4
2021,10 años y más,Estudios medios,,,Mutiloa,Porcentaje,Mutiloa,19.4
2020,10 años y más,Estudios medios,,,Mutiloa,Porcentaje,Mutiloa,19.5
2018,10 años y más,Estudios medios,,,Mutiloa,Porcentaje,Mutiloa,18.1
2014,10 años y más,Estudios medios,,,Mutiloa,Porcentaje,Mutiloa,22.9
2019,10 años y más,Estudios medios,,,Mutiloa,Porcentaje,Mutiloa,17.9
2018,10 años y más,Estudios medios,,,Mutriku,Porcentaje,Mutriku,18.7
2021,10 años y más,Estudios medios,,,Mutriku,Porcentaje,Mutriku,18.7
2015,10 años y más,Estudios medios,,,Mutriku,Porcentaje,Mutriku,18.1
2013,10 años y más,Estudios medios,,,Mutriku,Porcentaje,Mutriku,18.0
2019,10 años y más,Estudios medios,,,Mutriku,Porcentaje,Mutriku,18.6
2010,10 años y más,Estudios medios,,,Mutriku,Porcentaje,Mutriku,17.9
2014,10 años y más,Estudios medios,,,Mutriku,Porcentaje,Mutriku,17.6
2020,10 años y más,Estudios medios,,,Mutriku,Porcentaje,Mutriku,18.6
2016,10 años y más,Estudios medios,,,Mutriku,Porcentaje,Mutriku,18.3
2015,10 años y más,Estudios medios,,,Muxika,Porcentaje,Muxika,21.0
2014,10 años y más,Estudios medios,,,Muxika,Porcentaje,Muxika,20.5
2018,10 años y más,Estudios medios,,,Muxika,Porcentaje,Muxika,23.6
2020,10 años y más,Estudios medios,,,Muxika,Porcentaje,Muxika,23.7
2010,10 años y más,Estudios medios,,,Muxika,Porcentaje,Muxika,21.3
2021,10 años y más,Estudios medios,,,Muxika,Porcentaje,Muxika,23.3
2013,10 años y más,Estudios medios,,,Muxika,Porcentaje,Muxika,21.0
2019,10 años y más,Estudios medios,,,Muxika,Porcentaje,Muxika,24.7
2016,10 años y más,Estudios medios,,,Muxika,Porcentaje,Muxika,22.0
2020,10 años y más,Estudios medios,,,Nabarniz,Porcentaje,Nabarniz,21.6
2015,10 años y más,Estudios medios,,,Nabarniz,Porcentaje,Nabarniz,20.0
2013,10 años y más,Estudios medios,,,Nabarniz,Porcentaje,Nabarniz,22.2
2018,10 años y más,Estudios medios,,,Nabarniz,Porcentaje,Nabarniz,21.9
2010,10 años y más,Estudios medios,,,Nabarniz,Porcentaje,Nabarniz,19.7
2014,10 años y más,Estudios medios,,,Nabarniz,Porcentaje,Nabarniz,20.9
2019,10 años y más,Estudios medios,,,Nabarniz,Porcentaje,Nabarniz,22.7
2021,10 años y más,Estudios medios,,,Nabarniz,Porcentaje,Nabarniz,20.9
2016,10 años y más,Estudios medios,,,Nabarniz,Porcentaje,Nabarniz,22.0
2018,10 años y más,Estudios medios,,,Navaridas,Porcentaje,Navaridas,20.6
2013,10 años y más,Estudios medios,,,Navaridas,Porcentaje,Navaridas,17.1
2014,10 años y más,Estudios medios,,,Navaridas,Porcentaje,Navaridas,17.6
2019,10 años y más,Estudios medios,,,Navaridas,Porcentaje,Navaridas,22.4
2016,10 años y más,Estudios medios,,,Navaridas,Porcentaje,Navaridas,24.7
2015,10 años y más,Estudios medios,,,Navaridas,Porcentaje,Navaridas,21.5
2020,10 años y más,Estudios medios,,,Navaridas,Porcentaje,Navaridas,24.3
2010,10 años y más,Estudios medios,,,Navaridas,Porcentaje,Navaridas,16.8
2021,10 años y más,Estudios medios,,,Navaridas,Porcentaje,Navaridas,22.1
2016,10 años y más,Estudios medios,,,Oiartzun,Porcentaje,Oiartzun,22.3
2021,10 años y más,Estudios medios,,,Oiartzun,Porcentaje,Oiartzun,21.8
2010,10 años y más,Estudios medios,,,Oiartzun,Porcentaje,Oiartzun,22.8
2015,10 años y más,Estudios medios,,,Oiartzun,Porcentaje,Oiartzun,22.3
2019,10 años y más,Estudios medios,,,Oiartzun,Porcentaje,Oiartzun,21.8
2013,10 años y más,Estudios medios,,,Oiartzun,Porcentaje,Oiartzun,22.4
2020,10 años y más,Estudios medios,,,Oiartzun,Porcentaje,Oiartzun,21.7
2014,10 años y más,Estudios medios,,,Oiartzun,Porcentaje,Oiartzun,22.0
2018,10 años y más,Estudios medios,,,Oiartzun,Porcentaje,Oiartzun,21.8
2010,10 años y más,Estudios medios,,,Okondo,Porcentaje,Okondo,19.3
2014,10 años y más,Estudios medios,,,Okondo,Porcentaje,Okondo,18.4
2019,10 años y más,Estudios medios,,,Okondo,Porcentaje,Okondo,18.2
2021,10 años y más,Estudios medios,,,Okondo,Porcentaje,Okondo,20.5
2016,10 años y más,Estudios medios,,,Okondo,Porcentaje,Okondo,18.4
2020,10 años y más,Estudios medios,,,Okondo,Porcentaje,Okondo,19.3
2018,10 años y más,Estudios medios,,,Okondo,Porcentaje,Okondo,18.4
2015,10 años y más,Estudios medios,,,Okondo,Porcentaje,Okondo,18.5
2013,10 años y más,Estudios medios,,,Okondo,Porcentaje,Okondo,19.1
2019,10 años y más,Estudios medios,,,Olaberria,Porcentaje,Olaberria,17.9
2018,10 años y más,Estudios medios,,,Olaberria,Porcentaje,Olaberria,17.4
2013,10 años y más,Estudios medios,,,Olaberria,Porcentaje,Olaberria,14.7
2010,10 años y más,Estudios medios,,,Olaberria,Porcentaje,Olaberria,14.3
2015,10 años y más,Estudios medios,,,Olaberria,Porcentaje,Olaberria,15.7
2021,10 años y más,Estudios medios,,,Olaberria,Porcentaje,Olaberria,18.9
2014,10 años y más,Estudios medios,,,Olaberria,Porcentaje,Olaberria,15.6
2016,10 años y más,Estudios medios,,,Olaberria,Porcentaje,Olaberria,17.2
2020,10 años y más,Estudios medios,,,Olaberria,Porcentaje,Olaberria,18.1
2013,10 años y más,Estudios medios,,,Ondarroa,Porcentaje,Ondarroa,19.2
2014,10 años y más,Estudios medios,,,Ondarroa,Porcentaje,Ondarroa,18.8
2010,10 años y más,Estudios medios,,,Ondarroa,Porcentaje,Ondarroa,19.5
2016,10 años y más,Estudios medios,,,Ondarroa,Porcentaje,Ondarroa,18.6
2015,10 años y más,Estudios medios,,,Ondarroa,Porcentaje,Ondarroa,19.1
2020,10 años y más,Estudios medios,,,Ondarroa,Porcentaje,Ondarroa,18.6
2018,10 años y más,Estudios medios,,,Ondarroa,Porcentaje,Ondarroa,19.2
2021,10 años y más,Estudios medios,,,Ondarroa,Porcentaje,Ondarroa,18.4
2019,10 años y más,Estudios medios,,,Ondarroa,Porcentaje,Ondarroa,19.0
2010,10 años y más,Estudios medios,,,Oñati,Porcentaje,Oñati,19.0
2014,10 años y más,Estudios medios,,,Oñati,Porcentaje,Oñati,18.3
2021,10 años y más,Estudios medios,,,Oñati,Porcentaje,Oñati,18.6
2019,10 años y más,Estudios medios,,,Oñati,Porcentaje,Oñati,18.5
2020,10 años y más,Estudios medios,,,Oñati,Porcentaje,Oñati,18.2
2015,10 años y más,Estudios medios,,,Oñati,Porcentaje,Oñati,18.2
2013,10 años y más,Estudios medios,,,Oñati,Porcentaje,Oñati,18.4
2018,10 años y más,Estudios medios,,,Oñati,Porcentaje,Oñati,18.2
2016,10 años y más,Estudios medios,,,Oñati,Porcentaje,Oñati,18.1
2014,10 años y más,Estudios medios,,,Ordizia,Porcentaje,Ordizia,21.5
2020,10 años y más,Estudios medios,,,Ordizia,Porcentaje,Ordizia,21.7
2021,10 años y más,Estudios medios,,,Ordizia,Porcentaje,Ordizia,22.0
2019,10 años y más,Estudios medios,,,Ordizia,Porcentaje,Ordizia,21.7
2010,10 años y más,Estudios medios,,,Ordizia,Porcentaje,Ordizia,22.3
2016,10 años y más,Estudios medios,,,Ordizia,Porcentaje,Ordizia,21.6
2015,10 años y más,Estudios medios,,,Ordizia,Porcentaje,Ordizia,21.9
2018,10 años y más,Estudios medios,,,Ordizia,Porcentaje,Ordizia,21.4
2013,10 años y más,Estudios medios,,,Ordizia,Porcentaje,Ordizia,21.8
2021,10 años y más,Estudios medios,,,Orendain,Porcentaje,Orendain,19.3
2013,10 años y más,Estudios medios,,,Orendain,Porcentaje,Orendain,17.8
2016,10 años y más,Estudios medios,,,Orendain,Porcentaje,Orendain,20.5
2020,10 años y más,Estudios medios,,,Orendain,Porcentaje,Orendain,21.7
2014,10 años y más,Estudios medios,,,Orendain,Porcentaje,Orendain,19.5
2019,10 años y más,Estudios medios,,,Orendain,Porcentaje,Orendain,21.7
2010,10 años y más,Estudios medios,,,Orendain,Porcentaje,Orendain,16.7
2018,10 años y más,Estudios medios,,,Orendain,Porcentaje,Orendain,20.8
2015,10 años y más,Estudios medios,,,Orendain,Porcentaje,Orendain,19.8
2018,10 años y más,Estudios medios,,,Orexa,Porcentaje,Orexa,29.9
2016,10 años y más,Estudios medios,,,Orexa,Porcentaje,Orexa,23.9
2010,10 años y más,Estudios medios,,,Orexa,Porcentaje,Orexa,20.7
2013,10 años y más,Estudios medios,,,Orexa,Porcentaje,Orexa,21.7
2021,10 años y más,Estudios medios,,,Orexa,Porcentaje,Orexa,28.4
2020,10 años y más,Estudios medios,,,Orexa,Porcentaje,Orexa,27.8
2014,10 años y más,Estudios medios,,,Orexa,Porcentaje,Orexa,21.1
2019,10 años y más,Estudios medios,,,Orexa,Porcentaje,Orexa,32.3
2015,10 años y más,Estudios medios,,,Orexa,Porcentaje,Orexa,21.3
2020,10 años y más,Estudios medios,,,Orio,Porcentaje,Orio,22.7
2014,10 años y más,Estudios medios,,,Orio,Porcentaje,Orio,21.4
2013,10 años y más,Estudios medios,,,Orio,Porcentaje,Orio,21.7
2018,10 años y más,Estudios medios,,,Orio,Porcentaje,Orio,22.2
2016,10 años y más,Estudios medios,,,Orio,Porcentaje,Orio,21.9
2015,10 años y más,Estudios medios,,,Orio,Porcentaje,Orio,22.1
2010,10 años y más,Estudios medios,,,Orio,Porcentaje,Orio,22.5
2021,10 años y más,Estudios medios,,,Orio,Porcentaje,Orio,22.9
2019,10 años y más,Estudios medios,,,Orio,Porcentaje,Orio,22.3
2014,10 años y más,Estudios medios,,,Ormaiztegi,Porcentaje,Ormaiztegi,23.0
2020,10 años y más,Estudios medios,,,Ormaiztegi,Porcentaje,Ormaiztegi,24.6
2019,10 años y más,Estudios medios,,,Ormaiztegi,Porcentaje,Ormaiztegi,24.7
2015,10 años y más,Estudios medios,,,Ormaiztegi,Porcentaje,Ormaiztegi,22.8
2016,10 años y más,Estudios medios,,,Ormaiztegi,Porcentaje,Ormaiztegi,22.9
2013,10 años y más,Estudios medios,,,Ormaiztegi,Porcentaje,Ormaiztegi,22.9
2010,10 años y más,Estudios medios,,,Ormaiztegi,Porcentaje,Ormaiztegi,25.5
2018,10 años y más,Estudios medios,,,Ormaiztegi,Porcentaje,Ormaiztegi,24.6
2021,10 años y más,Estudios medios,,,Ormaiztegi,Porcentaje,Ormaiztegi,24.2
2010,10 años y más,Estudios medios,,,Orozko,Porcentaje,Orozko,20.0
2016,10 años y más,Estudios medios,,,Orozko,Porcentaje,Orozko,22.0
2021,10 años y más,Estudios medios,,,Orozko,Porcentaje,Orozko,20.5
2020,10 años y más,Estudios medios,,,Orozko,Porcentaje,Orozko,20.5
2019,10 años y más,Estudios medios,,,Orozko,Porcentaje,Orozko,21.4
2014,10 años y más,Estudios medios,,,Orozko,Porcentaje,Orozko,21.1
2013,10 años y más,Estudios medios,,,Orozko,Porcentaje,Orozko,21.2
2018,10 años y más,Estudios medios,,,Orozko,Porcentaje,Orozko,21.3
2015,10 años y más,Estudios medios,,,Orozko,Porcentaje,Orozko,21.6
2010,10 años y más,Estudios medios,,,Ortuella,Porcentaje,Ortuella,19.0
2021,10 años y más,Estudios medios,,,Ortuella,Porcentaje,Ortuella,20.2
2016,10 años y más,Estudios medios,,,Ortuella,Porcentaje,Ortuella,19.1
2019,10 años y más,Estudios medios,,,Ortuella,Porcentaje,Ortuella,20.4
2014,10 años y más,Estudios medios,,,Ortuella,Porcentaje,Ortuella,19.4
2013,10 años y más,Estudios medios,,,Ortuella,Porcentaje,Ortuella,19.5
2018,10 años y más,Estudios medios,,,Ortuella,Porcentaje,Ortuella,20.4
2020,10 años y más,Estudios medios,,,Ortuella,Porcentaje,Ortuella,19.5
2015,10 años y más,Estudios medios,,,Ortuella,Porcentaje,Ortuella,19.8
2010,10 años y más,Estudios medios,,,Otxandio,Porcentaje,Otxandio,17.1
2020,10 años y más,Estudios medios,,,Otxandio,Porcentaje,Otxandio,18.3
2013,10 años y más,Estudios medios,,,Otxandio,Porcentaje,Otxandio,16.3
2018,10 años y más,Estudios medios,,,Otxandio,Porcentaje,Otxandio,18.8
2015,10 años y más,Estudios medios,,,Otxandio,Porcentaje,Otxandio,16.9
2014,10 años y más,Estudios medios,,,Otxandio,Porcentaje,Otxandio,16.3
2016,10 años y más,Estudios medios,,,Otxandio,Porcentaje,Otxandio,17.8
2021,10 años y más,Estudios medios,,,Otxandio,Porcentaje,Otxandio,18.2
2019,10 años y más,Estudios medios,,,Otxandio,Porcentaje,Otxandio,18.3
2014,10 años y más,Estudios medios,,,Oyón-Oion,Porcentaje,Oyón-Oion,22.5
2010,10 años y más,Estudios medios,,,Oyón-Oion,Porcentaje,Oyón-Oion,20.0
2013,10 años y más,Estudios medios,,,Oyón-Oion,Porcentaje,Oyón-Oion,20.8
2016,10 años y más,Estudios medios,,,Oyón-Oion,Porcentaje,Oyón-Oion,24.2
2015,10 años y más,Estudios medios,,,Oyón-Oion,Porcentaje,Oyón-Oion,22.8
2021,10 años y más,Estudios medios,,,Oyón-Oion,Porcentaje,Oyón-Oion,26.2
2018,10 años y más,Estudios medios,,,Oyón-Oion,Porcentaje,Oyón-Oion,25.8
2019,10 años y más,Estudios medios,,,Oyón-Oion,Porcentaje,Oyón-Oion,25.0
2020,10 años y más,Estudios medios,,,Oyón-Oion,Porcentaje,Oyón-Oion,26.3
2010,10 años y más,Estudios medios,,,Pasaia,Porcentaje,Pasaia,21.7
2016,10 años y más,Estudios medios,,,Pasaia,Porcentaje,Pasaia,22.8
2015,10 años y más,Estudios medios,,,Pasaia,Porcentaje,Pasaia,22.8
2020,10 años y más,Estudios medios,,,Pasaia,Porcentaje,Pasaia,22.8
2013,10 años y más,Estudios medios,,,Pasaia,Porcentaje,Pasaia,22.1
2019,10 años y más,Estudios medios,,,Pasaia,Porcentaje,Pasaia,23.3
2021,10 años y más,Estudios medios,,,Pasaia,Porcentaje,Pasaia,23.2
2014,10 años y más,Estudios medios,,,Pasaia,Porcentaje,Pasaia,22.2
2018,10 años y más,Estudios medios,,,Pasaia,Porcentaje,Pasaia,23.2
2021,10 años y más,Estudios medios,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,20.5
2015,10 años y más,Estudios medios,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,21.1
2013,10 años y más,Estudios medios,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,20.1
2014,10 años y más,Estudios medios,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,21.8
2018,10 años y más,Estudios medios,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,20.4
2016,10 años y más,Estudios medios,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,21.3
2020,10 años y más,Estudios medios,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,20.7
2010,10 años y más,Estudios medios,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,18.3
2019,10 años y más,Estudios medios,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,22.1
2021,10 años y más,Estudios medios,,,Plentzia,Porcentaje,Plentzia,25.7
2019,10 años y más,Estudios medios,,,Plentzia,Porcentaje,Plentzia,26.1
2016,10 años y más,Estudios medios,,,Plentzia,Porcentaje,Plentzia,25.8
2020,10 años y más,Estudios medios,,,Plentzia,Porcentaje,Plentzia,25.6
2010,10 años y más,Estudios medios,,,Plentzia,Porcentaje,Plentzia,25.1
2018,10 años y más,Estudios medios,,,Plentzia,Porcentaje,Plentzia,26.1
2014,10 años y más,Estudios medios,,,Plentzia,Porcentaje,Plentzia,25.2
2015,10 años y más,Estudios medios,,,Plentzia,Porcentaje,Plentzia,25.8
2013,10 años y más,Estudios medios,,,Plentzia,Porcentaje,Plentzia,25.2
2015,10 años y más,Estudios medios,,,Portugalete,Porcentaje,Portugalete,18.4
2020,10 años y más,Estudios medios,,,Portugalete,Porcentaje,Portugalete,18.7
2019,10 años y más,Estudios medios,,,Portugalete,Porcentaje,Portugalete,18.9
2013,10 años y más,Estudios medios,,,Portugalete,Porcentaje,Portugalete,18.2
2018,10 años y más,Estudios medios,,,Portugalete,Porcentaje,Portugalete,18.8
2016,10 años y más,Estudios medios,,,Portugalete,Porcentaje,Portugalete,18.2
2010,10 años y más,Estudios medios,,,Portugalete,Porcentaje,Portugalete,18.1
2021,10 años y más,Estudios medios,,,Portugalete,Porcentaje,Portugalete,19.0
2014,10 años y más,Estudios medios,,,Portugalete,Porcentaje,Portugalete,18.1
2015,10 años y más,Estudios medios,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,24.2
2016,10 años y más,Estudios medios,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,24.3
2019,10 años y más,Estudios medios,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,24.9
2020,10 años y más,Estudios medios,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,24.9
2018,10 años y más,Estudios medios,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,25.5
2021,10 años y más,Estudios medios,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,26.4
2010,10 años y más,Estudios medios,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,22.0
2014,10 años y más,Estudios medios,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,24.2
2013,10 años y más,Estudios medios,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,24.2
2013,10 años y más,Estudios medios,,,Samaniego,Porcentaje,Samaniego,23.9
2019,10 años y más,Estudios medios,,,Samaniego,Porcentaje,Samaniego,23.1
2015,10 años y más,Estudios medios,,,Samaniego,Porcentaje,Samaniego,23.6
2021,10 años y más,Estudios medios,,,Samaniego,Porcentaje,Samaniego,23.5
2014,10 años y más,Estudios medios,,,Samaniego,Porcentaje,Samaniego,22.7
2020,10 años y más,Estudios medios,,,Samaniego,Porcentaje,Samaniego,24.7
2018,10 años y más,Estudios medios,,,Samaniego,Porcentaje,Samaniego,26.7
2010,10 años y más,Estudios medios,,,Samaniego,Porcentaje,Samaniego,22.6
2016,10 años y más,Estudios medios,,,Samaniego,Porcentaje,Samaniego,24.3
2020,10 años y más,Estudios medios,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,18.8
2014,10 años y más,Estudios medios,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,16.2
2013,10 años y más,Estudios medios,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,16.6
2016,10 años y más,Estudios medios,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,16.3
2015,10 años y más,Estudios medios,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,16.0
2010,10 años y más,Estudios medios,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,15.8
2018,10 años y más,Estudios medios,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,17.7
2019,10 años y más,Estudios medios,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,18.7
2021,10 años y más,Estudios medios,,,San Millán/Donemiliaga,Porcentaje,San Millán/Donemiliaga,17.9
2021,10 años y más,Estudios medios,,,Santurtzi,Porcentaje,Santurtzi,20.4
2020,10 años y más,Estudios medios,,,Santurtzi,Porcentaje,Santurtzi,20.1
2015,10 años y más,Estudios medios,,,Santurtzi,Porcentaje,Santurtzi,19.7
2018,10 años y más,Estudios medios,,,Santurtzi,Porcentaje,Santurtzi,20.2
2013,10 años y más,Estudios medios,,,Santurtzi,Porcentaje,Santurtzi,19.6
2014,10 años y más,Estudios medios,,,Santurtzi,Porcentaje,Santurtzi,19.3
2019,10 años y más,Estudios medios,,,Santurtzi,Porcentaje,Santurtzi,20.3
2010,10 años y más,Estudios medios,,,Santurtzi,Porcentaje,Santurtzi,19.6
2016,10 años y más,Estudios medios,,,Santurtzi,Porcentaje,Santurtzi,19.7
2021,10 años y más,Estudios medios,,,Segura,Porcentaje,Segura,17.3
2018,10 años y más,Estudios medios,,,Segura,Porcentaje,Segura,16.5
2019,10 años y más,Estudios medios,,,Segura,Porcentaje,Segura,16.9
2013,10 años y más,Estudios medios,,,Segura,Porcentaje,Segura,17.3
2014,10 años y más,Estudios medios,,,Segura,Porcentaje,Segura,16.9
2010,10 años y más,Estudios medios,,,Segura,Porcentaje,Segura,19.0
2015,10 años y más,Estudios medios,,,Segura,Porcentaje,Segura,16.4
2020,10 años y más,Estudios medios,,,Segura,Porcentaje,Segura,16.6
2016,10 años y más,Estudios medios,,,Segura,Porcentaje,Segura,15.8
2010,10 años y más,Estudios medios,,,Sestao,Porcentaje,Sestao,19.0
2013,10 años y más,Estudios medios,,,Sestao,Porcentaje,Sestao,19.3
2018,10 años y más,Estudios medios,,,Sestao,Porcentaje,Sestao,20.2
2019,10 años y más,Estudios medios,,,Sestao,Porcentaje,Sestao,20.1
2015,10 años y más,Estudios medios,,,Sestao,Porcentaje,Sestao,19.6
2016,10 años y más,Estudios medios,,,Sestao,Porcentaje,Sestao,19.5
2020,10 años y más,Estudios medios,,,Sestao,Porcentaje,Sestao,20.1
2021,10 años y más,Estudios medios,,,Sestao,Porcentaje,Sestao,20.4
2014,10 años y más,Estudios medios,,,Sestao,Porcentaje,Sestao,19.1
2015,10 años y más,Estudios medios,,,Sondika,Porcentaje,Sondika,22.7
2019,10 años y más,Estudios medios,,,Sondika,Porcentaje,Sondika,23.4
2010,10 años y más,Estudios medios,,,Sondika,Porcentaje,Sondika,22.9
2016,10 años y más,Estudios medios,,,Sondika,Porcentaje,Sondika,23.2
2021,10 años y más,Estudios medios,,,Sondika,Porcentaje,Sondika,23.8
2014,10 años y más,Estudios medios,,,Sondika,Porcentaje,Sondika,23.0
2020,10 años y más,Estudios medios,,,Sondika,Porcentaje,Sondika,23.6
2013,10 años y más,Estudios medios,,,Sondika,Porcentaje,Sondika,22.5
2018,10 años y más,Estudios medios,,,Sondika,Porcentaje,Sondika,23.7
2014,10 años y más,Estudios medios,,,Sopela,Porcentaje,Sopela,24.5
2021,10 años y más,Estudios medios,,,Sopela,Porcentaje,Sopela,24.8
2019,10 años y más,Estudios medios,,,Sopela,Porcentaje,Sopela,23.8
2016,10 años y más,Estudios medios,,,Sopela,Porcentaje,Sopela,24.5
2020,10 años y más,Estudios medios,,,Sopela,Porcentaje,Sopela,23.8
2010,10 años y más,Estudios medios,,,Sopela,Porcentaje,Sopela,26.1
2018,10 años y más,Estudios medios,,,Sopela,Porcentaje,Sopela,24.1
2013,10 años y más,Estudios medios,,,Sopela,Porcentaje,Sopela,25.0
2015,10 años y más,Estudios medios,,,Sopela,Porcentaje,Sopela,24.7
2015,10 años y más,Estudios medios,,,Sopuerta,Porcentaje,Sopuerta,18.0
2013,10 años y más,Estudios medios,,,Sopuerta,Porcentaje,Sopuerta,17.9
2020,10 años y más,Estudios medios,,,Sopuerta,Porcentaje,Sopuerta,18.7
2016,10 años y más,Estudios medios,,,Sopuerta,Porcentaje,Sopuerta,17.9
2019,10 años y más,Estudios medios,,,Sopuerta,Porcentaje,Sopuerta,19.4
2014,10 años y más,Estudios medios,,,Sopuerta,Porcentaje,Sopuerta,17.4
2010,10 años y más,Estudios medios,,,Sopuerta,Porcentaje,Sopuerta,17.4
2021,10 años y más,Estudios medios,,,Sopuerta,Porcentaje,Sopuerta,18.9
2018,10 años y más,Estudios medios,,,Sopuerta,Porcentaje,Sopuerta,18.7
2020,10 años y más,Estudios medios,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,18.8
2013,10 años y más,Estudios medios,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,18.9
2015,10 años y más,Estudios medios,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,18.9
2018,10 años y más,Estudios medios,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,18.3
2010,10 años y más,Estudios medios,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,18.9
2019,10 años y más,Estudios medios,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,18.6
2014,10 años y más,Estudios medios,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,18.8
2021,10 años y más,Estudios medios,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,19.1
2016,10 años y más,Estudios medios,,,Soraluze-Placencia de las Armas,Porcentaje,Soraluze-Placencia de las Armas,19.1
2020,10 años y más,Estudios medios,,,Sukarrieta,Porcentaje,Sukarrieta,22.8
