Year,Territorio histórico,Comarca,Municipio,Units,GeoCode,Desaggregation,Value
2022,,,Lantarón,Porcentaje,Lantarón,All,3.1
2010,,,Lantarón,Porcentaje,Lantarón,All,1.0
2014,,,Lantarón,Porcentaje,Lantarón,All,1.1
2017,,,Lantarón,Porcentaje,Lantarón,All,3.0
2018,,,Lantarón,Porcentaje,Lantarón,All,2.3
2013,,,Lantarón,Porcentaje,Lantarón,All,1.1
2021,,,Lantarón,Porcentaje,Lantarón,All,3.1
2015,,,Lantarón,Porcentaje,Lantarón,All,1.2
2023,,,Lantarón,Porcentaje,Lantarón,All,4.0
2015,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,All,0.0
2021,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,All,0.4
2023,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,All,0.5
2020,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,All,0.4
2014,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,All,0.0
2016,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,All,0.0
2019,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,All,0.0
2022,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,All,0.3
2011,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,All,0.0
2010,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,All,0.0
2012,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,All,0.0
2013,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,All,0.0
2018,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,All,0.0
2017,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,All,0.0
2017,,,Larrabetzu,Porcentaje,Larrabetzu,All,3.4
2023,,,Larrabetzu,Porcentaje,Larrabetzu,All,8.7
2018,,,Larrabetzu,Porcentaje,Larrabetzu,All,3.3
2010,,,Larrabetzu,Porcentaje,Larrabetzu,All,0.6
2015,,,Larrabetzu,Porcentaje,Larrabetzu,All,3.4
2013,,,Larrabetzu,Porcentaje,Larrabetzu,All,0.8
2011,,,Larrabetzu,Porcentaje,Larrabetzu,All,0.7
2021,,,Larrabetzu,Porcentaje,Larrabetzu,All,10.1
2019,,,Larrabetzu,Porcentaje,Larrabetzu,All,4.0
2012,,,Larrabetzu,Porcentaje,Larrabetzu,All,0.8
2014,,,Larrabetzu,Porcentaje,Larrabetzu,All,0.9
2016,,,Larrabetzu,Porcentaje,Larrabetzu,All,3.7
2020,,,Larrabetzu,Porcentaje,Larrabetzu,All,9.1
2022,,,Larrabetzu,Porcentaje,Larrabetzu,All,10.5
2014,,,Larraul,Porcentaje,Larraul,All,0.0
2012,,,Larraul,Porcentaje,Larraul,All,0.0
2013,,,Larraul,Porcentaje,Larraul,All,0.0
2015,,,Larraul,Porcentaje,Larraul,All,0.0
2010,,,Larraul,Porcentaje,Larraul,All,0.0
2011,,,Larraul,Porcentaje,Larraul,All,0.0
2020,,,Larraul,Porcentaje,Larraul,All,0.0
2017,,,Larraul,Porcentaje,Larraul,All,0.0
2021,,,Larraul,Porcentaje,Larraul,All,0.0
2023,,,Larraul,Porcentaje,Larraul,All,0.0
2022,,,Larraul,Porcentaje,Larraul,All,0.0
2019,,,Larraul,Porcentaje,Larraul,All,0.0
2016,,,Larraul,Porcentaje,Larraul,All,0.0
2018,,,Larraul,Porcentaje,Larraul,All,0.0
2020,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,All,0.0
2012,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,All,0.0
2010,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,All,0.0
2014,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,All,0.0
2016,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,All,0.0
2018,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,All,0.0
2022,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,All,0.0
2013,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,All,0.0
2019,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,All,0.0
2021,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,All,0.0
2011,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,All,0.0
2017,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,All,0.0
2015,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,All,0.0
2023,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,All,0.5
2016,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,All,2.3
2022,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,All,1.9
2021,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,All,1.9
2019,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,All,3.7
2012,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,All,1.9
2020,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,All,3.6
2011,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,All,1.4
2010,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,All,1.4
2015,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,All,2.1
2014,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,All,2.1
2013,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,All,2.0
2018,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,All,2.1
2017,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,All,2.1
2023,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,All,0.9
2018,,,Laukiz,Porcentaje,Laukiz,All,0.0
2017,,,Laukiz,Porcentaje,Laukiz,All,0.0
2011,,,Laukiz,Porcentaje,Laukiz,All,0.0
2019,,,Laukiz,Porcentaje,Laukiz,All,0.1
2015,,,Laukiz,Porcentaje,Laukiz,All,0.0
2013,,,Laukiz,Porcentaje,Laukiz,All,0.0
2021,,,Laukiz,Porcentaje,Laukiz,All,0.1
2010,,,Laukiz,Porcentaje,Laukiz,All,0.0
2012,,,Laukiz,Porcentaje,Laukiz,All,0.0
2016,,,Laukiz,Porcentaje,Laukiz,All,0.0
2020,,,Laukiz,Porcentaje,Laukiz,All,0.1
2022,,,Laukiz,Porcentaje,Laukiz,All,0.1
2014,,,Laukiz,Porcentaje,Laukiz,All,0.0
2023,,,Laukiz,Porcentaje,Laukiz,All,0.1
2015,,,Lazkao,Porcentaje,Lazkao,All,0.0
2010,,,Lazkao,Porcentaje,Lazkao,All,0.0
2012,,,Lazkao,Porcentaje,Lazkao,All,0.0
2013,,,Lazkao,Porcentaje,Lazkao,All,0.0
2021,,,Lazkao,Porcentaje,Lazkao,All,1.6
2018,,,Lazkao,Porcentaje,Lazkao,All,0.0
2017,,,Lazkao,Porcentaje,Lazkao,All,0.0
2014,,,Lazkao,Porcentaje,Lazkao,All,0.0
2020,,,Lazkao,Porcentaje,Lazkao,All,1.6
2016,,,Lazkao,Porcentaje,Lazkao,All,0.0
2011,,,Lazkao,Porcentaje,Lazkao,All,0.0
2022,,,Lazkao,Porcentaje,Lazkao,All,1.8
2023,,,Lazkao,Porcentaje,Lazkao,All,2.6
2019,,,Lazkao,Porcentaje,Lazkao,All,1.1
2013,,,Leaburu,Porcentaje,Leaburu,All,0.0
2020,,,Leaburu,Porcentaje,Leaburu,All,0.0
2018,,,Leaburu,Porcentaje,Leaburu,All,0.0
2016,,,Leaburu,Porcentaje,Leaburu,All,0.0
2014,,,Leaburu,Porcentaje,Leaburu,All,0.0
2012,,,Leaburu,Porcentaje,Leaburu,All,0.0
2017,,,Leaburu,Porcentaje,Leaburu,All,0.0
2019,,,Leaburu,Porcentaje,Leaburu,All,0.0
2010,,,Leaburu,Porcentaje,Leaburu,All,0.0
2015,,,Leaburu,Porcentaje,Leaburu,All,0.0
2023,,,Leaburu,Porcentaje,Leaburu,All,1.0
2011,,,Leaburu,Porcentaje,Leaburu,All,0.0
2022,,,Leaburu,Porcentaje,Leaburu,All,1.0
2021,,,Leaburu,Porcentaje,Leaburu,All,0.0
2023,,,Legazpi,Porcentaje,Legazpi,All,0.5
2013,,,Legazpi,Porcentaje,Legazpi,All,0.0
2017,,,Legazpi,Porcentaje,Legazpi,All,0.5
2021,,,Legazpi,Porcentaje,Legazpi,All,0.4
2010,,,Legazpi,Porcentaje,Legazpi,All,0.0
2011,,,Legazpi,Porcentaje,Legazpi,All,0.0
2012,,,Legazpi,Porcentaje,Legazpi,All,0.0
2014,,,Legazpi,Porcentaje,Legazpi,All,0.6
2015,,,Legazpi,Porcentaje,Legazpi,All,0.6
2016,,,Legazpi,Porcentaje,Legazpi,All,0.5
2018,,,Legazpi,Porcentaje,Legazpi,All,0.4
2019,,,Legazpi,Porcentaje,Legazpi,All,0.4
2020,,,Legazpi,Porcentaje,Legazpi,All,0.4
2022,,,Legazpi,Porcentaje,Legazpi,All,0.5
2015,,,Legorreta,Porcentaje,Legorreta,All,0.4
2011,,,Legorreta,Porcentaje,Legorreta,All,0.3
2019,,,Legorreta,Porcentaje,Legorreta,All,0.0
2010,,,Legorreta,Porcentaje,Legorreta,All,0.0
2012,,,Legorreta,Porcentaje,Legorreta,All,0.4
2013,,,Legorreta,Porcentaje,Legorreta,All,0.4
2014,,,Legorreta,Porcentaje,Legorreta,All,0.4
2023,,,Legorreta,Porcentaje,Legorreta,All,1.9
2016,,,Legorreta,Porcentaje,Legorreta,All,0.0
2017,,,Legorreta,Porcentaje,Legorreta,All,0.0
2018,,,Legorreta,Porcentaje,Legorreta,All,0.0
2020,,,Legorreta,Porcentaje,Legorreta,All,1.2
2021,,,Legorreta,Porcentaje,Legorreta,All,1.4
2022,,,Legorreta,Porcentaje,Legorreta,All,2.0
2013,,,Legutio,Porcentaje,Legutio,All,2.0
2017,,,Legutio,Porcentaje,Legutio,All,0.0
2022,,,Legutio,Porcentaje,Legutio,All,0.0
2018,,,Legutio,Porcentaje,Legutio,All,0.0
2023,,,Legutio,Porcentaje,Legutio,All,0.0
2014,,,Legutio,Porcentaje,Legutio,All,2.0
2011,,,Legutio,Porcentaje,Legutio,All,0.0
2010,,,Legutio,Porcentaje,Legutio,All,0.0
2012,,,Legutio,Porcentaje,Legutio,All,0.0
2020,,,Legutio,Porcentaje,Legutio,All,0.0
2021,,,Legutio,Porcentaje,Legutio,All,0.1
2019,,,Legutio,Porcentaje,Legutio,All,0.0
2015,,,Legutio,Porcentaje,Legutio,All,0.0
2016,,,Legutio,Porcentaje,Legutio,All,0.0
2011,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,All,0.0
2019,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,All,0.0
2015,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,All,0.0
2023,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,All,13.8
2013,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,All,0.0
2017,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,All,0.0
2010,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,All,0.0
2012,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,All,0.0
2014,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,All,0.0
2016,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,All,0.0
2018,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,All,0.0
2021,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,All,0.0
2020,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,All,0.0
2022,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,All,3.6
2014,,,Leioa,Porcentaje,Leioa,All,0.0
2018,,,Leioa,Porcentaje,Leioa,All,0.5
2019,,,Leioa,Porcentaje,Leioa,All,1.0
2011,,,Leioa,Porcentaje,Leioa,All,0.0
2010,,,Leioa,Porcentaje,Leioa,All,0.0
2013,,,Leioa,Porcentaje,Leioa,All,0.0
2021,,,Leioa,Porcentaje,Leioa,All,0.0
2017,,,Leioa,Porcentaje,Leioa,All,0.0
2015,,,Leioa,Porcentaje,Leioa,All,0.4
2023,,,Leioa,Porcentaje,Leioa,All,0.4
2012,,,Leioa,Porcentaje,Leioa,All,0.0
2016,,,Leioa,Porcentaje,Leioa,All,0.0
2020,,,Leioa,Porcentaje,Leioa,All,1.0
2022,,,Leioa,Porcentaje,Leioa,All,0.4
2015,,,Lekeitio,Porcentaje,Lekeitio,All,0.0
2022,,,Lekeitio,Porcentaje,Lekeitio,All,1.5
2014,,,Lekeitio,Porcentaje,Lekeitio,All,0.0
2011,,,Lekeitio,Porcentaje,Lekeitio,All,0.0
2019,,,Lekeitio,Porcentaje,Lekeitio,All,0.0
2017,,,Lekeitio,Porcentaje,Lekeitio,All,0.0
2013,,,Lekeitio,Porcentaje,Lekeitio,All,0.0
2021,,,Lekeitio,Porcentaje,Lekeitio,All,1.3
2010,,,Lekeitio,Porcentaje,Lekeitio,All,0.0
2012,,,Lekeitio,Porcentaje,Lekeitio,All,0.0
2016,,,Lekeitio,Porcentaje,Lekeitio,All,0.0
2018,,,Lekeitio,Porcentaje,Lekeitio,All,0.0
2020,,,Lekeitio,Porcentaje,Lekeitio,All,0.0
2023,,,Lekeitio,Porcentaje,Lekeitio,All,1.4
2014,,,Lemoa,Porcentaje,Lemoa,All,0.0
2023,,,Lemoa,Porcentaje,Lemoa,All,8.8
2015,,,Lemoa,Porcentaje,Lemoa,All,0.0
2021,,,Lemoa,Porcentaje,Lemoa,All,9.9
2013,,,Lemoa,Porcentaje,Lemoa,All,0.0
2011,,,Lemoa,Porcentaje,Lemoa,All,0.0
2017,,,Lemoa,Porcentaje,Lemoa,All,4.6
2012,,,Lemoa,Porcentaje,Lemoa,All,0.0
2016,,,Lemoa,Porcentaje,Lemoa,All,3.6
2018,,,Lemoa,Porcentaje,Lemoa,All,4.6
2020,,,Lemoa,Porcentaje,Lemoa,All,10.2
2022,,,Lemoa,Porcentaje,Lemoa,All,9.1
2010,,,Lemoa,Porcentaje,Lemoa,All,0.0
2019,,,Lemoa,Porcentaje,Lemoa,All,8.1
2013,,,Lemoiz,Porcentaje,Lemoiz,All,4.0
2010,,,Lemoiz,Porcentaje,Lemoiz,All,4.1
2018,,,Lemoiz,Porcentaje,Lemoiz,All,3.9
2023,,,Lemoiz,Porcentaje,Lemoiz,All,4.0
2017,,,Lemoiz,Porcentaje,Lemoiz,All,3.2
2015,,,Lemoiz,Porcentaje,Lemoiz,All,4.7
2011,,,Lemoiz,Porcentaje,Lemoiz,All,4.1
2021,,,Lemoiz,Porcentaje,Lemoiz,All,3.8
2019,,,Lemoiz,Porcentaje,Lemoiz,All,7.1
2012,,,Lemoiz,Porcentaje,Lemoiz,All,4.0
2014,,,Lemoiz,Porcentaje,Lemoiz,All,4.0
2016,,,Lemoiz,Porcentaje,Lemoiz,All,3.4
2020,,,Lemoiz,Porcentaje,Lemoiz,All,5.6
2022,,,Lemoiz,Porcentaje,Lemoiz,All,4.4
2017,,,Leza,Porcentaje,Leza,All,0.4
2015,,,Leza,Porcentaje,Leza,All,0.0
2022,,,Leza,Porcentaje,Leza,All,4.3
2019,,,Leza,Porcentaje,Leza,All,0.8
2013,,,Leza,Porcentaje,Leza,All,1.2
2018,,,Leza,Porcentaje,Leza,All,0.7
2014,,,Leza,Porcentaje,Leza,All,1.7
2011,,,Leza,Porcentaje,Leza,All,0.3
2010,,,Leza,Porcentaje,Leza,All,0.0
2012,,,Leza,Porcentaje,Leza,All,1.2
2016,,,Leza,Porcentaje,Leza,All,0.4
2021,,,Leza,Porcentaje,Leza,All,2.2
2020,,,Leza,Porcentaje,Leza,All,0.9
2023,,,Leza,Porcentaje,Leza,All,5.4
2023,,,Lezama,Porcentaje,Lezama,All,10.4
2015,,,Lezama,Porcentaje,Lezama,All,7.1
2013,,,Lezama,Porcentaje,Lezama,All,0.0
2011,,,Lezama,Porcentaje,Lezama,All,0.0
2021,,,Lezama,Porcentaje,Lezama,All,9.3
2017,,,Lezama,Porcentaje,Lezama,All,7.4
2010,,,Lezama,Porcentaje,Lezama,All,0.0
2012,,,Lezama,Porcentaje,Lezama,All,0.0
2016,,,Lezama,Porcentaje,Lezama,All,7.4
2018,,,Lezama,Porcentaje,Lezama,All,9.1
2020,,,Lezama,Porcentaje,Lezama,All,9.5
2014,,,Lezama,Porcentaje,Lezama,All,0.0
2022,,,Lezama,Porcentaje,Lezama,All,10.5
2019,,,Lezama,Porcentaje,Lezama,All,9.5
2011,,,Lezo,Porcentaje,Lezo,All,0.0
2010,,,Lezo,Porcentaje,Lezo,All,0.2
2012,,,Lezo,Porcentaje,Lezo,All,0.0
2014,,,Lezo,Porcentaje,Lezo,All,0.9
2015,,,Lezo,Porcentaje,Lezo,All,2.6
2016,,,Lezo,Porcentaje,Lezo,All,2.6
2018,,,Lezo,Porcentaje,Lezo,All,3.3
2019,,,Lezo,Porcentaje,Lezo,All,4.6
2020,,,Lezo,Porcentaje,Lezo,All,7.4
2022,,,Lezo,Porcentaje,Lezo,All,7.9
2023,,,Lezo,Porcentaje,Lezo,All,7.4
2017,,,Lezo,Porcentaje,Lezo,All,3.0
2013,,,Lezo,Porcentaje,Lezo,All,0.0
2021,,,Lezo,Porcentaje,Lezo,All,6.6
2013,,,Lizartza,Porcentaje,Lizartza,All,0.0
2021,,,Lizartza,Porcentaje,Lizartza,All,0.0
2023,,,Lizartza,Porcentaje,Lizartza,All,8.0
2020,,,Lizartza,Porcentaje,Lizartza,All,0.0
2022,,,Lizartza,Porcentaje,Lizartza,All,7.7
2010,,,Lizartza,Porcentaje,Lizartza,All,0.0
2017,,,Lizartza,Porcentaje,Lizartza,All,0.0
2011,,,Lizartza,Porcentaje,Lizartza,All,0.0
2014,,,Lizartza,Porcentaje,Lizartza,All,0.0
2019,,,Lizartza,Porcentaje,Lizartza,All,0.0
2016,,,Lizartza,Porcentaje,Lizartza,All,0.0
2015,,,Lizartza,Porcentaje,Lizartza,All,0.0
2012,,,Lizartza,Porcentaje,Lizartza,All,0.0
2018,,,Lizartza,Porcentaje,Lizartza,All,0.0
2015,,,Loiu,Porcentaje,Loiu,All,0.9
2022,,,Loiu,Porcentaje,Loiu,All,1.2
2014,,,Loiu,Porcentaje,Loiu,All,0.1
2012,,,Loiu,Porcentaje,Loiu,All,0.0
2020,,,Loiu,Porcentaje,Loiu,All,1.2
2011,,,Loiu,Porcentaje,Loiu,All,0.0
2021,,,Loiu,Porcentaje,Loiu,All,1.3
2017,,,Loiu,Porcentaje,Loiu,All,1.3
2013,,,Loiu,Porcentaje,Loiu,All,0.0
2016,,,Loiu,Porcentaje,Loiu,All,1.2
2018,,,Loiu,Porcentaje,Loiu,All,1.5
2023,,,Loiu,Porcentaje,Loiu,All,1.2
2010,,,Loiu,Porcentaje,Loiu,All,0.0
2019,,,Loiu,Porcentaje,Loiu,All,1.4
2019,,,Mallabia,Porcentaje,Mallabia,All,0.0
2013,,,Mallabia,Porcentaje,Mallabia,All,0.0
2021,,,Mallabia,Porcentaje,Mallabia,All,0.8
2010,,,Mallabia,Porcentaje,Mallabia,All,0.0
2018,,,Mallabia,Porcentaje,Mallabia,All,0.0
2011,,,Mallabia,Porcentaje,Mallabia,All,0.0
2017,,,Mallabia,Porcentaje,Mallabia,All,0.2
2015,,,Mallabia,Porcentaje,Mallabia,All,0.0
2023,,,Mallabia,Porcentaje,Mallabia,All,0.8
2012,,,Mallabia,Porcentaje,Mallabia,All,0.0
2014,,,Mallabia,Porcentaje,Mallabia,All,0.0
2016,,,Mallabia,Porcentaje,Mallabia,All,0.0
2020,,,Mallabia,Porcentaje,Mallabia,All,0.4
2022,,,Mallabia,Porcentaje,Mallabia,All,0.8
2016,,,Mañaria,Porcentaje,Mañaria,All,0.0
2013,,,Mañaria,Porcentaje,Mañaria,All,0.0
2011,,,Mañaria,Porcentaje,Mañaria,All,0.0
2019,,,Mañaria,Porcentaje,Mañaria,All,0.0
2010,,,Mañaria,Porcentaje,Mañaria,All,0.0
2012,,,Mañaria,Porcentaje,Mañaria,All,0.0
2014,,,Mañaria,Porcentaje,Mañaria,All,0.0
2018,,,Mañaria,Porcentaje,Mañaria,All,0.0
2020,,,Mañaria,Porcentaje,Mañaria,All,0.0
2022,,,Mañaria,Porcentaje,Mañaria,All,0.0
2023,,,Mañaria,Porcentaje,Mañaria,All,0.0
2017,,,Mañaria,Porcentaje,Mañaria,All,0.0
2021,,,Mañaria,Porcentaje,Mañaria,All,0.0
2015,,,Mañaria,Porcentaje,Mañaria,All,0.0
2011,,,Markina-Xemein,Porcentaje,Markina-Xemein,All,0.1
2015,,,Markina-Xemein,Porcentaje,Markina-Xemein,All,0.4
2021,,,Markina-Xemein,Porcentaje,Markina-Xemein,All,0.4
2013,,,Markina-Xemein,Porcentaje,Markina-Xemein,All,0.4
2017,,,Markina-Xemein,Porcentaje,Markina-Xemein,All,0.4
2012,,,Markina-Xemein,Porcentaje,Markina-Xemein,All,0.4
2014,,,Markina-Xemein,Porcentaje,Markina-Xemein,All,0.4
2016,,,Markina-Xemein,Porcentaje,Markina-Xemein,All,0.4
2020,,,Markina-Xemein,Porcentaje,Markina-Xemein,All,0.6
2022,,,Markina-Xemein,Porcentaje,Markina-Xemein,All,0.2
2018,,,Markina-Xemein,Porcentaje,Markina-Xemein,All,0.4
2010,,,Markina-Xemein,Porcentaje,Markina-Xemein,All,0.3
2023,,,Markina-Xemein,Porcentaje,Markina-Xemein,All,0.2
2019,,,Markina-Xemein,Porcentaje,Markina-Xemein,All,0.4
2013,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,All,2.0
2021,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,All,0.0
2011,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,All,2.7
2017,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,All,0.0
2023,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,All,0.8
2010,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,All,2.7
2012,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,All,2.0
2016,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,All,0.0
2020,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,All,0.0
2022,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,All,0.8
2018,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,All,0.0
2014,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,All,1.4
2015,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,All,1.4
2019,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,All,0.0
2020,,,Mendaro,Porcentaje,Mendaro,All,0.5
2022,,,Mendaro,Porcentaje,Mendaro,All,6.6
2017,,,Mendaro,Porcentaje,Mendaro,All,0.0
2011,,,Mendaro,Porcentaje,Mendaro,All,0.0
2019,,,Mendaro,Porcentaje,Mendaro,All,3.9
2015,,,Mendaro,Porcentaje,Mendaro,All,0.0
2023,,,Mendaro,Porcentaje,Mendaro,All,6.5
2013,,,Mendaro,Porcentaje,Mendaro,All,0.0
2021,,,Mendaro,Porcentaje,Mendaro,All,4.9
2010,,,Mendaro,Porcentaje,Mendaro,All,0.0
2012,,,Mendaro,Porcentaje,Mendaro,All,0.0
2014,,,Mendaro,Porcentaje,Mendaro,All,0.0
2016,,,Mendaro,Porcentaje,Mendaro,All,0.0
2018,,,Mendaro,Porcentaje,Mendaro,All,0.0
2013,,,Mendata,Porcentaje,Mendata,All,0.0
2021,,,Mendata,Porcentaje,Mendata,All,1.8
2015,,,Mendata,Porcentaje,Mendata,All,0.0
2023,,,Mendata,Porcentaje,Mendata,All,33.3
2011,,,Mendata,Porcentaje,Mendata,All,0.0
2019,,,Mendata,Porcentaje,Mendata,All,1.8
2017,,,Mendata,Porcentaje,Mendata,All,1.2
2012,,,Mendata,Porcentaje,Mendata,All,0.0
2016,,,Mendata,Porcentaje,Mendata,All,0.0
2020,,,Mendata,Porcentaje,Mendata,All,1.8
2022,,,Mendata,Porcentaje,Mendata,All,1.9
2014,,,Mendata,Porcentaje,Mendata,All,0.0
2010,,,Mendata,Porcentaje,Mendata,All,0.0
2018,,,Mendata,Porcentaje,Mendata,All,1.2
2014,,,Mendexa,Porcentaje,Mendexa,All,0.0
2010,,,Mendexa,Porcentaje,Mendexa,All,0.0
2023,,,Mendexa,Porcentaje,Mendexa,All,1.2
2013,,,Mendexa,Porcentaje,Mendexa,All,0.0
2017,,,Mendexa,Porcentaje,Mendexa,All,0.0
2015,,,Mendexa,Porcentaje,Mendexa,All,0.0
2011,,,Mendexa,Porcentaje,Mendexa,All,0.0
2019,,,Mendexa,Porcentaje,Mendexa,All,0.0
2012,,,Mendexa,Porcentaje,Mendexa,All,0.0
2016,,,Mendexa,Porcentaje,Mendexa,All,0.0
2018,,,Mendexa,Porcentaje,Mendexa,All,0.0
2020,,,Mendexa,Porcentaje,Mendexa,All,1.2
2022,,,Mendexa,Porcentaje,Mendexa,All,1.2
2021,,,Mendexa,Porcentaje,Mendexa,All,1.2
2018,,,Meñaka,Porcentaje,Meñaka,All,2.9
2010,,,Meñaka,Porcentaje,Meñaka,All,0.0
2011,,,Meñaka,Porcentaje,Meñaka,All,0.0
2017,,,Meñaka,Porcentaje,Meñaka,All,2.9
2013,,,Meñaka,Porcentaje,Meñaka,All,0.0
2021,,,Meñaka,Porcentaje,Meñaka,All,19.1
2012,,,Meñaka,Porcentaje,Meñaka,All,0.0
2014,,,Meñaka,Porcentaje,Meñaka,All,0.0
2016,,,Meñaka,Porcentaje,Meñaka,All,2.5
2020,,,Meñaka,Porcentaje,Meñaka,All,19.1
2022,,,Meñaka,Porcentaje,Meñaka,All,19.5
2023,,,Meñaka,Porcentaje,Meñaka,All,26.6
2019,,,Meñaka,Porcentaje,Meñaka,All,3.0
2015,,,Meñaka,Porcentaje,Meñaka,All,0.0
2021,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,All,1.6
2017,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,All,1.4
2023,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,All,1.4
2010,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,All,0.0
2011,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,All,0.0
2012,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,All,0.3
2014,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,All,0.7
2016,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,All,1.3
2019,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,All,1.4
2018,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,All,1.4
2020,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,All,1.1
2022,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,All,1.4
2015,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,All,1.1
2013,,,Moreda de Álava/Moreda Araba,Porcentaje,Moreda de Álava/Moreda Araba,All,0.7
2015,,,Morga,Porcentaje,Morga,All,0.0
2023,,,Morga,Porcentaje,Morga,All,0.8
2010,,,Morga,Porcentaje,Morga,All,0.0
2011,,,Morga,Porcentaje,Morga,All,0.0
2013,,,Morga,Porcentaje,Morga,All,0.0
