Year,Zerbitzu publikoak,Sexua,Lurralde historikoa,Units,Value
2017,Herri-lanak,,Gipuzkoa,Porcentaje,54.3
2018,Herri-lanak,,Gipuzkoa,Porcentaje,58.1
2019,Herri-lanak,,Gipuzkoa,Porcentaje,66.1
2022,Herri-lanak,,Gipuzkoa,Porcentaje,56.4
2016,Herri-lanak,,Gipuzkoa,Porcentaje,64.4
2023,Herri-lanak,,Gipuzkoa,Porcentaje,77.7
2020,Herri-lanak,,Gipuzkoa,Porcentaje,50.0
2020,Herri-lanak,Emakumea,,Porcentaje,52.3
2019,Herri-lanak,Emakumea,,Porcentaje,62.5
2022,Herri-lanak,Emakumea,,Porcentaje,51.1
2023,Herri-lanak,Emakumea,,Porcentaje,64.1
2017,Herri-lanak,Emakumea,,Porcentaje,66.1
2021,Herri-lanak,Emakumea,,Porcentaje,64.0
2018,Herri-lanak,Emakumea,,Porcentaje,56.6
2016,Herri-lanak,Emakumea,,Porcentaje,56.4
2017,Herri-lanak,Emakumea,Araba / Álava,Porcentaje,45.5
2016,Herri-lanak,Emakumea,Araba / Álava,Porcentaje,55.6
2018,Herri-lanak,Emakumea,Araba / Álava,Porcentaje,50.0
2019,Herri-lanak,Emakumea,Araba / Álava,Porcentaje,66.7
2020,Herri-lanak,Emakumea,Araba / Álava,Porcentaje,53.3
2022,Herri-lanak,Emakumea,Araba / Álava,Porcentaje,30.4
2023,Herri-lanak,Emakumea,Araba / Álava,Porcentaje,61.4
2021,Herri-lanak,Emakumea,Araba / Álava,Porcentaje,15.4
2022,Herri-lanak,Emakumea,Bizkaia,Porcentaje,52.5
2019,Herri-lanak,Emakumea,Bizkaia,Porcentaje,52.2
2021,Herri-lanak,Emakumea,Bizkaia,Porcentaje,72.9
2020,Herri-lanak,Emakumea,Bizkaia,Porcentaje,60.0
2016,Herri-lanak,Emakumea,Bizkaia,Porcentaje,38.1
2018,Herri-lanak,Emakumea,Bizkaia,Porcentaje,63.6
2023,Herri-lanak,Emakumea,Bizkaia,Porcentaje,46.1
2017,Herri-lanak,Emakumea,Bizkaia,Porcentaje,78.3
2017,Herri-lanak,Emakumea,Gipuzkoa,Porcentaje,63.6
2016,Herri-lanak,Emakumea,Gipuzkoa,Porcentaje,72.0
2018,Herri-lanak,Emakumea,Gipuzkoa,Porcentaje,52.4
2019,Herri-lanak,Emakumea,Gipuzkoa,Porcentaje,70.4
2020,Herri-lanak,Emakumea,Gipuzkoa,Porcentaje,46.7
2022,Herri-lanak,Emakumea,Gipuzkoa,Porcentaje,56.9
2023,Herri-lanak,Emakumea,Gipuzkoa,Porcentaje,77.3
2021,Herri-lanak,Emakumea,Gipuzkoa,Porcentaje,65.0
2019,Herri-lanak,Gizona,,Porcentaje,67.9
2021,Herri-lanak,Gizona,,Porcentaje,62.8
2016,Herri-lanak,Gizona,,Porcentaje,60.0
2022,Herri-lanak,Gizona,,Porcentaje,51.3
2020,Herri-lanak,Gizona,,Porcentaje,61.5
2017,Herri-lanak,Gizona,,Porcentaje,66.7
2023,Herri-lanak,Gizona,,Porcentaje,69.1
2018,Herri-lanak,Gizona,,Porcentaje,68.3
2019,Herri-lanak,Gizona,Araba / Álava,Porcentaje,62.5
2021,Herri-lanak,Gizona,Araba / Álava,Porcentaje,37.3
2023,Herri-lanak,Gizona,Araba / Álava,Porcentaje,58.4
2020,Herri-lanak,Gizona,Araba / Álava,Porcentaje,50.0
2016,Herri-lanak,Gizona,Araba / Álava,Porcentaje,50.0
2018,Herri-lanak,Gizona,Araba / Álava,Porcentaje,44.4
2022,Herri-lanak,Gizona,Araba / Álava,Porcentaje,36.6
2017,Herri-lanak,Gizona,Araba / Álava,Porcentaje,92.9
2016,Herri-lanak,Gizona,Bizkaia,Porcentaje,68.0
2017,Herri-lanak,Gizona,Bizkaia,Porcentaje,73.7
2018,Herri-lanak,Gizona,Bizkaia,Porcentaje,79.3
2019,Herri-lanak,Gizona,Bizkaia,Porcentaje,78.9
2020,Herri-lanak,Gizona,Bizkaia,Porcentaje,74.1
2021,Herri-lanak,Gizona,Bizkaia,Porcentaje,56.9
2022,Herri-lanak,Gizona,Bizkaia,Porcentaje,49.1
2023,Herri-lanak,Gizona,Bizkaia,Porcentaje,62.8
2017,Herri-lanak,Gizona,Gipuzkoa,Porcentaje,45.8
2016,Herri-lanak,Gizona,Gipuzkoa,Porcentaje,55.0
2018,Herri-lanak,Gizona,Gipuzkoa,Porcentaje,63.6
2020,Herri-lanak,Gizona,Gipuzkoa,Porcentaje,53.8
2022,Herri-lanak,Gizona,Gipuzkoa,Porcentaje,56.0
2023,Herri-lanak,Gizona,Gipuzkoa,Porcentaje,78.1
2021,Herri-lanak,Gizona,Gipuzkoa,Porcentaje,72.2
2019,Herri-lanak,Gizona,Gipuzkoa,Porcentaje,62.1
2023,Laguntza behar duten pertsonentzako laguntza,,,Porcentaje,38.7
2020,Laguntza behar duten pertsonentzako laguntza,,,Porcentaje,40.5
2019,Laguntza behar duten pertsonentzako laguntza,,,Porcentaje,42.2
2021,Laguntza behar duten pertsonentzako laguntza,,,Porcentaje,40.5
2011,Laguntza behar duten pertsonentzako laguntza,,,Porcentaje,37.3
2014,Laguntza behar duten pertsonentzako laguntza,,,Porcentaje,12.6
2016,Laguntza behar duten pertsonentzako laguntza,,,Porcentaje,27.0
2013,Laguntza behar duten pertsonentzako laguntza,,,Porcentaje,24.8
2022,Laguntza behar duten pertsonentzako laguntza,,,Porcentaje,40.8
2018,Laguntza behar duten pertsonentzako laguntza,,,Porcentaje,43.6
2012,Laguntza behar duten pertsonentzako laguntza,,,Porcentaje,28.7
2015,Laguntza behar duten pertsonentzako laguntza,,,Porcentaje,22.3
2017,Laguntza behar duten pertsonentzako laguntza,,,Porcentaje,29.8
2023,Laguntza behar duten pertsonentzako laguntza,,Araba / Álava,Porcentaje,36.6
2021,Laguntza behar duten pertsonentzako laguntza,,Araba / Álava,Porcentaje,41.0
2019,Laguntza behar duten pertsonentzako laguntza,,Araba / Álava,Porcentaje,66.7
2022,Laguntza behar duten pertsonentzako laguntza,,Araba / Álava,Porcentaje,49.4
2016,Laguntza behar duten pertsonentzako laguntza,,Araba / Álava,Porcentaje,6.7
2018,Laguntza behar duten pertsonentzako laguntza,,Araba / Álava,Porcentaje,37.5
2020,Laguntza behar duten pertsonentzako laguntza,,Araba / Álava,Porcentaje,46.4
2017,Laguntza behar duten pertsonentzako laguntza,,Araba / Álava,Porcentaje,13.0
2020,Laguntza behar duten pertsonentzako laguntza,,Bizkaia,Porcentaje,34.8
2016,Laguntza behar duten pertsonentzako laguntza,,Bizkaia,Porcentaje,23.8
2019,Laguntza behar duten pertsonentzako laguntza,,Bizkaia,Porcentaje,30.8
2022,Laguntza behar duten pertsonentzako laguntza,,Bizkaia,Porcentaje,41.1
2018,Laguntza behar duten pertsonentzako laguntza,,Bizkaia,Porcentaje,46.5
2021,Laguntza behar duten pertsonentzako laguntza,,Bizkaia,Porcentaje,47.9
2017,Laguntza behar duten pertsonentzako laguntza,,Bizkaia,Porcentaje,25.6
2023,Laguntza behar duten pertsonentzako laguntza,,Bizkaia,Porcentaje,43.5
2022,Laguntza behar duten pertsonentzako laguntza,,Gipuzkoa,Porcentaje,38.0
2017,Laguntza behar duten pertsonentzako laguntza,,Gipuzkoa,Porcentaje,42.9
2019,Laguntza behar duten pertsonentzako laguntza,,Gipuzkoa,Porcentaje,44.8
2018,Laguntza behar duten pertsonentzako laguntza,,Gipuzkoa,Porcentaje,42.9
2016,Laguntza behar duten pertsonentzako laguntza,,Gipuzkoa,Porcentaje,37.2
2021,Laguntza behar duten pertsonentzako laguntza,,Gipuzkoa,Porcentaje,36.8
2023,Laguntza behar duten pertsonentzako laguntza,,Gipuzkoa,Porcentaje,36.7
2020,Laguntza behar duten pertsonentzako laguntza,,Gipuzkoa,Porcentaje,42.3
2017,Laguntza behar duten pertsonentzako laguntza,Emakumea,,Porcentaje,27.5
2022,Laguntza behar duten pertsonentzako laguntza,Emakumea,,Porcentaje,35.0
2018,Laguntza behar duten pertsonentzako laguntza,Emakumea,,Porcentaje,42.0
2016,Laguntza behar duten pertsonentzako laguntza,Emakumea,,Porcentaje,22.2
2021,Laguntza behar duten pertsonentzako laguntza,Emakumea,,Porcentaje,42.8
2023,Laguntza behar duten pertsonentzako laguntza,Emakumea,,Porcentaje,39.3
2019,Laguntza behar duten pertsonentzako laguntza,Emakumea,,Porcentaje,38.3
2020,Laguntza behar duten pertsonentzako laguntza,Emakumea,,Porcentaje,32.3
2016,Laguntza behar duten pertsonentzako laguntza,Emakumea,Araba / Álava,Porcentaje,14.3
2018,Laguntza behar duten pertsonentzako laguntza,Emakumea,Araba / Álava,Porcentaje,33.3
2017,Laguntza behar duten pertsonentzako laguntza,Emakumea,Araba / Álava,Porcentaje,10.0
2019,Laguntza behar duten pertsonentzako laguntza,Emakumea,Araba / Álava,Porcentaje,66.7
2020,Laguntza behar duten pertsonentzako laguntza,Emakumea,Araba / Álava,Porcentaje,31.3
2022,Laguntza behar duten pertsonentzako laguntza,Emakumea,Araba / Álava,Porcentaje,51.5
2023,Laguntza behar duten pertsonentzako laguntza,Emakumea,Araba / Álava,Porcentaje,33.7
2021,Laguntza behar duten pertsonentzako laguntza,Emakumea,Araba / Álava,Porcentaje,44.3
2016,Laguntza behar duten pertsonentzako laguntza,Emakumea,Bizkaia,Porcentaje,12.5
2023,Laguntza behar duten pertsonentzako laguntza,Emakumea,Bizkaia,Porcentaje,45.1
2018,Laguntza behar duten pertsonentzako laguntza,Emakumea,Bizkaia,Porcentaje,42.1
2019,Laguntza behar duten pertsonentzako laguntza,Emakumea,Bizkaia,Porcentaje,27.3
2017,Laguntza behar duten pertsonentzako laguntza,Emakumea,Bizkaia,Porcentaje,19.0
2021,Laguntza behar duten pertsonentzako laguntza,Emakumea,Bizkaia,Porcentaje,55.6
2022,Laguntza behar duten pertsonentzako laguntza,Emakumea,Bizkaia,Porcentaje,36.2
2020,Laguntza behar duten pertsonentzako laguntza,Emakumea,Bizkaia,Porcentaje,28.6
2022,Laguntza behar duten pertsonentzako laguntza,Emakumea,Gipuzkoa,Porcentaje,28.7
2023,Laguntza behar duten pertsonentzako laguntza,Emakumea,Gipuzkoa,Porcentaje,37.0
2020,Laguntza behar duten pertsonentzako laguntza,Emakumea,Gipuzkoa,Porcentaje,35.7
2019,Laguntza behar duten pertsonentzako laguntza,Emakumea,Gipuzkoa,Porcentaje,40.6
2018,Laguntza behar duten pertsonentzako laguntza,Emakumea,Gipuzkoa,Porcentaje,45.5
2021,Laguntza behar duten pertsonentzako laguntza,Emakumea,Gipuzkoa,Porcentaje,35.8
2016,Laguntza behar duten pertsonentzako laguntza,Emakumea,Gipuzkoa,Porcentaje,34.8
2017,Laguntza behar duten pertsonentzako laguntza,Emakumea,Gipuzkoa,Porcentaje,45.0
2016,Laguntza behar duten pertsonentzako laguntza,Gizona,,Porcentaje,32.6
2021,Laguntza behar duten pertsonentzako laguntza,Gizona,,Porcentaje,37.9
2023,Laguntza behar duten pertsonentzako laguntza,Gizona,,Porcentaje,38.1
2022,Laguntza behar duten pertsonentzako laguntza,Gizona,,Porcentaje,47.2
2018,Laguntza behar duten pertsonentzako laguntza,Gizona,,Porcentaje,45.1
2019,Laguntza behar duten pertsonentzako laguntza,Gizona,,Porcentaje,46.9
2017,Laguntza behar duten pertsonentzako laguntza,Gizona,,Porcentaje,32.1
2020,Laguntza behar duten pertsonentzako laguntza,Gizona,,Porcentaje,49.2
2023,Laguntza behar duten pertsonentzako laguntza,Gizona,Araba / Álava,Porcentaje,38.6
2020,Laguntza behar duten pertsonentzako laguntza,Gizona,Araba / Álava,Porcentaje,66.7
2022,Laguntza behar duten pertsonentzako laguntza,Gizona,Araba / Álava,Porcentaje,47.2
2021,Laguntza behar duten pertsonentzako laguntza,Gizona,Araba / Álava,Porcentaje,39.0
2019,Laguntza behar duten pertsonentzako laguntza,Gizona,Araba / Álava,Porcentaje,66.7
2017,Laguntza behar duten pertsonentzako laguntza,Gizona,Araba / Álava,Porcentaje,15.4
2018,Laguntza behar duten pertsonentzako laguntza,Gizona,Araba / Álava,Porcentaje,42.9
2018,Laguntza behar duten pertsonentzako laguntza,Gizona,Bizkaia,Porcentaje,50.0
2020,Laguntza behar duten pertsonentzako laguntza,Gizona,Bizkaia,Porcentaje,40.0
2016,Laguntza behar duten pertsonentzako laguntza,Gizona,Bizkaia,Porcentaje,38.9
2022,Laguntza behar duten pertsonentzako laguntza,Gizona,Bizkaia,Porcentaje,50.0
2017,Laguntza behar duten pertsonentzako laguntza,Gizona,Bizkaia,Porcentaje,33.3
2019,Laguntza behar duten pertsonentzako laguntza,Gizona,Bizkaia,Porcentaje,35.3
2021,Laguntza behar duten pertsonentzako laguntza,Gizona,Bizkaia,Porcentaje,36.8
2023,Laguntza behar duten pertsonentzako laguntza,Gizona,Bizkaia,Porcentaje,41.1
2020,Laguntza behar duten pertsonentzako laguntza,Gizona,Gipuzkoa,Porcentaje,50.0
2017,Laguntza behar duten pertsonentzako laguntza,Gizona,Gipuzkoa,Porcentaje,40.9
2023,Laguntza behar duten pertsonentzako laguntza,Gizona,Gipuzkoa,Porcentaje,36.2
2022,Laguntza behar duten pertsonentzako laguntza,Gizona,Gipuzkoa,Porcentaje,46.2
2021,Laguntza behar duten pertsonentzako laguntza,Gizona,Gipuzkoa,Porcentaje,38.1
2018,Laguntza behar duten pertsonentzako laguntza,Gizona,Gipuzkoa,Porcentaje,40.0
2016,Laguntza behar duten pertsonentzako laguntza,Gizona,Gipuzkoa,Porcentaje,40.0
2019,Laguntza behar duten pertsonentzako laguntza,Gizona,Gipuzkoa,Porcentaje,50.0
