Year,Series,Province,County,Municipality,Units,GeoCode,Value
2020,Proportion of the farming area under organic farming,,,Ibarrangelu,%,Ibarrangelu,6.6
2022,Proportion of the farming area under organic farming,,,Ibarrangelu,%,Ibarrangelu,6.6
2019,Proportion of the farming area under organic farming,,,Ibarrangelu,%,Ibarrangelu,1.7
2020,Proportion of the farming area under organic farming,,,Idiazabal,%,Idiazabal,1.8
2017,Proportion of the farming area under organic farming,,,Idiazabal,%,Idiazabal,0.7
2018,Proportion of the farming area under organic farming,,,Idiazabal,%,Idiazabal,0.7
2016,Proportion of the farming area under organic farming,,,Idiazabal,%,Idiazabal,0.7
2014,Proportion of the farming area under organic farming,,,Idiazabal,%,Idiazabal,0.7
2013,Proportion of the farming area under organic farming,,,Idiazabal,%,Idiazabal,0.7
2021,Proportion of the farming area under organic farming,,,Idiazabal,%,Idiazabal,1.6
2023,Proportion of the farming area under organic farming,,,Idiazabal,%,Idiazabal,1.9
2011,Proportion of the farming area under organic farming,,,Idiazabal,%,Idiazabal,0.5
2010,Proportion of the farming area under organic farming,,,Idiazabal,%,Idiazabal,0.0
2019,Proportion of the farming area under organic farming,,,Idiazabal,%,Idiazabal,1.1
2015,Proportion of the farming area under organic farming,,,Idiazabal,%,Idiazabal,0.8
2022,Proportion of the farming area under organic farming,,,Idiazabal,%,Idiazabal,1.6
2012,Proportion of the farming area under organic farming,,,Idiazabal,%,Idiazabal,0.7
2013,Proportion of the farming area under organic farming,,,Igorre,%,Igorre,4.2
2023,Proportion of the farming area under organic farming,,,Igorre,%,Igorre,17.4
2021,Proportion of the farming area under organic farming,,,Igorre,%,Igorre,16.5
2015,Proportion of the farming area under organic farming,,,Igorre,%,Igorre,10.6
2012,Proportion of the farming area under organic farming,,,Igorre,%,Igorre,1.2
2011,Proportion of the farming area under organic farming,,,Igorre,%,Igorre,1.2
2022,Proportion of the farming area under organic farming,,,Igorre,%,Igorre,16.8
2014,Proportion of the farming area under organic farming,,,Igorre,%,Igorre,3.9
2010,Proportion of the farming area under organic farming,,,Igorre,%,Igorre,1.2
2020,Proportion of the farming area under organic farming,,,Igorre,%,Igorre,17.3
2019,Proportion of the farming area under organic farming,,,Igorre,%,Igorre,17.2
2018,Proportion of the farming area under organic farming,,,Igorre,%,Igorre,10.6
2017,Proportion of the farming area under organic farming,,,Igorre,%,Igorre,10.5
2016,Proportion of the farming area under organic farming,,,Igorre,%,Igorre,10.6
2022,Proportion of the farming area under organic farming,,,Ikaztegieta,%,Ikaztegieta,11.0
2019,Proportion of the farming area under organic farming,,,Ikaztegieta,%,Ikaztegieta,11.0
2018,Proportion of the farming area under organic farming,,,Ikaztegieta,%,Ikaztegieta,10.3
2015,Proportion of the farming area under organic farming,,,Ikaztegieta,%,Ikaztegieta,0.0
2016,Proportion of the farming area under organic farming,,,Ikaztegieta,%,Ikaztegieta,0.0
2020,Proportion of the farming area under organic farming,,,Ikaztegieta,%,Ikaztegieta,11.2
2023,Proportion of the farming area under organic farming,,,Ikaztegieta,%,Ikaztegieta,11.0
2021,Proportion of the farming area under organic farming,,,Ikaztegieta,%,Ikaztegieta,11.0
2014,Proportion of the farming area under organic farming,,,Ikaztegieta,%,Ikaztegieta,0.0
2010,Proportion of the farming area under organic farming,,,Ikaztegieta,%,Ikaztegieta,0.0
2017,Proportion of the farming area under organic farming,,,Ikaztegieta,%,Ikaztegieta,10.3
2013,Proportion of the farming area under organic farming,,,Ikaztegieta,%,Ikaztegieta,0.0
2011,Proportion of the farming area under organic farming,,,Ikaztegieta,%,Ikaztegieta,0.0
2012,Proportion of the farming area under organic farming,,,Ikaztegieta,%,Ikaztegieta,0.0
2011,Proportion of the farming area under organic farming,,,Irun,%,Irun,0.0
2016,Proportion of the farming area under organic farming,,,Irun,%,Irun,1.1
2021,Proportion of the farming area under organic farming,,,Irun,%,Irun,36.4
2023,Proportion of the farming area under organic farming,,,Irun,%,Irun,40.8
2015,Proportion of the farming area under organic farming,,,Irun,%,Irun,1.1
2019,Proportion of the farming area under organic farming,,,Irun,%,Irun,34.9
2018,Proportion of the farming area under organic farming,,,Irun,%,Irun,17.5
2020,Proportion of the farming area under organic farming,,,Irun,%,Irun,35.5
2010,Proportion of the farming area under organic farming,,,Irun,%,Irun,0.0
2014,Proportion of the farming area under organic farming,,,Irun,%,Irun,1.1
2013,Proportion of the farming area under organic farming,,,Irun,%,Irun,1.1
2012,Proportion of the farming area under organic farming,,,Irun,%,Irun,0.0
2017,Proportion of the farming area under organic farming,,,Irun,%,Irun,15.8
2022,Proportion of the farming area under organic farming,,,Irun,%,Irun,39.5
2011,Proportion of the farming area under organic farming,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,0.0
2010,Proportion of the farming area under organic farming,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,0.0
2012,Proportion of the farming area under organic farming,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,0.0
2023,Proportion of the farming area under organic farming,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,0.0
2018,Proportion of the farming area under organic farming,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,0.0
2014,Proportion of the farming area under organic farming,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,0.0
2022,Proportion of the farming area under organic farming,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,0.0
2015,Proportion of the farming area under organic farming,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,0.0
2016,Proportion of the farming area under organic farming,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,0.0
2020,Proportion of the farming area under organic farming,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,0.0
2013,Proportion of the farming area under organic farming,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,0.0
2017,Proportion of the farming area under organic farming,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,0.0
2019,Proportion of the farming area under organic farming,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,0.0
2021,Proportion of the farming area under organic farming,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,0.0
2017,Proportion of the farming area under organic farming,,,Irura,%,Irura,0.0
2021,Proportion of the farming area under organic farming,,,Irura,%,Irura,0.0
2010,Proportion of the farming area under organic farming,,,Irura,%,Irura,4.5
2011,Proportion of the farming area under organic farming,,,Irura,%,Irura,4.5
2012,Proportion of the farming area under organic farming,,,Irura,%,Irura,4.5
2014,Proportion of the farming area under organic farming,,,Irura,%,Irura,4.5
2015,Proportion of the farming area under organic farming,,,Irura,%,Irura,4.5
2016,Proportion of the farming area under organic farming,,,Irura,%,Irura,4.5
2018,Proportion of the farming area under organic farming,,,Irura,%,Irura,0.0
2019,Proportion of the farming area under organic farming,,,Irura,%,Irura,0.0
2022,Proportion of the farming area under organic farming,,,Irura,%,Irura,0.0
2013,Proportion of the farming area under organic farming,,,Irura,%,Irura,4.5
2020,Proportion of the farming area under organic farming,,,Irura,%,Irura,0.0
2023,Proportion of the farming area under organic farming,,,Irura,%,Irura,0.0
2015,Proportion of the farming area under organic farming,,,Iruraiz-Gauna,%,Iruraiz-Gauna,1.1
2023,Proportion of the farming area under organic farming,,,Iruraiz-Gauna,%,Iruraiz-Gauna,0.9
2022,Proportion of the farming area under organic farming,,,Iruraiz-Gauna,%,Iruraiz-Gauna,0.9
2016,Proportion of the farming area under organic farming,,,Iruraiz-Gauna,%,Iruraiz-Gauna,1.1
2013,Proportion of the farming area under organic farming,,,Iruraiz-Gauna,%,Iruraiz-Gauna,1.2
2020,Proportion of the farming area under organic farming,,,Iruraiz-Gauna,%,Iruraiz-Gauna,0.9
2012,Proportion of the farming area under organic farming,,,Iruraiz-Gauna,%,Iruraiz-Gauna,1.2
2011,Proportion of the farming area under organic farming,,,Iruraiz-Gauna,%,Iruraiz-Gauna,1.2
2014,Proportion of the farming area under organic farming,,,Iruraiz-Gauna,%,Iruraiz-Gauna,1.7
2010,Proportion of the farming area under organic farming,,,Iruraiz-Gauna,%,Iruraiz-Gauna,1.3
2019,Proportion of the farming area under organic farming,,,Iruraiz-Gauna,%,Iruraiz-Gauna,1.2
2018,Proportion of the farming area under organic farming,,,Iruraiz-Gauna,%,Iruraiz-Gauna,1.2
2021,Proportion of the farming area under organic farming,,,Iruraiz-Gauna,%,Iruraiz-Gauna,0.9
2017,Proportion of the farming area under organic farming,,,Iruraiz-Gauna,%,Iruraiz-Gauna,1.2
2013,Proportion of the farming area under organic farming,,,Ispaster,%,Ispaster,1.0
2014,Proportion of the farming area under organic farming,,,Ispaster,%,Ispaster,1.0
2023,Proportion of the farming area under organic farming,,,Ispaster,%,Ispaster,5.1
2017,Proportion of the farming area under organic farming,,,Ispaster,%,Ispaster,1.1
2015,Proportion of the farming area under organic farming,,,Ispaster,%,Ispaster,2.0
2011,Proportion of the farming area under organic farming,,,Ispaster,%,Ispaster,0.2
2019,Proportion of the farming area under organic farming,,,Ispaster,%,Ispaster,1.2
2010,Proportion of the farming area under organic farming,,,Ispaster,%,Ispaster,0.0
2012,Proportion of the farming area under organic farming,,,Ispaster,%,Ispaster,0.2
2016,Proportion of the farming area under organic farming,,,Ispaster,%,Ispaster,1.5
2018,Proportion of the farming area under organic farming,,,Ispaster,%,Ispaster,1.0
2020,Proportion of the farming area under organic farming,,,Ispaster,%,Ispaster,5.0
2022,Proportion of the farming area under organic farming,,,Ispaster,%,Ispaster,4.9
2021,Proportion of the farming area under organic farming,,,Ispaster,%,Ispaster,5.1
2011,Proportion of the farming area under organic farming,,,Itsasondo,%,Itsasondo,0.0
2019,Proportion of the farming area under organic farming,,,Itsasondo,%,Itsasondo,0.0
2010,Proportion of the farming area under organic farming,,,Itsasondo,%,Itsasondo,0.0
2013,Proportion of the farming area under organic farming,,,Itsasondo,%,Itsasondo,0.0
2012,Proportion of the farming area under organic farming,,,Itsasondo,%,Itsasondo,0.0
2015,Proportion of the farming area under organic farming,,,Itsasondo,%,Itsasondo,0.0
2023,Proportion of the farming area under organic farming,,,Itsasondo,%,Itsasondo,0.0
2016,Proportion of the farming area under organic farming,,,Itsasondo,%,Itsasondo,0.0
2021,Proportion of the farming area under organic farming,,,Itsasondo,%,Itsasondo,0.0
2017,Proportion of the farming area under organic farming,,,Itsasondo,%,Itsasondo,0.0
2018,Proportion of the farming area under organic farming,,,Itsasondo,%,Itsasondo,0.0
2014,Proportion of the farming area under organic farming,,,Itsasondo,%,Itsasondo,0.0
2022,Proportion of the farming area under organic farming,,,Itsasondo,%,Itsasondo,0.0
2020,Proportion of the farming area under organic farming,,,Itsasondo,%,Itsasondo,0.0
2013,Proportion of the farming area under organic farming,,,Iurreta,%,Iurreta,1.1
2015,Proportion of the farming area under organic farming,,,Iurreta,%,Iurreta,1.0
2021,Proportion of the farming area under organic farming,,,Iurreta,%,Iurreta,1.7
2018,Proportion of the farming area under organic farming,,,Iurreta,%,Iurreta,1.0
2010,Proportion of the farming area under organic farming,,,Iurreta,%,Iurreta,0.8
2014,Proportion of the farming area under organic farming,,,Iurreta,%,Iurreta,0.9
2017,Proportion of the farming area under organic farming,,,Iurreta,%,Iurreta,0.9
2023,Proportion of the farming area under organic farming,,,Iurreta,%,Iurreta,2.8
2019,Proportion of the farming area under organic farming,,,Iurreta,%,Iurreta,1.3
2016,Proportion of the farming area under organic farming,,,Iurreta,%,Iurreta,1.0
2020,Proportion of the farming area under organic farming,,,Iurreta,%,Iurreta,2.2
2022,Proportion of the farming area under organic farming,,,Iurreta,%,Iurreta,1.7
2012,Proportion of the farming area under organic farming,,,Iurreta,%,Iurreta,1.1
2011,Proportion of the farming area under organic farming,,,Iurreta,%,Iurreta,1.1
2019,Proportion of the farming area under organic farming,,,Izurtza,%,Izurtza,1.8
2021,Proportion of the farming area under organic farming,,,Izurtza,%,Izurtza,2.4
2013,Proportion of the farming area under organic farming,,,Izurtza,%,Izurtza,0.0
2018,Proportion of the farming area under organic farming,,,Izurtza,%,Izurtza,1.7
2010,Proportion of the farming area under organic farming,,,Izurtza,%,Izurtza,0.0
2017,Proportion of the farming area under organic farming,,,Izurtza,%,Izurtza,1.7
2011,Proportion of the farming area under organic farming,,,Izurtza,%,Izurtza,0.0
2023,Proportion of the farming area under organic farming,,,Izurtza,%,Izurtza,2.5
2015,Proportion of the farming area under organic farming,,,Izurtza,%,Izurtza,0.0
2012,Proportion of the farming area under organic farming,,,Izurtza,%,Izurtza,0.0
2014,Proportion of the farming area under organic farming,,,Izurtza,%,Izurtza,0.0
2016,Proportion of the farming area under organic farming,,,Izurtza,%,Izurtza,0.0
2020,Proportion of the farming area under organic farming,,,Izurtza,%,Izurtza,1.8
2022,Proportion of the farming area under organic farming,,,Izurtza,%,Izurtza,2.4
2011,Proportion of the farming area under organic farming,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,0.9
2013,Proportion of the farming area under organic farming,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,0.9
2018,Proportion of the farming area under organic farming,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,0.7
2014,Proportion of the farming area under organic farming,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,0.9
2010,Proportion of the farming area under organic farming,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,0.7
2023,Proportion of the farming area under organic farming,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,0.7
2015,Proportion of the farming area under organic farming,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,0.9
2021,Proportion of the farming area under organic farming,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,0.7
2019,Proportion of the farming area under organic farming,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,0.8
2017,Proportion of the farming area under organic farming,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,0.8
2012,Proportion of the farming area under organic farming,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,0.9
2016,Proportion of the farming area under organic farming,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,0.8
2020,Proportion of the farming area under organic farming,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,0.7
2022,Proportion of the farming area under organic farming,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,0.7
2010,Proportion of the farming area under organic farming,,,Kortezubi,%,Kortezubi,0.0
2018,Proportion of the farming area under organic farming,,,Kortezubi,%,Kortezubi,0.5
2019,Proportion of the farming area under organic farming,,,Kortezubi,%,Kortezubi,0.5
2015,Proportion of the farming area under organic farming,,,Kortezubi,%,Kortezubi,0.4
2013,Proportion of the farming area under organic farming,,,Kortezubi,%,Kortezubi,2.1
2022,Proportion of the farming area under organic farming,,,Kortezubi,%,Kortezubi,1.0
2021,Proportion of the farming area under organic farming,,,Kortezubi,%,Kortezubi,1.3
2023,Proportion of the farming area under organic farming,,,Kortezubi,%,Kortezubi,3.5
2011,Proportion of the farming area under organic farming,,,Kortezubi,%,Kortezubi,0.0
2012,Proportion of the farming area under organic farming,,,Kortezubi,%,Kortezubi,2.1
2016,Proportion of the farming area under organic farming,,,Kortezubi,%,Kortezubi,0.7
2014,Proportion of the farming area under organic farming,,,Kortezubi,%,Kortezubi,0.4
2020,Proportion of the farming area under organic farming,,,Kortezubi,%,Kortezubi,0.5
2017,Proportion of the farming area under organic farming,,,Kortezubi,%,Kortezubi,0.7
2010,Proportion of the farming area under organic farming,,,Kripan,%,Kripan,0.1
2021,Proportion of the farming area under organic farming,,,Kripan,%,Kripan,0.7
2015,Proportion of the farming area under organic farming,,,Kripan,%,Kripan,0.3
2023,Proportion of the farming area under organic farming,,,Kripan,%,Kripan,1.8
2022,Proportion of the farming area under organic farming,,,Kripan,%,Kripan,1.7
2017,Proportion of the farming area under organic farming,,,Kripan,%,Kripan,0.4
2011,Proportion of the farming area under organic farming,,,Kripan,%,Kripan,0.0
2012,Proportion of the farming area under organic farming,,,Kripan,%,Kripan,0.1
2014,Proportion of the farming area under organic farming,,,Kripan,%,Kripan,0.1
2016,Proportion of the farming area under organic farming,,,Kripan,%,Kripan,0.3
2018,Proportion of the farming area under organic farming,,,Kripan,%,Kripan,0.3
2019,Proportion of the farming area under organic farming,,,Kripan,%,Kripan,0.5
2020,Proportion of the farming area under organic farming,,,Kripan,%,Kripan,0.6
2013,Proportion of the farming area under organic farming,,,Kripan,%,Kripan,0.1
2018,Proportion of the farming area under organic farming,,,Kuartango,%,Kuartango,5.6
2023,Proportion of the farming area under organic farming,,,Kuartango,%,Kuartango,25.9
2022,Proportion of the farming area under organic farming,,,Kuartango,%,Kuartango,16.7
2021,Proportion of the farming area under organic farming,,,Kuartango,%,Kuartango,14.8
2016,Proportion of the farming area under organic farming,,,Kuartango,%,Kuartango,0.1
2011,Proportion of the farming area under organic farming,,,Kuartango,%,Kuartango,0.1
2013,Proportion of the farming area under organic farming,,,Kuartango,%,Kuartango,0.1
2017,Proportion of the farming area under organic farming,,,Kuartango,%,Kuartango,5.4
2015,Proportion of the farming area under organic farming,,,Kuartango,%,Kuartango,0.1
2010,Proportion of the farming area under organic farming,,,Kuartango,%,Kuartango,0.0
2020,Proportion of the farming area under organic farming,,,Kuartango,%,Kuartango,13.1
2012,Proportion of the farming area under organic farming,,,Kuartango,%,Kuartango,0.1
2014,Proportion of the farming area under organic farming,,,Kuartango,%,Kuartango,0.1
2019,Proportion of the farming area under organic farming,,,Kuartango,%,Kuartango,5.0
2019,Proportion of the farming area under organic farming,,,Labastida/Bastida,%,Labastida/Bastida,3.4
2013,Proportion of the farming area under organic farming,,,Labastida/Bastida,%,Labastida/Bastida,3.0
2010,Proportion of the farming area under organic farming,,,Labastida/Bastida,%,Labastida/Bastida,3.4
2022,Proportion of the farming area under organic farming,,,Labastida/Bastida,%,Labastida/Bastida,3.6
2016,Proportion of the farming area under organic farming,,,Labastida/Bastida,%,Labastida/Bastida,3.2
2018,Proportion of the farming area under organic farming,,,Labastida/Bastida,%,Labastida/Bastida,3.4
2021,Proportion of the farming area under organic farming,,,Labastida/Bastida,%,Labastida/Bastida,3.5
2011,Proportion of the farming area under organic farming,,,Labastida/Bastida,%,Labastida/Bastida,3.4
2014,Proportion of the farming area under organic farming,,,Labastida/Bastida,%,Labastida/Bastida,3.1
2015,Proportion of the farming area under organic farming,,,Labastida/Bastida,%,Labastida/Bastida,3.3
2020,Proportion of the farming area under organic farming,,,Labastida/Bastida,%,Labastida/Bastida,3.4
2023,Proportion of the farming area under organic farming,,,Labastida/Bastida,%,Labastida/Bastida,3.8
2017,Proportion of the farming area under organic farming,,,Labastida/Bastida,%,Labastida/Bastida,3.2
2012,Proportion of the farming area under organic farming,,,Labastida/Bastida,%,Labastida/Bastida,3.4
2018,Proportion of the farming area under organic farming,,,Lagrán,%,Lagrán,2.2
2013,Proportion of the farming area under organic farming,,,Lagrán,%,Lagrán,1.5
2012,Proportion of the farming area under organic farming,,,Lagrán,%,Lagrán,0.0
2020,Proportion of the farming area under organic farming,,,Lagrán,%,Lagrán,4.9
2022,Proportion of the farming area under organic farming,,,Lagrán,%,Lagrán,0.0
2015,Proportion of the farming area under organic farming,,,Lagrán,%,Lagrán,1.8
2010,Proportion of the farming area under organic farming,,,Lagrán,%,Lagrán,0.0
2023,Proportion of the farming area under organic farming,,,Lagrán,%,Lagrán,0.0
2011,Proportion of the farming area under organic farming,,,Lagrán,%,Lagrán,0.0
2014,Proportion of the farming area under organic farming,,,Lagrán,%,Lagrán,1.7
2016,Proportion of the farming area under organic farming,,,Lagrán,%,Lagrán,1.8
2021,Proportion of the farming area under organic farming,,,Lagrán,%,Lagrán,1.0
2019,Proportion of the farming area under organic farming,,,Lagrán,%,Lagrán,1.5
2017,Proportion of the farming area under organic farming,,,Lagrán,%,Lagrán,1.8
2023,Proportion of the farming area under organic farming,,,Laguardia,%,Laguardia,7.1
2020,Proportion of the farming area under organic farming,,,Laguardia,%,Laguardia,5.4
2013,Proportion of the farming area under organic farming,,,Laguardia,%,Laguardia,3.0
2012,Proportion of the farming area under organic farming,,,Laguardia,%,Laguardia,1.6
2011,Proportion of the farming area under organic farming,,,Laguardia,%,Laguardia,0.4
2019,Proportion of the farming area under organic farming,,,Laguardia,%,Laguardia,5.5
2015,Proportion of the farming area under organic farming,,,Laguardia,%,Laguardia,3.5
2010,Proportion of the farming area under organic farming,,,Laguardia,%,Laguardia,0.2
2014,Proportion of the farming area under organic farming,,,Laguardia,%,Laguardia,3.4
2017,Proportion of the farming area under organic farming,,,Laguardia,%,Laguardia,3.9
2022,Proportion of the farming area under organic farming,,,Laguardia,%,Laguardia,6.8
2021,Proportion of the farming area under organic farming,,,Laguardia,%,Laguardia,6.1
2016,Proportion of the farming area under organic farming,,,Laguardia,%,Laguardia,3.8
2018,Proportion of the farming area under organic farming,,,Laguardia,%,Laguardia,3.8
2013,Proportion of the farming area under organic farming,,,Lanciego/Lantziego,%,Lanciego/Lantziego,3.3
2012,Proportion of the farming area under organic farming,,,Lanciego/Lantziego,%,Lanciego/Lantziego,2.9
2014,Proportion of the farming area under organic farming,,,Lanciego/Lantziego,%,Lanciego/Lantziego,3.4
2023,Proportion of the farming area under organic farming,,,Lanciego/Lantziego,%,Lanciego/Lantziego,6.8
2016,Proportion of the farming area under organic farming,,,Lanciego/Lantziego,%,Lanciego/Lantziego,3.6
2010,Proportion of the farming area under organic farming,,,Lanciego/Lantziego,%,Lanciego/Lantziego,1.8
2022,Proportion of the farming area under organic farming,,,Lanciego/Lantziego,%,Lanciego/Lantziego,5.5
2021,Proportion of the farming area under organic farming,,,Lanciego/Lantziego,%,Lanciego/Lantziego,4.9
2017,Proportion of the farming area under organic farming,,,Lanciego/Lantziego,%,Lanciego/Lantziego,3.6
2011,Proportion of the farming area under organic farming,,,Lanciego/Lantziego,%,Lanciego/Lantziego,1.9
2015,Proportion of the farming area under organic farming,,,Lanciego/Lantziego,%,Lanciego/Lantziego,3.6
2020,Proportion of the farming area under organic farming,,,Lanciego/Lantziego,%,Lanciego/Lantziego,4.7
2019,Proportion of the farming area under organic farming,,,Lanciego/Lantziego,%,Lanciego/Lantziego,4.3
2018,Proportion of the farming area under organic farming,,,Lanciego/Lantziego,%,Lanciego/Lantziego,3.8
2014,Proportion of the farming area under organic farming,,,Lanestosa,%,Lanestosa,0.0
2021,Proportion of the farming area under organic farming,,,Lanestosa,%,Lanestosa,0.0
2013,Proportion of the farming area under organic farming,,,Lanestosa,%,Lanestosa,0.0
2023,Proportion of the farming area under organic farming,,,Lanestosa,%,Lanestosa,0.0
2015,Proportion of the farming area under organic farming,,,Lanestosa,%,Lanestosa,0.0
2019,Proportion of the farming area under organic farming,,,Lanestosa,%,Lanestosa,0.0
2011,Proportion of the farming area under organic farming,,,Lanestosa,%,Lanestosa,0.0
2017,Proportion of the farming area under organic farming,,,Lanestosa,%,Lanestosa,0.0
2010,Proportion of the farming area under organic farming,,,Lanestosa,%,Lanestosa,0.0
2012,Proportion of the farming area under organic farming,,,Lanestosa,%,Lanestosa,0.0
2016,Proportion of the farming area under organic farming,,,Lanestosa,%,Lanestosa,0.0
2018,Proportion of the farming area under organic farming,,,Lanestosa,%,Lanestosa,0.0
2020,Proportion of the farming area under organic farming,,,Lanestosa,%,Lanestosa,0.0
2022,Proportion of the farming area under organic farming,,,Lanestosa,%,Lanestosa,0.0
2012,Proportion of the farming area under organic farming,,,Lantarón,%,Lantarón,1.0
2020,Proportion of the farming area under organic farming,,,Lantarón,%,Lantarón,2.8
2019,Proportion of the farming area under organic farming,,,Lantarón,%,Lantarón,2.3
2011,Proportion of the farming area under organic farming,,,Lantarón,%,Lantarón,0.8
2016,Proportion of the farming area under organic farming,,,Lantarón,%,Lantarón,2.0
2022,Proportion of the farming area under organic farming,,,Lantarón,%,Lantarón,3.1
2010,Proportion of the farming area under organic farming,,,Lantarón,%,Lantarón,1.0
2014,Proportion of the farming area under organic farming,,,Lantarón,%,Lantarón,1.1
2017,Proportion of the farming area under organic farming,,,Lantarón,%,Lantarón,3.0
2018,Proportion of the farming area under organic farming,,,Lantarón,%,Lantarón,2.3
2013,Proportion of the farming area under organic farming,,,Lantarón,%,Lantarón,1.1
2021,Proportion of the farming area under organic farming,,,Lantarón,%,Lantarón,3.1
2015,Proportion of the farming area under organic farming,,,Lantarón,%,Lantarón,1.2
2023,Proportion of the farming area under organic farming,,,Lantarón,%,Lantarón,4.0
2015,Proportion of the farming area under organic farming,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2021,Proportion of the farming area under organic farming,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.4
2023,Proportion of the farming area under organic farming,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.5
2020,Proportion of the farming area under organic farming,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.4
2014,Proportion of the farming area under organic farming,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2016,Proportion of the farming area under organic farming,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2019,Proportion of the farming area under organic farming,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2022,Proportion of the farming area under organic farming,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.3
2011,Proportion of the farming area under organic farming,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2010,Proportion of the farming area under organic farming,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2012,Proportion of the farming area under organic farming,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2013,Proportion of the farming area under organic farming,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2018,Proportion of the farming area under organic farming,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2017,Proportion of the farming area under organic farming,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2017,Proportion of the farming area under organic farming,,,Larrabetzu,%,Larrabetzu,3.4
2023,Proportion of the farming area under organic farming,,,Larrabetzu,%,Larrabetzu,8.7
2018,Proportion of the farming area under organic farming,,,Larrabetzu,%,Larrabetzu,3.3
2010,Proportion of the farming area under organic farming,,,Larrabetzu,%,Larrabetzu,0.6
2015,Proportion of the farming area under organic farming,,,Larrabetzu,%,Larrabetzu,3.4
2013,Proportion of the farming area under organic farming,,,Larrabetzu,%,Larrabetzu,0.8
2011,Proportion of the farming area under organic farming,,,Larrabetzu,%,Larrabetzu,0.7
2021,Proportion of the farming area under organic farming,,,Larrabetzu,%,Larrabetzu,10.1
2019,Proportion of the farming area under organic farming,,,Larrabetzu,%,Larrabetzu,4.0
2012,Proportion of the farming area under organic farming,,,Larrabetzu,%,Larrabetzu,0.8
2014,Proportion of the farming area under organic farming,,,Larrabetzu,%,Larrabetzu,0.9
2016,Proportion of the farming area under organic farming,,,Larrabetzu,%,Larrabetzu,3.7
2020,Proportion of the farming area under organic farming,,,Larrabetzu,%,Larrabetzu,9.1
2022,Proportion of the farming area under organic farming,,,Larrabetzu,%,Larrabetzu,10.5
2014,Proportion of the farming area under organic farming,,,Larraul,%,Larraul,0.0
2012,Proportion of the farming area under organic farming,,,Larraul,%,Larraul,0.0
2013,Proportion of the farming area under organic farming,,,Larraul,%,Larraul,0.0
2015,Proportion of the farming area under organic farming,,,Larraul,%,Larraul,0.0
2010,Proportion of the farming area under organic farming,,,Larraul,%,Larraul,0.0
2011,Proportion of the farming area under organic farming,,,Larraul,%,Larraul,0.0
2020,Proportion of the farming area under organic farming,,,Larraul,%,Larraul,0.0
