Year,Tipo de violencia,Territorio,Units,Value
2019,Todos los tipos de violencia,Belauntza,Por 10.000,0.0
2021,Todos los tipos de violencia,Orio,Por 10.000,26.4
2018,Todos los tipos de violencia,Munitibar-Arbatzegi Gerrikaitz,Por 10.000,0.0
2021,Todos los tipos de violencia,Zaldibar,Por 10.000,13.3
2018,Todos los tipos de violencia,Añana,Por 10.000,0.0
2020,Todos los tipos de violencia,Zalla,Por 10.000,56.1
2020,Todos los tipos de violencia,Erandio,Por 10.000,58.2
2018,Todos los tipos de violencia,Barrundia,Por 10.000,24.1
2018,Todos los tipos de violencia,Urduña/Orduña,Por 10.000,94.2
2021,Todos los tipos de violencia,Ziortza-Bolibar,Por 10.000,0.0
2018,Todos los tipos de violencia,Berastegi,Por 10.000,0.0
2018,Todos los tipos de violencia,Labastida/Bastida,Por 10.000,13.9
2020,Todos los tipos de violencia,Arrankudiaga-Zollo,Por 10.000,0.0
2018,Todos los tipos de violencia,Harana/Valle de Arana,Por 10.000,97.1
2019,Todos los tipos de violencia,Arratia Nerbioi / Arratia-Nervión,Por 10.000,42.1
2019,Todos los tipos de violencia,Sopuerta,Por 10.000,15.9
2020,Todos los tipos de violencia,Berrobi,Por 10.000,68.0
2019,Todos los tipos de violencia,Villabuena de Álava/Eskuernaga,Por 10.000,69.0
2022,Todos los tipos de violencia,Arratia Nerbioi / Arratia-Nervión,Por 10.000,538.6
2020,Todos los tipos de violencia,Mutiloa,Por 10.000,0.0
2018,Todos los tipos de violencia,Sopuerta,Por 10.000,8.0
2019,Todos los tipos de violencia,Orozko,Por 10.000,30.1
2020,Todos los tipos de violencia,Yécora/Iekora,Por 10.000,0.0
2018,Todos los tipos de violencia,Erandio,Por 10.000,68.8
2018,Todos los tipos de violencia,Mutriku,Por 10.000,26.6
2019,Todos los tipos de violencia,Bedia,Por 10.000,35.4
2019,Todos los tipos de violencia,Arrigorriaga,Por 10.000,30.9
2019,Todos los tipos de violencia,Abadiño,Por 10.000,33.6
2020,Todos los tipos de violencia,Baños de Ebro/Mañueta,Por 10.000,146.0
2021,Todos los tipos de violencia,Ispaster,Por 10.000,0.0
2020,Todos los tipos de violencia,Arrigorriaga,Por 10.000,66.6
2018,Todos los tipos de violencia,Sopela,Por 10.000,56.9
2020,Todos los tipos de violencia,Bakio,Por 10.000,66.8
2019,Todos los tipos de violencia,Plentzia,Por 10.000,53.5
2019,Todos los tipos de violencia,Kuartango,Por 10.000,65.4
2018,Todos los tipos de violencia,Arratzua-Ubarrundia,Por 10.000,21.3
2018,Todos los tipos de violencia,Zegama,Por 10.000,27.5
2022,Todos los tipos de violencia,Urola Kosta,Por 10.000,25.3
2019,Todos los tipos de violencia,Idiazabal,Por 10.000,8.5
2019,Todos los tipos de violencia,Sestao,Por 10.000,94.0
2019,Todos los tipos de violencia,Itsasondo,Por 10.000,82.6
2019,Todos los tipos de violencia,Orexa,Por 10.000,0.0
2021,Todos los tipos de violencia,Plentzia,Por 10.000,34.7
2020,Todos los tipos de violencia,Errenteria,Por 10.000,53.7
2021,Todos los tipos de violencia,Ibarra,Por 10.000,28.7
2019,Todos los tipos de violencia,Urola Kosta,Por 10.000,23.0
2021,Todos los tipos de violencia,Basauri,Por 10.000,36.7
2019,Todos los tipos de violencia,Beasain,Por 10.000,33.4
2021,Todos los tipos de violencia,Olaberria,Por 10.000,44.2
2019,Todos los tipos de violencia,Gamiz-Fika,Por 10.000,14.1
2018,Todos los tipos de violencia,Basauri,Por 10.000,34.1
2018,Todos los tipos de violencia,Albiztur,Por 10.000,0.0
2019,Todos los tipos de violencia,Berango,Por 10.000,29.5
2021,Todos los tipos de violencia,Ereño,Por 10.000,0.0
2018,Todos los tipos de violencia,Zestoa,Por 10.000,27.4
2020,Todos los tipos de violencia,Okondo,Por 10.000,194.7
2021,Todos los tipos de violencia,Bermeo,Por 10.000,57.4
2020,Todos los tipos de violencia,Murueta,Por 10.000,63.3
2018,Todos los tipos de violencia,Bermeo,Por 10.000,38.6
2021,Todos los tipos de violencia,Bilbo Handia / Gran Bilbao,Por 10.000,1.1
2020,Todos los tipos de violencia,Gorliz,Por 10.000,45.6
2019,Todos los tipos de violencia,Ereño,Por 10.000,0.0
2019,Todos los tipos de violencia,Berriatua,Por 10.000,0.0
2021,Todos los tipos de violencia,Sestao,Por 10.000,93.3
2020,Todos los tipos de violencia,Berriatua,Por 10.000,17.4
2018,Todos los tipos de violencia,Irura,Por 10.000,45.6
2021,Todos los tipos de violencia,Berriz,Por 10.000,8.8
2019,Todos los tipos de violencia,Loiu,Por 10.000,61.2
2018,Todos los tipos de violencia,Zizurkil,Por 10.000,52.9
2020,Todos los tipos de violencia,Tolosaldea,Por 10.000,38.7
2019,Todos los tipos de violencia,Erriberagoitia/Ribera Alta,Por 10.000,56.8
2018,Todos los tipos de violencia,Laudio/Llodio,Por 10.000,54.2
2018,Todos los tipos de violencia,Bilbo Handia / Gran Bilbao,Por 10.000,49.4
2020,Todos los tipos de violencia,Hernialde,Por 10.000,132.5
2021,Todos los tipos de violencia,Deba,Por 10.000,36.5
2021,Todos los tipos de violencia,Arakaldo,Por 10.000,0.0
2018,Todos los tipos de violencia,Ribera Baja/Erriberabeitia,Por 10.000,27.0
2021,Todos los tipos de violencia,Debabarrena / Bajo Deba,Por 10.000,73.5
2018,Todos los tipos de violencia,Bilbao,Por 10.000,53.6
2019,Todos los tipos de violencia,Oñati,Por 10.000,24.1
2018,Todos los tipos de violencia,Lezama,Por 10.000,40.6
2021,Todos los tipos de violencia,Amorebieta-Etxano,Por 10.000,34.8
2020,Todos los tipos de violencia,Hernani,Por 10.000,41.4
2019,Todos los tipos de violencia,Beizama,Por 10.000,0.0
2019,Todos los tipos de violencia,Hernani,Por 10.000,57.5
2019,Todos los tipos de violencia,Lemoa,Por 10.000,38.8
2019,Todos los tipos de violencia,Leintz-Gatzaga,Por 10.000,0.0
2018,Todos los tipos de violencia,Arakaldo,Por 10.000,0.0
2018,Todos los tipos de violencia,Karrantza Harana/Valle de Carranza,Por 10.000,59.2
2021,Todos los tipos de violencia,Amoroto,Por 10.000,0.0
2021,Todos los tipos de violencia,Bernedo,Por 10.000,0.0
2020,Todos los tipos de violencia,Artzentales,Por 10.000,30.0
2020,Todos los tipos de violencia,Artea,Por 10.000,27.9
2020,Todos los tipos de violencia,Ribera Baja/Erriberabeitia,Por 10.000,13.3
2018,Todos los tipos de violencia,Portugalete,Por 10.000,32.4
2018,Todos los tipos de violencia,Arantzazu,Por 10.000,0.0
2018,Todos los tipos de violencia,Leza,Por 10.000,0.0
2020,Todos los tipos de violencia,Sukarrieta,Por 10.000,0.0
2018,Todos los tipos de violencia,Zeanuri,Por 10.000,0.0
2019,Todos los tipos de violencia,Laukiz,Por 10.000,16.3
2020,Todos los tipos de violencia,Eibar,Por 10.000,58.2
2018,Todos los tipos de violencia,Sukarrieta,Por 10.000,0.0
2019,Todos los tipos de violencia,Laguardia,Por 10.000,27.7
2019,Todos los tipos de violencia,Berastegi,Por 10.000,0.0
2019,Todos los tipos de violencia,Zeberio,Por 10.000,37.2
2021,Todos los tipos de violencia,Zamudio,Por 10.000,117.9
2020,Todos los tipos de violencia,Orozko,Por 10.000,81.0
2019,Todos los tipos de violencia,Lanestosa,Por 10.000,0.0
2018,Todos los tipos de violencia,Dima,Por 10.000,0.0
2018,Todos los tipos de violencia,Bernedo,Por 10.000,0.0
2021,Todos los tipos de violencia,Donostia / San Sebastián,Por 10.000,47.5
2021,Todos los tipos de violencia,Izurtza,Por 10.000,0.0
2020,Todos los tipos de violencia,Durango,Por 10.000,35.0
2018,Todos los tipos de violencia,Arrankudiaga-Zollo,Por 10.000,98.4
2018,Todos los tipos de violencia,Ondarroa,Por 10.000,23.6
2019,Todos los tipos de violencia,Sondika,Por 10.000,38.2
2019,Todos los tipos de violencia,Elgoibar,Por 10.000,36.0
2021,Todos los tipos de violencia,Larrabetzu,Por 10.000,9.4
2020,Todos los tipos de violencia,Ea,Por 10.000,75.8
2021,Todos los tipos de violencia,Arratzua-Ubarrundia,Por 10.000,20.2
2018,Todos los tipos de violencia,Elgoibar,Por 10.000,25.7
2021,Todos los tipos de violencia,Añana,Por 10.000,0.0
2020,Todos los tipos de violencia,Muskiz,Por 10.000,108.4
2020,Todos los tipos de violencia,Alegría-Dulantzi,Por 10.000,59.2
2019,Todos los tipos de violencia,Etxebarri,Por 10.000,29.7
2018,Todos los tipos de violencia,Gorbeialdea / Estribaciones del Gorbea,Por 10.000,14.3
2021,Todos los tipos de violencia,Lapuebla de Labarca,Por 10.000,71.4
2021,Todos los tipos de violencia,Lezo,Por 10.000,75.1
2018,Todos los tipos de violencia,Durangaldea / Duranguesado,Por 10.000,37.4
2021,Todos los tipos de violencia,Valdegovía/Gaubea,Por 10.000,57.1
2018,Todos los tipos de violencia,Getaria,Por 10.000,28.3
2021,Todos los tipos de violencia,Gernika-Bermeo,Por 10.000,32.8
2019,Todos los tipos de violencia,Bidania-Goiatz,Por 10.000,0.0
2020,Todos los tipos de violencia,Gorbeialdea / Estribaciones del Gorbea,Por 10.000,291.5
2021,Todos los tipos de violencia,Gorbeialdea / Estribaciones del Gorbea,Por 10.000,287.6
2021,Todos los tipos de violencia,Elciego,Por 10.000,58.9
2021,Todos los tipos de violencia,Gabiria,Por 10.000,0.0
2020,Todos los tipos de violencia,Larrabetzu,Por 10.000,28.1
2018,Todos los tipos de violencia,Etxebarria,Por 10.000,0.0
2020,Todos los tipos de violencia,Basauri,Por 10.000,51.0
2020,Todos los tipos de violencia,Barrundia,Por 10.000,48.2
2021,Todos los tipos de violencia,Bakio,Por 10.000,92.9
2019,Todos los tipos de violencia,Bakio,Por 10.000,38.1
2019,Todos los tipos de violencia,Barakaldo,Por 10.000,58.5
2021,Todos los tipos de violencia,Andoain,Por 10.000,29.6
2019,Todos los tipos de violencia,Gernika-Bermeo,Por 10.000,49.5
2019,Todos los tipos de violencia,Harana/Valle de Arana,Por 10.000,0.0
2019,Todos los tipos de violencia,Barrika,Por 10.000,13.6
2021,Todos los tipos de violencia,Ezkio-Itsaso,Por 10.000,0.0
2019,Todos los tipos de violencia,Ezkio-Itsaso,Por 10.000,0.0
2020,Todos los tipos de violencia,Ereño,Por 10.000,0.0
2020,Todos los tipos de violencia,Ugao-Miraballes,Por 10.000,98.6
2018,Todos los tipos de violencia,Gernika-Bermeo,Por 10.000,41.5
2020,Todos los tipos de violencia,Ispaster,Por 10.000,0.0
2021,Todos los tipos de violencia,Ermua,Por 10.000,40.4
2019,Todos los tipos de violencia,Baños de Ebro/Mañueta,Por 10.000,0.0
2020,Todos los tipos de violencia,Meñaka,Por 10.000,0.0
2020,Todos los tipos de violencia,Leaburu,Por 10.000,0.0
2018,Todos los tipos de violencia,Elvillar/Bilar,Por 10.000,53.5
2019,Todos los tipos de violencia,Goierri,Por 10.000,28.4
2021,Todos los tipos de violencia,Fruiz,Por 10.000,0.0
2021,Todos los tipos de violencia,Zerain,Por 10.000,0.0
2018,Todos los tipos de violencia,Berango,Por 10.000,59.5
2019,Todos los tipos de violencia,Gizaburuaga,Por 10.000,103.1
2019,Todos los tipos de violencia,Galdakao,Por 10.000,48.3
2018,Todos los tipos de violencia,Fruiz,Por 10.000,36.2
2019,Todos los tipos de violencia,Arabako Mendialdea / Montaña Alavesa,Por 10.000,37.6
2020,Todos los tipos de violencia,Agurain/Salvatierra,Por 10.000,57.3
2020,Todos los tipos de violencia,Villabuena de Álava/Eskuernaga,Por 10.000,0.0
2021,Todos los tipos de violencia,Arabako Kantaurialdea / Cantábrica Alavesa,Por 10.000,8.6
2019,Todos los tipos de violencia,Hondarribia,Por 10.000,46.7
2019,Todos los tipos de violencia,Berriz,Por 10.000,25.7
2021,Todos los tipos de violencia,Arabako Mendialdea / Montaña Alavesa,Por 10.000,529.6
2020,Todos los tipos de violencia,Alonsotegi,Por 10.000,26.8
2021,Todos los tipos de violencia,Iurreta,Por 10.000,26.7
2021,Todos los tipos de violencia,Lazkao,Por 10.000,27.5
2019,Todos los tipos de violencia,Fruiz,Por 10.000,0.0
2019,Todos los tipos de violencia,Elvillar/Bilar,Por 10.000,54.6
2018,Todos los tipos de violencia,Berriatua,Por 10.000,122.8
2018,Todos los tipos de violencia,Ajangiz,Por 10.000,0.0
2020,Todos los tipos de violencia,Hondarribia,Por 10.000,32.7
2019,Todos los tipos de violencia,Ermua,Por 10.000,22.3
2019,Todos los tipos de violencia,Armiñón,Por 10.000,0.0
2020,Todos los tipos de violencia,Segura,Por 10.000,53.5
2020,Todos los tipos de violencia,Arabako Kantaurialdea / Cantábrica Alavesa,Por 10.000,6.8
2021,Todos los tipos de violencia,Getaria,Por 10.000,21.1
2018,Todos los tipos de violencia,Enkartazioak / Encartaciones,Por 10.000,37.3
2020,Todos los tipos de violencia,Bidasoa Beherea / Bajo Bidasoa,Por 10.000,1.4
2018,Todos los tipos de violencia,Donostia / San Sebastián,Por 10.000,46.4
2020,Todos los tipos de violencia,Arratzu,Por 10.000,0.0
2020,Todos los tipos de violencia,Galdames,Por 10.000,0.0
2021,Todos los tipos de violencia,Gatika,Por 10.000,0.0
2018,Todos los tipos de violencia,Eskoriatza,Por 10.000,9.9
2021,Todos los tipos de violencia,Gamiz-Fika,Por 10.000,0.0
2020,Todos los tipos de violencia,Garai,Por 10.000,0.0
2018,Todos los tipos de violencia,Gautegiz Arteaga,Por 10.000,0.0
2020,Todos los tipos de violencia,Elantxobe,Por 10.000,0.0
2018,Todos los tipos de violencia,Zierbena,Por 10.000,114.0
2020,Todos los tipos de violencia,Gabiria,Por 10.000,0.0
2021,Todos los tipos de violencia,Elantxobe,Por 10.000,0.0
2021,Todos los tipos de violencia,Eskoriatza,Por 10.000,77.8
2019,Todos los tipos de violencia,Garai,Por 10.000,0.0
2018,Todos los tipos de violencia,Etxebarri,Por 10.000,42.7
2018,Todos los tipos de violencia,Garai,Por 10.000,0.0
2019,Todos los tipos de violencia,Elgeta,Por 10.000,74.3
2021,Todos los tipos de violencia,Gorliz,Por 10.000,54.9
2021,Todos los tipos de violencia,Durangaldea / Duranguesado,Por 10.000,26.9
2022,Todos los tipos de violencia,Enkartazioak / Encartaciones,Por 10.000,486.1
2019,Todos los tipos de violencia,Enkartazioak / Encartaciones,Por 10.000,40.8
2021,Todos los tipos de violencia,Hernani,Por 10.000,62.0
2018,Todos los tipos de violencia,Alegría-Dulantzi,Por 10.000,66.7
2020,Todos los tipos de violencia,Durangaldea / Duranguesado,Por 10.000,15.6
2018,Todos los tipos de violencia,Villabuena de Álava/Eskuernaga,Por 10.000,130.7
2020,Todos los tipos de violencia,Elgeta,Por 10.000,0.0
2021,Todos los tipos de violencia,Etxebarri,Por 10.000,30.9
2019,Todos los tipos de violencia,Güeñes,Por 10.000,41.4
2019,Todos los tipos de violencia,Labastida/Bastida,Por 10.000,53.5
2018,Todos los tipos de violencia,Valdegovía/Gaubea,Por 10.000,0.0
2019,Todos los tipos de violencia,Eibar,Por 10.000,47.5
2020,Todos los tipos de violencia,Gernika-Lumo,Por 10.000,55.9
2021,Todos los tipos de violencia,Segura,Por 10.000,0.0
2021,Todos los tipos de violencia,Gernika-Lumo,Por 10.000,44.7
2018,Todos los tipos de violencia,Arratzu,Por 10.000,0.0
2019,Todos los tipos de violencia,Ea,Por 10.000,25.2
2019,Todos los tipos de violencia,Getaria,Por 10.000,14.1
2020,Todos los tipos de violencia,Gatika,Por 10.000,48.2
2020,Todos los tipos de violencia,Elduain,Por 10.000,166.7
2020,Todos los tipos de violencia,Urkabustaiz,Por 10.000,43.6
2021,Todos los tipos de violencia,Urkabustaiz,Por 10.000,0.0
2018,Todos los tipos de violencia,Gatika,Por 10.000,12.1
2020,Todos los tipos de violencia,Arabako Mendialdea / Montaña Alavesa,Por 10.000,481.8
2021,Todos los tipos de violencia,Ibarrangelu,Por 10.000,29.7
2018,Todos los tipos de violencia,Urkabustaiz,Por 10.000,0.0
2020,Todos los tipos de violencia,Getaria,Por 10.000,21.2
2021,Todos los tipos de violencia,Zeanuri,Por 10.000,64.1
2018,Todos los tipos de violencia,Ispaster,Por 10.000,29.1
2021,Todos los tipos de violencia,Dima,Por 10.000,28.1
2018,Todos los tipos de violencia,Idiazabal,Por 10.000,0.0
2020,Todos los tipos de violencia,Tolosa,Por 10.000,37.7
2022,Todos los tipos de violencia,Gernika-Bermeo,Por 10.000,35.3
2019,Todos los tipos de violencia,Donostialdea,Por 10.000,52.9
2020,Todos los tipos de violencia,Zierbena,Por 10.000,84.2
2019,Todos los tipos de violencia,Gordexola,Por 10.000,12.1
2020,Todos los tipos de violencia,Idiazabal,Por 10.000,25.8
2020,Todos los tipos de violencia,Zeberio,Por 10.000,55.9
2019,Todos los tipos de violencia,Berantevilla,Por 10.000,43.1
2018,Todos los tipos de violencia,Eibar,Por 10.000,47.8
2018,Todos los tipos de violencia,Gordexola,Por 10.000,0.0
2019,Todos los tipos de violencia,Tolosa,Por 10.000,32.1
2021,Todos los tipos de violencia,Zierbena,Por 10.000,85.5
2021,Todos los tipos de violencia,Zestoa,Por 10.000,22.3
2021,Todos los tipos de violencia,Lanestosa,Por 10.000,75.8
2019,Todos los tipos de violencia,Añana (comarca),Por 10.000,25.2
2021,Todos los tipos de violencia,Kripan,Por 10.000,0.0
2021,Todos los tipos de violencia,San Millán/Donemiliaga,Por 10.000,121.2
2019,Todos los tipos de violencia,Artea,Por 10.000,0.0
2020,Todos los tipos de violencia,Debagoiena / Alto Deba,Por 10.000,727.2
2021,Todos los tipos de violencia,Armiñón,Por 10.000,0.0
2018,Todos los tipos de violencia,Gorliz,Por 10.000,40.7
2022,Todos los tipos de violencia,Donostialdea,Por 10.000,8.2
2018,Todos los tipos de violencia,Alonsotegi,Por 10.000,26.8
2020,Todos los tipos de violencia,Amurrio,Por 10.000,36.0
2020,Todos los tipos de violencia,Karrantza Harana/Valle de Carranza,Por 10.000,96.2
2019,Todos los tipos de violencia,Amezketa,Por 10.000,22.9
2022,Todos los tipos de violencia,Debagoiena / Alto Deba,Por 10.000,727.2
2021,Todos los tipos de violencia,Karrantza Harana/Valle de Carranza,Por 10.000,59.9
2020,Todos los tipos de violencia,Armiñón,Por 10.000,0.0
2020,Todos los tipos de violencia,Irura,Por 10.000,69.1
2018,Todos los tipos de violencia,Debagoiena / Alto Deba,Por 10.000,29.0
2020,Todos los tipos de violencia,Amezketa,Por 10.000,22.5
2021,Todos los tipos de violencia,Getxo,Por 10.000,31.6
2021,Todos los tipos de violencia,Lemoa,Por 10.000,45.4
2020,Todos los tipos de violencia,Busturia,Por 10.000,60.3
2018,Todos los tipos de violencia,Moreda de Álava/Moreda Araba,Por 10.000,0.0
2019,Todos los tipos de violencia,Ibarra,Por 10.000,27.6
2018,Todos los tipos de violencia,Baños de Ebro/Mañueta,Por 10.000,0.0
2020,Todos los tipos de violencia,Zeanuri,Por 10.000,32.8
2021,Todos los tipos de violencia,Portugalete,Por 10.000,55.7
2021,Todos los tipos de violencia,Labastida/Bastida,Por 10.000,13.0
2020,Todos los tipos de violencia,Valdegovía/Gaubea,Por 10.000,40.2
2020,Todos los tipos de violencia,Elorrio,Por 10.000,15.8
2021,Todos los tipos de violencia,Alegría-Dulantzi,Por 10.000,52.4
2019,Todos los tipos de violencia,Arratzua-Ubarrundia,Por 10.000,21.4
2019,Todos los tipos de violencia,Araba/Álava,Por 10.000,50.6
2021,Todos los tipos de violencia,Araba/Álava,Por 10.000,47.3
2022,Todos los tipos de violencia,Araba/Álava,Por 10.000,45.4
2020,Todos los tipos de violencia,Araba/Álava,Por 10.000,45.4
2018,Todos los tipos de violencia,Araba/Álava,Por 10.000,47.4
2019,Todos los tipos de violencia,Bizkaia,Por 10.000,50.3
2018,Todos los tipos de violencia,Bizkaia,Por 10.000,49.5
2020,Todos los tipos de violencia,Bizkaia,Por 10.000,49.8
2022,Todos los tipos de violencia,Bizkaia,Por 10.000,49.8
2021,Todos los tipos de violencia,Bizkaia,Por 10.000,49.1
2019,Todos los tipos de violencia,Gipuzkoa,Por 10.000,45.8
2021,Todos los tipos de violencia,Gipuzkoa,Por 10.000,47.1
2020,Todos los tipos de violencia,Gipuzkoa,Por 10.000,42.2
2018,Todos los tipos de violencia,Gipuzkoa,Por 10.000,43.6
2022,Todos los tipos de violencia,Gipuzkoa,Por 10.000,42.2
2019,Violencia sexual,Getaria,Por 10.000,0.0
2020,Violencia sexual,Gabiria,Por 10.000,0.0
2019,Violencia sexual,Garai,Por 10.000,0.0
2021,Violencia sexual,Arabako Mendialdea / Montaña Alavesa,Por 10.000,0.0
2020,Violencia sexual,Villabuena de Álava/Eskuernaga,Por 10.000,0.0
2018,Violencia sexual,Gamiz-Fika,Por 10.000,0.0
2018,Violencia sexual,Ermua,Por 10.000,1.2
2019,Violencia sexual,Gamiz-Fika,Por 10.000,0.0
2019,Violencia sexual,Galdakao,Por 10.000,0.7
2018,Violencia sexual,Gabiria,Por 10.000,0.0
2019,Violencia sexual,Gabiria,Por 10.000,0.0
2019,Violencia sexual,Gaintza,Por 10.000,0.0
2020,Violencia sexual,Galdames,Por 10.000,0.0
2019,Violencia sexual,Ereño,Por 10.000,0.0
2020,Violencia sexual,Gaintza,Por 10.000,0.0
2018,Violencia sexual,Galdames,Por 10.000,0.0
2020,Violencia sexual,Arabako Mendialdea / Montaña Alavesa,Por 10.000,0.0
2019,Violencia sexual,Villabuena de Álava/Eskuernaga,Por 10.000,0.0
2018,Violencia sexual,Galdakao,Por 10.000,0.7
2018,Violencia sexual,Gaintza,Por 10.000,0.0
2019,Violencia sexual,Fruiz,Por 10.000,0.0
2018,Violencia sexual,Fruiz,Por 10.000,0.0
2020,Violencia sexual,Hondarribia,Por 10.000,7.0
2020,Violencia sexual,Fruiz,Por 10.000,0.0
2019,Violencia sexual,Ermua,Por 10.000,1.2
2018,Violencia sexual,Harana/Valle de Arana,Por 10.000,0.0
2020,Violencia sexual,Ermua,Por 10.000,0.0
2019,Violencia sexual,Ezkio-Itsaso,Por 10.000,34.0
2019,Violencia sexual,Harana/Valle de Arana,Por 10.000,0.0
2020,Violencia sexual,Galdakao,Por 10.000,2.7
2018,Violencia sexual,Barrundia,Por 10.000,0.0
2019,Violencia sexual,Hondarribia,Por 10.000,1.2
2018,Violencia sexual,Hondarribia,Por 10.000,7.0
2020,Violencia sexual,Ereño,Por 10.000,0.0
2018,Violencia sexual,Ereño,Por 10.000,0.0
2019,Violencia sexual,Armiñón,Por 10.000,0.0
2019,Violencia sexual,Galdames,Por 10.000,0.0
2020,Violencia sexual,Elorrio,Por 10.000,0.0
2019,Violencia sexual,Elorrio,Por 10.000,0.0
2018,Violencia sexual,Elorrio,Por 10.000,2.6
2018,Violencia sexual,Arabako Mendialdea / Montaña Alavesa,Por 10.000,0.0
2018,Violencia sexual,Ezkio-Itsaso,Por 10.000,0.0
2020,Violencia sexual,Ezkio-Itsaso,Por 10.000,0.0
2018,Violencia sexual,Labastida/Bastida,Por 10.000,13.4
2020,Violencia sexual,Harana/Valle de Arana,Por 10.000,0.0
2019,Violencia sexual,Elantxobe,Por 10.000,0.0
2020,Violencia sexual,Gamiz-Fika,Por 10.000,0.0
2018,Violencia sexual,Armiñón,Por 10.000,0.0
2018,Violencia sexual,Eskoriatza,Por 10.000,0.0
2020,Violencia sexual,Labastida/Bastida,Por 10.000,0.0
2020,Violencia sexual,Eskoriatza,Por 10.000,4.9
2018,Violencia sexual,Etxebarria,Por 10.000,0.0
2020,Violencia sexual,Etxebarria,Por 10.000,0.0
2019,Violencia sexual,Etxebarria,Por 10.000,0.0
2019,Violencia sexual,Eskoriatza,Por 10.000,0.0
2020,Violencia sexual,Valdegovía/Gaubea,Por 10.000,0.0
2021,Violencia sexual,Durangaldea / Duranguesado,Por 10.000,4.2
2018,Violencia sexual,Durangaldea / Duranguesado,Por 10.000,2.8
2020,Violencia sexual,Garai,Por 10.000,0.0
2020,Violencia sexual,Barrundia,Por 10.000,0.0
2019,Violencia sexual,Durangaldea / Duranguesado,Por 10.000,1.6
2018,Violencia sexual,Legutio,Por 10.000,0.0
2019,Violencia sexual,Labastida/Bastida,Por 10.000,0.0
2018,Violencia sexual,Etxebarri,Por 10.000,0.0
2018,Violencia sexual,Valdegovía/Gaubea,Por 10.000,0.0
2018,Violencia sexual,Villabuena de Álava/Eskuernaga,Por 10.000,0.0
2021,Violencia sexual,Enkartazioak / Encartaciones,Por 10.000,2.5
2019,Violencia sexual,Amurrio,Por 10.000,0.0
2020,Violencia sexual,Armiñón,Por 10.000,0.0
2020,Violencia sexual,Elgeta,Por 10.000,0.0
2018,Violencia sexual,Elgeta,Por 10.000,0.0
2020,Violencia sexual,Etxebarri,Por 10.000,1.7
2018,Violencia sexual,Elgoibar,Por 10.000,3.4
2019,Violencia sexual,Ea,Por 10.000,0.0
2018,Violencia sexual,Ea,Por 10.000,0.0
2018,Violencia sexual,Urkabustaiz,Por 10.000,0.0
2019,Violencia sexual,Durango,Por 10.000,3.2
2018,Violencia sexual,Durango,Por 10.000,3.3
2020,Violencia sexual,Durango,Por 10.000,4.5
2020,Violencia sexual,Elgoibar,Por 10.000,0.0
2018,Violencia sexual,Elduain,Por 10.000,0.0
2020,Violencia sexual,Dima,Por 10.000,0.0
2019,Violencia sexual,Elduain,Por 10.000,0.0
2018,Violencia sexual,Dima,Por 10.000,0.0
2019,Violencia sexual,Dima,Por 10.000,0.0
2020,Violencia sexual,Gatika,Por 10.000,0.0
2020,Violencia sexual,Urkabustaiz,Por 10.000,0.0
2019,Violencia sexual,Barrundia,Por 10.000,0.0
2021,Violencia sexual,Donostialdea,Por 10.000,5.0
2019,Violencia sexual,Iruraiz-Gauna,Por 10.000,0.0
2019,Violencia sexual,Urkabustaiz,Por 10.000,0.0
2019,Violencia sexual,Zeberio,Por 10.000,0.0
2018,Violencia sexual,Zeberio,Por 10.000,0.0
2020,Violencia sexual,Elduain,Por 10.000,0.0
2019,Violencia sexual,Eibar,Por 10.000,2.8
2019,Violencia sexual,Zeanuri,Por 10.000,0.0
2018,Violencia sexual,Zeanuri,Por 10.000,16.6
2018,Violencia sexual,Iruraiz-Gauna,Por 10.000,0.0
2020,Violencia sexual,Zeanuri,Por 10.000,16.0
2018,Violencia sexual,Artea,Por 10.000,0.0
2020,Violencia sexual,Iruraiz-Gauna,Por 10.000,0.0
2020,Violencia sexual,Eibar,Por 10.000,6.4
2019,Violencia sexual,Artea,Por 10.000,0.0
2020,Violencia sexual,Baños de Ebro/Mañueta,Por 10.000,0.0
2018,Violencia sexual,Eibar,Por 10.000,2.8
2021,Violencia sexual,Debagoiena / Alto Deba,Por 10.000,3.2
2020,Violencia sexual,Karrantza Harana/Valle de Carranza,Por 10.000,0.0
2019,Violencia sexual,Debagoiena / Alto Deba,Por 10.000,2.2
2018,Violencia sexual,Karrantza Harana/Valle de Carranza,Por 10.000,0.0
2019,Violencia sexual,Karrantza Harana/Valle de Carranza,Por 10.000,0.0
2020,Violencia sexual,Debagoiena / Alto Deba,Por 10.000,6.3
2020,Violencia sexual,Gorliz,Por 10.000,0.0
2019,Violencia sexual,Busturia,Por 10.000,0.0
2018,Violencia sexual,Busturia,Por 10.000,0.0
2018,Violencia sexual,Gorliz,Por 10.000,16.6
2020,Violencia sexual,San Millán/Donemiliaga,Por 10.000,60.6
2018,Violencia sexual,Debagoiena / Alto Deba,Por 10.000,2.2
2019,Violencia sexual,San Millán/Donemiliaga,Por 10.000,0.0
2019,Violencia sexual,Bilbao,Por 10.000,3.5
2020,Violencia sexual,Getxo,Por 10.000,1.5
2018,Violencia sexual,Bilbao,Por 10.000,5.6
2020,Violencia sexual,Samaniego,Por 10.000,0.0
2018,Violencia sexual,Baños de Ebro/Mañueta,Por 10.000,0.0
