Year,Series,Province,County,Municipality,Units,GeoCode,Value
2018,EU_XPD_LOCALGBPC,,,Lanestosa,%,Lanestosa,98.67
2020,EU_XPD_LOCALGBPC,,,Lanestosa,%,Lanestosa,70.26
2022,EU_XPD_LOCALGBPC,,,Lanestosa,%,Lanestosa,145.0
2019,EU_XPD_LOCALGBPC,,,Lanestosa,%,Lanestosa,129.27
2012,EU_XPD_LOCALGBPC,,,Lantarón,%,Lantarón,169.38
2015,EU_XPD_LOCALGBPC,,,Lantarón,%,Lantarón,85.55
2013,EU_XPD_LOCALGBPC,,,Lantarón,%,Lantarón,166.71
2011,EU_XPD_LOCALGBPC,,,Lantarón,%,Lantarón,41.12
2020,EU_XPD_LOCALGBPC,,,Lantarón,%,Lantarón,97.31
2016,EU_XPD_LOCALGBPC,,,Lantarón,%,Lantarón,82.0
2019,EU_XPD_LOCALGBPC,,,Lantarón,%,Lantarón,95.77
2017,EU_XPD_LOCALGBPC,,,Lantarón,%,Lantarón,107.15
2021,EU_XPD_LOCALGBPC,,,Lantarón,%,Lantarón,94.71
2010,EU_XPD_LOCALGBPC,,,Lantarón,%,Lantarón,68.86
2014,EU_XPD_LOCALGBPC,,,Lantarón,%,Lantarón,97.8
2018,EU_XPD_LOCALGBPC,,,Lantarón,%,Lantarón,80.13
2022,EU_XPD_LOCALGBPC,,,Lantarón,%,Lantarón,139.14
2017,EU_XPD_LOCALGBPC,,,Lapuebla de Labarca,%,Lapuebla de Labarca,108.88
2013,EU_XPD_LOCALGBPC,,,Lapuebla de Labarca,%,Lapuebla de Labarca,42.34
2014,EU_XPD_LOCALGBPC,,,Lapuebla de Labarca,%,Lapuebla de Labarca,95.04
2010,EU_XPD_LOCALGBPC,,,Lapuebla de Labarca,%,Lapuebla de Labarca,80.59
2020,EU_XPD_LOCALGBPC,,,Lapuebla de Labarca,%,Lapuebla de Labarca,51.43
2012,EU_XPD_LOCALGBPC,,,Lapuebla de Labarca,%,Lapuebla de Labarca,50.72
2011,EU_XPD_LOCALGBPC,,,Lapuebla de Labarca,%,Lapuebla de Labarca,84.68
2021,EU_XPD_LOCALGBPC,,,Lapuebla de Labarca,%,Lapuebla de Labarca,163.24
2016,EU_XPD_LOCALGBPC,,,Lapuebla de Labarca,%,Lapuebla de Labarca,64.97
2015,EU_XPD_LOCALGBPC,,,Lapuebla de Labarca,%,Lapuebla de Labarca,124.51
2018,EU_XPD_LOCALGBPC,,,Lapuebla de Labarca,%,Lapuebla de Labarca,50.37
2019,EU_XPD_LOCALGBPC,,,Lapuebla de Labarca,%,Lapuebla de Labarca,65.44
2022,EU_XPD_LOCALGBPC,,,Lapuebla de Labarca,%,Lapuebla de Labarca,59.23
2015,EU_XPD_LOCALGBPC,,,Larrabetzu,%,Larrabetzu,132.0
2012,EU_XPD_LOCALGBPC,,,Larrabetzu,%,Larrabetzu,114.29
2016,EU_XPD_LOCALGBPC,,,Larrabetzu,%,Larrabetzu,113.45
2019,EU_XPD_LOCALGBPC,,,Larrabetzu,%,Larrabetzu,105.75
2018,EU_XPD_LOCALGBPC,,,Larrabetzu,%,Larrabetzu,93.36
2022,EU_XPD_LOCALGBPC,,,Larrabetzu,%,Larrabetzu,80.52
2014,EU_XPD_LOCALGBPC,,,Larrabetzu,%,Larrabetzu,111.95
2010,EU_XPD_LOCALGBPC,,,Larrabetzu,%,Larrabetzu,97.38
2020,EU_XPD_LOCALGBPC,,,Larrabetzu,%,Larrabetzu,109.42
2011,EU_XPD_LOCALGBPC,,,Larrabetzu,%,Larrabetzu,79.52
2013,EU_XPD_LOCALGBPC,,,Larrabetzu,%,Larrabetzu,105.58
2017,EU_XPD_LOCALGBPC,,,Larrabetzu,%,Larrabetzu,104.16
2021,EU_XPD_LOCALGBPC,,,Larrabetzu,%,Larrabetzu,102.02
2011,EU_XPD_LOCALGBPC,,,Larraul,%,Larraul,46.45
2015,EU_XPD_LOCALGBPC,,,Larraul,%,Larraul,87.97
2020,EU_XPD_LOCALGBPC,,,Larraul,%,Larraul,87.58
2018,EU_XPD_LOCALGBPC,,,Larraul,%,Larraul,121.77
2022,EU_XPD_LOCALGBPC,,,Larraul,%,Larraul,106.92
2010,EU_XPD_LOCALGBPC,,,Larraul,%,Larraul,98.55
2014,EU_XPD_LOCALGBPC,,,Larraul,%,Larraul,91.32
2012,EU_XPD_LOCALGBPC,,,Larraul,%,Larraul,42.66
2017,EU_XPD_LOCALGBPC,,,Larraul,%,Larraul,77.25
2019,EU_XPD_LOCALGBPC,,,Larraul,%,Larraul,112.58
2016,EU_XPD_LOCALGBPC,,,Larraul,%,Larraul,110.62
2013,EU_XPD_LOCALGBPC,,,Larraul,%,Larraul,105.86
2021,EU_XPD_LOCALGBPC,,,Larraul,%,Larraul,112.96
2017,EU_XPD_LOCALGBPC,,,Lasarte-Oria,%,Lasarte-Oria,91.64
2016,EU_XPD_LOCALGBPC,,,Lasarte-Oria,%,Lasarte-Oria,87.37
2021,EU_XPD_LOCALGBPC,,,Lasarte-Oria,%,Lasarte-Oria,53.95
2020,EU_XPD_LOCALGBPC,,,Lasarte-Oria,%,Lasarte-Oria,72.71
2013,EU_XPD_LOCALGBPC,,,Lasarte-Oria,%,Lasarte-Oria,83.52
2012,EU_XPD_LOCALGBPC,,,Lasarte-Oria,%,Lasarte-Oria,94.56
2010,EU_XPD_LOCALGBPC,,,Lasarte-Oria,%,Lasarte-Oria,71.18
2011,EU_XPD_LOCALGBPC,,,Lasarte-Oria,%,Lasarte-Oria,64.57
2014,EU_XPD_LOCALGBPC,,,Lasarte-Oria,%,Lasarte-Oria,79.13
2015,EU_XPD_LOCALGBPC,,,Lasarte-Oria,%,Lasarte-Oria,91.59
2018,EU_XPD_LOCALGBPC,,,Lasarte-Oria,%,Lasarte-Oria,82.5
2019,EU_XPD_LOCALGBPC,,,Lasarte-Oria,%,Lasarte-Oria,98.57
2022,EU_XPD_LOCALGBPC,,,Lasarte-Oria,%,Lasarte-Oria,52.96
2022,EU_XPD_LOCALGBPC,,,Laudio/Llodio,%,Laudio/Llodio,105.08
2015,EU_XPD_LOCALGBPC,,,Laudio/Llodio,%,Laudio/Llodio,105.93
2019,EU_XPD_LOCALGBPC,,,Laudio/Llodio,%,Laudio/Llodio,111.98
2020,EU_XPD_LOCALGBPC,,,Laudio/Llodio,%,Laudio/Llodio,106.52
2013,EU_XPD_LOCALGBPC,,,Laudio/Llodio,%,Laudio/Llodio,102.64
2011,EU_XPD_LOCALGBPC,,,Laudio/Llodio,%,Laudio/Llodio,118.63
2012,EU_XPD_LOCALGBPC,,,Laudio/Llodio,%,Laudio/Llodio,99.82
2014,EU_XPD_LOCALGBPC,,,Laudio/Llodio,%,Laudio/Llodio,101.98
2016,EU_XPD_LOCALGBPC,,,Laudio/Llodio,%,Laudio/Llodio,107.41
2018,EU_XPD_LOCALGBPC,,,Laudio/Llodio,%,Laudio/Llodio,109.49
2017,EU_XPD_LOCALGBPC,,,Laudio/Llodio,%,Laudio/Llodio,103.07
2021,EU_XPD_LOCALGBPC,,,Laudio/Llodio,%,Laudio/Llodio,92.22
2010,EU_XPD_LOCALGBPC,,,Laudio/Llodio,%,Laudio/Llodio,127.11
2018,EU_XPD_LOCALGBPC,,,Laukiz,%,Laukiz,91.64
2010,EU_XPD_LOCALGBPC,,,Laukiz,%,Laukiz,112.02
2013,EU_XPD_LOCALGBPC,,,Laukiz,%,Laukiz,96.35
2011,EU_XPD_LOCALGBPC,,,Laukiz,%,Laukiz,101.53
2021,EU_XPD_LOCALGBPC,,,Laukiz,%,Laukiz,91.36
2017,EU_XPD_LOCALGBPC,,,Laukiz,%,Laukiz,96.26
2019,EU_XPD_LOCALGBPC,,,Laukiz,%,Laukiz,95.82
2015,EU_XPD_LOCALGBPC,,,Laukiz,%,Laukiz,100.99
2012,EU_XPD_LOCALGBPC,,,Laukiz,%,Laukiz,101.71
2014,EU_XPD_LOCALGBPC,,,Laukiz,%,Laukiz,105.32
2016,EU_XPD_LOCALGBPC,,,Laukiz,%,Laukiz,92.79
2020,EU_XPD_LOCALGBPC,,,Laukiz,%,Laukiz,88.63
2022,EU_XPD_LOCALGBPC,,,Laukiz,%,Laukiz,84.08
2011,EU_XPD_LOCALGBPC,,,Lazkao,%,Lazkao,173.19
2020,EU_XPD_LOCALGBPC,,,Lazkao,%,Lazkao,85.07
2017,EU_XPD_LOCALGBPC,,,Lazkao,%,Lazkao,105.4
2016,EU_XPD_LOCALGBPC,,,Lazkao,%,Lazkao,88.71
2012,EU_XPD_LOCALGBPC,,,Lazkao,%,Lazkao,90.01
2013,EU_XPD_LOCALGBPC,,,Lazkao,%,Lazkao,103.27
2021,EU_XPD_LOCALGBPC,,,Lazkao,%,Lazkao,95.22
2015,EU_XPD_LOCALGBPC,,,Lazkao,%,Lazkao,86.96
2010,EU_XPD_LOCALGBPC,,,Lazkao,%,Lazkao,125.6
2018,EU_XPD_LOCALGBPC,,,Lazkao,%,Lazkao,136.31
2014,EU_XPD_LOCALGBPC,,,Lazkao,%,Lazkao,125.24
2019,EU_XPD_LOCALGBPC,,,Lazkao,%,Lazkao,99.11
2022,EU_XPD_LOCALGBPC,,,Lazkao,%,Lazkao,92.31
2016,EU_XPD_LOCALGBPC,,,Leaburu,%,Leaburu,118.16
2020,EU_XPD_LOCALGBPC,,,Leaburu,%,Leaburu,147.04
2013,EU_XPD_LOCALGBPC,,,Leaburu,%,Leaburu,110.87
2012,EU_XPD_LOCALGBPC,,,Leaburu,%,Leaburu,97.44
2021,EU_XPD_LOCALGBPC,,,Leaburu,%,Leaburu,115.69
2019,EU_XPD_LOCALGBPC,,,Leaburu,%,Leaburu,100.68
2018,EU_XPD_LOCALGBPC,,,Leaburu,%,Leaburu,184.72
2011,EU_XPD_LOCALGBPC,,,Leaburu,%,Leaburu,194.67
2014,EU_XPD_LOCALGBPC,,,Leaburu,%,Leaburu,111.23
2010,EU_XPD_LOCALGBPC,,,Leaburu,%,Leaburu,154.89
2017,EU_XPD_LOCALGBPC,,,Leaburu,%,Leaburu,50.76
2015,EU_XPD_LOCALGBPC,,,Leaburu,%,Leaburu,123.59
2022,EU_XPD_LOCALGBPC,,,Leaburu,%,Leaburu,158.35
2017,EU_XPD_LOCALGBPC,,,Legazpi,%,Legazpi,104.31
2018,EU_XPD_LOCALGBPC,,,Legazpi,%,Legazpi,101.01
2013,EU_XPD_LOCALGBPC,,,Legazpi,%,Legazpi,102.33
2014,EU_XPD_LOCALGBPC,,,Legazpi,%,Legazpi,85.71
2021,EU_XPD_LOCALGBPC,,,Legazpi,%,Legazpi,95.45
2016,EU_XPD_LOCALGBPC,,,Legazpi,%,Legazpi,95.32
2019,EU_XPD_LOCALGBPC,,,Legazpi,%,Legazpi,102.28
2015,EU_XPD_LOCALGBPC,,,Legazpi,%,Legazpi,102.68
2011,EU_XPD_LOCALGBPC,,,Legazpi,%,Legazpi,116.98
2012,EU_XPD_LOCALGBPC,,,Legazpi,%,Legazpi,98.9
2010,EU_XPD_LOCALGBPC,,,Legazpi,%,Legazpi,118.39
2020,EU_XPD_LOCALGBPC,,,Legazpi,%,Legazpi,96.8
2022,EU_XPD_LOCALGBPC,,,Legazpi,%,Legazpi,107.52
2018,EU_XPD_LOCALGBPC,,,Legorreta,%,Legorreta,121.5
2022,EU_XPD_LOCALGBPC,,,Legorreta,%,Legorreta,104.68
2010,EU_XPD_LOCALGBPC,,,Legorreta,%,Legorreta,113.83
2011,EU_XPD_LOCALGBPC,,,Legorreta,%,Legorreta,102.55
2014,EU_XPD_LOCALGBPC,,,Legorreta,%,Legorreta,103.48
2012,EU_XPD_LOCALGBPC,,,Legorreta,%,Legorreta,97.73
2013,EU_XPD_LOCALGBPC,,,Legorreta,%,Legorreta,96.6
2016,EU_XPD_LOCALGBPC,,,Legorreta,%,Legorreta,115.82
2015,EU_XPD_LOCALGBPC,,,Legorreta,%,Legorreta,141.01
2020,EU_XPD_LOCALGBPC,,,Legorreta,%,Legorreta,87.73
2021,EU_XPD_LOCALGBPC,,,Legorreta,%,Legorreta,98.66
2017,EU_XPD_LOCALGBPC,,,Legorreta,%,Legorreta,105.9
2019,EU_XPD_LOCALGBPC,,,Legorreta,%,Legorreta,113.18
2022,EU_XPD_LOCALGBPC,,,Legutio,%,Legutio,94.22
2013,EU_XPD_LOCALGBPC,,,Legutio,%,Legutio,112.15
2017,EU_XPD_LOCALGBPC,,,Legutio,%,Legutio,106.87
2010,EU_XPD_LOCALGBPC,,,Legutio,%,Legutio,106.25
2012,EU_XPD_LOCALGBPC,,,Legutio,%,Legutio,90.46
2018,EU_XPD_LOCALGBPC,,,Legutio,%,Legutio,86.02
2020,EU_XPD_LOCALGBPC,,,Legutio,%,Legutio,74.57
2014,EU_XPD_LOCALGBPC,,,Legutio,%,Legutio,104.14
2019,EU_XPD_LOCALGBPC,,,Legutio,%,Legutio,90.16
2011,EU_XPD_LOCALGBPC,,,Legutio,%,Legutio,104.9
2016,EU_XPD_LOCALGBPC,,,Legutio,%,Legutio,94.44
2021,EU_XPD_LOCALGBPC,,,Legutio,%,Legutio,73.57
2015,EU_XPD_LOCALGBPC,,,Legutio,%,Legutio,109.19
2021,EU_XPD_LOCALGBPC,,,Leintz-Gatzaga,%,Leintz-Gatzaga,94.79
2022,EU_XPD_LOCALGBPC,,,Leintz-Gatzaga,%,Leintz-Gatzaga,93.25
2013,EU_XPD_LOCALGBPC,,,Leintz-Gatzaga,%,Leintz-Gatzaga,100.82
2014,EU_XPD_LOCALGBPC,,,Leintz-Gatzaga,%,Leintz-Gatzaga,115.18
2017,EU_XPD_LOCALGBPC,,,Leintz-Gatzaga,%,Leintz-Gatzaga,94.45
2010,EU_XPD_LOCALGBPC,,,Leintz-Gatzaga,%,Leintz-Gatzaga,142.89
2018,EU_XPD_LOCALGBPC,,,Leintz-Gatzaga,%,Leintz-Gatzaga,129.39
2011,EU_XPD_LOCALGBPC,,,Leintz-Gatzaga,%,Leintz-Gatzaga,199.54
2020,EU_XPD_LOCALGBPC,,,Leintz-Gatzaga,%,Leintz-Gatzaga,95.72
2012,EU_XPD_LOCALGBPC,,,Leintz-Gatzaga,%,Leintz-Gatzaga,91.39
2015,EU_XPD_LOCALGBPC,,,Leintz-Gatzaga,%,Leintz-Gatzaga,142.35
2016,EU_XPD_LOCALGBPC,,,Leintz-Gatzaga,%,Leintz-Gatzaga,139.98
2019,EU_XPD_LOCALGBPC,,,Leintz-Gatzaga,%,Leintz-Gatzaga,111.55
2011,EU_XPD_LOCALGBPC,,,Leioa,%,Leioa,110.81
2010,EU_XPD_LOCALGBPC,,,Leioa,%,Leioa,129.27
2020,EU_XPD_LOCALGBPC,,,Leioa,%,Leioa,86.37
2014,EU_XPD_LOCALGBPC,,,Leioa,%,Leioa,97.04
2012,EU_XPD_LOCALGBPC,,,Leioa,%,Leioa,110.31
2022,EU_XPD_LOCALGBPC,,,Leioa,%,Leioa,95.98
2016,EU_XPD_LOCALGBPC,,,Leioa,%,Leioa,99.22
2018,EU_XPD_LOCALGBPC,,,Leioa,%,Leioa,92.09
2013,EU_XPD_LOCALGBPC,,,Leioa,%,Leioa,102.58
2015,EU_XPD_LOCALGBPC,,,Leioa,%,Leioa,97.87
2017,EU_XPD_LOCALGBPC,,,Leioa,%,Leioa,90.19
2019,EU_XPD_LOCALGBPC,,,Leioa,%,Leioa,98.25
2021,EU_XPD_LOCALGBPC,,,Leioa,%,Leioa,98.6
2017,EU_XPD_LOCALGBPC,,,Lekeitio,%,Lekeitio,104.4
2013,EU_XPD_LOCALGBPC,,,Lekeitio,%,Lekeitio,98.19
2015,EU_XPD_LOCALGBPC,,,Lekeitio,%,Lekeitio,94.67
2012,EU_XPD_LOCALGBPC,,,Lekeitio,%,Lekeitio,95.13
2021,EU_XPD_LOCALGBPC,,,Lekeitio,%,Lekeitio,103.35
2011,EU_XPD_LOCALGBPC,,,Lekeitio,%,Lekeitio,124.75
2019,EU_XPD_LOCALGBPC,,,Lekeitio,%,Lekeitio,123.3
2010,EU_XPD_LOCALGBPC,,,Lekeitio,%,Lekeitio,112.1
2014,EU_XPD_LOCALGBPC,,,Lekeitio,%,Lekeitio,106.53
2016,EU_XPD_LOCALGBPC,,,Lekeitio,%,Lekeitio,101.37
2018,EU_XPD_LOCALGBPC,,,Lekeitio,%,Lekeitio,110.74
2022,EU_XPD_LOCALGBPC,,,Lekeitio,%,Lekeitio,110.18
2020,EU_XPD_LOCALGBPC,,,Lekeitio,%,Lekeitio,95.1
2011,EU_XPD_LOCALGBPC,,,Lemoa,%,Lemoa,79.17
2019,EU_XPD_LOCALGBPC,,,Lemoa,%,Lemoa,114.44
2013,EU_XPD_LOCALGBPC,,,Lemoa,%,Lemoa,113.89
2014,EU_XPD_LOCALGBPC,,,Lemoa,%,Lemoa,106.41
2015,EU_XPD_LOCALGBPC,,,Lemoa,%,Lemoa,86.41
2017,EU_XPD_LOCALGBPC,,,Lemoa,%,Lemoa,97.03
2021,EU_XPD_LOCALGBPC,,,Lemoa,%,Lemoa,116.25
2010,EU_XPD_LOCALGBPC,,,Lemoa,%,Lemoa,79.57
2012,EU_XPD_LOCALGBPC,,,Lemoa,%,Lemoa,103.03
2016,EU_XPD_LOCALGBPC,,,Lemoa,%,Lemoa,96.18
2018,EU_XPD_LOCALGBPC,,,Lemoa,%,Lemoa,102.81
2020,EU_XPD_LOCALGBPC,,,Lemoa,%,Lemoa,92.1
2022,EU_XPD_LOCALGBPC,,,Lemoa,%,Lemoa,109.55
2015,EU_XPD_LOCALGBPC,,,Lemoiz,%,Lemoiz,99.28
2022,EU_XPD_LOCALGBPC,,,Lemoiz,%,Lemoiz,95.12
2014,EU_XPD_LOCALGBPC,,,Lemoiz,%,Lemoiz,111.38
2018,EU_XPD_LOCALGBPC,,,Lemoiz,%,Lemoiz,84.21
2020,EU_XPD_LOCALGBPC,,,Lemoiz,%,Lemoiz,79.22
2010,EU_XPD_LOCALGBPC,,,Lemoiz,%,Lemoiz,71.18
2012,EU_XPD_LOCALGBPC,,,Lemoiz,%,Lemoiz,106.65
2016,EU_XPD_LOCALGBPC,,,Lemoiz,%,Lemoiz,95.86
2011,EU_XPD_LOCALGBPC,,,Lemoiz,%,Lemoiz,98.16
2013,EU_XPD_LOCALGBPC,,,Lemoiz,%,Lemoiz,112.95
2017,EU_XPD_LOCALGBPC,,,Lemoiz,%,Lemoiz,110.83
2019,EU_XPD_LOCALGBPC,,,Lemoiz,%,Lemoiz,101.6
2021,EU_XPD_LOCALGBPC,,,Lemoiz,%,Lemoiz,94.15
2014,EU_XPD_LOCALGBPC,,,Leza,%,Leza,98.86
2020,EU_XPD_LOCALGBPC,,,Leza,%,Leza,85.34
2016,EU_XPD_LOCALGBPC,,,Leza,%,Leza,68.22
2010,EU_XPD_LOCALGBPC,,,Leza,%,Leza,224.68
2012,EU_XPD_LOCALGBPC,,,Leza,%,Leza,81.6
2018,EU_XPD_LOCALGBPC,,,Leza,%,Leza,104.63
2015,EU_XPD_LOCALGBPC,,,Leza,%,Leza,88.5
2011,EU_XPD_LOCALGBPC,,,Leza,%,Leza,123.54
2013,EU_XPD_LOCALGBPC,,,Leza,%,Leza,99.75
2022,EU_XPD_LOCALGBPC,,,Leza,%,Leza,137.39
2017,EU_XPD_LOCALGBPC,,,Leza,%,Leza,65.13
2019,EU_XPD_LOCALGBPC,,,Leza,%,Leza,63.75
2021,EU_XPD_LOCALGBPC,,,Leza,%,Leza,125.33
2019,EU_XPD_LOCALGBPC,,,Lezama,%,Lezama,101.6
2021,EU_XPD_LOCALGBPC,,,Lezama,%,Lezama,110.61
2011,EU_XPD_LOCALGBPC,,,Lezama,%,Lezama,178.46
2013,EU_XPD_LOCALGBPC,,,Lezama,%,Lezama,93.1
2017,EU_XPD_LOCALGBPC,,,Lezama,%,Lezama,97.56
2012,EU_XPD_LOCALGBPC,,,Lezama,%,Lezama,123.7
2014,EU_XPD_LOCALGBPC,,,Lezama,%,Lezama,121.93
2016,EU_XPD_LOCALGBPC,,,Lezama,%,Lezama,98.43
2020,EU_XPD_LOCALGBPC,,,Lezama,%,Lezama,88.84
2022,EU_XPD_LOCALGBPC,,,Lezama,%,Lezama,137.84
2015,EU_XPD_LOCALGBPC,,,Lezama,%,Lezama,94.24
2010,EU_XPD_LOCALGBPC,,,Lezama,%,Lezama,240.6
2018,EU_XPD_LOCALGBPC,,,Lezama,%,Lezama,116.19
2022,EU_XPD_LOCALGBPC,,,Lezo,%,Lezo,109.47
2021,EU_XPD_LOCALGBPC,,,Lezo,%,Lezo,103.6
2013,EU_XPD_LOCALGBPC,,,Lezo,%,Lezo,99.15
2014,EU_XPD_LOCALGBPC,,,Lezo,%,Lezo,102.02
2017,EU_XPD_LOCALGBPC,,,Lezo,%,Lezo,105.2
2010,EU_XPD_LOCALGBPC,,,Lezo,%,Lezo,130.65
2018,EU_XPD_LOCALGBPC,,,Lezo,%,Lezo,101.47
2011,EU_XPD_LOCALGBPC,,,Lezo,%,Lezo,112.2
2012,EU_XPD_LOCALGBPC,,,Lezo,%,Lezo,100.66
2015,EU_XPD_LOCALGBPC,,,Lezo,%,Lezo,101.36
2016,EU_XPD_LOCALGBPC,,,Lezo,%,Lezo,96.64
2019,EU_XPD_LOCALGBPC,,,Lezo,%,Lezo,101.14
2020,EU_XPD_LOCALGBPC,,,Lezo,%,Lezo,103.16
2019,EU_XPD_LOCALGBPC,,,Lizartza,%,Lizartza,105.38
2010,EU_XPD_LOCALGBPC,,,Lizartza,%,Lizartza,121.02
2013,EU_XPD_LOCALGBPC,,,Lizartza,%,Lizartza,112.64
2017,EU_XPD_LOCALGBPC,,,Lizartza,%,Lizartza,87.11
2016,EU_XPD_LOCALGBPC,,,Lizartza,%,Lizartza,102.52
2022,EU_XPD_LOCALGBPC,,,Lizartza,%,Lizartza,127.68
2012,EU_XPD_LOCALGBPC,,,Lizartza,%,Lizartza,109.33
2020,EU_XPD_LOCALGBPC,,,Lizartza,%,Lizartza,100.43
2015,EU_XPD_LOCALGBPC,,,Lizartza,%,Lizartza,101.42
2018,EU_XPD_LOCALGBPC,,,Lizartza,%,Lizartza,101.14
2014,EU_XPD_LOCALGBPC,,,Lizartza,%,Lizartza,103.26
2021,EU_XPD_LOCALGBPC,,,Lizartza,%,Lizartza,103.7
2011,EU_XPD_LOCALGBPC,,,Lizartza,%,Lizartza,111.58
2015,EU_XPD_LOCALGBPC,,,Loiu,%,Loiu,113.35
2017,EU_XPD_LOCALGBPC,,,Loiu,%,Loiu,114.92
2021,EU_XPD_LOCALGBPC,,,Loiu,%,Loiu,104.94
2020,EU_XPD_LOCALGBPC,,,Loiu,%,Loiu,85.04
2018,EU_XPD_LOCALGBPC,,,Loiu,%,Loiu,105.92
2019,EU_XPD_LOCALGBPC,,,Loiu,%,Loiu,107.32
2014,EU_XPD_LOCALGBPC,,,Loiu,%,Loiu,116.98
2016,EU_XPD_LOCALGBPC,,,Loiu,%,Loiu,124.68
2011,EU_XPD_LOCALGBPC,,,Loiu,%,Loiu,111.01
2012,EU_XPD_LOCALGBPC,,,Loiu,%,Loiu,114.88
2010,EU_XPD_LOCALGBPC,,,Loiu,%,Loiu,136.83
2013,EU_XPD_LOCALGBPC,,,Loiu,%,Loiu,118.2
2022,EU_XPD_LOCALGBPC,,,Loiu,%,Loiu,102.91
2010,EU_XPD_LOCALGBPC,,,Mallabia,%,Mallabia,114.85
2011,EU_XPD_LOCALGBPC,,,Mallabia,%,Mallabia,112.11
2020,EU_XPD_LOCALGBPC,,,Mallabia,%,Mallabia,126.62
2012,EU_XPD_LOCALGBPC,,,Mallabia,%,Mallabia,115.46
2016,EU_XPD_LOCALGBPC,,,Mallabia,%,Mallabia,113.4
2018,EU_XPD_LOCALGBPC,,,Mallabia,%,Mallabia,108.26
2014,EU_XPD_LOCALGBPC,,,Mallabia,%,Mallabia,98.35
2022,EU_XPD_LOCALGBPC,,,Mallabia,%,Mallabia,99.13
2013,EU_XPD_LOCALGBPC,,,Mallabia,%,Mallabia,104.97
2015,EU_XPD_LOCALGBPC,,,Mallabia,%,Mallabia,114.96
2017,EU_XPD_LOCALGBPC,,,Mallabia,%,Mallabia,108.81
2019,EU_XPD_LOCALGBPC,,,Mallabia,%,Mallabia,108.57
2021,EU_XPD_LOCALGBPC,,,Mallabia,%,Mallabia,100.78
2014,EU_XPD_LOCALGBPC,,,Mañaria,%,Mañaria,109.31
2019,EU_XPD_LOCALGBPC,,,Mañaria,%,Mañaria,107.08
2013,EU_XPD_LOCALGBPC,,,Mañaria,%,Mañaria,119.82
2010,EU_XPD_LOCALGBPC,,,Mañaria,%,Mañaria,249.88
2011,EU_XPD_LOCALGBPC,,,Mañaria,%,Mañaria,118.93
2021,EU_XPD_LOCALGBPC,,,Mañaria,%,Mañaria,162.76
2015,EU_XPD_LOCALGBPC,,,Mañaria,%,Mañaria,96.89
2017,EU_XPD_LOCALGBPC,,,Mañaria,%,Mañaria,102.93
2012,EU_XPD_LOCALGBPC,,,Mañaria,%,Mañaria,106.4
2016,EU_XPD_LOCALGBPC,,,Mañaria,%,Mañaria,138.31
2018,EU_XPD_LOCALGBPC,,,Mañaria,%,Mañaria,91.73
2020,EU_XPD_LOCALGBPC,,,Mañaria,%,Mañaria,82.87
2022,EU_XPD_LOCALGBPC,,,Mañaria,%,Mañaria,106.08
2010,EU_XPD_LOCALGBPC,,,Markina-Xemein,%,Markina-Xemein,113.71
2011,EU_XPD_LOCALGBPC,,,Markina-Xemein,%,Markina-Xemein,113.13
2018,EU_XPD_LOCALGBPC,,,Markina-Xemein,%,Markina-Xemein,131.01
2019,EU_XPD_LOCALGBPC,,,Markina-Xemein,%,Markina-Xemein,136.26
2013,EU_XPD_LOCALGBPC,,,Markina-Xemein,%,Markina-Xemein,105.67
2021,EU_XPD_LOCALGBPC,,,Markina-Xemein,%,Markina-Xemein,126.04
2015,EU_XPD_LOCALGBPC,,,Markina-Xemein,%,Markina-Xemein,121.92
2012,EU_XPD_LOCALGBPC,,,Markina-Xemein,%,Markina-Xemein,102.25
2014,EU_XPD_LOCALGBPC,,,Markina-Xemein,%,Markina-Xemein,107.42
2016,EU_XPD_LOCALGBPC,,,Markina-Xemein,%,Markina-Xemein,117.86
2020,EU_XPD_LOCALGBPC,,,Markina-Xemein,%,Markina-Xemein,102.46
2022,EU_XPD_LOCALGBPC,,,Markina-Xemein,%,Markina-Xemein,110.73
2017,EU_XPD_LOCALGBPC,,,Markina-Xemein,%,Markina-Xemein,103.91
2018,EU_XPD_LOCALGBPC,,,Maruri-Jatabe,%,Maruri-Jatabe,92.45
2014,EU_XPD_LOCALGBPC,,,Maruri-Jatabe,%,Maruri-Jatabe,204.23
2020,EU_XPD_LOCALGBPC,,,Maruri-Jatabe,%,Maruri-Jatabe,86.72
2016,EU_XPD_LOCALGBPC,,,Maruri-Jatabe,%,Maruri-Jatabe,100.17
2012,EU_XPD_LOCALGBPC,,,Maruri-Jatabe,%,Maruri-Jatabe,120.63
2022,EU_XPD_LOCALGBPC,,,Maruri-Jatabe,%,Maruri-Jatabe,109.14
2010,EU_XPD_LOCALGBPC,,,Maruri-Jatabe,%,Maruri-Jatabe,171.09
2011,EU_XPD_LOCALGBPC,,,Maruri-Jatabe,%,Maruri-Jatabe,128.16
2013,EU_XPD_LOCALGBPC,,,Maruri-Jatabe,%,Maruri-Jatabe,111.97
2015,EU_XPD_LOCALGBPC,,,Maruri-Jatabe,%,Maruri-Jatabe,105.21
2017,EU_XPD_LOCALGBPC,,,Maruri-Jatabe,%,Maruri-Jatabe,103.49
2019,EU_XPD_LOCALGBPC,,,Maruri-Jatabe,%,Maruri-Jatabe,97.77
2021,EU_XPD_LOCALGBPC,,,Maruri-Jatabe,%,Maruri-Jatabe,106.43
