Year,Province,County,Municipality,Unidad,GeoCode,Value
2016,,,Donostia / San Sebastián,"Per 1,000 people",Donostia / San Sebastián,0.4
2017,,,Donostia / San Sebastián,"Per 1,000 people",Donostia / San Sebastián,0.4
2018,,,Donostia / San Sebastián,"Per 1,000 people",Donostia / San Sebastián,0.4
2019,,,Donostia / San Sebastián,"Per 1,000 people",Donostia / San Sebastián,0.8
2020,,,Donostia / San Sebastián,"Per 1,000 people",Donostia / San Sebastián,0.4
2021,,,Donostia / San Sebastián,"Per 1,000 people",Donostia / San Sebastián,0.4
2022,,,Donostia / San Sebastián,"Per 1,000 people",Donostia / San Sebastián,0.4
2010,,ES2007,,"Per 1,000 people",ES2007,0.0
2011,,ES2007,,"Per 1,000 people",ES2007,0.0
2012,,ES2007,,"Per 1,000 people",ES2007,0.5
2013,,ES2007,,"Per 1,000 people",ES2007,0.5
2014,,ES2007,,"Per 1,000 people",ES2007,0.5
2015,,ES2007,,"Per 1,000 people",ES2007,0.5
2016,,ES2007,,"Per 1,000 people",ES2007,0.5
2017,,ES2007,,"Per 1,000 people",ES2007,0.6
2018,,ES2007,,"Per 1,000 people",ES2007,0.6
2019,,ES2007,,"Per 1,000 people",ES2007,0.6
2020,,ES2007,,"Per 1,000 people",ES2007,0.6
2021,,ES2007,,"Per 1,000 people",ES2007,0.6
2022,,ES2007,,"Per 1,000 people",ES2007,0.2
2010,,,Segura,"Per 1,000 people",Segura,0.0
2011,,,Segura,"Per 1,000 people",Segura,0.0
2012,,,Segura,"Per 1,000 people",Segura,0.0
2013,,,Segura,"Per 1,000 people",Segura,0.0
2014,,,Segura,"Per 1,000 people",Segura,0.0
2015,,,Segura,"Per 1,000 people",Segura,0.0
2016,,,Segura,"Per 1,000 people",Segura,0.0
2017,,,Segura,"Per 1,000 people",Segura,0.0
2018,,,Segura,"Per 1,000 people",Segura,0.0
2019,,,Segura,"Per 1,000 people",Segura,0.0
2020,,,Segura,"Per 1,000 people",Segura,0.0
2021,,,Segura,"Per 1,000 people",Segura,0.0
2022,,,Segura,"Per 1,000 people",Segura,0.0
2010,,,Tolosa,"Per 1,000 people",Tolosa,3.0
2011,,,Tolosa,"Per 1,000 people",Tolosa,3.0
2012,,,Tolosa,"Per 1,000 people",Tolosa,2.9
2013,,,Tolosa,"Per 1,000 people",Tolosa,2.0
2014,,,Tolosa,"Per 1,000 people",Tolosa,2.0
2015,,,Tolosa,"Per 1,000 people",Tolosa,0.0
2016,,,Tolosa,"Per 1,000 people",Tolosa,0.0
2017,,,Tolosa,"Per 1,000 people",Tolosa,0.0
2018,,,Tolosa,"Per 1,000 people",Tolosa,0.0
2019,,,Tolosa,"Per 1,000 people",Tolosa,0.0
2020,,,Tolosa,"Per 1,000 people",Tolosa,0.0
2021,,,Tolosa,"Per 1,000 people",Tolosa,0.0
2022,,,Tolosa,"Per 1,000 people",Tolosa,0.0
2010,,,Urnieta,"Per 1,000 people",Urnieta,15.0
2011,,,Urnieta,"Per 1,000 people",Urnieta,0.0
2012,,,Urnieta,"Per 1,000 people",Urnieta,0.0
2013,,,Urnieta,"Per 1,000 people",Urnieta,0.0
2014,,,Urnieta,"Per 1,000 people",Urnieta,0.0
2015,,,Urnieta,"Per 1,000 people",Urnieta,0.0
2016,,,Urnieta,"Per 1,000 people",Urnieta,0.0
2017,,,Urnieta,"Per 1,000 people",Urnieta,0.0
2018,,,Urnieta,"Per 1,000 people",Urnieta,0.0
2019,,,Urnieta,"Per 1,000 people",Urnieta,0.0
2020,,,Urnieta,"Per 1,000 people",Urnieta,0.0
2021,,,Urnieta,"Per 1,000 people",Urnieta,0.0
2022,,,Urnieta,"Per 1,000 people",Urnieta,0.0
2010,,,Usurbil,"Per 1,000 people",Usurbil,0.0
2011,,,Usurbil,"Per 1,000 people",Usurbil,0.0
2012,,,Usurbil,"Per 1,000 people",Usurbil,0.0
2013,,,Usurbil,"Per 1,000 people",Usurbil,0.0
2014,,,Usurbil,"Per 1,000 people",Usurbil,0.0
2015,,,Usurbil,"Per 1,000 people",Usurbil,0.0
2016,,,Usurbil,"Per 1,000 people",Usurbil,0.0
2017,,,Usurbil,"Per 1,000 people",Usurbil,0.0
2018,,,Usurbil,"Per 1,000 people",Usurbil,0.0
2019,,,Usurbil,"Per 1,000 people",Usurbil,0.0
2020,,,Usurbil,"Per 1,000 people",Usurbil,0.0
2021,,,Usurbil,"Per 1,000 people",Usurbil,0.0
2022,,,Usurbil,"Per 1,000 people",Usurbil,0.0
2010,,,Bergara,"Per 1,000 people",Bergara,0.0
2011,,,Bergara,"Per 1,000 people",Bergara,0.0
2012,,,Bergara,"Per 1,000 people",Bergara,0.0
2013,,,Bergara,"Per 1,000 people",Bergara,0.0
2014,,,Bergara,"Per 1,000 people",Bergara,0.0
2015,,,Bergara,"Per 1,000 people",Bergara,0.0
2016,,,Bergara,"Per 1,000 people",Bergara,0.0
2017,,,Bergara,"Per 1,000 people",Bergara,0.0
2018,,,Bergara,"Per 1,000 people",Bergara,0.0
2019,,,Bergara,"Per 1,000 people",Bergara,0.0
2020,,,Bergara,"Per 1,000 people",Bergara,0.0
2021,,,Bergara,"Per 1,000 people",Bergara,0.0
2022,,,Bergara,"Per 1,000 people",Bergara,0.0
2010,,,Villabona,"Per 1,000 people",Villabona,0.0
2011,,,Villabona,"Per 1,000 people",Villabona,0.0
2012,,,Villabona,"Per 1,000 people",Villabona,0.0
2013,,,Villabona,"Per 1,000 people",Villabona,0.0
2014,,,Villabona,"Per 1,000 people",Villabona,0.0
2015,,,Villabona,"Per 1,000 people",Villabona,0.0
2016,,,Villabona,"Per 1,000 people",Villabona,0.0
2017,,,Villabona,"Per 1,000 people",Villabona,0.0
2018,,,Villabona,"Per 1,000 people",Villabona,0.0
2019,,,Villabona,"Per 1,000 people",Villabona,0.0
2020,,,Villabona,"Per 1,000 people",Villabona,0.0
2021,,,Villabona,"Per 1,000 people",Villabona,0.0
2022,,,Villabona,"Per 1,000 people",Villabona,0.0
2010,,,Ordizia,"Per 1,000 people",Ordizia,0.0
2011,,,Ordizia,"Per 1,000 people",Ordizia,0.0
2012,,,Ordizia,"Per 1,000 people",Ordizia,0.0
2013,,,Ordizia,"Per 1,000 people",Ordizia,0.0
2014,,,Ordizia,"Per 1,000 people",Ordizia,0.0
2015,,,Ordizia,"Per 1,000 people",Ordizia,0.0
2016,,,Ordizia,"Per 1,000 people",Ordizia,0.0
2017,,,Ordizia,"Per 1,000 people",Ordizia,0.0
2018,,,Ordizia,"Per 1,000 people",Ordizia,0.0
2019,,,Ordizia,"Per 1,000 people",Ordizia,0.0
2020,,,Ordizia,"Per 1,000 people",Ordizia,0.0
2021,,,Ordizia,"Per 1,000 people",Ordizia,0.0
2022,,,Ordizia,"Per 1,000 people",Ordizia,0.0
2010,,,Urretxu,"Per 1,000 people",Urretxu,0.0
2011,,,Urretxu,"Per 1,000 people",Urretxu,0.0
2012,,,Urretxu,"Per 1,000 people",Urretxu,0.0
2013,,,Urretxu,"Per 1,000 people",Urretxu,0.0
2014,,,Urretxu,"Per 1,000 people",Urretxu,0.0
2015,,,Urretxu,"Per 1,000 people",Urretxu,0.0
2016,,,Urretxu,"Per 1,000 people",Urretxu,0.0
2017,,,Urretxu,"Per 1,000 people",Urretxu,0.0
2018,,,Urretxu,"Per 1,000 people",Urretxu,0.0
2019,,,Urretxu,"Per 1,000 people",Urretxu,0.0
2020,,,Urretxu,"Per 1,000 people",Urretxu,0.0
2021,,,Urretxu,"Per 1,000 people",Urretxu,0.0
2022,,,Urretxu,"Per 1,000 people",Urretxu,0.0
2010,,,Zaldibia,"Per 1,000 people",Zaldibia,0.0
2011,,,Zaldibia,"Per 1,000 people",Zaldibia,0.0
2012,,,Zaldibia,"Per 1,000 people",Zaldibia,0.0
2013,,,Zaldibia,"Per 1,000 people",Zaldibia,0.0
2014,,,Zaldibia,"Per 1,000 people",Zaldibia,0.0
2015,,,Zaldibia,"Per 1,000 people",Zaldibia,0.0
2016,,,Zaldibia,"Per 1,000 people",Zaldibia,0.0
2017,,,Zaldibia,"Per 1,000 people",Zaldibia,0.0
2018,,,Zaldibia,"Per 1,000 people",Zaldibia,0.0
2019,,,Zaldibia,"Per 1,000 people",Zaldibia,0.0
2020,,,Zaldibia,"Per 1,000 people",Zaldibia,0.0
2021,,,Zaldibia,"Per 1,000 people",Zaldibia,0.0
2022,,,Zaldibia,"Per 1,000 people",Zaldibia,0.0
2010,,,Zarautz,"Per 1,000 people",Zarautz,0.0
2011,,,Zarautz,"Per 1,000 people",Zarautz,0.0
2012,,,Zarautz,"Per 1,000 people",Zarautz,0.0
2013,,,Zarautz,"Per 1,000 people",Zarautz,0.0
2014,,,Zarautz,"Per 1,000 people",Zarautz,0.0
2015,,,Zarautz,"Per 1,000 people",Zarautz,0.0
2016,,,Zarautz,"Per 1,000 people",Zarautz,0.0
2017,,,Zarautz,"Per 1,000 people",Zarautz,1.3
2018,,,Zarautz,"Per 1,000 people",Zarautz,1.3
2019,,,Zarautz,"Per 1,000 people",Zarautz,1.3
2020,,,Zarautz,"Per 1,000 people",Zarautz,1.3
2021,,,Zarautz,"Per 1,000 people",Zarautz,1.3
2022,,,Zarautz,"Per 1,000 people",Zarautz,0.0
2010,,,Zumarraga,"Per 1,000 people",Zumarraga,4.3
2011,,,Zumarraga,"Per 1,000 people",Zumarraga,4.3
2012,,,Zumarraga,"Per 1,000 people",Zumarraga,4.3
2013,,,Zumarraga,"Per 1,000 people",Zumarraga,0.0
2014,,,Zumarraga,"Per 1,000 people",Zumarraga,0.0
2015,,,Zumarraga,"Per 1,000 people",Zumarraga,0.0
2016,,,Zumarraga,"Per 1,000 people",Zumarraga,0.0
2017,,,Zumarraga,"Per 1,000 people",Zumarraga,0.0
2018,,,Zumarraga,"Per 1,000 people",Zumarraga,0.0
2019,,,Zumarraga,"Per 1,000 people",Zumarraga,0.0
2020,,,Zumarraga,"Per 1,000 people",Zumarraga,0.0
2021,,,Zumarraga,"Per 1,000 people",Zumarraga,0.0
2022,,,Zumarraga,"Per 1,000 people",Zumarraga,0.0
2010,,,Zumaia,"Per 1,000 people",Zumaia,0.0
2011,,,Zumaia,"Per 1,000 people",Zumaia,0.0
2012,,,Zumaia,"Per 1,000 people",Zumaia,0.0
2013,,,Zumaia,"Per 1,000 people",Zumaia,0.0
2014,,,Zumaia,"Per 1,000 people",Zumaia,0.0
2015,,,Zumaia,"Per 1,000 people",Zumaia,0.0
2016,,,Zumaia,"Per 1,000 people",Zumaia,0.0
2017,,,Zumaia,"Per 1,000 people",Zumaia,0.0
2018,,,Zumaia,"Per 1,000 people",Zumaia,0.0
2019,,,Zumaia,"Per 1,000 people",Zumaia,0.0
2020,,,Zumaia,"Per 1,000 people",Zumaia,0.0
2021,,,Zumaia,"Per 1,000 people",Zumaia,0.0
2022,,,Zumaia,"Per 1,000 people",Zumaia,0.0
2010,,,Mendaro,"Per 1,000 people",Mendaro,0.0
2011,,,Mendaro,"Per 1,000 people",Mendaro,0.0
2012,,,Mendaro,"Per 1,000 people",Mendaro,0.0
2013,,,Mendaro,"Per 1,000 people",Mendaro,0.0
2014,,,Mendaro,"Per 1,000 people",Mendaro,0.0
2015,,,Mendaro,"Per 1,000 people",Mendaro,0.0
2016,,,Mendaro,"Per 1,000 people",Mendaro,0.0
2017,,,Mendaro,"Per 1,000 people",Mendaro,0.0
2018,,,Mendaro,"Per 1,000 people",Mendaro,0.0
2019,,,Mendaro,"Per 1,000 people",Mendaro,0.0
2020,,,Mendaro,"Per 1,000 people",Mendaro,0.0
2021,,,Mendaro,"Per 1,000 people",Mendaro,0.0
2022,,,Mendaro,"Per 1,000 people",Mendaro,0.0
2010,,,Lasarte-Oria,"Per 1,000 people",Lasarte-Oria,0.0
2011,,,Lasarte-Oria,"Per 1,000 people",Lasarte-Oria,0.0
2012,,,Lasarte-Oria,"Per 1,000 people",Lasarte-Oria,0.0
2013,,,Lasarte-Oria,"Per 1,000 people",Lasarte-Oria,0.0
2014,,,Lasarte-Oria,"Per 1,000 people",Lasarte-Oria,0.0
2015,,,Lasarte-Oria,"Per 1,000 people",Lasarte-Oria,0.0
2016,,,Lasarte-Oria,"Per 1,000 people",Lasarte-Oria,0.0
2017,,,Lasarte-Oria,"Per 1,000 people",Lasarte-Oria,0.0
2018,,,Lasarte-Oria,"Per 1,000 people",Lasarte-Oria,0.0
2019,,,Lasarte-Oria,"Per 1,000 people",Lasarte-Oria,0.0
2020,,,Lasarte-Oria,"Per 1,000 people",Lasarte-Oria,0.0
2021,,,Lasarte-Oria,"Per 1,000 people",Lasarte-Oria,0.0
2022,,,Lasarte-Oria,"Per 1,000 people",Lasarte-Oria,0.0
2010,,,Astigarraga,"Per 1,000 people",Astigarraga,0.0
2011,,,Astigarraga,"Per 1,000 people",Astigarraga,0.0
2012,,,Astigarraga,"Per 1,000 people",Astigarraga,0.0
2013,,,Astigarraga,"Per 1,000 people",Astigarraga,0.0
2014,,,Astigarraga,"Per 1,000 people",Astigarraga,0.0
2015,,,Astigarraga,"Per 1,000 people",Astigarraga,0.0
2016,,,Astigarraga,"Per 1,000 people",Astigarraga,0.0
2017,,,Astigarraga,"Per 1,000 people",Astigarraga,0.0
2018,,,Astigarraga,"Per 1,000 people",Astigarraga,0.0
2019,,,Astigarraga,"Per 1,000 people",Astigarraga,0.0
2020,,,Astigarraga,"Per 1,000 people",Astigarraga,0.0
2021,,,Astigarraga,"Per 1,000 people",Astigarraga,0.0
2022,,,Astigarraga,"Per 1,000 people",Astigarraga,0.0
2010,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2011,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2012,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2013,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2014,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2015,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2016,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2017,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2018,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2019,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2020,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2021,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2022,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2010,,,Orendain,"Per 1,000 people",Orendain,0.0
2011,,,Orendain,"Per 1,000 people",Orendain,0.0
2012,,,Orendain,"Per 1,000 people",Orendain,0.0
2013,,,Orendain,"Per 1,000 people",Orendain,0.0
2014,,,Orendain,"Per 1,000 people",Orendain,0.0
2015,,,Orendain,"Per 1,000 people",Orendain,0.0
2016,,,Orendain,"Per 1,000 people",Orendain,0.0
2017,,,Orendain,"Per 1,000 people",Orendain,0.0
2018,,,Orendain,"Per 1,000 people",Orendain,0.0
2019,,,Orendain,"Per 1,000 people",Orendain,0.0
2020,,,Orendain,"Per 1,000 people",Orendain,0.0
2021,,,Orendain,"Per 1,000 people",Orendain,0.0
2022,,,Orendain,"Per 1,000 people",Orendain,0.0
2010,,,Altzaga,"Per 1,000 people",Altzaga,0.0
2011,,,Altzaga,"Per 1,000 people",Altzaga,0.0
2012,,,Altzaga,"Per 1,000 people",Altzaga,0.0
2013,,,Altzaga,"Per 1,000 people",Altzaga,0.0
2014,,,Altzaga,"Per 1,000 people",Altzaga,0.0
2015,,,Altzaga,"Per 1,000 people",Altzaga,0.0
2016,,,Altzaga,"Per 1,000 people",Altzaga,0.0
2017,,,Altzaga,"Per 1,000 people",Altzaga,0.0
2018,,,Altzaga,"Per 1,000 people",Altzaga,0.0
2019,,,Altzaga,"Per 1,000 people",Altzaga,0.0
2020,,,Altzaga,"Per 1,000 people",Altzaga,0.0
2021,,,Altzaga,"Per 1,000 people",Altzaga,0.0
2022,,,Altzaga,"Per 1,000 people",Altzaga,0.0
2010,,,Gaztelu,"Per 1,000 people",Gaztelu,0.0
2011,,,Gaztelu,"Per 1,000 people",Gaztelu,0.0
2012,,,Gaztelu,"Per 1,000 people",Gaztelu,0.0
2013,,,Gaztelu,"Per 1,000 people",Gaztelu,0.0
2014,,,Gaztelu,"Per 1,000 people",Gaztelu,0.0
2015,,,Gaztelu,"Per 1,000 people",Gaztelu,0.0
2016,,,Gaztelu,"Per 1,000 people",Gaztelu,0.0
2017,,,Gaztelu,"Per 1,000 people",Gaztelu,0.0
2018,,,Gaztelu,"Per 1,000 people",Gaztelu,0.0
2019,,,Gaztelu,"Per 1,000 people",Gaztelu,0.0
2020,,,Gaztelu,"Per 1,000 people",Gaztelu,0.0
2021,,,Gaztelu,"Per 1,000 people",Gaztelu,0.0
2022,,,Gaztelu,"Per 1,000 people",Gaztelu,0.0
2010,Bizkaia,,,"Per 1,000 people",Bizkaia,1.9
2011,Bizkaia,,,"Per 1,000 people",Bizkaia,1.9
2012,Bizkaia,,,"Per 1,000 people",Bizkaia,2.2
2013,Bizkaia,,,"Per 1,000 people",Bizkaia,2.3
2014,Bizkaia,,,"Per 1,000 people",Bizkaia,2.0
2015,Bizkaia,,,"Per 1,000 people",Bizkaia,1.8
2016,Bizkaia,,,"Per 1,000 people",Bizkaia,1.3
2017,Bizkaia,,,"Per 1,000 people",Bizkaia,1.3
2018,Bizkaia,,,"Per 1,000 people",Bizkaia,1.0
2019,Bizkaia,,,"Per 1,000 people",Bizkaia,1.1
2020,Bizkaia,,,"Per 1,000 people",Bizkaia,1.1
2021,Bizkaia,,,"Per 1,000 people",Bizkaia,1.2
2022,Bizkaia,,,"Per 1,000 people",Bizkaia,1.0
2010,,,Abadiño,"Per 1,000 people",Abadiño,30.8
2011,,,Abadiño,"Per 1,000 people",Abadiño,38.0
2012,,,Abadiño,"Per 1,000 people",Abadiño,37.7
2013,,,Abadiño,"Per 1,000 people",Abadiño,37.5
2014,,,Abadiño,"Per 1,000 people",Abadiño,16.5
2015,,,Abadiño,"Per 1,000 people",Abadiño,7.2
2016,,,Abadiño,"Per 1,000 people",Abadiño,0.0
2017,,,Abadiño,"Per 1,000 people",Abadiño,0.0
2018,,,Abadiño,"Per 1,000 people",Abadiño,0.0
2019,,,Abadiño,"Per 1,000 people",Abadiño,0.0
2020,,,Abadiño,"Per 1,000 people",Abadiño,0.0
2021,,,Abadiño,"Per 1,000 people",Abadiño,0.0
2022,,,Abadiño,"Per 1,000 people",Abadiño,0.0
2010,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,0.0
2011,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,0.0
2012,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,0.0
2013,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,0.0
2014,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,0.0
2015,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,0.0
2016,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,0.0
2017,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,0.0
2018,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,0.0
2019,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,0.0
2020,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,0.0
2021,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,0.0
2022,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,0.0
2010,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,0.0
2011,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,0.0
2012,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,0.0
2013,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,0.0
2014,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,0.0
2015,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,0.0
2016,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,0.0
2017,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,0.0
2018,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,0.0
2019,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,0.0
2020,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,0.0
2021,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,0.0
2022,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,0.0
2010,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2011,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2012,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2013,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2014,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2015,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2016,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2017,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2018,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2019,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2020,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2021,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2022,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2010,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2011,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2012,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2013,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2014,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2015,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2016,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2017,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2018,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2019,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2020,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2021,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2022,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2010,,,Arantzazu,"Per 1,000 people",Arantzazu,0.0
2011,,,Arantzazu,"Per 1,000 people",Arantzazu,0.0
2012,,,Arantzazu,"Per 1,000 people",Arantzazu,0.0
2013,,,Arantzazu,"Per 1,000 people",Arantzazu,0.0
2014,,,Arantzazu,"Per 1,000 people",Arantzazu,0.0
2015,,,Arantzazu,"Per 1,000 people",Arantzazu,0.0
2016,,,Arantzazu,"Per 1,000 people",Arantzazu,0.0
2017,,,Arantzazu,"Per 1,000 people",Arantzazu,0.0
2018,,,Arantzazu,"Per 1,000 people",Arantzazu,0.0
2019,,,Arantzazu,"Per 1,000 people",Arantzazu,0.0
2020,,,Arantzazu,"Per 1,000 people",Arantzazu,0.0
2021,,,Arantzazu,"Per 1,000 people",Arantzazu,0.0
2022,,,Arantzazu,"Per 1,000 people",Arantzazu,0.0
2010,,,Munitibar-Arbatzegi Gerrikaitz,"Per 1,000 people",Munitibar-Arbatzegi Gerrikaitz,0.0
2011,,,Munitibar-Arbatzegi Gerrikaitz,"Per 1,000 people",Munitibar-Arbatzegi Gerrikaitz,0.0
2012,,,Munitibar-Arbatzegi Gerrikaitz,"Per 1,000 people",Munitibar-Arbatzegi Gerrikaitz,0.0
2013,,,Munitibar-Arbatzegi Gerrikaitz,"Per 1,000 people",Munitibar-Arbatzegi Gerrikaitz,0.0
2014,,,Munitibar-Arbatzegi Gerrikaitz,"Per 1,000 people",Munitibar-Arbatzegi Gerrikaitz,0.0
2015,,,Munitibar-Arbatzegi Gerrikaitz,"Per 1,000 people",Munitibar-Arbatzegi Gerrikaitz,0.0
2016,,,Munitibar-Arbatzegi Gerrikaitz,"Per 1,000 people",Munitibar-Arbatzegi Gerrikaitz,0.0
2017,,,Munitibar-Arbatzegi Gerrikaitz,"Per 1,000 people",Munitibar-Arbatzegi Gerrikaitz,0.0
2018,,,Munitibar-Arbatzegi Gerrikaitz,"Per 1,000 people",Munitibar-Arbatzegi Gerrikaitz,0.0
2019,,,Munitibar-Arbatzegi Gerrikaitz,"Per 1,000 people",Munitibar-Arbatzegi Gerrikaitz,0.0
2020,,,Munitibar-Arbatzegi Gerrikaitz,"Per 1,000 people",Munitibar-Arbatzegi Gerrikaitz,0.0
2021,,,Munitibar-Arbatzegi Gerrikaitz,"Per 1,000 people",Munitibar-Arbatzegi Gerrikaitz,0.0
2022,,,Munitibar-Arbatzegi Gerrikaitz,"Per 1,000 people",Munitibar-Arbatzegi Gerrikaitz,0.0
2010,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2011,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2012,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2013,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2014,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2015,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2016,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2017,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2018,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2019,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2020,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2021,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2022,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2010,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,0.0
2011,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,0.0
2012,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,0.0
2013,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,0.0
2014,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,0.0
2015,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,0.0
2016,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,0.0
2017,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,0.0
2018,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,0.0
2019,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,0.0
2020,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,0.0
2021,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,0.0
2022,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,0.0
2010,,ES4801,,"Per 1,000 people",ES4801,6.6
2011,,ES4801,,"Per 1,000 people",ES4801,3.9
2012,,ES4801,,"Per 1,000 people",ES4801,1.5
2013,,ES4801,,"Per 1,000 people",ES4801,1.5
2014,,ES4801,,"Per 1,000 people",ES4801,0.0
2015,,ES4801,,"Per 1,000 people",ES4801,0.0
2016,,ES4801,,"Per 1,000 people",ES4801,0.0
