Year,ServBasico,Lurraldea,Eskualdea,Udalerria,Unidad,GeoCode,Value
2019,BSRVH2O,,,Urnieta,Ehunekoa,Urnieta,100.0
2020,BSRVH2O,,,Urnieta,Ehunekoa,Urnieta,100.0
2021,BSRVH2O,,,Urnieta,Ehunekoa,Urnieta,100.0
2022,BSRVH2O,,,Urnieta,Ehunekoa,Urnieta,100.0
2010,BSRVSAN,,,Urnieta,Ehunekoa,Urnieta,99.8
2011,BSRVSAN,,,Urnieta,Ehunekoa,Urnieta,99.8
2013,BSRVSAN,,,Urnieta,Ehunekoa,Urnieta,99.8
2014,BSRVSAN,,,Urnieta,Ehunekoa,Urnieta,99.8
2015,BSRVSAN,,,Urnieta,Ehunekoa,Urnieta,99.8
2016,BSRVSAN,,,Urnieta,Ehunekoa,Urnieta,99.8
2017,BSRVSAN,,,Urnieta,Ehunekoa,Urnieta,99.8
2018,BSRVSAN,,,Urnieta,Ehunekoa,Urnieta,99.8
2019,BSRVSAN,,,Urnieta,Ehunekoa,Urnieta,99.7
2020,BSRVSAN,,,Urnieta,Ehunekoa,Urnieta,99.8
2021,BSRVSAN,,,Urnieta,Ehunekoa,Urnieta,99.8
2022,BSRVSAN,,,Urnieta,Ehunekoa,Urnieta,99.8
2010,BSRVH2O,,,Usurbil,Ehunekoa,Usurbil,100.0
2011,BSRVH2O,,,Usurbil,Ehunekoa,Usurbil,100.0
2013,BSRVH2O,,,Usurbil,Ehunekoa,Usurbil,100.0
2014,BSRVH2O,,,Usurbil,Ehunekoa,Usurbil,100.0
2015,BSRVH2O,,,Usurbil,Ehunekoa,Usurbil,100.0
2016,BSRVH2O,,,Usurbil,Ehunekoa,Usurbil,100.0
2017,BSRVH2O,,,Usurbil,Ehunekoa,Usurbil,100.0
2018,BSRVH2O,,,Usurbil,Ehunekoa,Usurbil,100.0
2019,BSRVH2O,,,Usurbil,Ehunekoa,Usurbil,100.0
2020,BSRVH2O,,,Usurbil,Ehunekoa,Usurbil,100.0
2021,BSRVH2O,,,Usurbil,Ehunekoa,Usurbil,100.0
2022,BSRVH2O,,,Usurbil,Ehunekoa,Usurbil,100.0
2010,BSRVSAN,,,Usurbil,Ehunekoa,Usurbil,99.7
2011,BSRVSAN,,,Usurbil,Ehunekoa,Usurbil,99.7
2013,BSRVSAN,,,Usurbil,Ehunekoa,Usurbil,99.7
2014,BSRVSAN,,,Usurbil,Ehunekoa,Usurbil,99.8
2015,BSRVSAN,,,Usurbil,Ehunekoa,Usurbil,99.7
2016,BSRVSAN,,,Usurbil,Ehunekoa,Usurbil,99.8
2017,BSRVSAN,,,Usurbil,Ehunekoa,Usurbil,99.7
2018,BSRVSAN,,,Usurbil,Ehunekoa,Usurbil,99.7
2019,BSRVSAN,,,Usurbil,Ehunekoa,Usurbil,99.7
2020,BSRVSAN,,,Usurbil,Ehunekoa,Usurbil,99.7
2021,BSRVSAN,,,Usurbil,Ehunekoa,Usurbil,99.7
2022,BSRVSAN,,,Usurbil,Ehunekoa,Usurbil,99.7
2010,BSRVH2O,,,Bergara,Ehunekoa,Bergara,99.9
2011,BSRVH2O,,,Bergara,Ehunekoa,Bergara,100.0
2013,BSRVH2O,,,Bergara,Ehunekoa,Bergara,100.0
2014,BSRVH2O,,,Bergara,Ehunekoa,Bergara,99.9
2015,BSRVH2O,,,Bergara,Ehunekoa,Bergara,100.0
2016,BSRVH2O,,,Bergara,Ehunekoa,Bergara,100.0
2017,BSRVH2O,,,Bergara,Ehunekoa,Bergara,100.0
2018,BSRVH2O,,,Bergara,Ehunekoa,Bergara,99.9
2019,BSRVH2O,,,Bergara,Ehunekoa,Bergara,99.9
2020,BSRVH2O,,,Bergara,Ehunekoa,Bergara,99.9
2021,BSRVH2O,,,Bergara,Ehunekoa,Bergara,100.0
2022,BSRVH2O,,,Bergara,Ehunekoa,Bergara,100.0
2010,BSRVSAN,,,Bergara,Ehunekoa,Bergara,99.5
2011,BSRVSAN,,,Bergara,Ehunekoa,Bergara,99.5
2013,BSRVSAN,,,Bergara,Ehunekoa,Bergara,99.5
2014,BSRVSAN,,,Bergara,Ehunekoa,Bergara,99.5
2015,BSRVSAN,,,Bergara,Ehunekoa,Bergara,99.4
2016,BSRVSAN,,,Bergara,Ehunekoa,Bergara,99.5
2017,BSRVSAN,,,Bergara,Ehunekoa,Bergara,99.5
2018,BSRVSAN,,,Bergara,Ehunekoa,Bergara,99.5
2019,BSRVSAN,,,Bergara,Ehunekoa,Bergara,99.5
2020,BSRVSAN,,,Bergara,Ehunekoa,Bergara,99.6
2021,BSRVSAN,,,Bergara,Ehunekoa,Bergara,99.6
2022,BSRVSAN,,,Bergara,Ehunekoa,Bergara,99.6
2010,BSRVH2O,,,Villabona,Ehunekoa,Villabona,99.8
2011,BSRVH2O,,,Villabona,Ehunekoa,Villabona,100.0
2013,BSRVH2O,,,Villabona,Ehunekoa,Villabona,100.0
2014,BSRVH2O,,,Villabona,Ehunekoa,Villabona,100.0
2015,BSRVH2O,,,Villabona,Ehunekoa,Villabona,100.0
2016,BSRVH2O,,,Villabona,Ehunekoa,Villabona,100.0
2017,BSRVH2O,,,Villabona,Ehunekoa,Villabona,100.0
2018,BSRVH2O,,,Villabona,Ehunekoa,Villabona,100.0
2019,BSRVH2O,,,Villabona,Ehunekoa,Villabona,100.0
2020,BSRVH2O,,,Villabona,Ehunekoa,Villabona,100.0
2021,BSRVH2O,,,Villabona,Ehunekoa,Villabona,100.0
2022,BSRVH2O,,,Villabona,Ehunekoa,Villabona,100.0
2010,BSRVSAN,,,Villabona,Ehunekoa,Villabona,99.5
2011,BSRVSAN,,,Villabona,Ehunekoa,Villabona,99.7
2013,BSRVSAN,,,Villabona,Ehunekoa,Villabona,99.7
2014,BSRVSAN,,,Villabona,Ehunekoa,Villabona,99.7
2015,BSRVSAN,,,Villabona,Ehunekoa,Villabona,99.7
2016,BSRVSAN,,,Villabona,Ehunekoa,Villabona,99.7
2017,BSRVSAN,,,Villabona,Ehunekoa,Villabona,99.7
2018,BSRVSAN,,,Villabona,Ehunekoa,Villabona,99.7
2019,BSRVSAN,,,Villabona,Ehunekoa,Villabona,99.7
2020,BSRVSAN,,,Villabona,Ehunekoa,Villabona,99.7
2021,BSRVSAN,,,Villabona,Ehunekoa,Villabona,99.7
2022,BSRVSAN,,,Villabona,Ehunekoa,Villabona,99.8
2010,BSRVH2O,,,Ordizia,Ehunekoa,Ordizia,100.0
2011,BSRVH2O,,,Ordizia,Ehunekoa,Ordizia,100.0
2013,BSRVH2O,,,Ordizia,Ehunekoa,Ordizia,100.0
2014,BSRVH2O,,,Ordizia,Ehunekoa,Ordizia,100.0
2015,BSRVH2O,,,Ordizia,Ehunekoa,Ordizia,100.0
2016,BSRVH2O,,,Ordizia,Ehunekoa,Ordizia,100.0
2017,BSRVH2O,,,Ordizia,Ehunekoa,Ordizia,100.0
2018,BSRVH2O,,,Ordizia,Ehunekoa,Ordizia,100.0
2019,BSRVH2O,,,Ordizia,Ehunekoa,Ordizia,100.0
2020,BSRVH2O,,,Ordizia,Ehunekoa,Ordizia,100.0
2021,BSRVH2O,,,Ordizia,Ehunekoa,Ordizia,100.0
2022,BSRVH2O,,,Ordizia,Ehunekoa,Ordizia,100.0
2010,BSRVSAN,,,Ordizia,Ehunekoa,Ordizia,97.1
2011,BSRVSAN,,,Ordizia,Ehunekoa,Ordizia,96.9
2013,BSRVSAN,,,Ordizia,Ehunekoa,Ordizia,97.2
2014,BSRVSAN,,,Ordizia,Ehunekoa,Ordizia,97.2
2015,BSRVSAN,,,Ordizia,Ehunekoa,Ordizia,97.1
2016,BSRVSAN,,,Ordizia,Ehunekoa,Ordizia,97.1
2017,BSRVSAN,,,Ordizia,Ehunekoa,Ordizia,97.3
2018,BSRVSAN,,,Ordizia,Ehunekoa,Ordizia,97.3
2019,BSRVSAN,,,Ordizia,Ehunekoa,Ordizia,97.3
2020,BSRVSAN,,,Ordizia,Ehunekoa,Ordizia,97.8
2021,BSRVSAN,,,Ordizia,Ehunekoa,Ordizia,98.0
2022,BSRVSAN,,,Ordizia,Ehunekoa,Ordizia,97.8
2010,BSRVH2O,,,Urretxu,Ehunekoa,Urretxu,100.0
2011,BSRVH2O,,,Urretxu,Ehunekoa,Urretxu,100.0
2013,BSRVH2O,,,Urretxu,Ehunekoa,Urretxu,100.0
2014,BSRVH2O,,,Urretxu,Ehunekoa,Urretxu,100.0
2015,BSRVH2O,,,Urretxu,Ehunekoa,Urretxu,100.0
2016,BSRVH2O,,,Urretxu,Ehunekoa,Urretxu,100.0
2017,BSRVH2O,,,Urretxu,Ehunekoa,Urretxu,100.0
2018,BSRVH2O,,,Urretxu,Ehunekoa,Urretxu,100.0
2019,BSRVH2O,,,Urretxu,Ehunekoa,Urretxu,100.0
2020,BSRVH2O,,,Urretxu,Ehunekoa,Urretxu,100.0
2021,BSRVH2O,,,Urretxu,Ehunekoa,Urretxu,100.0
2022,BSRVH2O,,,Urretxu,Ehunekoa,Urretxu,100.0
2010,BSRVSAN,,,Urretxu,Ehunekoa,Urretxu,99.1
2011,BSRVSAN,,,Urretxu,Ehunekoa,Urretxu,99.2
2013,BSRVSAN,,,Urretxu,Ehunekoa,Urretxu,99.1
2014,BSRVSAN,,,Urretxu,Ehunekoa,Urretxu,99.1
2015,BSRVSAN,,,Urretxu,Ehunekoa,Urretxu,99.1
2016,BSRVSAN,,,Urretxu,Ehunekoa,Urretxu,99.3
2017,BSRVSAN,,,Urretxu,Ehunekoa,Urretxu,99.2
2018,BSRVSAN,,,Urretxu,Ehunekoa,Urretxu,99.2
2019,BSRVSAN,,,Urretxu,Ehunekoa,Urretxu,99.3
2020,BSRVSAN,,,Urretxu,Ehunekoa,Urretxu,99.8
2021,BSRVSAN,,,Urretxu,Ehunekoa,Urretxu,99.8
2022,BSRVSAN,,,Urretxu,Ehunekoa,Urretxu,99.8
2010,BSRVH2O,,,Zaldibia,Ehunekoa,Zaldibia,100.0
2011,BSRVH2O,,,Zaldibia,Ehunekoa,Zaldibia,100.0
2013,BSRVH2O,,,Zaldibia,Ehunekoa,Zaldibia,100.0
2014,BSRVH2O,,,Zaldibia,Ehunekoa,Zaldibia,100.0
2015,BSRVH2O,,,Zaldibia,Ehunekoa,Zaldibia,100.0
2016,BSRVH2O,,,Zaldibia,Ehunekoa,Zaldibia,100.0
2017,BSRVH2O,,,Zaldibia,Ehunekoa,Zaldibia,100.0
2018,BSRVH2O,,,Zaldibia,Ehunekoa,Zaldibia,100.0
2019,BSRVH2O,,,Zaldibia,Ehunekoa,Zaldibia,100.0
2020,BSRVH2O,,,Zaldibia,Ehunekoa,Zaldibia,100.0
2021,BSRVH2O,,,Zaldibia,Ehunekoa,Zaldibia,100.0
2022,BSRVH2O,,,Zaldibia,Ehunekoa,Zaldibia,100.0
2010,BSRVSAN,,,Zaldibia,Ehunekoa,Zaldibia,98.2
2011,BSRVSAN,,,Zaldibia,Ehunekoa,Zaldibia,98.2
2013,BSRVSAN,,,Zaldibia,Ehunekoa,Zaldibia,98.5
2014,BSRVSAN,,,Zaldibia,Ehunekoa,Zaldibia,98.5
2015,BSRVSAN,,,Zaldibia,Ehunekoa,Zaldibia,98.5
2016,BSRVSAN,,,Zaldibia,Ehunekoa,Zaldibia,98.7
2017,BSRVSAN,,,Zaldibia,Ehunekoa,Zaldibia,98.7
2018,BSRVSAN,,,Zaldibia,Ehunekoa,Zaldibia,98.4
2019,BSRVSAN,,,Zaldibia,Ehunekoa,Zaldibia,98.4
2020,BSRVSAN,,,Zaldibia,Ehunekoa,Zaldibia,98.2
2021,BSRVSAN,,,Zaldibia,Ehunekoa,Zaldibia,98.5
2022,BSRVSAN,,,Zaldibia,Ehunekoa,Zaldibia,98.2
2010,BSRVH2O,,,Zarautz,Ehunekoa,Zarautz,99.9
2011,BSRVH2O,,,Zarautz,Ehunekoa,Zarautz,99.9
2013,BSRVH2O,,,Zarautz,Ehunekoa,Zarautz,99.9
2014,BSRVH2O,,,Zarautz,Ehunekoa,Zarautz,99.9
2015,BSRVH2O,,,Zarautz,Ehunekoa,Zarautz,99.9
2016,BSRVH2O,,,Zarautz,Ehunekoa,Zarautz,99.9
2017,BSRVH2O,,,Zarautz,Ehunekoa,Zarautz,99.9
2018,BSRVH2O,,,Zarautz,Ehunekoa,Zarautz,99.9
2019,BSRVH2O,,,Zarautz,Ehunekoa,Zarautz,99.9
2020,BSRVH2O,,,Zarautz,Ehunekoa,Zarautz,99.9
2021,BSRVH2O,,,Zarautz,Ehunekoa,Zarautz,99.9
2022,BSRVH2O,,,Zarautz,Ehunekoa,Zarautz,99.9
2010,BSRVSAN,,,Zarautz,Ehunekoa,Zarautz,99.5
2011,BSRVSAN,,,Zarautz,Ehunekoa,Zarautz,99.5
2013,BSRVSAN,,,Zarautz,Ehunekoa,Zarautz,99.5
2014,BSRVSAN,,,Zarautz,Ehunekoa,Zarautz,99.5
2015,BSRVSAN,,,Zarautz,Ehunekoa,Zarautz,99.4
2016,BSRVSAN,,,Zarautz,Ehunekoa,Zarautz,99.5
2017,BSRVSAN,,,Zarautz,Ehunekoa,Zarautz,99.5
2018,BSRVSAN,,,Zarautz,Ehunekoa,Zarautz,99.5
2019,BSRVSAN,,,Zarautz,Ehunekoa,Zarautz,99.5
2020,BSRVSAN,,,Zarautz,Ehunekoa,Zarautz,99.5
2021,BSRVSAN,,,Zarautz,Ehunekoa,Zarautz,99.6
2022,BSRVSAN,,,Zarautz,Ehunekoa,Zarautz,99.6
2010,BSRVH2O,,,Zumarraga,Ehunekoa,Zumarraga,99.9
2011,BSRVH2O,,,Zumarraga,Ehunekoa,Zumarraga,100.0
2013,BSRVH2O,,,Zumarraga,Ehunekoa,Zumarraga,100.0
2014,BSRVH2O,,,Zumarraga,Ehunekoa,Zumarraga,100.0
2015,BSRVH2O,,,Zumarraga,Ehunekoa,Zumarraga,100.0
2016,BSRVH2O,,,Zumarraga,Ehunekoa,Zumarraga,100.0
2017,BSRVH2O,,,Zumarraga,Ehunekoa,Zumarraga,100.0
2018,BSRVH2O,,,Zumarraga,Ehunekoa,Zumarraga,100.0
2019,BSRVH2O,,,Zumarraga,Ehunekoa,Zumarraga,100.0
2020,BSRVH2O,,,Zumarraga,Ehunekoa,Zumarraga,100.0
2021,BSRVH2O,,,Zumarraga,Ehunekoa,Zumarraga,100.0
2022,BSRVH2O,,,Zumarraga,Ehunekoa,Zumarraga,100.0
2010,BSRVSAN,,,Zumarraga,Ehunekoa,Zumarraga,99.6
2011,BSRVSAN,,,Zumarraga,Ehunekoa,Zumarraga,99.6
2013,BSRVSAN,,,Zumarraga,Ehunekoa,Zumarraga,99.7
2014,BSRVSAN,,,Zumarraga,Ehunekoa,Zumarraga,99.7
2015,BSRVSAN,,,Zumarraga,Ehunekoa,Zumarraga,99.7
2016,BSRVSAN,,,Zumarraga,Ehunekoa,Zumarraga,99.7
2017,BSRVSAN,,,Zumarraga,Ehunekoa,Zumarraga,99.7
2018,BSRVSAN,,,Zumarraga,Ehunekoa,Zumarraga,99.8
2019,BSRVSAN,,,Zumarraga,Ehunekoa,Zumarraga,99.8
2020,BSRVSAN,,,Zumarraga,Ehunekoa,Zumarraga,99.7
2021,BSRVSAN,,,Zumarraga,Ehunekoa,Zumarraga,99.7
2022,BSRVSAN,,,Zumarraga,Ehunekoa,Zumarraga,99.7
2010,BSRVH2O,,,Zumaia,Ehunekoa,Zumaia,99.8
2011,BSRVH2O,,,Zumaia,Ehunekoa,Zumaia,99.8
2013,BSRVH2O,,,Zumaia,Ehunekoa,Zumaia,99.9
2014,BSRVH2O,,,Zumaia,Ehunekoa,Zumaia,99.9
2015,BSRVH2O,,,Zumaia,Ehunekoa,Zumaia,99.9
2016,BSRVH2O,,,Zumaia,Ehunekoa,Zumaia,99.9
2017,BSRVH2O,,,Zumaia,Ehunekoa,Zumaia,99.9
2018,BSRVH2O,,,Zumaia,Ehunekoa,Zumaia,99.9
2019,BSRVH2O,,,Zumaia,Ehunekoa,Zumaia,99.9
2020,BSRVH2O,,,Zumaia,Ehunekoa,Zumaia,99.9
2021,BSRVH2O,,,Zumaia,Ehunekoa,Zumaia,99.9
2022,BSRVH2O,,,Zumaia,Ehunekoa,Zumaia,99.9
2010,BSRVSAN,,,Zumaia,Ehunekoa,Zumaia,99.7
2011,BSRVSAN,,,Zumaia,Ehunekoa,Zumaia,99.7
2013,BSRVSAN,,,Zumaia,Ehunekoa,Zumaia,99.7
2014,BSRVSAN,,,Zumaia,Ehunekoa,Zumaia,99.7
2015,BSRVSAN,,,Zumaia,Ehunekoa,Zumaia,99.7
2016,BSRVSAN,,,Zumaia,Ehunekoa,Zumaia,99.7
2017,BSRVSAN,,,Zumaia,Ehunekoa,Zumaia,99.8
2018,BSRVSAN,,,Zumaia,Ehunekoa,Zumaia,99.8
2019,BSRVSAN,,,Zumaia,Ehunekoa,Zumaia,99.8
2020,BSRVSAN,,,Zumaia,Ehunekoa,Zumaia,99.8
2021,BSRVSAN,,,Zumaia,Ehunekoa,Zumaia,99.8
2022,BSRVSAN,,,Zumaia,Ehunekoa,Zumaia,99.8
2010,BSRVH2O,,,Mendaro,Ehunekoa,Mendaro,100.0
2011,BSRVH2O,,,Mendaro,Ehunekoa,Mendaro,100.0
2013,BSRVH2O,,,Mendaro,Ehunekoa,Mendaro,100.0
2014,BSRVH2O,,,Mendaro,Ehunekoa,Mendaro,100.0
2015,BSRVH2O,,,Mendaro,Ehunekoa,Mendaro,100.0
2016,BSRVH2O,,,Mendaro,Ehunekoa,Mendaro,100.0
2017,BSRVH2O,,,Mendaro,Ehunekoa,Mendaro,100.0
2018,BSRVH2O,,,Mendaro,Ehunekoa,Mendaro,100.0
2019,BSRVH2O,,,Mendaro,Ehunekoa,Mendaro,100.0
2020,BSRVH2O,,,Mendaro,Ehunekoa,Mendaro,100.0
2021,BSRVH2O,,,Mendaro,Ehunekoa,Mendaro,100.0
2022,BSRVH2O,,,Mendaro,Ehunekoa,Mendaro,100.0
2010,BSRVSAN,,,Mendaro,Ehunekoa,Mendaro,99.9
2011,BSRVSAN,,,Mendaro,Ehunekoa,Mendaro,99.9
2013,BSRVSAN,,,Mendaro,Ehunekoa,Mendaro,100.0
2014,BSRVSAN,,,Mendaro,Ehunekoa,Mendaro,100.0
2015,BSRVSAN,,,Mendaro,Ehunekoa,Mendaro,100.0
2016,BSRVSAN,,,Mendaro,Ehunekoa,Mendaro,100.0
2017,BSRVSAN,,,Mendaro,Ehunekoa,Mendaro,100.0
2018,BSRVSAN,,,Mendaro,Ehunekoa,Mendaro,100.0
2019,BSRVSAN,,,Mendaro,Ehunekoa,Mendaro,100.0
2020,BSRVSAN,,,Mendaro,Ehunekoa,Mendaro,100.0
2021,BSRVSAN,,,Mendaro,Ehunekoa,Mendaro,100.0
2022,BSRVSAN,,,Mendaro,Ehunekoa,Mendaro,100.0
2010,BSRVH2O,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,100.0
2011,BSRVH2O,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,100.0
2013,BSRVH2O,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,100.0
2014,BSRVH2O,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,100.0
2015,BSRVH2O,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,100.0
2016,BSRVH2O,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,100.0
2017,BSRVH2O,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,100.0
2018,BSRVH2O,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,100.0
2019,BSRVH2O,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,100.0
2020,BSRVH2O,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,100.0
2021,BSRVH2O,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,100.0
2022,BSRVH2O,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,100.0
2010,BSRVSAN,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,99.5
2011,BSRVSAN,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,99.6
2013,BSRVSAN,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,99.6
2014,BSRVSAN,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,99.5
2015,BSRVSAN,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,99.5
2016,BSRVSAN,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,99.6
2017,BSRVSAN,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,99.6
2018,BSRVSAN,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,99.6
2019,BSRVSAN,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,99.6
2020,BSRVSAN,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,99.6
2021,BSRVSAN,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,99.6
2022,BSRVSAN,,,Lasarte-Oria,Ehunekoa,Lasarte-Oria,99.6
2010,BSRVH2O,,,Astigarraga,Ehunekoa,Astigarraga,99.8
2011,BSRVH2O,,,Astigarraga,Ehunekoa,Astigarraga,99.8
2013,BSRVH2O,,,Astigarraga,Ehunekoa,Astigarraga,99.8
2014,BSRVH2O,,,Astigarraga,Ehunekoa,Astigarraga,99.8
2015,BSRVH2O,,,Astigarraga,Ehunekoa,Astigarraga,99.8
2016,BSRVH2O,,,Astigarraga,Ehunekoa,Astigarraga,99.8
2017,BSRVH2O,,,Astigarraga,Ehunekoa,Astigarraga,99.8
2018,BSRVH2O,,,Astigarraga,Ehunekoa,Astigarraga,99.8
2019,BSRVH2O,,,Astigarraga,Ehunekoa,Astigarraga,99.8
2020,BSRVH2O,,,Astigarraga,Ehunekoa,Astigarraga,99.9
2021,BSRVH2O,,,Astigarraga,Ehunekoa,Astigarraga,99.9
2022,BSRVH2O,,,Astigarraga,Ehunekoa,Astigarraga,99.9
2010,BSRVSAN,,,Astigarraga,Ehunekoa,Astigarraga,99.2
2011,BSRVSAN,,,Astigarraga,Ehunekoa,Astigarraga,99.5
2013,BSRVSAN,,,Astigarraga,Ehunekoa,Astigarraga,99.6
2014,BSRVSAN,,,Astigarraga,Ehunekoa,Astigarraga,99.6
2015,BSRVSAN,,,Astigarraga,Ehunekoa,Astigarraga,99.6
2016,BSRVSAN,,,Astigarraga,Ehunekoa,Astigarraga,99.7
2017,BSRVSAN,,,Astigarraga,Ehunekoa,Astigarraga,99.7
2018,BSRVSAN,,,Astigarraga,Ehunekoa,Astigarraga,99.6
2019,BSRVSAN,,,Astigarraga,Ehunekoa,Astigarraga,99.6
2020,BSRVSAN,,,Astigarraga,Ehunekoa,Astigarraga,99.7
2021,BSRVSAN,,,Astigarraga,Ehunekoa,Astigarraga,99.7
2022,BSRVSAN,,,Astigarraga,Ehunekoa,Astigarraga,99.7
2010,BSRVH2O,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2011,BSRVH2O,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2013,BSRVH2O,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2014,BSRVH2O,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2015,BSRVH2O,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2016,BSRVH2O,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2017,BSRVH2O,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2018,BSRVH2O,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2019,BSRVH2O,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2020,BSRVH2O,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2021,BSRVH2O,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2022,BSRVH2O,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2010,BSRVSAN,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2011,BSRVSAN,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2013,BSRVSAN,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2014,BSRVSAN,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2015,BSRVSAN,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2016,BSRVSAN,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2017,BSRVSAN,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2018,BSRVSAN,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2019,BSRVSAN,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2020,BSRVSAN,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2021,BSRVSAN,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2022,BSRVSAN,,,Baliarrain,Ehunekoa,Baliarrain,100.0
2010,BSRVH2O,,,Orendain,Ehunekoa,Orendain,100.0
2011,BSRVH2O,,,Orendain,Ehunekoa,Orendain,100.0
2013,BSRVH2O,,,Orendain,Ehunekoa,Orendain,100.0
2014,BSRVH2O,,,Orendain,Ehunekoa,Orendain,100.0
2015,BSRVH2O,,,Orendain,Ehunekoa,Orendain,100.0
2016,BSRVH2O,,,Orendain,Ehunekoa,Orendain,100.0
2017,BSRVH2O,,,Orendain,Ehunekoa,Orendain,100.0
2018,BSRVH2O,,,Orendain,Ehunekoa,Orendain,100.0
2019,BSRVH2O,,,Orendain,Ehunekoa,Orendain,100.0
2020,BSRVH2O,,,Orendain,Ehunekoa,Orendain,100.0
2021,BSRVH2O,,,Orendain,Ehunekoa,Orendain,100.0
2022,BSRVH2O,,,Orendain,Ehunekoa,Orendain,100.0
2010,BSRVSAN,,,Orendain,Ehunekoa,Orendain,100.0
2011,BSRVSAN,,,Orendain,Ehunekoa,Orendain,100.0
2013,BSRVSAN,,,Orendain,Ehunekoa,Orendain,100.0
2014,BSRVSAN,,,Orendain,Ehunekoa,Orendain,100.0
2015,BSRVSAN,,,Orendain,Ehunekoa,Orendain,100.0
2016,BSRVSAN,,,Orendain,Ehunekoa,Orendain,100.0
2017,BSRVSAN,,,Orendain,Ehunekoa,Orendain,100.0
2018,BSRVSAN,,,Orendain,Ehunekoa,Orendain,100.0
2019,BSRVSAN,,,Orendain,Ehunekoa,Orendain,100.0
2020,BSRVSAN,,,Orendain,Ehunekoa,Orendain,100.0
2021,BSRVSAN,,,Orendain,Ehunekoa,Orendain,100.0
2022,BSRVSAN,,,Orendain,Ehunekoa,Orendain,100.0
2010,BSRVH2O,,,Altzaga,Ehunekoa,Altzaga,100.0
2011,BSRVH2O,,,Altzaga,Ehunekoa,Altzaga,100.0
2013,BSRVH2O,,,Altzaga,Ehunekoa,Altzaga,100.0
2014,BSRVH2O,,,Altzaga,Ehunekoa,Altzaga,100.0
2015,BSRVH2O,,,Altzaga,Ehunekoa,Altzaga,100.0
2016,BSRVH2O,,,Altzaga,Ehunekoa,Altzaga,100.0
2017,BSRVH2O,,,Altzaga,Ehunekoa,Altzaga,100.0
2018,BSRVH2O,,,Altzaga,Ehunekoa,Altzaga,100.0
2019,BSRVH2O,,,Altzaga,Ehunekoa,Altzaga,100.0
2020,BSRVH2O,,,Altzaga,Ehunekoa,Altzaga,100.0
2021,BSRVH2O,,,Altzaga,Ehunekoa,Altzaga,100.0
2022,BSRVH2O,,,Altzaga,Ehunekoa,Altzaga,100.0
2010,BSRVSAN,,,Altzaga,Ehunekoa,Altzaga,96.5
2011,BSRVSAN,,,Altzaga,Ehunekoa,Altzaga,96.5
2013,BSRVSAN,,,Altzaga,Ehunekoa,Altzaga,96.5
2014,BSRVSAN,,,Altzaga,Ehunekoa,Altzaga,96.5
2015,BSRVSAN,,,Altzaga,Ehunekoa,Altzaga,96.5
2016,BSRVSAN,,,Altzaga,Ehunekoa,Altzaga,96.6
