Year,Sex,Habilidad_IT,Edad,Province,Units,Value
2021,2.0,ICTPRGM,Y16T24,Gipuzkoa,Percentage,8.26
2021,2.0,ICTTRFF,Y16T24,Gipuzkoa,Percentage,80.03
2021,2.0,ICTSFWR,Y16T24,Gipuzkoa,Percentage,86.55
2021,2.0,ICTPRVCY,Y16T24,Gipuzkoa,Percentage,37.19
2021,2.0,,Y16T24,Gipuzkoa,Percentage,98.66
2021,2.0,ICTCPT,Y16T24,Bizkaia,Percentage,84.89
2021,2.0,ICTPST,Y16T24,Bizkaia,Percentage,80.24
2021,2.0,ICTSSHT,Y16T24,Bizkaia,Percentage,59.54
2021,2.0,ICTPRGM,Y16T24,Bizkaia,Percentage,13.4
2021,2.0,ICTTRFF,Y16T24,Bizkaia,Percentage,83.57
2021,2.0,ICTSFWR,Y16T24,Bizkaia,Percentage,86.71
2021,2.0,ICTPRVCY,Y16T24,Bizkaia,Percentage,39.11
2021,2.0,,Y16T24,Bizkaia,Percentage,95.51
2021,2.0,ICTCPT,Y25T74,,Percentage,57.08
2021,2.0,ICTPST,Y25T74,,Percentage,40.29
2021,2.0,ICTSSHT,Y25T74,,Percentage,39.58
2021,2.0,ICTPRGM,Y25T74,,Percentage,2.15
2021,2.0,ICTTRFF,Y25T74,,Percentage,55.62
2021,2.0,ICTSFWR,Y25T74,,Percentage,58.11
2021,2.0,ICTPRVCY,Y25T74,,Percentage,21.65
2021,2.0,,Y25T74,,Percentage,70.9
2021,2.0,ICTCPT,Y25T74,Araba/Álava,Percentage,56.25
2021,2.0,ICTPST,Y25T74,Araba/Álava,Percentage,40.16
2021,2.0,ICTSSHT,Y25T74,Araba/Álava,Percentage,40.86
2021,2.0,ICTPRGM,Y25T74,Araba/Álava,Percentage,3.01
2021,2.0,ICTTRFF,Y25T74,Araba/Álava,Percentage,52.82
2021,2.0,ICTSFWR,Y25T74,Araba/Álava,Percentage,59.26
2021,2.0,ICTPRVCY,Y25T74,Araba/Álava,Percentage,22.35
2021,2.0,,Y25T74,Araba/Álava,Percentage,71.75
2021,2.0,ICTCPT,Y25T74,Gipuzkoa,Percentage,58.7
2021,2.0,ICTPST,Y25T74,Gipuzkoa,Percentage,41.83
2021,2.0,ICTSSHT,Y25T74,Gipuzkoa,Percentage,40.36
2021,2.0,ICTPRGM,Y25T74,Gipuzkoa,Percentage,1.84
2021,2.0,ICTTRFF,Y25T74,Gipuzkoa,Percentage,57.41
2021,2.0,ICTSFWR,Y25T74,Gipuzkoa,Percentage,58.89
2021,2.0,ICTPRVCY,Y25T74,Gipuzkoa,Percentage,23.57
2021,2.0,,Y25T74,Gipuzkoa,Percentage,72.0
2021,2.0,ICTCPT,Y25T74,Bizkaia,Percentage,56.33
2021,2.0,ICTPST,Y25T74,Bizkaia,Percentage,39.4
2021,2.0,ICTSSHT,Y25T74,Bizkaia,Percentage,38.74
2021,2.0,ICTPRGM,Y25T74,Bizkaia,Percentage,2.09
2021,2.0,ICTTRFF,Y25T74,Bizkaia,Percentage,55.33
2021,2.0,ICTSFWR,Y25T74,Bizkaia,Percentage,57.31
2021,2.0,ICTPRVCY,Y25T74,Bizkaia,Percentage,20.3
2021,2.0,,Y25T74,Bizkaia,Percentage,69.98
2022,,ICTCPT,Y16T74,,Percentage,57.2
2022,,ICTPST,Y16T74,,Percentage,42.31
2022,,ICTSSHT,Y16T74,,Percentage,42.23
2022,,ICTPRGM,Y16T74,,Percentage,5.26
2022,,ICTTRFF,Y16T74,,Percentage,52.11
2022,,ICTSFWR,Y16T74,,Percentage,54.02
2022,,ICTPRVCY,Y16T74,,Percentage,23.02
2022,,,Y16T74,,Percentage,68.79
2022,,ICTCPT,Y16T74,Araba/Álava,Percentage,56.74
2022,,ICTPST,Y16T74,Araba/Álava,Percentage,43.54
2022,,ICTSSHT,Y16T74,Araba/Álava,Percentage,44.9
2022,,ICTPRGM,Y16T74,Araba/Álava,Percentage,4.73
2022,,ICTTRFF,Y16T74,Araba/Álava,Percentage,52.54
2022,,ICTSFWR,Y16T74,Araba/Álava,Percentage,53.04
2022,,ICTPRVCY,Y16T74,Araba/Álava,Percentage,23.59
2022,,,Y16T74,Araba/Álava,Percentage,68.32
2022,,ICTCPT,Y16T74,Gipuzkoa,Percentage,58.29
2022,,ICTPST,Y16T74,Gipuzkoa,Percentage,42.32
2022,,ICTSSHT,Y16T74,Gipuzkoa,Percentage,43.22
2022,,ICTPRGM,Y16T74,Gipuzkoa,Percentage,5.69
2022,,ICTTRFF,Y16T74,Gipuzkoa,Percentage,51.64
2022,,ICTSFWR,Y16T74,Gipuzkoa,Percentage,53.61
2022,,ICTPRVCY,Y16T74,Gipuzkoa,Percentage,23.66
2022,,,Y16T74,Gipuzkoa,Percentage,69.41
2022,,ICTCPT,Y16T74,Bizkaia,Percentage,56.66
2022,,ICTPST,Y16T74,Bizkaia,Percentage,41.94
2022,,ICTSSHT,Y16T74,Bizkaia,Percentage,40.86
2022,,ICTPRGM,Y16T74,Bizkaia,Percentage,5.14
2022,,ICTTRFF,Y16T74,Bizkaia,Percentage,52.27
2022,,ICTSFWR,Y16T74,Bizkaia,Percentage,54.54
2022,,ICTPRVCY,Y16T74,Bizkaia,Percentage,22.47
2022,,,Y16T74,Bizkaia,Percentage,68.54
2022,,ICTCPT,Y16T24,,Percentage,87.44
2022,,ICTPST,Y16T24,,Percentage,81.29
2022,,ICTSSHT,Y16T24,,Percentage,68.34
2022,,ICTPRGM,Y16T24,,Percentage,11.04
2022,,ICTTRFF,Y16T24,,Percentage,78.1
2022,,ICTSFWR,Y16T24,,Percentage,81.06
2022,,ICTPRVCY,Y16T24,,Percentage,36.68
2022,,,Y16T24,,Percentage,95.52
2022,,ICTCPT,Y16T24,Araba/Álava,Percentage,82.61
2022,,ICTPST,Y16T24,Araba/Álava,Percentage,83.68
2022,,ICTSSHT,Y16T24,Araba/Álava,Percentage,74.63
2022,,ICTPRGM,Y16T24,Araba/Álava,Percentage,11.05
2022,,ICTTRFF,Y16T24,Araba/Álava,Percentage,81.74
2022,,ICTSFWR,Y16T24,Araba/Álava,Percentage,79.48
2022,,ICTPRVCY,Y16T24,Araba/Álava,Percentage,40.3
2022,,,Y16T24,Araba/Álava,Percentage,94.58
2022,,ICTCPT,Y16T24,Gipuzkoa,Percentage,88.44
2022,,ICTPST,Y16T24,Gipuzkoa,Percentage,78.19
2022,,ICTSSHT,Y16T24,Gipuzkoa,Percentage,64.64
2022,,ICTPRGM,Y16T24,Gipuzkoa,Percentage,10.53
2022,,ICTTRFF,Y16T24,Gipuzkoa,Percentage,78.88
2022,,ICTSFWR,Y16T24,Gipuzkoa,Percentage,80.0
2022,,ICTPRVCY,Y16T24,Gipuzkoa,Percentage,35.6
2022,,,Y16T24,Gipuzkoa,Percentage,96.1
2022,,ICTCPT,Y16T24,Bizkaia,Percentage,88.08
2022,,ICTPST,Y16T24,Bizkaia,Percentage,82.68
2022,,ICTSSHT,Y16T24,Bizkaia,Percentage,69.09
2022,,ICTPRGM,Y16T24,Bizkaia,Percentage,11.36
2022,,ICTTRFF,Y16T24,Bizkaia,Percentage,76.61
2022,,ICTSFWR,Y16T24,Bizkaia,Percentage,82.17
2022,,ICTPRVCY,Y16T24,Bizkaia,Percentage,36.42
2022,,,Y16T24,Bizkaia,Percentage,95.39
2022,,ICTCPT,Y25T74,,Percentage,53.21
2022,,ICTPST,Y25T74,,Percentage,37.16
2022,,ICTSSHT,Y25T74,,Percentage,38.78
2022,,ICTPRGM,Y25T74,,Percentage,4.49
2022,,ICTTRFF,Y25T74,,Percentage,48.68
2022,,ICTSFWR,Y25T74,,Percentage,50.45
2022,,ICTPRVCY,Y25T74,,Percentage,21.22
2022,,,Y25T74,,Percentage,65.26
2022,,ICTCPT,Y25T74,Araba/Álava,Percentage,53.65
2022,,ICTPST,Y25T74,Araba/Álava,Percentage,38.74
2022,,ICTSSHT,Y25T74,Araba/Álava,Percentage,41.35
2022,,ICTPRGM,Y25T74,Araba/Álava,Percentage,3.98
2022,,ICTTRFF,Y25T74,Araba/Álava,Percentage,49.05
2022,,ICTSFWR,Y25T74,Araba/Álava,Percentage,49.88
2022,,ICTPRVCY,Y25T74,Araba/Álava,Percentage,21.59
2022,,,Y25T74,Araba/Álava,Percentage,65.18
2022,,ICTCPT,Y25T74,Gipuzkoa,Percentage,54.06
2022,,ICTPST,Y25T74,Gipuzkoa,Percentage,37.28
2022,,ICTSSHT,Y25T74,Gipuzkoa,Percentage,40.21
2022,,ICTPRGM,Y25T74,Gipuzkoa,Percentage,5.01
2022,,ICTTRFF,Y25T74,Gipuzkoa,Percentage,47.82
2022,,ICTSFWR,Y25T74,Gipuzkoa,Percentage,49.91
2022,,ICTPRVCY,Y25T74,Gipuzkoa,Percentage,21.98
2022,,,Y25T74,Gipuzkoa,Percentage,65.66
2022,,ICTCPT,Y25T74,Bizkaia,Percentage,52.56
2022,,ICTPST,Y25T74,Bizkaia,Percentage,36.63
2022,,ICTSSHT,Y25T74,Bizkaia,Percentage,37.17
2022,,ICTPRGM,Y25T74,Bizkaia,Percentage,4.33
2022,,ICTTRFF,Y25T74,Bizkaia,Percentage,49.1
2022,,ICTSFWR,Y25T74,Bizkaia,Percentage,50.94
2022,,ICTPRVCY,Y25T74,Bizkaia,Percentage,20.65
2022,,,Y25T74,Bizkaia,Percentage,65.03
2022,1.0,ICTCPT,Y16T74,,Percentage,57.94
2022,1.0,ICTPST,Y16T74,,Percentage,41.65
2022,1.0,ICTSSHT,Y16T74,,Percentage,43.44
2022,1.0,ICTPRGM,Y16T74,,Percentage,7.25
2022,1.0,ICTTRFF,Y16T74,,Percentage,53.2
2022,1.0,ICTSFWR,Y16T74,,Percentage,56.24
2022,1.0,ICTPRVCY,Y16T74,,Percentage,26.75
2022,1.0,,Y16T74,,Percentage,69.4
2022,1.0,ICTCPT,Y16T74,Araba/Álava,Percentage,55.89
2022,1.0,ICTPST,Y16T74,Araba/Álava,Percentage,42.74
2022,1.0,ICTSSHT,Y16T74,Araba/Álava,Percentage,45.95
2022,1.0,ICTPRGM,Y16T74,Araba/Álava,Percentage,6.49
2022,1.0,ICTTRFF,Y16T74,Araba/Álava,Percentage,52.16
2022,1.0,ICTSFWR,Y16T74,Araba/Álava,Percentage,55.98
2022,1.0,ICTPRVCY,Y16T74,Araba/Álava,Percentage,28.03
2022,1.0,,Y16T74,Araba/Álava,Percentage,68.86
2022,1.0,ICTCPT,Y16T74,Gipuzkoa,Percentage,58.68
2022,1.0,ICTPST,Y16T74,Gipuzkoa,Percentage,40.93
2022,1.0,ICTSSHT,Y16T74,Gipuzkoa,Percentage,43.05
2022,1.0,ICTPRGM,Y16T74,Gipuzkoa,Percentage,8.57
2022,1.0,ICTTRFF,Y16T74,Gipuzkoa,Percentage,52.06
2022,1.0,ICTSFWR,Y16T74,Gipuzkoa,Percentage,55.07
2022,1.0,ICTPRVCY,Y16T74,Gipuzkoa,Percentage,26.07
2022,1.0,,Y16T74,Gipuzkoa,Percentage,68.84
2022,1.0,ICTCPT,Y16T74,Bizkaia,Percentage,58.08
2022,1.0,ICTPST,Y16T74,Bizkaia,Percentage,41.79
2022,1.0,ICTSSHT,Y16T74,Bizkaia,Percentage,42.95
2022,1.0,ICTPRGM,Y16T74,Bizkaia,Percentage,6.64
2022,1.0,ICTTRFF,Y16T74,Bizkaia,Percentage,54.22
2022,1.0,ICTSFWR,Y16T74,Bizkaia,Percentage,57.05
2022,1.0,ICTPRVCY,Y16T74,Bizkaia,Percentage,26.8
2022,1.0,,Y16T74,Bizkaia,Percentage,69.91
2022,1.0,ICTCPT,Y16T24,,Percentage,85.38
2022,1.0,ICTPST,Y16T24,,Percentage,77.02
2022,1.0,ICTSSHT,Y16T24,,Percentage,67.98
2022,1.0,ICTPRGM,Y16T24,,Percentage,12.88
2022,1.0,ICTTRFF,Y16T24,,Percentage,75.19
2022,1.0,ICTSFWR,Y16T24,,Percentage,83.51
2022,1.0,ICTPRVCY,Y16T24,,Percentage,39.99
2022,1.0,,Y16T24,,Percentage,93.54
2022,1.0,ICTCPT,Y16T24,Araba/Álava,Percentage,73.96
2022,1.0,ICTPST,Y16T24,Araba/Álava,Percentage,73.54
2022,1.0,ICTSSHT,Y16T24,Araba/Álava,Percentage,76.98
2022,1.0,ICTPRGM,Y16T24,Araba/Álava,Percentage,17.3
2022,1.0,ICTTRFF,Y16T24,Araba/Álava,Percentage,77.94
2022,1.0,ICTSFWR,Y16T24,Araba/Álava,Percentage,76.66
2022,1.0,ICTPRVCY,Y16T24,Araba/Álava,Percentage,42.88
2022,1.0,,Y16T24,Araba/Álava,Percentage,92.71
2022,1.0,ICTCPT,Y16T24,Gipuzkoa,Percentage,89.39
2022,1.0,ICTPST,Y16T24,Gipuzkoa,Percentage,72.35
2022,1.0,ICTSSHT,Y16T24,Gipuzkoa,Percentage,63.16
2022,1.0,ICTPRGM,Y16T24,Gipuzkoa,Percentage,16.01
2022,1.0,ICTTRFF,Y16T24,Gipuzkoa,Percentage,78.83
2022,1.0,ICTSFWR,Y16T24,Gipuzkoa,Percentage,85.47
2022,1.0,ICTPRVCY,Y16T24,Gipuzkoa,Percentage,33.21
2022,1.0,,Y16T24,Gipuzkoa,Percentage,96.4
2022,1.0,ICTCPT,Y16T24,Bizkaia,Percentage,85.75
2022,1.0,ICTPST,Y16T24,Bizkaia,Percentage,81.08
2022,1.0,ICTSSHT,Y16T24,Bizkaia,Percentage,68.79
2022,1.0,ICTPRGM,Y16T24,Bizkaia,Percentage,9.61
2022,1.0,ICTTRFF,Y16T24,Bizkaia,Percentage,72.02
2022,1.0,ICTSFWR,Y16T24,Bizkaia,Percentage,84.03
2022,1.0,ICTPRVCY,Y16T24,Bizkaia,Percentage,43.76
2022,1.0,,Y16T24,Bizkaia,Percentage,91.84
2022,1.0,ICTCPT,Y25T74,,Percentage,54.17
2022,1.0,ICTPST,Y25T74,,Percentage,36.79
2022,1.0,ICTSSHT,Y25T74,,Percentage,40.07
2022,1.0,ICTPRGM,Y25T74,,Percentage,6.47
2022,1.0,ICTTRFF,Y25T74,,Percentage,50.17
2022,1.0,ICTSFWR,Y25T74,,Percentage,52.49
2022,1.0,ICTPRVCY,Y25T74,,Percentage,24.92
2022,1.0,,Y25T74,,Percentage,66.08
2022,1.0,ICTCPT,Y25T74,Araba/Álava,Percentage,53.67
2022,1.0,ICTPST,Y25T74,Araba/Álava,Percentage,38.95
2022,1.0,ICTSSHT,Y25T74,Araba/Álava,Percentage,42.14
2022,1.0,ICTPRGM,Y25T74,Araba/Álava,Percentage,5.16
2022,1.0,ICTTRFF,Y25T74,Araba/Álava,Percentage,48.99
2022,1.0,ICTSFWR,Y25T74,Araba/Álava,Percentage,53.44
2022,1.0,ICTPRVCY,Y25T74,Araba/Álava,Percentage,26.21
2022,1.0,,Y25T74,Araba/Álava,Percentage,65.93
2022,1.0,ICTCPT,Y25T74,Gipuzkoa,Percentage,54.18
2022,1.0,ICTPST,Y25T74,Gipuzkoa,Percentage,36.33
2022,1.0,ICTSSHT,Y25T74,Gipuzkoa,Percentage,40.1
2022,1.0,ICTPRGM,Y25T74,Gipuzkoa,Percentage,7.48
2022,1.0,ICTTRFF,Y25T74,Gipuzkoa,Percentage,48.14
2022,1.0,ICTSFWR,Y25T74,Gipuzkoa,Percentage,50.62
2022,1.0,ICTPRVCY,Y25T74,Gipuzkoa,Percentage,25.02
2022,1.0,,Y25T74,Gipuzkoa,Percentage,64.8
2022,1.0,ICTCPT,Y25T74,Bizkaia,Percentage,54.3
2022,1.0,ICTPST,Y25T74,Bizkaia,Percentage,36.43
2022,1.0,ICTSSHT,Y25T74,Bizkaia,Percentage,39.43
2022,1.0,ICTPRGM,Y25T74,Bizkaia,Percentage,6.23
2022,1.0,ICTTRFF,Y25T74,Bizkaia,Percentage,51.79
2022,1.0,ICTSFWR,Y25T74,Bizkaia,Percentage,53.37
2022,1.0,ICTPRVCY,Y25T74,Bizkaia,Percentage,24.49
2022,1.0,,Y25T74,Bizkaia,Percentage,66.92
2022,2.0,ICTCPT,Y16T74,,Percentage,56.49
2022,2.0,ICTPST,Y16T74,,Percentage,42.93
2022,2.0,ICTSSHT,Y16T74,,Percentage,41.07
2022,2.0,ICTPRGM,Y16T74,,Percentage,3.35
2022,2.0,ICTTRFF,Y16T74,,Percentage,51.07
2022,2.0,ICTSFWR,Y16T74,,Percentage,51.89
2022,2.0,ICTPRVCY,Y16T74,,Percentage,19.46
2022,2.0,,Y16T74,,Percentage,68.2
2022,2.0,ICTCPT,Y16T74,Araba/Álava,Percentage,57.56
2022,2.0,ICTPST,Y16T74,Araba/Álava,Percentage,44.31
2022,2.0,ICTSSHT,Y16T74,Araba/Álava,Percentage,43.88
2022,2.0,ICTPRGM,Y16T74,Araba/Álava,Percentage,3.03
2022,2.0,ICTTRFF,Y16T74,Araba/Álava,Percentage,52.9
2022,2.0,ICTSFWR,Y16T74,Araba/Álava,Percentage,50.18
2022,2.0,ICTPRVCY,Y16T74,Araba/Álava,Percentage,19.28
2022,2.0,,Y16T74,Araba/Álava,Percentage,67.8
2022,2.0,ICTCPT,Y16T74,Gipuzkoa,Percentage,57.91
2022,2.0,ICTPST,Y16T74,Gipuzkoa,Percentage,43.69
2022,2.0,ICTSSHT,Y16T74,Gipuzkoa,Percentage,43.39
2022,2.0,ICTPRGM,Y16T74,Gipuzkoa,Percentage,2.84
2022,2.0,ICTTRFF,Y16T74,Gipuzkoa,Percentage,51.23
2022,2.0,ICTSFWR,Y16T74,Gipuzkoa,Percentage,52.17
2022,2.0,ICTPRVCY,Y16T74,Gipuzkoa,Percentage,21.28
2022,2.0,,Y16T74,Gipuzkoa,Percentage,69.97
2022,2.0,ICTCPT,Y16T74,Bizkaia,Percentage,55.34
2022,2.0,ICTPST,Y16T74,Bizkaia,Percentage,42.08
2022,2.0,ICTSSHT,Y16T74,Bizkaia,Percentage,38.9
2022,2.0,ICTPRGM,Y16T74,Bizkaia,Percentage,3.74
2022,2.0,ICTTRFF,Y16T74,Bizkaia,Percentage,50.45
2022,2.0,ICTSFWR,Y16T74,Bizkaia,Percentage,52.2
2022,2.0,ICTPRVCY,Y16T74,Bizkaia,Percentage,18.43
2022,2.0,,Y16T74,Bizkaia,Percentage,67.26
2022,2.0,ICTCPT,Y16T24,,Percentage,89.57
2022,2.0,ICTPST,Y16T24,,Percentage,85.68
2022,2.0,ICTSSHT,Y16T24,,Percentage,68.72
2022,2.0,ICTPRGM,Y16T24,,Percentage,9.13
2022,2.0,ICTTRFF,Y16T24,,Percentage,81.09
2022,2.0,ICTSFWR,Y16T24,,Percentage,78.54
2022,2.0,ICTPRVCY,Y16T24,,Percentage,33.27
2022,2.0,,Y16T24,,Percentage,97.55
2022,2.0,ICTCPT,Y16T24,Araba/Álava,Percentage,91.43
2022,2.0,ICTPST,Y16T24,Araba/Álava,Percentage,94.03
2022,2.0,ICTSSHT,Y16T24,Araba/Álava,Percentage,72.24
2022,2.0,ICTPRGM,Y16T24,Araba/Álava,Percentage,4.68
2022,2.0,ICTTRFF,Y16T24,Araba/Álava,Percentage,85.62
2022,2.0,ICTSFWR,Y16T24,Araba/Álava,Percentage,82.37
2022,2.0,ICTPRVCY,Y16T24,Araba/Álava,Percentage,37.67
2022,2.0,,Y16T24,Araba/Álava,Percentage,96.48
2022,2.0,ICTCPT,Y16T24,Gipuzkoa,Percentage,87.43
2022,2.0,ICTPST,Y16T24,Gipuzkoa,Percentage,84.41
2022,2.0,ICTSSHT,Y16T24,Gipuzkoa,Percentage,66.21
2022,2.0,ICTPRGM,Y16T24,Gipuzkoa,Percentage,4.69
2022,2.0,ICTTRFF,Y16T24,Gipuzkoa,Percentage,78.94
2022,2.0,ICTSFWR,Y16T24,Gipuzkoa,Percentage,74.19
2022,2.0,ICTPRVCY,Y16T24,Gipuzkoa,Percentage,38.14
2022,2.0,,Y16T24,Gipuzkoa,Percentage,95.77
2022,2.0,ICTCPT,Y16T24,Bizkaia,Percentage,90.43
2022,2.0,ICTPST,Y16T24,Bizkaia,Percentage,84.29
2022,2.0,ICTSSHT,Y16T24,Bizkaia,Percentage,69.38
2022,2.0,ICTPRGM,Y16T24,Bizkaia,Percentage,13.13
2022,2.0,ICTTRFF,Y16T24,Bizkaia,Percentage,81.25
2022,2.0,ICTSFWR,Y16T24,Bizkaia,Percentage,80.29
2022,2.0,ICTPRVCY,Y16T24,Bizkaia,Percentage,29.02
2022,2.0,,Y16T24,Bizkaia,Percentage,98.96
2022,2.0,ICTCPT,Y25T74,,Percentage,52.3
2022,2.0,ICTPST,Y25T74,,Percentage,37.51
2022,2.0,ICTSSHT,Y25T74,,Percentage,37.57
2022,2.0,ICTPRGM,Y25T74,,Percentage,2.62
2022,2.0,ICTTRFF,Y25T74,,Percentage,47.26
2022,2.0,ICTSFWR,Y25T74,,Percentage,48.51
2022,2.0,ICTPRVCY,Y25T74,,Percentage,17.71
2022,2.0,,Y25T74,,Percentage,64.48
2022,2.0,ICTCPT,Y25T74,Araba/Álava,Percentage,53.63
2022,2.0,ICTPST,Y25T74,Araba/Álava,Percentage,38.54
2022,2.0,ICTSSHT,Y25T74,Araba/Álava,Percentage,40.58
2022,2.0,ICTPRGM,Y25T74,Araba/Álava,Percentage,2.84
2022,2.0,ICTTRFF,Y25T74,Araba/Álava,Percentage,49.1
2022,2.0,ICTSFWR,Y25T74,Araba/Álava,Percentage,46.44
2022,2.0,ICTPRVCY,Y25T74,Araba/Álava,Percentage,17.14
2022,2.0,,Y25T74,Araba/Álava,Percentage,64.47
2022,2.0,ICTCPT,Y25T74,Gipuzkoa,Percentage,53.94
2022,2.0,ICTPST,Y25T74,Gipuzkoa,Percentage,38.22
2022,2.0,ICTSSHT,Y25T74,Gipuzkoa,Percentage,40.32
2022,2.0,ICTPRGM,Y25T74,Gipuzkoa,Percentage,2.59
2022,2.0,ICTTRFF,Y25T74,Gipuzkoa,Percentage,47.5
2022,2.0,ICTSFWR,Y25T74,Gipuzkoa,Percentage,49.21
2022,2.0,ICTPRVCY,Y25T74,Gipuzkoa,Percentage,19.01
2022,2.0,,Y25T74,Gipuzkoa,Percentage,66.5
2022,2.0,ICTCPT,Y25T74,Bizkaia,Percentage,50.95
2022,2.0,ICTPST,Y25T74,Bizkaia,Percentage,36.8
2022,2.0,ICTSSHT,Y25T74,Bizkaia,Percentage,35.08
2022,2.0,ICTPRGM,Y25T74,Bizkaia,Percentage,2.57
2022,2.0,ICTTRFF,Y25T74,Bizkaia,Percentage,46.6
2022,2.0,ICTSFWR,Y25T74,Bizkaia,Percentage,48.69
2022,2.0,ICTPRVCY,Y25T74,Bizkaia,Percentage,17.11
2022,2.0,,Y25T74,Bizkaia,Percentage,63.29
2023,,ICTCPT,Y16T74,,Percentage,56.25
2023,,ICTPST,Y16T74,,Percentage,41.06
2023,,ICTSSHT,Y16T74,,Percentage,41.85
2023,,ICTPRGM,Y16T74,,Percentage,6.23
2023,,ICTTRFF,Y16T74,,Percentage,49.97
2023,,ICTSFWR,Y16T74,,Percentage,51.59
2023,,ICTPRVCY,Y16T74,,Percentage,33.43
2023,,,Y16T74,,Percentage,71.49
2023,,ICTCPT,Y16T74,Araba/Álava,Percentage,54.82
2023,,ICTPST,Y16T74,Araba/Álava,Percentage,38.38
2023,,ICTSSHT,Y16T74,Araba/Álava,Percentage,37.35
2023,,ICTPRGM,Y16T74,Araba/Álava,Percentage,4.26
2023,,ICTTRFF,Y16T74,Araba/Álava,Percentage,46.04
2023,,ICTSFWR,Y16T74,Araba/Álava,Percentage,52.49
2023,,ICTPRVCY,Y16T74,Araba/Álava,Percentage,31.66
2023,,,Y16T74,Araba/Álava,Percentage,71.3
2023,,ICTCPT,Y16T74,Gipuzkoa,Percentage,57.26
2023,,ICTPST,Y16T74,Gipuzkoa,Percentage,42.92
2023,,ICTSSHT,Y16T74,Gipuzkoa,Percentage,44.42
2023,,ICTPRGM,Y16T74,Gipuzkoa,Percentage,6.12
2023,,ICTTRFF,Y16T74,Gipuzkoa,Percentage,50.82
2023,,ICTSFWR,Y16T74,Gipuzkoa,Percentage,50.67
2023,,ICTPRVCY,Y16T74,Gipuzkoa,Percentage,32.69
2023,,,Y16T74,Gipuzkoa,Percentage,71.95
2023,,ICTCPT,Y16T74,Bizkaia,Percentage,56.04
2023,,ICTPST,Y16T74,Bizkaia,Percentage,40.68
2023,,ICTSSHT,Y16T74,Bizkaia,Percentage,41.54
2023,,ICTPRGM,Y16T74,Bizkaia,Percentage,6.86
2023,,ICTTRFF,Y16T74,Bizkaia,Percentage,50.57
2023,,ICTSFWR,Y16T74,Bizkaia,Percentage,51.9
2023,,ICTPRVCY,Y16T74,Bizkaia,Percentage,34.41
2023,,,Y16T74,Bizkaia,Percentage,71.26
2023,,ICTCPT,Y16T24,,Percentage,89.14
2023,,ICTPST,Y16T24,,Percentage,83.54
2023,,ICTSSHT,Y16T24,,Percentage,63.58
2023,,ICTPRGM,Y16T24,,Percentage,16.58
2023,,ICTTRFF,Y16T24,,Percentage,77.6
2023,,ICTSFWR,Y16T24,,Percentage,76.57
2023,,ICTPRVCY,Y16T24,,Percentage,45.54
2023,,,Y16T24,,Percentage,95.87
2023,,ICTCPT,Y16T24,Araba/Álava,Percentage,94.85
2023,,ICTPST,Y16T24,Araba/Álava,Percentage,83.61
2023,,ICTSSHT,Y16T24,Araba/Álava,Percentage,57.79
2023,,ICTPRGM,Y16T24,Araba/Álava,Percentage,14.41
2023,,ICTTRFF,Y16T24,Araba/Álava,Percentage,83.91
2023,,ICTSFWR,Y16T24,Araba/Álava,Percentage,72.3
2023,,ICTPRVCY,Y16T24,Araba/Álava,Percentage,39.35
2023,,,Y16T24,Araba/Álava,Percentage,99.48
2023,,ICTCPT,Y16T24,Gipuzkoa,Percentage,89.53
2023,,ICTPST,Y16T24,Gipuzkoa,Percentage,85.71
2023,,ICTSSHT,Y16T24,Gipuzkoa,Percentage,70.09
2023,,ICTPRGM,Y16T24,Gipuzkoa,Percentage,12.47
2023,,ICTTRFF,Y16T24,Gipuzkoa,Percentage,76.4
2023,,ICTSFWR,Y16T24,Gipuzkoa,Percentage,79.31
2023,,ICTPRVCY,Y16T24,Gipuzkoa,Percentage,48.36
2023,,,Y16T24,Gipuzkoa,Percentage,97.29
2023,,ICTCPT,Y16T24,Bizkaia,Percentage,87.1
2023,,ICTPST,Y16T24,Bizkaia,Percentage,82.03
2023,,ICTSSHT,Y16T24,Bizkaia,Percentage,60.93
2023,,ICTPRGM,Y16T24,Bizkaia,Percentage,20.07
2023,,ICTTRFF,Y16T24,Bizkaia,Percentage,76.45
2023,,ICTSFWR,Y16T24,Bizkaia,Percentage,76.02
2023,,ICTPRVCY,Y16T24,Bizkaia,Percentage,45.54
2023,,,Y16T24,Bizkaia,Percentage,93.78
2023,,ICTCPT,Y25T74,,Percentage,51.9
2023,,ICTPST,Y25T74,,Percentage,35.44
2023,,ICTSSHT,Y25T74,,Percentage,38.98
2023,,ICTPRGM,Y25T74,,Percentage,4.86
2023,,ICTTRFF,Y25T74,,Percentage,46.31
2023,,ICTSFWR,Y25T74,,Percentage,48.28
2023,,ICTPRVCY,Y25T74,,Percentage,31.83
2023,,,Y25T74,,Percentage,68.27
2023,,ICTCPT,Y25T74,Araba/Álava,Percentage,49.29
2023,,ICTPST,Y25T74,Araba/Álava,Percentage,32.14
2023,,ICTSSHT,Y25T74,Araba/Álava,Percentage,34.53
2023,,ICTPRGM,Y25T74,Araba/Álava,Percentage,2.86
2023,,ICTTRFF,Y25T74,Araba/Álava,Percentage,40.81
2023,,ICTSFWR,Y25T74,Araba/Álava,Percentage,49.75
2023,,ICTPRVCY,Y25T74,Araba/Álava,Percentage,30.59
2023,,,Y25T74,Araba/Álava,Percentage,67.41
