Year,Sex,Province,County,Municipality,Units,GeoCode,Value
2014,F,,,Mundaka,"Per 100,000 inhabitants",Mundaka,0.0
2016,F,,,Mungia,"Per 100,000 inhabitants",Mungia,0.0
2013,F,,,Mungia,"Per 100,000 inhabitants",Mungia,0.0
2015,F,,,Mungia,"Per 100,000 inhabitants",Mungia,0.0
2011,F,,,Mungia,"Per 100,000 inhabitants",Mungia,0.0
2023,F,,,Mungia,"Per 100,000 inhabitants",Mungia,0.0
2021,F,,,Mungia,"Per 100,000 inhabitants",Mungia,0.0
2017,F,,,Mungia,"Per 100,000 inhabitants",Mungia,0.0
2022,F,,,Mungia,"Per 100,000 inhabitants",Mungia,0.0
2020,F,,,Mungia,"Per 100,000 inhabitants",Mungia,0.0
2018,F,,,Mungia,"Per 100,000 inhabitants",Mungia,0.0
2014,F,,,Mungia,"Per 100,000 inhabitants",Mungia,0.0
2012,F,,,Mungia,"Per 100,000 inhabitants",Mungia,0.0
2010,F,,,Mungia,"Per 100,000 inhabitants",Mungia,0.0
2019,F,,,Mungia,"Per 100,000 inhabitants",Mungia,0.0
2023,F,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2017,F,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2011,F,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2013,F,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2022,F,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2020,F,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2018,F,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2016,F,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2014,F,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2012,F,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2010,F,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2019,F,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2015,F,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2021,F,,,Munitibar-Arbatzegi Gerrikaitz,"Per 100,000 inhabitants",Munitibar-Arbatzegi Gerrikaitz,0.0
2010,F,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2011,F,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2022,F,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2019,F,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2017,F,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2012,F,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2020,F,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2021,F,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2013,F,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2016,F,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2023,F,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2014,F,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2015,F,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2018,F,,,Murueta,"Per 100,000 inhabitants",Murueta,0.0
2021,F,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2018,F,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2015,F,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2017,F,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2023,F,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2019,F,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2011,F,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2013,F,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2022,F,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2020,F,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2016,F,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2014,F,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2012,F,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2010,F,,,Muskiz,"Per 100,000 inhabitants",Muskiz,0.0
2012,F,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2020,F,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2018,F,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2014,F,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2010,F,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2017,F,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2016,F,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2022,F,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2021,F,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2011,F,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2019,F,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2023,F,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2013,F,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2015,F,,,Mutiloa,"Per 100,000 inhabitants",Mutiloa,0.0
2011,F,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2018,F,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2017,F,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2022,F,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2020,F,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2016,F,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2014,F,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2012,F,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2010,F,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2015,F,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2019,F,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2013,F,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2023,F,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2021,F,,,Mutriku,"Per 100,000 inhabitants",Mutriku,0.0
2015,F,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2016,F,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2023,F,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2017,F,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2021,F,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2013,F,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2019,F,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2011,F,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2022,F,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2020,F,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2018,F,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2014,F,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2012,F,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2010,F,,,Muxika,"Per 100,000 inhabitants",Muxika,0.0
2016,F,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2014,F,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2023,F,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2018,F,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2015,F,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2019,F,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2010,F,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2011,F,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2022,F,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2021,F,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2020,F,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2017,F,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2013,F,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2012,F,,,Nabarniz,"Per 100,000 inhabitants",Nabarniz,0.0
2022,F,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2021,F,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2018,F,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2012,F,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2016,F,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2014,F,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2010,F,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2013,F,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2019,F,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2023,F,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2015,F,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2020,F,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2017,F,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2011,F,,,Navaridas,"Per 100,000 inhabitants",Navaridas,0.0
2022,F,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2020,F,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2010,F,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2011,F,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2013,F,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2018,F,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2015,F,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2017,F,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2023,F,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2021,F,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2019,F,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2014,F,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2012,F,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2016,F,,,Oiartzun,"Per 100,000 inhabitants",Oiartzun,0.0
2016,F,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2011,F,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2010,F,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2013,F,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2017,F,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2012,F,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2020,F,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2021,F,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2023,F,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2019,F,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2015,F,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2014,F,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2022,F,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2018,F,,,Okondo,"Per 100,000 inhabitants",Okondo,0.0
2023,F,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2021,F,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2020,F,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2018,F,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2016,F,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2014,F,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2012,F,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2010,F,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2011,F,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2017,F,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2015,F,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2019,F,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2013,F,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2022,F,,,Olaberria,"Per 100,000 inhabitants",Olaberria,0.0
2022,F,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2011,F,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2014,F,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2021,F,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2013,F,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2017,F,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2023,F,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2015,F,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2020,F,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2018,F,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2016,F,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2012,F,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2010,F,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2019,F,,,Ondarroa,"Per 100,000 inhabitants",Ondarroa,0.0
2020,F,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2022,F,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2018,F,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2021,F,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2013,F,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2011,F,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2023,F,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2019,F,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2015,F,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2016,F,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2014,F,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2012,F,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2010,F,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2017,F,,,Oñati,"Per 100,000 inhabitants",Oñati,0.0
2015,F,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2011,F,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2021,F,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2022,F,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2020,F,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2018,F,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2016,F,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2014,F,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2012,F,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2010,F,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2017,F,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2019,F,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2023,F,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2013,F,,,Ordizia,"Per 100,000 inhabitants",Ordizia,0.0
2023,F,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2013,F,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2021,F,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2019,F,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2017,F,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2022,F,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2020,F,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2018,F,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2016,F,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2014,F,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2012,F,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2010,F,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2011,F,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2015,F,,,Orendain,"Per 100,000 inhabitants",Orendain,0.0
2023,F,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2020,F,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2015,F,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2022,F,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2018,F,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2016,F,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2014,F,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2012,F,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2010,F,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2017,F,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2021,F,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2013,F,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2019,F,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2011,F,,,Orexa,"Per 100,000 inhabitants",Orexa,0.0
2021,F,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2017,F,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2015,F,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2022,F,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2020,F,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2018,F,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2016,F,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2014,F,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2012,F,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2010,F,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2013,F,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2011,F,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2019,F,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2023,F,,,Orio,"Per 100,000 inhabitants",Orio,0.0
2016,F,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2021,F,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2010,F,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2014,F,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2023,F,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2019,F,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2022,F,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2020,F,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2018,F,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2015,F,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2012,F,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2013,F,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2011,F,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2017,F,,,Ormaiztegi,"Per 100,000 inhabitants",Ormaiztegi,0.0
2023,F,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2021,F,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2013,F,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2019,F,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2022,F,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2020,F,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2018,F,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2014,F,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2012,F,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2010,F,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2011,F,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2015,F,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2016,F,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2017,F,,,Orozko,"Per 100,000 inhabitants",Orozko,0.0
2018,F,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2019,F,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2023,F,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2017,F,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2021,F,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2015,F,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2013,F,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2011,F,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2022,F,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2020,F,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2016,F,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2014,F,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2012,F,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2010,F,,,Ortuella,"Per 100,000 inhabitants",Ortuella,0.0
2022,F,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2021,F,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2019,F,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2023,F,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2018,F,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2020,F,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2014,F,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2011,F,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2017,F,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2015,F,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2013,F,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2016,F,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2012,F,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2010,F,,,Otxandio,"Per 100,000 inhabitants",Otxandio,0.0
2020,F,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2022,F,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2016,F,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2015,F,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2017,F,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2023,F,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2019,F,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2011,F,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2012,F,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2021,F,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2018,F,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2010,F,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2013,F,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2014,F,,,Oyón-Oion,"Per 100,000 inhabitants",Oyón-Oion,0.0
2019,F,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2015,F,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2017,F,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2023,F,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2021,F,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2022,F,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2020,F,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2018,F,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2016,F,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2014,F,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2012,F,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2010,F,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2011,F,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2013,F,,,Pasaia,"Per 100,000 inhabitants",Pasaia,0.0
2022,F,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2012,F,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2023,F,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2017,F,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2014,F,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2010,F,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2016,F,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2011,F,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2021,F,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2013,F,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2019,F,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2020,F,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2018,F,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2015,F,,,Peñacerrada-Urizaharra,"Per 100,000 inhabitants",Peñacerrada-Urizaharra,0.0
2021,F,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2013,F,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2019,F,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2017,F,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2023,F,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2022,F,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
2020,F,,,Plentzia,"Per 100,000 inhabitants",Plentzia,0.0
