Year,Sexo,Habilidad_IT,Edad,Territorio,Units,Value
2021,1,ICTPST,Y25T74,Bizkaia,Porcentaje,43.41
2021,1,ICTSSHT,Y25T74,Bizkaia,Porcentaje,45.5
2021,1,ICTPRGM,Y25T74,Bizkaia,Porcentaje,5.93
2021,1,ICTTRFF,Y25T74,Bizkaia,Porcentaje,58.94
2021,1,ICTSFWR,Y25T74,Bizkaia,Porcentaje,65.64
2021,1,ICTPRVCY,Y25T74,Bizkaia,Porcentaje,30.86
2021,1,ICT_TOT,Y25T74,Bizkaia,Porcentaje,74.31
2021,_T,ICTCPT,Y16T74,,Porcentaje,60.25
2021,_T,ICTPST,Y16T74,,Porcentaje,45.07
2021,_T,ICTSSHT,Y16T74,,Porcentaje,42.32
2021,_T,ICTPRGM,Y16T74,,Porcentaje,3.14
2021,_T,ICTTRFF,Y16T74,,Porcentaje,58.63
2021,_T,ICTSFWR,Y16T74,,Porcentaje,61.24
2021,_T,ICTPRVCY,Y16T74,,Porcentaje,23.51
2021,_T,ICT_TOT,Y16T74,,Porcentaje,73.76
2021,_T,ICTCPT,Y16T74,Araba/Álava,Porcentaje,59.54
2021,_T,ICTPST,Y16T74,Araba/Álava,Porcentaje,44.91
2021,_T,ICTSSHT,Y16T74,Araba/Álava,Porcentaje,43.21
2021,_T,ICTPRGM,Y16T74,Araba/Álava,Porcentaje,3.69
2021,_T,ICTTRFF,Y16T74,Araba/Álava,Porcentaje,56.3
2021,_T,ICTSFWR,Y16T74,Araba/Álava,Porcentaje,61.97
2021,_T,ICTPRVCY,Y16T74,Araba/Álava,Porcentaje,24.05
2021,_T,ICT_TOT,Y16T74,Araba/Álava,Porcentaje,74.42
2021,_T,ICTCPT,Y16T74,Gipuzkoa,Porcentaje,61.84
2021,_T,ICTPST,Y16T74,Gipuzkoa,Porcentaje,47.05
2021,_T,ICTSSHT,Y16T74,Gipuzkoa,Porcentaje,44.01
2021,_T,ICTPRGM,Y16T74,Gipuzkoa,Porcentaje,2.57
2021,_T,ICTTRFF,Y16T74,Gipuzkoa,Porcentaje,59.99
2021,_T,ICTSFWR,Y16T74,Gipuzkoa,Porcentaje,62.05
2021,_T,ICTPRVCY,Y16T74,Gipuzkoa,Porcentaje,25.12
2021,_T,ICT_TOT,Y16T74,Gipuzkoa,Porcentaje,75.04
2021,_T,ICTCPT,Y16T74,Bizkaia,Porcentaje,59.48
2021,_T,ICTPST,Y16T74,Bizkaia,Porcentaje,43.91
2021,_T,ICTSSHT,Y16T74,Bizkaia,Porcentaje,41.04
2021,_T,ICTPRGM,Y16T74,Bizkaia,Porcentaje,3.34
2021,_T,ICTTRFF,Y16T74,Bizkaia,Porcentaje,58.45
2021,_T,ICTSFWR,Y16T74,Bizkaia,Porcentaje,60.56
2021,_T,ICTPRVCY,Y16T74,Bizkaia,Porcentaje,22.38
2021,_T,ICT_TOT,Y16T74,Bizkaia,Porcentaje,72.8
2021,_T,ICTCPT,Y16T24,,Porcentaje,85.56
2021,_T,ICTPST,Y16T24,,Porcentaje,83.18
2021,_T,ICTSSHT,Y16T24,,Porcentaje,64.17
2021,_T,ICTPRGM,Y16T24,,Porcentaje,11.1
2021,_T,ICTTRFF,Y16T24,,Porcentaje,82.59
2021,_T,ICTSFWR,Y16T24,,Porcentaje,86.29
2021,_T,ICTPRVCY,Y16T24,,Porcentaje,38.31
2021,_T,ICT_TOT,Y16T24,,Porcentaje,96.66
2021,_T,ICTCPT,Y16T24,Araba/Álava,Porcentaje,86.52
2021,_T,ICTPST,Y16T24,Araba/Álava,Porcentaje,83.9
2021,_T,ICTSSHT,Y16T24,Araba/Álava,Porcentaje,62.48
2021,_T,ICTPRGM,Y16T24,Araba/Álava,Porcentaje,9.22
2021,_T,ICTTRFF,Y16T24,Araba/Álava,Porcentaje,84.87
2021,_T,ICTSFWR,Y16T24,Araba/Álava,Porcentaje,84.23
2021,_T,ICTPRVCY,Y16T24,Araba/Álava,Porcentaje,37.98
2021,_T,ICT_TOT,Y16T24,Araba/Álava,Porcentaje,96.29
2021,_T,ICTCPT,Y16T24,Gipuzkoa,Porcentaje,86.21
2021,_T,ICTPST,Y16T24,Gipuzkoa,Porcentaje,87.54
2021,_T,ICTSSHT,Y16T24,Gipuzkoa,Porcentaje,72.32
2021,_T,ICTPRGM,Y16T24,Gipuzkoa,Porcentaje,8.26
2021,_T,ICTTRFF,Y16T24,Gipuzkoa,Porcentaje,80.03
2021,_T,ICTSFWR,Y16T24,Gipuzkoa,Porcentaje,86.55
2021,_T,ICTPRVCY,Y16T24,Gipuzkoa,Porcentaje,37.19
2021,_T,ICT_TOT,Y16T24,Gipuzkoa,Porcentaje,98.66
2021,_T,ICTCPT,Y16T24,Bizkaia,Porcentaje,84.89
2021,_T,ICTPST,Y16T24,Bizkaia,Porcentaje,80.24
2021,_T,ICTSSHT,Y16T24,Bizkaia,Porcentaje,59.54
2021,_T,ICTPRGM,Y16T24,Bizkaia,Porcentaje,13.4
2021,_T,ICTTRFF,Y16T24,Bizkaia,Porcentaje,83.57
2021,_T,ICTSFWR,Y16T24,Bizkaia,Porcentaje,86.71
2021,_T,ICTPRVCY,Y16T24,Bizkaia,Porcentaje,39.11
2021,_T,ICT_TOT,Y16T24,Bizkaia,Porcentaje,95.51
2021,_T,ICTCPT,Y25T74,,Porcentaje,57.08
2021,_T,ICTPST,Y25T74,,Porcentaje,40.29
2021,_T,ICTSSHT,Y25T74,,Porcentaje,39.58
2021,_T,ICTPRGM,Y25T74,,Porcentaje,2.15
2021,_T,ICTTRFF,Y25T74,,Porcentaje,55.62
2021,_T,ICTSFWR,Y25T74,,Porcentaje,58.11
2021,_T,ICTPRVCY,Y25T74,,Porcentaje,21.65
2021,_T,ICT_TOT,Y25T74,,Porcentaje,70.9
2021,_T,ICTCPT,Y25T74,Araba/Álava,Porcentaje,56.25
2021,_T,ICTPST,Y25T74,Araba/Álava,Porcentaje,40.16
2021,_T,ICTSSHT,Y25T74,Araba/Álava,Porcentaje,40.86
2021,_T,ICTPRGM,Y25T74,Araba/Álava,Porcentaje,3.01
2021,_T,ICTTRFF,Y25T74,Araba/Álava,Porcentaje,52.82
2021,_T,ICTSFWR,Y25T74,Araba/Álava,Porcentaje,59.26
2021,_T,ICTPRVCY,Y25T74,Araba/Álava,Porcentaje,22.35
2021,_T,ICT_TOT,Y25T74,Araba/Álava,Porcentaje,71.75
2021,_T,ICTCPT,Y25T74,Gipuzkoa,Porcentaje,58.7
2021,_T,ICTPST,Y25T74,Gipuzkoa,Porcentaje,41.83
2021,_T,ICTSSHT,Y25T74,Gipuzkoa,Porcentaje,40.36
2021,_T,ICTPRGM,Y25T74,Gipuzkoa,Porcentaje,1.84
2021,_T,ICTTRFF,Y25T74,Gipuzkoa,Porcentaje,57.41
2021,_T,ICTSFWR,Y25T74,Gipuzkoa,Porcentaje,58.89
2021,_T,ICTPRVCY,Y25T74,Gipuzkoa,Porcentaje,23.57
2021,_T,ICT_TOT,Y25T74,Gipuzkoa,Porcentaje,72.0
2021,_T,ICTCPT,Y25T74,Bizkaia,Porcentaje,56.33
2021,_T,ICTPST,Y25T74,Bizkaia,Porcentaje,39.4
2021,_T,ICTSSHT,Y25T74,Bizkaia,Porcentaje,38.74
2021,_T,ICTPRGM,Y25T74,Bizkaia,Porcentaje,2.09
2021,_T,ICTTRFF,Y25T74,Bizkaia,Porcentaje,55.33
2021,_T,ICTSFWR,Y25T74,Bizkaia,Porcentaje,57.31
2021,_T,ICTPRVCY,Y25T74,Bizkaia,Porcentaje,20.3
2021,_T,ICT_TOT,Y25T74,Bizkaia,Porcentaje,69.98
2022,_T,ICTCPT,Y16T74,,Porcentaje,57.2
2022,_T,ICTPST,Y16T74,,Porcentaje,42.31
2022,_T,ICTSSHT,Y16T74,,Porcentaje,42.23
2022,_T,ICTPRGM,Y16T74,,Porcentaje,5.26
2022,_T,ICTTRFF,Y16T74,,Porcentaje,52.11
2022,_T,ICTSFWR,Y16T74,,Porcentaje,54.02
2022,_T,ICTPRVCY,Y16T74,,Porcentaje,23.02
2022,_T,ICT_TOT,Y16T74,,Porcentaje,68.79
2022,_T,ICTCPT,Y16T74,Araba/Álava,Porcentaje,56.74
2022,_T,ICTPST,Y16T74,Araba/Álava,Porcentaje,43.54
2022,_T,ICTSSHT,Y16T74,Araba/Álava,Porcentaje,44.9
2022,_T,ICTPRGM,Y16T74,Araba/Álava,Porcentaje,4.73
2022,_T,ICTTRFF,Y16T74,Araba/Álava,Porcentaje,52.54
2022,_T,ICTSFWR,Y16T74,Araba/Álava,Porcentaje,53.04
2022,_T,ICTPRVCY,Y16T74,Araba/Álava,Porcentaje,23.59
2022,_T,ICT_TOT,Y16T74,Araba/Álava,Porcentaje,68.32
2022,_T,ICTCPT,Y16T74,Gipuzkoa,Porcentaje,58.29
2022,_T,ICTPST,Y16T74,Gipuzkoa,Porcentaje,42.32
2022,_T,ICTSSHT,Y16T74,Gipuzkoa,Porcentaje,43.22
2022,_T,ICTPRGM,Y16T74,Gipuzkoa,Porcentaje,5.69
2022,_T,ICTTRFF,Y16T74,Gipuzkoa,Porcentaje,51.64
2022,_T,ICTSFWR,Y16T74,Gipuzkoa,Porcentaje,53.61
2022,_T,ICTPRVCY,Y16T74,Gipuzkoa,Porcentaje,23.66
2022,_T,ICT_TOT,Y16T74,Gipuzkoa,Porcentaje,69.41
2022,_T,ICTCPT,Y16T74,Bizkaia,Porcentaje,56.66
2022,_T,ICTPST,Y16T74,Bizkaia,Porcentaje,41.94
2022,_T,ICTSSHT,Y16T74,Bizkaia,Porcentaje,40.86
2022,_T,ICTPRGM,Y16T74,Bizkaia,Porcentaje,5.14
2022,_T,ICTTRFF,Y16T74,Bizkaia,Porcentaje,52.27
2022,_T,ICTSFWR,Y16T74,Bizkaia,Porcentaje,54.54
2022,_T,ICTPRVCY,Y16T74,Bizkaia,Porcentaje,22.47
2022,_T,ICT_TOT,Y16T74,Bizkaia,Porcentaje,68.54
2022,_T,ICTCPT,Y16T24,,Porcentaje,87.44
2022,_T,ICTPST,Y16T24,,Porcentaje,81.29
2022,_T,ICTSSHT,Y16T24,,Porcentaje,68.34
2022,_T,ICTPRGM,Y16T24,,Porcentaje,11.04
2022,_T,ICTTRFF,Y16T24,,Porcentaje,78.1
2022,_T,ICTSFWR,Y16T24,,Porcentaje,81.06
2022,_T,ICTPRVCY,Y16T24,,Porcentaje,36.68
2022,_T,ICT_TOT,Y16T24,,Porcentaje,95.52
2022,_T,ICTCPT,Y16T24,Araba/Álava,Porcentaje,82.61
2022,_T,ICTPST,Y16T24,Araba/Álava,Porcentaje,83.68
2022,_T,ICTSSHT,Y16T24,Araba/Álava,Porcentaje,74.63
2022,_T,ICTPRGM,Y16T24,Araba/Álava,Porcentaje,11.05
2022,_T,ICTTRFF,Y16T24,Araba/Álava,Porcentaje,81.74
2022,_T,ICTSFWR,Y16T24,Araba/Álava,Porcentaje,79.48
2022,_T,ICTPRVCY,Y16T24,Araba/Álava,Porcentaje,40.3
2022,_T,ICT_TOT,Y16T24,Araba/Álava,Porcentaje,94.58
2022,_T,ICTCPT,Y16T24,Gipuzkoa,Porcentaje,88.44
2022,_T,ICTPST,Y16T24,Gipuzkoa,Porcentaje,78.19
2022,_T,ICTSSHT,Y16T24,Gipuzkoa,Porcentaje,64.64
2022,_T,ICTPRGM,Y16T24,Gipuzkoa,Porcentaje,10.53
2022,_T,ICTTRFF,Y16T24,Gipuzkoa,Porcentaje,78.88
2022,_T,ICTSFWR,Y16T24,Gipuzkoa,Porcentaje,80.0
2022,_T,ICTPRVCY,Y16T24,Gipuzkoa,Porcentaje,35.6
2022,_T,ICT_TOT,Y16T24,Gipuzkoa,Porcentaje,96.1
2022,_T,ICTCPT,Y16T24,Bizkaia,Porcentaje,88.08
2022,_T,ICTPST,Y16T24,Bizkaia,Porcentaje,82.68
2022,_T,ICTSSHT,Y16T24,Bizkaia,Porcentaje,69.09
2022,_T,ICTPRGM,Y16T24,Bizkaia,Porcentaje,11.36
2022,_T,ICTTRFF,Y16T24,Bizkaia,Porcentaje,76.61
2022,_T,ICTSFWR,Y16T24,Bizkaia,Porcentaje,82.17
2022,_T,ICTPRVCY,Y16T24,Bizkaia,Porcentaje,36.42
2022,_T,ICT_TOT,Y16T24,Bizkaia,Porcentaje,95.39
2022,_T,ICTCPT,Y25T74,,Porcentaje,53.21
2022,_T,ICTPST,Y25T74,,Porcentaje,37.16
2022,_T,ICTSSHT,Y25T74,,Porcentaje,38.78
2022,_T,ICTPRGM,Y25T74,,Porcentaje,4.49
2022,_T,ICTTRFF,Y25T74,,Porcentaje,48.68
2022,_T,ICTSFWR,Y25T74,,Porcentaje,50.45
2022,_T,ICTPRVCY,Y25T74,,Porcentaje,21.22
2022,_T,ICT_TOT,Y25T74,,Porcentaje,65.26
2022,_T,ICTCPT,Y25T74,Araba/Álava,Porcentaje,53.65
2022,_T,ICTPST,Y25T74,Araba/Álava,Porcentaje,38.74
2022,_T,ICTSSHT,Y25T74,Araba/Álava,Porcentaje,41.35
2022,_T,ICTPRGM,Y25T74,Araba/Álava,Porcentaje,3.98
2022,_T,ICTTRFF,Y25T74,Araba/Álava,Porcentaje,49.05
2022,_T,ICTSFWR,Y25T74,Araba/Álava,Porcentaje,49.88
2022,_T,ICTPRVCY,Y25T74,Araba/Álava,Porcentaje,21.59
2022,_T,ICT_TOT,Y25T74,Araba/Álava,Porcentaje,65.18
2022,_T,ICTCPT,Y25T74,Gipuzkoa,Porcentaje,54.06
2022,_T,ICTPST,Y25T74,Gipuzkoa,Porcentaje,37.28
2022,_T,ICTSSHT,Y25T74,Gipuzkoa,Porcentaje,40.21
2022,_T,ICTPRGM,Y25T74,Gipuzkoa,Porcentaje,5.01
2022,_T,ICTTRFF,Y25T74,Gipuzkoa,Porcentaje,47.82
2022,_T,ICTSFWR,Y25T74,Gipuzkoa,Porcentaje,49.91
2022,_T,ICTPRVCY,Y25T74,Gipuzkoa,Porcentaje,21.98
2022,_T,ICT_TOT,Y25T74,Gipuzkoa,Porcentaje,65.66
2022,_T,ICTCPT,Y25T74,Bizkaia,Porcentaje,52.56
2022,_T,ICTPST,Y25T74,Bizkaia,Porcentaje,36.63
2022,_T,ICTSSHT,Y25T74,Bizkaia,Porcentaje,37.17
2022,_T,ICTPRGM,Y25T74,Bizkaia,Porcentaje,4.33
2022,_T,ICTTRFF,Y25T74,Bizkaia,Porcentaje,49.1
2022,_T,ICTSFWR,Y25T74,Bizkaia,Porcentaje,50.94
2022,_T,ICTPRVCY,Y25T74,Bizkaia,Porcentaje,20.65
2022,_T,ICT_TOT,Y25T74,Bizkaia,Porcentaje,65.03
2022,1,ICTCPT,Y16T74,,Porcentaje,57.94
2022,1,ICTPST,Y16T74,,Porcentaje,41.65
2022,1,ICTSSHT,Y16T74,,Porcentaje,43.44
2022,1,ICTPRGM,Y16T74,,Porcentaje,7.25
2022,1,ICTTRFF,Y16T74,,Porcentaje,53.2
2022,1,ICTSFWR,Y16T74,,Porcentaje,56.24
2022,1,ICTPRVCY,Y16T74,,Porcentaje,26.75
2022,1,ICT_TOT,Y16T74,,Porcentaje,69.4
2022,1,ICTCPT,Y16T74,Araba/Álava,Porcentaje,55.89
2022,1,ICTPST,Y16T74,Araba/Álava,Porcentaje,42.74
2022,1,ICTSSHT,Y16T74,Araba/Álava,Porcentaje,45.95
2022,1,ICTPRGM,Y16T74,Araba/Álava,Porcentaje,6.49
2022,1,ICTTRFF,Y16T74,Araba/Álava,Porcentaje,52.16
2022,1,ICTSFWR,Y16T74,Araba/Álava,Porcentaje,55.98
2022,1,ICTPRVCY,Y16T74,Araba/Álava,Porcentaje,28.03
2022,1,ICT_TOT,Y16T74,Araba/Álava,Porcentaje,68.86
2022,1,ICTCPT,Y16T74,Gipuzkoa,Porcentaje,58.68
2022,1,ICTPST,Y16T74,Gipuzkoa,Porcentaje,40.93
2022,1,ICTSSHT,Y16T74,Gipuzkoa,Porcentaje,43.05
2022,1,ICTPRGM,Y16T74,Gipuzkoa,Porcentaje,8.57
2022,1,ICTTRFF,Y16T74,Gipuzkoa,Porcentaje,52.06
2022,1,ICTSFWR,Y16T74,Gipuzkoa,Porcentaje,55.07
2022,1,ICTPRVCY,Y16T74,Gipuzkoa,Porcentaje,26.07
2022,1,ICT_TOT,Y16T74,Gipuzkoa,Porcentaje,68.84
2022,1,ICTCPT,Y16T74,Bizkaia,Porcentaje,58.08
2022,1,ICTPST,Y16T74,Bizkaia,Porcentaje,41.79
2022,1,ICTSSHT,Y16T74,Bizkaia,Porcentaje,42.95
2022,1,ICTPRGM,Y16T74,Bizkaia,Porcentaje,6.64
2022,1,ICTTRFF,Y16T74,Bizkaia,Porcentaje,54.22
2022,1,ICTSFWR,Y16T74,Bizkaia,Porcentaje,57.05
2022,1,ICTPRVCY,Y16T74,Bizkaia,Porcentaje,26.8
2022,1,ICT_TOT,Y16T74,Bizkaia,Porcentaje,69.91
2022,1,ICTCPT,Y16T24,,Porcentaje,85.38
2022,1,ICTPST,Y16T24,,Porcentaje,77.02
2022,1,ICTSSHT,Y16T24,,Porcentaje,67.98
2022,1,ICTPRGM,Y16T24,,Porcentaje,12.88
2022,1,ICTTRFF,Y16T24,,Porcentaje,75.19
2022,1,ICTSFWR,Y16T24,,Porcentaje,83.51
2022,1,ICTPRVCY,Y16T24,,Porcentaje,39.99
2022,1,ICT_TOT,Y16T24,,Porcentaje,93.54
2022,1,ICTCPT,Y16T24,Araba/Álava,Porcentaje,73.96
2022,1,ICTPST,Y16T24,Araba/Álava,Porcentaje,73.54
2022,1,ICTSSHT,Y16T24,Araba/Álava,Porcentaje,76.98
2022,1,ICTPRGM,Y16T24,Araba/Álava,Porcentaje,17.3
2022,1,ICTTRFF,Y16T24,Araba/Álava,Porcentaje,77.94
2022,1,ICTSFWR,Y16T24,Araba/Álava,Porcentaje,76.66
2022,1,ICTPRVCY,Y16T24,Araba/Álava,Porcentaje,42.88
2022,1,ICT_TOT,Y16T24,Araba/Álava,Porcentaje,92.71
2022,1,ICTCPT,Y16T24,Gipuzkoa,Porcentaje,89.39
2022,1,ICTPST,Y16T24,Gipuzkoa,Porcentaje,72.35
2022,1,ICTSSHT,Y16T24,Gipuzkoa,Porcentaje,63.16
2022,1,ICTPRGM,Y16T24,Gipuzkoa,Porcentaje,16.01
2022,1,ICTTRFF,Y16T24,Gipuzkoa,Porcentaje,78.83
2022,1,ICTSFWR,Y16T24,Gipuzkoa,Porcentaje,85.47
2022,1,ICTPRVCY,Y16T24,Gipuzkoa,Porcentaje,33.21
2022,1,ICT_TOT,Y16T24,Gipuzkoa,Porcentaje,96.4
2022,1,ICTCPT,Y16T24,Bizkaia,Porcentaje,85.75
2022,1,ICTPST,Y16T24,Bizkaia,Porcentaje,81.08
2022,1,ICTSSHT,Y16T24,Bizkaia,Porcentaje,68.79
2022,1,ICTPRGM,Y16T24,Bizkaia,Porcentaje,9.61
2022,1,ICTTRFF,Y16T24,Bizkaia,Porcentaje,72.02
2022,1,ICTSFWR,Y16T24,Bizkaia,Porcentaje,84.03
2022,1,ICTPRVCY,Y16T24,Bizkaia,Porcentaje,43.76
2022,1,ICT_TOT,Y16T24,Bizkaia,Porcentaje,91.84
2022,1,ICTCPT,Y25T74,,Porcentaje,54.17
2022,1,ICTPST,Y25T74,,Porcentaje,36.79
2022,1,ICTSSHT,Y25T74,,Porcentaje,40.07
2022,1,ICTPRGM,Y25T74,,Porcentaje,6.47
2022,1,ICTTRFF,Y25T74,,Porcentaje,50.17
2022,1,ICTSFWR,Y25T74,,Porcentaje,52.49
2022,1,ICTPRVCY,Y25T74,,Porcentaje,24.92
2022,1,ICT_TOT,Y25T74,,Porcentaje,66.08
2022,1,ICTCPT,Y25T74,Araba/Álava,Porcentaje,53.67
2022,1,ICTPST,Y25T74,Araba/Álava,Porcentaje,38.95
2022,1,ICTSSHT,Y25T74,Araba/Álava,Porcentaje,42.14
2022,1,ICTPRGM,Y25T74,Araba/Álava,Porcentaje,5.16
2022,1,ICTTRFF,Y25T74,Araba/Álava,Porcentaje,48.99
2022,1,ICTSFWR,Y25T74,Araba/Álava,Porcentaje,53.44
2022,1,ICTPRVCY,Y25T74,Araba/Álava,Porcentaje,26.21
2022,1,ICT_TOT,Y25T74,Araba/Álava,Porcentaje,65.93
2022,1,ICTCPT,Y25T74,Gipuzkoa,Porcentaje,54.18
2022,1,ICTPST,Y25T74,Gipuzkoa,Porcentaje,36.33
2022,1,ICTSSHT,Y25T74,Gipuzkoa,Porcentaje,40.1
2022,1,ICTPRGM,Y25T74,Gipuzkoa,Porcentaje,7.48
2022,1,ICTTRFF,Y25T74,Gipuzkoa,Porcentaje,48.14
2022,1,ICTSFWR,Y25T74,Gipuzkoa,Porcentaje,50.62
2022,1,ICTPRVCY,Y25T74,Gipuzkoa,Porcentaje,25.02
2022,1,ICT_TOT,Y25T74,Gipuzkoa,Porcentaje,64.8
2022,1,ICTCPT,Y25T74,Bizkaia,Porcentaje,54.3
2022,1,ICTPST,Y25T74,Bizkaia,Porcentaje,36.43
2022,1,ICTSSHT,Y25T74,Bizkaia,Porcentaje,39.43
2022,1,ICTPRGM,Y25T74,Bizkaia,Porcentaje,6.23
2022,1,ICTTRFF,Y25T74,Bizkaia,Porcentaje,51.79
2022,1,ICTSFWR,Y25T74,Bizkaia,Porcentaje,53.37
2022,1,ICTPRVCY,Y25T74,Bizkaia,Porcentaje,24.49
2022,1,ICT_TOT,Y25T74,Bizkaia,Porcentaje,66.92
2022,_T,ICTCPT,Y16T74,,Porcentaje,56.49
2022,_T,ICTPST,Y16T74,,Porcentaje,42.93
2022,_T,ICTSSHT,Y16T74,,Porcentaje,41.07
2022,_T,ICTPRGM,Y16T74,,Porcentaje,3.35
2022,_T,ICTTRFF,Y16T74,,Porcentaje,51.07
2022,_T,ICTSFWR,Y16T74,,Porcentaje,51.89
2022,_T,ICTPRVCY,Y16T74,,Porcentaje,19.46
2022,_T,ICT_TOT,Y16T74,,Porcentaje,68.2
2022,_T,ICTCPT,Y16T74,Araba/Álava,Porcentaje,57.56
2022,_T,ICTPST,Y16T74,Araba/Álava,Porcentaje,44.31
2022,_T,ICTSSHT,Y16T74,Araba/Álava,Porcentaje,43.88
2022,_T,ICTPRGM,Y16T74,Araba/Álava,Porcentaje,3.03
2022,_T,ICTTRFF,Y16T74,Araba/Álava,Porcentaje,52.9
2022,_T,ICTSFWR,Y16T74,Araba/Álava,Porcentaje,50.18
2022,_T,ICTPRVCY,Y16T74,Araba/Álava,Porcentaje,19.28
2022,_T,ICT_TOT,Y16T74,Araba/Álava,Porcentaje,67.8
2022,_T,ICTCPT,Y16T74,Gipuzkoa,Porcentaje,57.91
2022,_T,ICTPST,Y16T74,Gipuzkoa,Porcentaje,43.69
2022,_T,ICTSSHT,Y16T74,Gipuzkoa,Porcentaje,43.39
2022,_T,ICTPRGM,Y16T74,Gipuzkoa,Porcentaje,2.84
2022,_T,ICTTRFF,Y16T74,Gipuzkoa,Porcentaje,51.23
2022,_T,ICTSFWR,Y16T74,Gipuzkoa,Porcentaje,52.17
2022,_T,ICTPRVCY,Y16T74,Gipuzkoa,Porcentaje,21.28
2022,_T,ICT_TOT,Y16T74,Gipuzkoa,Porcentaje,69.97
2022,_T,ICTCPT,Y16T74,Bizkaia,Porcentaje,55.34
2022,_T,ICTPST,Y16T74,Bizkaia,Porcentaje,42.08
2022,_T,ICTSSHT,Y16T74,Bizkaia,Porcentaje,38.9
2022,_T,ICTPRGM,Y16T74,Bizkaia,Porcentaje,3.74
2022,_T,ICTTRFF,Y16T74,Bizkaia,Porcentaje,50.45
2022,_T,ICTSFWR,Y16T74,Bizkaia,Porcentaje,52.2
2022,_T,ICTPRVCY,Y16T74,Bizkaia,Porcentaje,18.43
2022,_T,ICT_TOT,Y16T74,Bizkaia,Porcentaje,67.26
2022,_T,ICTCPT,Y16T24,,Porcentaje,89.57
2022,_T,ICTPST,Y16T24,,Porcentaje,85.68
2022,_T,ICTSSHT,Y16T24,,Porcentaje,68.72
2022,_T,ICTPRGM,Y16T24,,Porcentaje,9.13
2022,_T,ICTTRFF,Y16T24,,Porcentaje,81.09
2022,_T,ICTSFWR,Y16T24,,Porcentaje,78.54
2022,_T,ICTPRVCY,Y16T24,,Porcentaje,33.27
2022,_T,ICT_TOT,Y16T24,,Porcentaje,97.55
2022,_T,ICTCPT,Y16T24,Araba/Álava,Porcentaje,91.43
2022,_T,ICTPST,Y16T24,Araba/Álava,Porcentaje,94.03
2022,_T,ICTSSHT,Y16T24,Araba/Álava,Porcentaje,72.24
2022,_T,ICTPRGM,Y16T24,Araba/Álava,Porcentaje,4.68
2022,_T,ICTTRFF,Y16T24,Araba/Álava,Porcentaje,85.62
2022,_T,ICTSFWR,Y16T24,Araba/Álava,Porcentaje,82.37
2022,_T,ICTPRVCY,Y16T24,Araba/Álava,Porcentaje,37.67
2022,_T,ICT_TOT,Y16T24,Araba/Álava,Porcentaje,96.48
2022,_T,ICTCPT,Y16T24,Gipuzkoa,Porcentaje,87.43
2022,_T,ICTPST,Y16T24,Gipuzkoa,Porcentaje,84.41
2022,_T,ICTSSHT,Y16T24,Gipuzkoa,Porcentaje,66.21
2022,_T,ICTPRGM,Y16T24,Gipuzkoa,Porcentaje,4.69
2022,_T,ICTTRFF,Y16T24,Gipuzkoa,Porcentaje,78.94
2022,_T,ICTSFWR,Y16T24,Gipuzkoa,Porcentaje,74.19
2022,_T,ICTPRVCY,Y16T24,Gipuzkoa,Porcentaje,38.14
2022,_T,ICT_TOT,Y16T24,Gipuzkoa,Porcentaje,95.77
2022,_T,ICTCPT,Y16T24,Bizkaia,Porcentaje,90.43
2022,_T,ICTPST,Y16T24,Bizkaia,Porcentaje,84.29
2022,_T,ICTSSHT,Y16T24,Bizkaia,Porcentaje,69.38
2022,_T,ICTPRGM,Y16T24,Bizkaia,Porcentaje,13.13
2022,_T,ICTTRFF,Y16T24,Bizkaia,Porcentaje,81.25
2022,_T,ICTSFWR,Y16T24,Bizkaia,Porcentaje,80.29
2022,_T,ICTPRVCY,Y16T24,Bizkaia,Porcentaje,29.02
2022,_T,ICT_TOT,Y16T24,Bizkaia,Porcentaje,98.96
2022,_T,ICTCPT,Y25T74,,Porcentaje,52.3
2022,_T,ICTPST,Y25T74,,Porcentaje,37.51
2022,_T,ICTSSHT,Y25T74,,Porcentaje,37.57
2022,_T,ICTPRGM,Y25T74,,Porcentaje,2.62
2022,_T,ICTTRFF,Y25T74,,Porcentaje,47.26
2022,_T,ICTSFWR,Y25T74,,Porcentaje,48.51
2022,_T,ICTPRVCY,Y25T74,,Porcentaje,17.71
2022,_T,ICT_TOT,Y25T74,,Porcentaje,64.48
2022,_T,ICTCPT,Y25T74,Araba/Álava,Porcentaje,53.63
2022,_T,ICTPST,Y25T74,Araba/Álava,Porcentaje,38.54
2022,_T,ICTSSHT,Y25T74,Araba/Álava,Porcentaje,40.58
2022,_T,ICTPRGM,Y25T74,Araba/Álava,Porcentaje,2.84
2022,_T,ICTTRFF,Y25T74,Araba/Álava,Porcentaje,49.1
2022,_T,ICTSFWR,Y25T74,Araba/Álava,Porcentaje,46.44
2022,_T,ICTPRVCY,Y25T74,Araba/Álava,Porcentaje,17.14
2022,_T,ICT_TOT,Y25T74,Araba/Álava,Porcentaje,64.47
2022,_T,ICTCPT,Y25T74,Gipuzkoa,Porcentaje,53.94
2022,_T,ICTPST,Y25T74,Gipuzkoa,Porcentaje,38.22
2022,_T,ICTSSHT,Y25T74,Gipuzkoa,Porcentaje,40.32
2022,_T,ICTPRGM,Y25T74,Gipuzkoa,Porcentaje,2.59
2022,_T,ICTTRFF,Y25T74,Gipuzkoa,Porcentaje,47.5
