Year,Empleo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2021,WME_POSITION,,,ES20906,PT,ES20906,8.7
2019,WME_POSITION,,,ES20906,PT,ES20906,3.7
2018,WME_POSITION,,,ES20906,PT,ES20906,-4.5
2016,WME_POSITION,,,ES20906,PT,ES20906,2.0
2020,WME_POSITION,,,ES20906,PT,ES20906,-3.5
2015,WME_POSITION,,,ES20906,PT,ES20906,2.3
2017,WME_POSITION,,,ES20906,PT,ES20906,-2.3
2018,WME_POSITION,,,ES20007,PT,ES20007,46.3
2020,WME_POSITION,,,ES20007,PT,ES20007,-10.7
2021,WME_POSITION,,,ES20007,PT,ES20007,-18.3
2016,WME_POSITION,,,ES20007,PT,ES20007,-2.7
2015,WME_POSITION,,,ES20007,PT,ES20007,12.0
2019,WME_POSITION,,,ES20007,PT,ES20007,-28.1
2017,WME_POSITION,,,ES20007,PT,ES20007,-10.2
2019,WME_POSITION,,,ES20008,PT,ES20008,20.6
2017,WME_POSITION,,,ES20008,PT,ES20008,-7.0
2020,WME_POSITION,,,ES20008,PT,ES20008,-18.3
2016,WME_POSITION,,,ES20008,PT,ES20008,12.5
2015,WME_POSITION,,,ES20008,PT,ES20008,9.6
2018,WME_POSITION,,,ES20008,PT,ES20008,-0.8
2021,WME_POSITION,,,ES20008,PT,ES20008,17.4
2021,WME_POSITION,,,ES48003,PT,ES48003,17.2
2018,WME_POSITION,,,ES48003,PT,ES48003,-4.0
2015,WME_POSITION,,,ES48003,PT,ES48003,3.1
2017,WME_POSITION,,,ES48003,PT,ES48003,3.8
2016,WME_POSITION,,,ES48003,PT,ES48003,57.4
2020,WME_POSITION,,,ES48003,PT,ES48003,-16.3
2019,WME_POSITION,,,ES48003,PT,ES48003,11.5
2016,WME_POSITION,,,ES48004,PT,ES48004,4.3
2019,WME_POSITION,,,ES48004,PT,ES48004,-1.9
2015,WME_POSITION,,,ES48004,PT,ES48004,-3.1
2017,WME_POSITION,,,ES48004,PT,ES48004,-7.7
2021,WME_POSITION,,,ES48004,PT,ES48004,6.8
2018,WME_POSITION,,,ES48004,PT,ES48004,-3.3
2020,WME_POSITION,,,ES48004,PT,ES48004,-4.2
2016,WME_POSITION,,,ES01002,PT,ES01002,-6.8
2015,WME_POSITION,,,ES01002,PT,ES01002,10.9
2021,WME_POSITION,,,ES01002,PT,ES01002,1.3
2017,WME_POSITION,,,ES01002,PT,ES01002,8.7
2018,WME_POSITION,,,ES01002,PT,ES01002,-5.8
2019,WME_POSITION,,,ES01002,PT,ES01002,-0.4
2020,WME_POSITION,,,ES01002,PT,ES01002,7.7
2018,WME_POSITION,,,ES20009,PT,ES20009,-2.3
2017,WME_POSITION,,,ES20009,PT,ES20009,3.4
2015,WME_POSITION,,,ES20009,PT,ES20009,5.0
2021,WME_POSITION,,,ES20009,PT,ES20009,2.4
2019,WME_POSITION,,,ES20009,PT,ES20009,3.9
2020,WME_POSITION,,,ES20009,PT,ES20009,-19.4
2016,WME_POSITION,,,ES20009,PT,ES20009,-1.8
2015,WME_POSITION,,,ES20010,PT,ES20010,1.8
2016,WME_POSITION,,,ES20010,PT,ES20010,-0.6
2018,WME_POSITION,,,ES20010,PT,ES20010,4.5
2019,WME_POSITION,,,ES20010,PT,ES20010,3.9
2020,WME_POSITION,,,ES20010,PT,ES20010,-3.3
2021,WME_POSITION,,,ES20010,PT,ES20010,2.5
2017,WME_POSITION,,,ES20010,PT,ES20010,-2.2
2019,WME_POSITION,,,ES20011,PT,ES20011,-2.6
2017,WME_POSITION,,,ES20011,PT,ES20011,-9.0
2021,WME_POSITION,,,ES20011,PT,ES20011,14.7
2016,WME_POSITION,,,ES20011,PT,ES20011,13.4
2018,WME_POSITION,,,ES20011,PT,ES20011,-2.7
2015,WME_POSITION,,,ES20011,PT,ES20011,-14.3
2020,WME_POSITION,,,ES20011,PT,ES20011,-18.5
2015,WME_POSITION,,,ES01049,PT,ES01049,6.8
2021,WME_POSITION,,,ES01049,PT,ES01049,-1.8
2020,WME_POSITION,,,ES01049,PT,ES01049,-10.7
2017,WME_POSITION,,,ES01049,PT,ES01049,-8.1
2019,WME_POSITION,,,ES01049,PT,ES01049,-1.1
2018,WME_POSITION,,,ES01049,PT,ES01049,10.9
2016,WME_POSITION,,,ES01049,PT,ES01049,5.2
2017,WME_POSITION,,,ES48005,PT,ES48005,13.6
2019,WME_POSITION,,,ES48005,PT,ES48005,-7.7
2015,WME_POSITION,,,ES48005,PT,ES48005,-3.4
2018,WME_POSITION,,,ES48005,PT,ES48005,-4.3
2020,WME_POSITION,,,ES48005,PT,ES48005,0.7
2016,WME_POSITION,,,ES48005,PT,ES48005,3.8
2021,WME_POSITION,,,ES48005,PT,ES48005,20.0
2018,WME_POSITION,,,ES20012,PT,ES20012,4.8
2020,WME_POSITION,,,ES20012,PT,ES20012,-3.5
2016,WME_POSITION,,,ES20012,PT,ES20012,-4.1
2017,WME_POSITION,,,ES20012,PT,ES20012,0.2
2015,WME_POSITION,,,ES20012,PT,ES20012,1.9
2019,WME_POSITION,,,ES20012,PT,ES20012,10.1
2021,WME_POSITION,,,ES20012,PT,ES20012,2.9
2018,WME_POSITION,,,ES01003,PT,ES01003,-1.4
2017,WME_POSITION,,,ES01003,PT,ES01003,6.8
2021,WME_POSITION,,,ES01003,PT,ES01003,6.0
2020,WME_POSITION,,,ES01003,PT,ES01003,-0.2
2015,WME_POSITION,,,ES01003,PT,ES01003,0.8
2019,WME_POSITION,,,ES01003,PT,ES01003,-5.9
2016,WME_POSITION,,,ES01003,PT,ES01003,-7.5
2018,WME_POSITION,,,ES48006,PT,ES48006,13.2
2016,WME_POSITION,,,ES48006,PT,ES48006,-1.4
2017,WME_POSITION,,,ES48006,PT,ES48006,-1.7
2021,WME_POSITION,,,ES48006,PT,ES48006,5.2
2020,WME_POSITION,,,ES48006,PT,ES48006,-2.1
2015,WME_POSITION,,,ES48006,PT,ES48006,-1.8
2019,WME_POSITION,,,ES48006,PT,ES48006,-7.9
2018,WME_POSITION,,,ES48093,PT,ES48093,9.8
2020,WME_POSITION,,,ES48093,PT,ES48093,-11.1
2021,WME_POSITION,,,ES48093,PT,ES48093,-3.1
2017,WME_POSITION,,,ES48093,PT,ES48093,32.3
2015,WME_POSITION,,,ES48093,PT,ES48093,-16.3
2019,WME_POSITION,,,ES48093,PT,ES48093,18.6
2016,WME_POSITION,,,ES48093,PT,ES48093,-18.3
2019,WME_POSITION,,,ES20013,PT,ES20013,0.8
2018,WME_POSITION,,,ES20013,PT,ES20013,5.1
2016,WME_POSITION,,,ES20013,PT,ES20013,2.3
2021,WME_POSITION,,,ES20013,PT,ES20013,3.7
2015,WME_POSITION,,,ES20013,PT,ES20013,-0.7
2020,WME_POSITION,,,ES20013,PT,ES20013,-14.3
2017,WME_POSITION,,,ES20013,PT,ES20013,3.1
2018,WME_POSITION,,,ES01006,PT,ES01006,-1.1
2021,WME_POSITION,,,ES01006,PT,ES01006,6.5
2015,WME_POSITION,,,ES01006,PT,ES01006,-10.5
2020,WME_POSITION,,,ES01006,PT,ES01006,-9.9
2017,WME_POSITION,,,ES01006,PT,ES01006,5.4
2016,WME_POSITION,,,ES01006,PT,ES01006,11.8
2019,WME_POSITION,,,ES01006,PT,ES01006,3.3
2018,WME_POSITION,,,ES01037,PT,ES01037,-9.8
2020,WME_POSITION,,,ES01037,PT,ES01037,-9.3
2017,WME_POSITION,,,ES01037,PT,ES01037,4.8
2015,WME_POSITION,,,ES01037,PT,ES01037,7.4
2021,WME_POSITION,,,ES01037,PT,ES01037,2.9
2019,WME_POSITION,,,ES01037,PT,ES01037,16.0
2016,WME_POSITION,,,ES01037,PT,ES01037,5.7
2017,WME_POSITION,,,ES48009,PT,ES48009,-16.6
2015,WME_POSITION,,,ES48009,PT,ES48009,11.9
2019,WME_POSITION,,,ES48009,PT,ES48009,3.6
2021,WME_POSITION,,,ES48009,PT,ES48009,-4.7
2020,WME_POSITION,,,ES48009,PT,ES48009,-6.2
2016,WME_POSITION,,,ES48009,PT,ES48009,-3.9
2018,WME_POSITION,,,ES48009,PT,ES48009,-4.6
2018,WME_POSITION,,,ES20055,PT,ES20055,-4.1
2017,WME_POSITION,,,ES20055,PT,ES20055,13.5
2021,WME_POSITION,,,ES20055,PT,ES20055,20.1
2016,WME_POSITION,,,ES20055,PT,ES20055,1.6
2019,WME_POSITION,,,ES20055,PT,ES20055,4.3
2020,WME_POSITION,,,ES20055,PT,ES20055,-33.2
2015,WME_POSITION,,,ES20055,PT,ES20055,0.7
2020,WME_POSITION,,,ES48914,PT,ES48914,-8.4
2019,WME_POSITION,,,ES48914,PT,ES48914,9.9
2015,WME_POSITION,,,ES48914,PT,ES48914,2.0
2021,WME_POSITION,,,ES48914,PT,ES48914,15.4
2016,WME_POSITION,,,ES48914,PT,ES48914,-2.5
2017,WME_POSITION,,,ES48914,PT,ES48914,7.1
2018,WME_POSITION,,,ES48914,PT,ES48914,-0.1
2019,WME_POSITION,,,ES01008,PT,ES01008,-1.6
2015,WME_POSITION,,,ES01008,PT,ES01008,-8.0
2017,WME_POSITION,,,ES01008,PT,ES01008,10.4
2016,WME_POSITION,,,ES01008,PT,ES01008,3.9
2018,WME_POSITION,,,ES01008,PT,ES01008,6.5
2020,WME_POSITION,,,ES01008,PT,ES01008,-16.1
2021,WME_POSITION,,,ES01008,PT,ES01008,7.0
2019,WME_POSITION,,,ES48010,PT,ES48010,4.9
2015,WME_POSITION,,,ES48010,PT,ES48010,12.0
2017,WME_POSITION,,,ES48010,PT,ES48010,0.2
2021,WME_POSITION,,,ES48010,PT,ES48010,4.3
2020,WME_POSITION,,,ES48010,PT,ES48010,-6.5
2016,WME_POSITION,,,ES48010,PT,ES48010,3.4
2018,WME_POSITION,,,ES48010,PT,ES48010,-0.5
2019,WME_POSITION,,,ES48011,PT,ES48011,8.5
2020,WME_POSITION,,,ES48011,PT,ES48011,-0.2
2016,WME_POSITION,,,ES48011,PT,ES48011,1.5
2018,WME_POSITION,,,ES48011,PT,ES48011,-1.9
2021,WME_POSITION,,,ES48011,PT,ES48011,-8.5
2017,WME_POSITION,,,ES48011,PT,ES48011,-1.4
2015,WME_POSITION,,,ES48011,PT,ES48011,1.9
2017,WME_POSITION,,,ES48023,PT,ES48023,-5.4
2019,WME_POSITION,,,ES48023,PT,ES48023,-0.2
2016,WME_POSITION,,,ES48023,PT,ES48023,-4.0
2018,WME_POSITION,,,ES48023,PT,ES48023,-2.5
2020,WME_POSITION,,,ES48023,PT,ES48023,8.8
2015,WME_POSITION,,,ES48023,PT,ES48023,-1.6
2021,WME_POSITION,,,ES48023,PT,ES48023,-0.1
2019,WME_POSITION,,,ES48008,PT,ES48008,-0.3
2016,WME_POSITION,,,ES48008,PT,ES48008,0.3
2018,WME_POSITION,,,ES48008,PT,ES48008,-0.8
2020,WME_POSITION,,,ES48008,PT,ES48008,-12.0
2015,WME_POSITION,,,ES48008,PT,ES48008,18.8
2021,WME_POSITION,,,ES48008,PT,ES48008,12.1
2017,WME_POSITION,,,ES48008,PT,ES48008,-8.5
2015,WME_POSITION,,,ES01004,PT,ES01004,-2.0
2018,WME_POSITION,,,ES01004,PT,ES01004,11.7
2020,WME_POSITION,,,ES01004,PT,ES01004,-6.9
2019,WME_POSITION,,,ES01004,PT,ES01004,-2.3
2021,WME_POSITION,,,ES01004,PT,ES01004,12.7
2017,WME_POSITION,,,ES01004,PT,ES01004,-0.6
2016,WME_POSITION,,,ES01004,PT,ES01004,1.3
2021,WME_POSITION,,,ES01009,PT,ES01009,1.8
2016,WME_POSITION,,,ES01009,PT,ES01009,1.0
2020,WME_POSITION,,,ES01009,PT,ES01009,-9.4
2019,WME_POSITION,,,ES01009,PT,ES01009,1.6
2018,WME_POSITION,,,ES01009,PT,ES01009,8.6
2017,WME_POSITION,,,ES01009,PT,ES01009,2.1
2015,WME_POSITION,,,ES01009,PT,ES01009,3.0
2017,WME_POSITION,,,ES20014,PT,ES20014,12.9
2019,WME_POSITION,,,ES20014,PT,ES20014,8.1
2016,WME_POSITION,,,ES20014,PT,ES20014,-0.6
2020,WME_POSITION,,,ES20014,PT,ES20014,-13.9
2018,WME_POSITION,,,ES20014,PT,ES20014,-0.9
2021,WME_POSITION,,,ES20014,PT,ES20014,0.3
2015,WME_POSITION,,,ES20014,PT,ES20014,-11.8
2017,WME_POSITION,,,ES20903,PT,ES20903,4.9
2016,WME_POSITION,,,ES20903,PT,ES20903,1.1
2015,WME_POSITION,,,ES20903,PT,ES20903,2.3
2019,WME_POSITION,,,ES20903,PT,ES20903,4.8
2020,WME_POSITION,,,ES20903,PT,ES20903,-0.2
2018,WME_POSITION,,,ES20903,PT,ES20903,-8.9
2021,WME_POSITION,,,ES20903,PT,ES20903,3.4
2019,WME_POSITION,,,ES20015,PT,ES20015,11.6
2017,WME_POSITION,,,ES20015,PT,ES20015,-4.5
2015,WME_POSITION,,,ES20015,PT,ES20015,4.7
2021,WME_POSITION,,,ES20015,PT,ES20015,0.4
2020,WME_POSITION,,,ES20015,PT,ES20015,-5.5
2018,WME_POSITION,,,ES20015,PT,ES20015,-5.1
2016,WME_POSITION,,,ES20015,PT,ES20015,-4.5
2017,WME_POSITION,,,ES48091,PT,ES48091,16.8
2018,WME_POSITION,,,ES48091,PT,ES48091,3.1
2020,WME_POSITION,,,ES48091,PT,ES48091,-32.4
2019,WME_POSITION,,,ES48091,PT,ES48091,-14.1
2015,WME_POSITION,,,ES48091,PT,ES48091,3.7
2021,WME_POSITION,,,ES48091,PT,ES48091,27.6
2016,WME_POSITION,,,ES48091,PT,ES48091,12.9
2016,WME_POSITION,,,ES48070,PT,ES48070,-6.1
2020,WME_POSITION,,,ES48070,PT,ES48070,-5.6
2019,WME_POSITION,,,ES48070,PT,ES48070,1.0
2017,WME_POSITION,,,ES48070,PT,ES48070,1.1
2015,WME_POSITION,,,ES48070,PT,ES48070,3.9
2021,WME_POSITION,,,ES48070,PT,ES48070,3.3
2018,WME_POSITION,,,ES48070,PT,ES48070,3.3
2019,WME_POSITION,,,ES01010,PT,ES01010,11.4
2020,WME_POSITION,,,ES01010,PT,ES01010,-13.5
2015,WME_POSITION,,,ES01010,PT,ES01010,2.3
2021,WME_POSITION,,,ES01010,PT,ES01010,10.7
2018,WME_POSITION,,,ES01010,PT,ES01010,-6.7
2016,WME_POSITION,,,ES01010,PT,ES01010,-4.0
2017,WME_POSITION,,,ES01010,PT,ES01010,1.9
2016,WME_POSITION,,,ES20017,PT,ES20017,-7.0
2015,WME_POSITION,,,ES20017,PT,ES20017,23.9
2017,WME_POSITION,,,ES20017,PT,ES20017,-14.6
2019,WME_POSITION,,,ES20017,PT,ES20017,-11.0
2021,WME_POSITION,,,ES20017,PT,ES20017,3.3
2020,WME_POSITION,,,ES20017,PT,ES20017,-12.6
2018,WME_POSITION,,,ES20017,PT,ES20017,4.1
2015,WME_POSITION,,,ES20018,PT,ES20018,-0.5
2019,WME_POSITION,,,ES20018,PT,ES20018,-1.4
2016,WME_POSITION,,,ES20018,PT,ES20018,3.5
2018,WME_POSITION,,,ES20018,PT,ES20018,5.2
2020,WME_POSITION,,,ES20018,PT,ES20018,-9.0
2021,WME_POSITION,,,ES20018,PT,ES20018,7.6
2017,WME_POSITION,,,ES20018,PT,ES20018,2.3
2017,WME_POSITION,,,ES48012,PT,ES48012,12.1
2015,WME_POSITION,,,ES48012,PT,ES48012,6.4
2021,WME_POSITION,,,ES48012,PT,ES48012,7.4
2018,WME_POSITION,,,ES48012,PT,ES48012,12.2
2020,WME_POSITION,,,ES48012,PT,ES48012,-8.1
2016,WME_POSITION,,,ES48012,PT,ES48012,-0.6
2019,WME_POSITION,,,ES48012,PT,ES48012,0.8
2020,WME_POSITION,,,ES20904,PT,ES20904,-12.3
2018,WME_POSITION,,,ES20904,PT,ES20904,3.0
2016,WME_POSITION,,,ES20904,PT,ES20904,7.4
2017,WME_POSITION,,,ES20904,PT,ES20904,-3.8
2021,WME_POSITION,,,ES20904,PT,ES20904,11.7
2019,WME_POSITION,,,ES20904,PT,ES20904,1.6
2015,WME_POSITION,,,ES20904,PT,ES20904,-2.8
2018,WME_POSITION,,,ES48090,PT,ES48090,-7.3
2016,WME_POSITION,,,ES48090,PT,ES48090,4.8
2021,WME_POSITION,,,ES48090,PT,ES48090,8.9
2017,WME_POSITION,,,ES48090,PT,ES48090,6.6
2015,WME_POSITION,,,ES48090,PT,ES48090,12.8
2020,WME_POSITION,,,ES48090,PT,ES48090,2.1
2019,WME_POSITION,,,ES48090,PT,ES48090,1.9
2015,WME_POSITION,,,ES01011,PT,ES01011,14.9
2021,WME_POSITION,,,ES01011,PT,ES01011,2.6
2016,WME_POSITION,,,ES01011,PT,ES01011,1.8
2020,WME_POSITION,,,ES01011,PT,ES01011,-0.6
2017,WME_POSITION,,,ES01011,PT,ES01011,5.5
2019,WME_POSITION,,,ES01011,PT,ES01011,-6.8
2018,WME_POSITION,,,ES01011,PT,ES01011,7.8
2018,WME_POSITION,,,ES48013,PT,ES48013,2.4
2016,WME_POSITION,,,ES48013,PT,ES48013,-5.1
2015,WME_POSITION,,,ES48013,PT,ES48013,2.7
2019,WME_POSITION,,,ES48013,PT,ES48013,3.0
2021,WME_POSITION,,,ES48013,PT,ES48013,44.5
2017,WME_POSITION,,,ES48013,PT,ES48013,-8.8
2020,WME_POSITION,,,ES48013,PT,ES48013,3.0
2017,WME_POSITION,,,ES48014,PT,ES48014,16.5
2019,WME_POSITION,,,ES48014,PT,ES48014,11.8
2015,WME_POSITION,,,ES48014,PT,ES48014,-2.5
2016,WME_POSITION,,,ES48014,PT,ES48014,10.9
2020,WME_POSITION,,,ES48014,PT,ES48014,-22.7
2018,WME_POSITION,,,ES48014,PT,ES48014,-3.2
2021,WME_POSITION,,,ES48014,PT,ES48014,2.3
2015,WME_POSITION,,,ES01013,PT,ES01013,-0.5
2021,WME_POSITION,,,ES01013,PT,ES01013,24.1
2019,WME_POSITION,,,ES01013,PT,ES01013,-4.1
2017,WME_POSITION,,,ES01013,PT,ES01013,-10.6
2018,WME_POSITION,,,ES01013,PT,ES01013,5.5
2020,WME_POSITION,,,ES01013,PT,ES01013,-4.0
2016,WME_POSITION,,,ES01013,PT,ES01013,5.8
2016,WME_POSITION,,,ES48015,PT,ES48015,1.8
2020,WME_POSITION,,,ES48015,PT,ES48015,-6.7
2018,WME_POSITION,,,ES48015,PT,ES48015,4.1
2015,WME_POSITION,,,ES48015,PT,ES48015,-4.7
2021,WME_POSITION,,,ES48015,PT,ES48015,15.8
2019,WME_POSITION,,,ES48015,PT,ES48015,-1.6
2017,WME_POSITION,,,ES48015,PT,ES48015,2.0
2016,WME_POSITION,,,ES20019,PT,ES20019,0.7
2015,WME_POSITION,,,ES20019,PT,ES20019,5.8
2021,WME_POSITION,,,ES20019,PT,ES20019,22.6
2017,WME_POSITION,,,ES20019,PT,ES20019,16.6
2019,WME_POSITION,,,ES20019,PT,ES20019,4.1
2020,WME_POSITION,,,ES20019,PT,ES20019,-13.6
2018,WME_POSITION,,,ES20019,PT,ES20019,-13.9
2017,WME_POSITION,,,ES48092,PT,ES48092,-1.0
2018,WME_POSITION,,,ES48092,PT,ES48092,8.4
2021,WME_POSITION,,,ES48092,PT,ES48092,-5.3
2019,WME_POSITION,,,ES48092,PT,ES48092,-3.9
2020,WME_POSITION,,,ES48092,PT,ES48092,4.9
2016,WME_POSITION,,,ES48092,PT,ES48092,-2.7
2015,WME_POSITION,,,ES48092,PT,ES48092,8.4
2020,WME_POSITION,,,ES20020,PT,ES20020,-14.1
2021,WME_POSITION,,,ES20020,PT,ES20020,-8.7
2015,WME_POSITION,,,ES20020,PT,ES20020,-0.6
2017,WME_POSITION,,,ES20020,PT,ES20020,6.1
2019,WME_POSITION,,,ES20020,PT,ES20020,7.6
2016,WME_POSITION,,,ES20020,PT,ES20020,2.2
2018,WME_POSITION,,,ES20020,PT,ES20020,-0.6
2021,WME_POSITION,,,ES20021,PT,ES20021,13.7
2018,WME_POSITION,,,ES20021,PT,ES20021,-1.4
2020,WME_POSITION,,,ES20021,PT,ES20021,-13.5
2016,WME_POSITION,,,ES20021,PT,ES20021,2.2
2017,WME_POSITION,,,ES20021,PT,ES20021,0.6
2019,WME_POSITION,,,ES20021,PT,ES20021,0.4
2015,WME_POSITION,,,ES20021,PT,ES20021,1.2
2015,WME_POSITION,,,ES48016,PT,ES48016,3.1
2021,WME_POSITION,,,ES48016,PT,ES48016,-0.2
2019,WME_POSITION,,,ES48016,PT,ES48016,1.3
2016,WME_POSITION,,,ES48016,PT,ES48016,-0.6
2018,WME_POSITION,,,ES48016,PT,ES48016,4.0
2020,WME_POSITION,,,ES48016,PT,ES48016,-1.5
2017,WME_POSITION,,,ES48016,PT,ES48016,11.3
2017,WME_POSITION,,,ES01014,PT,ES01014,5.9
2016,WME_POSITION,,,ES01014,PT,ES01014,-3.5
2015,WME_POSITION,,,ES01014,PT,ES01014,4.4
2021,WME_POSITION,,,ES01014,PT,ES01014,14.8
2020,WME_POSITION,,,ES01014,PT,ES01014,-7.1
2019,WME_POSITION,,,ES01014,PT,ES01014,11.4
2018,WME_POSITION,,,ES01014,PT,ES01014,-8.4
2016,WME_POSITION,,,ES20022,PT,ES20022,3.0
2019,WME_POSITION,,,ES20022,PT,ES20022,2.7
2021,WME_POSITION,,,ES20022,PT,ES20022,5.1
2017,WME_POSITION,,,ES20022,PT,ES20022,1.5
2020,WME_POSITION,,,ES20022,PT,ES20022,-6.2
2018,WME_POSITION,,,ES20022,PT,ES20022,0.5
2015,WME_POSITION,,,ES20022,PT,ES20022,0.5
2021,WME_POSITION,,,ES20074,PT,ES20074,-1.6
2018,WME_POSITION,,,ES20074,PT,ES20074,4.1
2016,WME_POSITION,,,ES20074,PT,ES20074,3.7
2019,WME_POSITION,,,ES20074,PT,ES20074,0.2
2020,WME_POSITION,,,ES20074,PT,ES20074,-1.5
2015,WME_POSITION,,,ES20074,PT,ES20074,-2.2
2017,WME_POSITION,,,ES20074,PT,ES20074,-2.9
2016,WME_POSITION,,,ES48017,PT,ES48017,-3.3
2018,WME_POSITION,,,ES48017,PT,ES48017,-1.2
2020,WME_POSITION,,,ES48017,PT,ES48017,-6.9
2019,WME_POSITION,,,ES48017,PT,ES48017,3.5
2017,WME_POSITION,,,ES48017,PT,ES48017,3.1
2015,WME_POSITION,,,ES48017,PT,ES48017,1.1
2021,WME_POSITION,,,ES48017,PT,ES48017,6.5
2017,WME_POSITION,,,ES01016,PT,ES01016,1.1
2019,WME_POSITION,,,ES01016,PT,ES01016,-5.6
2021,WME_POSITION,,,ES01016,PT,ES01016,12.4
2016,WME_POSITION,,,ES01016,PT,ES01016,9.6
2018,WME_POSITION,,,ES01016,PT,ES01016,7.1
2020,WME_POSITION,,,ES01016,PT,ES01016,-12.0
2015,WME_POSITION,,,ES01016,PT,ES01016,6.4
2021,WME_POSITION,,,ES48018,PT,ES48018,13.1
2017,WME_POSITION,,,ES48018,PT,ES48018,4.8
2015,WME_POSITION,,,ES48018,PT,ES48018,-7.5
2020,WME_POSITION,,,ES48018,PT,ES48018,-5.9
2016,WME_POSITION,,,ES48018,PT,ES48018,2.0
2019,WME_POSITION,,,ES48018,PT,ES48018,1.5
2018,WME_POSITION,,,ES48018,PT,ES48018,-2.8
2018,WME_POSITION,,,ES48019,PT,ES48019,-2.2
2016,WME_POSITION,,,ES48019,PT,ES48019,6.9
2019,WME_POSITION,,,ES48019,PT,ES48019,-1.8
2020,WME_POSITION,,,ES48019,PT,ES48019,-2.6
2021,WME_POSITION,,,ES48019,PT,ES48019,6.1
2017,WME_POSITION,,,ES48019,PT,ES48019,1.3
2015,WME_POSITION,,,ES48019,PT,ES48019,-1.0
2017,WME_POSITION,,,ES20023,PT,ES20023,1.6
2015,WME_POSITION,,,ES20023,PT,ES20023,0.4
2021,WME_POSITION,,,ES20023,PT,ES20023,7.4
2016,WME_POSITION,,,ES20023,PT,ES20023,2.6
2018,WME_POSITION,,,ES20023,PT,ES20023,0.7
2020,WME_POSITION,,,ES20023,PT,ES20023,-9.4
2019,WME_POSITION,,,ES20023,PT,ES20023,3.0
2018,WME_POSITION,,,ES20024,PT,ES20024,5.0
2016,WME_POSITION,,,ES20024,PT,ES20024,-1.2
2021,WME_POSITION,,,ES20024,PT,ES20024,23.5
2019,WME_POSITION,,,ES20024,PT,ES20024,-2.7
2015,WME_POSITION,,,ES20024,PT,ES20024,-2.3
2017,WME_POSITION,,,ES20024,PT,ES20024,1.7
2020,WME_POSITION,,,ES20024,PT,ES20024,-5.4
2016,WME_POSITION,,,ES48020,PT,ES48020,6.5
2018,WME_POSITION,,,ES48020,PT,ES48020,12.5
2020,WME_POSITION,,,ES48020,PT,ES48020,-5.7
2021,WME_POSITION,,,ES48020,PT,ES48020,-0.5
2015,WME_POSITION,,,ES48020,PT,ES48020,-6.3
2019,WME_POSITION,,,ES48020,PT,ES48020,-1.8
2017,WME_POSITION,,,ES48020,PT,ES48020,-4.7
2015,WME_POSITION,,,ES48021,PT,ES48021,2.2
2017,WME_POSITION,,,ES48021,PT,ES48021,0.7
2019,WME_POSITION,,,ES48021,PT,ES48021,1.2
2021,WME_POSITION,,,ES48021,PT,ES48021,8.2
2016,WME_POSITION,,,ES48021,PT,ES48021,1.0
2020,WME_POSITION,,,ES48021,PT,ES48021,-6.7
2018,WME_POSITION,,,ES48021,PT,ES48021,0.9
2017,WME_POSITION,,,ES01017,PT,ES01017,-4.5
2016,WME_POSITION,,,ES01017,PT,ES01017,4.5
2019,WME_POSITION,,,ES01017,PT,ES01017,-15.7
2015,WME_POSITION,,,ES01017,PT,ES01017,-5.1
2021,WME_POSITION,,,ES01017,PT,ES01017,3.3
2020,WME_POSITION,,,ES01017,PT,ES01017,1.6
2018,WME_POSITION,,,ES01017,PT,ES01017,4.3
2016,WME_POSITION,,,ES20029,PT,ES20029,10.8
2018,WME_POSITION,,,ES20029,PT,ES20029,5.3
2020,WME_POSITION,,,ES20029,PT,ES20029,-19.8
2019,WME_POSITION,,,ES20029,PT,ES20029,-4.9
2015,WME_POSITION,,,ES20029,PT,ES20029,-13.2
2017,WME_POSITION,,,ES20029,PT,ES20029,-4.2
2021,WME_POSITION,,,ES20029,PT,ES20029,10.2
2020,WME_POSITION,,,ES48901,PT,ES48901,-24.7
2016,WME_POSITION,,,ES48901,PT,ES48901,12.6
2015,WME_POSITION,,,ES48901,PT,ES48901,2.4
2021,WME_POSITION,,,ES48901,PT,ES48901,24.8
2019,WME_POSITION,,,ES48901,PT,ES48901,-9.5
2018,WME_POSITION,,,ES48901,PT,ES48901,4.5
2017,WME_POSITION,,,ES48901,PT,ES48901,14.3
2016,WME_POSITION,,,ES48026,PT,ES48026,12.1
2018,WME_POSITION,,,ES48026,PT,ES48026,-18.1
2019,WME_POSITION,,,ES48026,PT,ES48026,9.8
2017,WME_POSITION,,,ES48026,PT,ES48026,-11.1
2015,WME_POSITION,,,ES48026,PT,ES48026,19.2
2020,WME_POSITION,,,ES48026,PT,ES48026,-14.5
2021,WME_POSITION,,,ES48026,PT,ES48026,20.9
2020,WME_POSITION,,,ES20069,PT,ES20069,-16.3
2015,WME_POSITION,,,ES20069,PT,ES20069,1.1
2017,WME_POSITION,,,ES20069,PT,ES20069,0.3
2021,WME_POSITION,,,ES20069,PT,ES20069,19.3
2018,WME_POSITION,,,ES20069,PT,ES20069,1.6
2016,WME_POSITION,,,ES20069,PT,ES20069,-2.3
2019,WME_POSITION,,,ES20069,PT,ES20069,-0.7
2019,WME_POSITION,,,ES48027,PT,ES48027,-1.0
2021,WME_POSITION,,,ES48027,PT,ES48027,2.7
2017,WME_POSITION,,,ES48027,PT,ES48027,0.5
