Year,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2021,,,Errenteria,Porcentaje,Errenteria,0.2
2015,,,Errenteria,Porcentaje,Errenteria,0.1
2010,,,Errenteria,Porcentaje,Errenteria,0.1
2016,,,Errenteria,Porcentaje,Errenteria,0.1
2020,,,Errenteria,Porcentaje,Errenteria,0.1
2018,,,Errezil,Porcentaje,Errezil,6.0
2014,,,Errezil,Porcentaje,Errezil,5.1
2017,,,Errezil,Porcentaje,Errezil,7.4
2015,,,Errezil,Porcentaje,Errezil,5.1
2019,,,Errezil,Porcentaje,Errezil,7.3
2010,,,Errezil,Porcentaje,Errezil,5.7
2016,,,Errezil,Porcentaje,Errezil,6.4
2020,,,Errezil,Porcentaje,Errezil,5.9
2021,,,Errezil,Porcentaje,Errezil,5.4
2012,,,Errezil,Porcentaje,Errezil,5.2
2019,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,26.9
2016,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,25.1
2021,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,30.3
2020,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,27.1
2018,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,25.8
2010,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,23.3
2015,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,22.5
2014,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,28.5
2017,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,23.0
2012,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,25.3
2019,,,Errigoiti,Porcentaje,Errigoiti,14.7
2014,,,Errigoiti,Porcentaje,Errigoiti,14.9
2012,,,Errigoiti,Porcentaje,Errigoiti,11.9
2015,,,Errigoiti,Porcentaje,Errigoiti,12.7
2017,,,Errigoiti,Porcentaje,Errigoiti,15.5
2018,,,Errigoiti,Porcentaje,Errigoiti,13.4
2016,,,Errigoiti,Porcentaje,Errigoiti,14.3
2010,,,Errigoiti,Porcentaje,Errigoiti,10.1
2021,,,Errigoiti,Porcentaje,Errigoiti,18.3
2020,,,Errigoiti,Porcentaje,Errigoiti,15.8
2018,,,Eskoriatza,Porcentaje,Eskoriatza,0.9
2020,,,Eskoriatza,Porcentaje,Eskoriatza,1.0
2012,,,Eskoriatza,Porcentaje,Eskoriatza,0.6
2016,,,Eskoriatza,Porcentaje,Eskoriatza,0.8
2021,,,Eskoriatza,Porcentaje,Eskoriatza,1.2
2015,,,Eskoriatza,Porcentaje,Eskoriatza,0.7
2017,,,Eskoriatza,Porcentaje,Eskoriatza,1.0
2019,,,Eskoriatza,Porcentaje,Eskoriatza,1.0
2014,,,Eskoriatza,Porcentaje,Eskoriatza,0.7
2010,,,Eskoriatza,Porcentaje,Eskoriatza,0.5
2016,,,Etxebarri,Porcentaje,Etxebarri,0.0
2012,,,Etxebarri,Porcentaje,Etxebarri,0.1
2010,,,Etxebarri,Porcentaje,Etxebarri,0.0
2015,,,Etxebarri,Porcentaje,Etxebarri,0.0
2014,,,Etxebarri,Porcentaje,Etxebarri,0.0
2019,,,Etxebarri,Porcentaje,Etxebarri,0.0
2018,,,Etxebarri,Porcentaje,Etxebarri,0.0
2020,,,Etxebarri,Porcentaje,Etxebarri,0.0
2021,,,Etxebarri,Porcentaje,Etxebarri,0.0
2017,,,Etxebarri,Porcentaje,Etxebarri,0.0
2017,,,Etxebarria,Porcentaje,Etxebarria,0.8
2010,,,Etxebarria,Porcentaje,Etxebarria,3.7
2020,,,Etxebarria,Porcentaje,Etxebarria,1.1
2016,,,Etxebarria,Porcentaje,Etxebarria,0.9
2021,,,Etxebarria,Porcentaje,Etxebarria,1.6
2015,,,Etxebarria,Porcentaje,Etxebarria,0.9
2014,,,Etxebarria,Porcentaje,Etxebarria,0.9
2018,,,Etxebarria,Porcentaje,Etxebarria,0.9
2012,,,Etxebarria,Porcentaje,Etxebarria,2.1
2019,,,Etxebarria,Porcentaje,Etxebarria,1.1
2018,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,1.6
2017,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,2.5
2021,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,2.3
2019,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,2.1
2012,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,1.8
2016,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,1.9
2020,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,1.9
2010,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,1.9
2015,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,1.7
2014,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,1.7
2010,,,Forua,Porcentaje,Forua,4.4
2015,,,Forua,Porcentaje,Forua,5.2
2021,,,Forua,Porcentaje,Forua,6.3
2019,,,Forua,Porcentaje,Forua,4.9
2014,,,Forua,Porcentaje,Forua,5.1
2018,,,Forua,Porcentaje,Forua,4.5
2016,,,Forua,Porcentaje,Forua,5.2
2017,,,Forua,Porcentaje,Forua,4.9
2020,,,Forua,Porcentaje,Forua,6.0
2012,,,Forua,Porcentaje,Forua,4.9
2018,,,Fruiz,Porcentaje,Fruiz,4.8
2014,,,Fruiz,Porcentaje,Fruiz,8.3
2012,,,Fruiz,Porcentaje,Fruiz,8.1
2017,,,Fruiz,Porcentaje,Fruiz,5.3
2021,,,Fruiz,Porcentaje,Fruiz,5.1
2020,,,Fruiz,Porcentaje,Fruiz,4.5
2019,,,Fruiz,Porcentaje,Fruiz,5.1
2015,,,Fruiz,Porcentaje,Fruiz,7.1
2010,,,Fruiz,Porcentaje,Fruiz,8.0
2016,,,Fruiz,Porcentaje,Fruiz,6.2
2015,,,Gabiria,Porcentaje,Gabiria,6.6
2012,,,Gabiria,Porcentaje,Gabiria,5.9
2017,,,Gabiria,Porcentaje,Gabiria,6.6
2020,,,Gabiria,Porcentaje,Gabiria,6.2
2014,,,Gabiria,Porcentaje,Gabiria,5.7
2019,,,Gabiria,Porcentaje,Gabiria,5.8
2010,,,Gabiria,Porcentaje,Gabiria,4.3
2016,,,Gabiria,Porcentaje,Gabiria,6.3
2018,,,Gabiria,Porcentaje,Gabiria,4.9
2021,,,Gabiria,Porcentaje,Gabiria,7.5
2020,,,Gaintza,Porcentaje,Gaintza,14.6
2018,,,Gaintza,Porcentaje,Gaintza,12.3
2016,,,Gaintza,Porcentaje,Gaintza,13.8
2010,,,Gaintza,Porcentaje,Gaintza,13.8
2012,,,Gaintza,Porcentaje,Gaintza,12.3
2019,,,Gaintza,Porcentaje,Gaintza,15.7
2021,,,Gaintza,Porcentaje,Gaintza,18.2
2014,,,Gaintza,Porcentaje,Gaintza,13.7
2015,,,Gaintza,Porcentaje,Gaintza,13.9
2017,,,Gaintza,Porcentaje,Gaintza,16.5
2021,,,Galdakao,Porcentaje,Galdakao,0.1
2012,,,Galdakao,Porcentaje,Galdakao,0.2
2010,,,Galdakao,Porcentaje,Galdakao,0.2
2015,,,Galdakao,Porcentaje,Galdakao,0.2
2019,,,Galdakao,Porcentaje,Galdakao,0.1
2018,,,Galdakao,Porcentaje,Galdakao,0.1
2014,,,Galdakao,Porcentaje,Galdakao,0.2
2016,,,Galdakao,Porcentaje,Galdakao,0.2
2017,,,Galdakao,Porcentaje,Galdakao,0.1
2020,,,Galdakao,Porcentaje,Galdakao,0.1
2014,,,Galdames,Porcentaje,Galdames,6.2
2012,,,Galdames,Porcentaje,Galdames,5.6
2017,,,Galdames,Porcentaje,Galdames,8.4
2016,,,Galdames,Porcentaje,Galdames,9.0
2021,,,Galdames,Porcentaje,Galdames,9.0
2020,,,Galdames,Porcentaje,Galdames,8.0
2019,,,Galdames,Porcentaje,Galdames,7.8
2018,,,Galdames,Porcentaje,Galdames,7.4
2015,,,Galdames,Porcentaje,Galdames,7.0
2010,,,Galdames,Porcentaje,Galdames,5.3
2010,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,17.2
2021,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,12.9
2012,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,16.8
2015,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,18.9
2019,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,11.4
2018,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,11.4
2020,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,12.3
2017,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,12.9
2016,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,14.5
2014,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,18.3
2019,,,Garai,Porcentaje,Garai,6.4
2014,,,Garai,Porcentaje,Garai,6.1
2012,,,Garai,Porcentaje,Garai,5.4
2017,,,Garai,Porcentaje,Garai,6.4
2016,,,Garai,Porcentaje,Garai,7.0
2021,,,Garai,Porcentaje,Garai,9.9
2020,,,Garai,Porcentaje,Garai,8.4
2018,,,Garai,Porcentaje,Garai,6.1
2010,,,Garai,Porcentaje,Garai,4.4
2015,,,Garai,Porcentaje,Garai,6.0
2018,,,Gatika,Porcentaje,Gatika,2.3
2010,,,Gatika,Porcentaje,Gatika,3.0
2020,,,Gatika,Porcentaje,Gatika,3.0
2014,,,Gatika,Porcentaje,Gatika,2.9
2021,,,Gatika,Porcentaje,Gatika,2.8
2016,,,Gatika,Porcentaje,Gatika,2.7
2019,,,Gatika,Porcentaje,Gatika,2.6
2015,,,Gatika,Porcentaje,Gatika,3.6
2017,,,Gatika,Porcentaje,Gatika,2.7
2012,,,Gatika,Porcentaje,Gatika,3.4
2018,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,2.6
2020,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,3.1
2016,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,3.5
2017,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,2.9
2012,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,4.5
2021,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,3.8
2014,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,4.5
2010,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,4.2
2015,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,4.0
2019,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,2.8
2020,,,Gaztelu,Porcentaje,Gaztelu,20.0
2010,,,Gaztelu,Porcentaje,Gaztelu,14.8
2021,,,Gaztelu,Porcentaje,Gaztelu,20.6
2016,,,Gaztelu,Porcentaje,Gaztelu,16.4
2015,,,Gaztelu,Porcentaje,Gaztelu,13.8
2019,,,Gaztelu,Porcentaje,Gaztelu,19.9
2018,,,Gaztelu,Porcentaje,Gaztelu,15.6
2014,,,Gaztelu,Porcentaje,Gaztelu,12.1
2017,,,Gaztelu,Porcentaje,Gaztelu,18.0
2012,,,Gaztelu,Porcentaje,Gaztelu,8.9
2019,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.3
2012,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.2
2016,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.2
2015,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.2
2021,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.4
2017,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.3
2010,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.2
2014,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.2
2018,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.3
2020,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.4
2018,,,Getaria,Porcentaje,Getaria,23.0
2020,,,Getaria,Porcentaje,Getaria,17.6
2012,,,Getaria,Porcentaje,Getaria,25.2
2019,,,Getaria,Porcentaje,Getaria,20.8
2014,,,Getaria,Porcentaje,Getaria,18.1
2015,,,Getaria,Porcentaje,Getaria,20.7
2010,,,Getaria,Porcentaje,Getaria,15.4
2017,,,Getaria,Porcentaje,Getaria,24.7
2021,,,Getaria,Porcentaje,Getaria,21.2
2016,,,Getaria,Porcentaje,Getaria,19.2
2020,,,Getxo,Porcentaje,Getxo,0.0
2016,,,Getxo,Porcentaje,Getxo,0.1
2018,,,Getxo,Porcentaje,Getxo,0.1
2012,,,Getxo,Porcentaje,Getxo,0.1
2015,,,Getxo,Porcentaje,Getxo,0.1
2014,,,Getxo,Porcentaje,Getxo,0.1
2019,,,Getxo,Porcentaje,Getxo,0.0
2010,,,Getxo,Porcentaje,Getxo,0.1
2017,,,Getxo,Porcentaje,Getxo,0.1
2021,,,Getxo,Porcentaje,Getxo,0.0
2012,,,Gizaburuaga,Porcentaje,Gizaburuaga,2.0
2010,,,Gizaburuaga,Porcentaje,Gizaburuaga,1.3
2019,,,Gizaburuaga,Porcentaje,Gizaburuaga,2.1
2021,,,Gizaburuaga,Porcentaje,Gizaburuaga,2.8
2017,,,Gizaburuaga,Porcentaje,Gizaburuaga,1.6
2015,,,Gizaburuaga,Porcentaje,Gizaburuaga,1.9
2014,,,Gizaburuaga,Porcentaje,Gizaburuaga,2.2
2016,,,Gizaburuaga,Porcentaje,Gizaburuaga,2.1
2018,,,Gizaburuaga,Porcentaje,Gizaburuaga,1.7
2020,,,Gizaburuaga,Porcentaje,Gizaburuaga,2.1
2015,,,Gordexola,Porcentaje,Gordexola,5.1
2010,,,Gordexola,Porcentaje,Gordexola,4.8
2012,,,Gordexola,Porcentaje,Gordexola,5.2
2019,,,Gordexola,Porcentaje,Gordexola,4.5
2016,,,Gordexola,Porcentaje,Gordexola,5.1
2014,,,Gordexola,Porcentaje,Gordexola,5.5
2018,,,Gordexola,Porcentaje,Gordexola,4.0
2017,,,Gordexola,Porcentaje,Gordexola,4.3
2021,,,Gordexola,Porcentaje,Gordexola,6.1
2020,,,Gordexola,Porcentaje,Gordexola,4.3
2016,,,Gorliz,Porcentaje,Gorliz,1.2
2017,,,Gorliz,Porcentaje,Gorliz,0.9
2021,,,Gorliz,Porcentaje,Gorliz,0.5
2020,,,Gorliz,Porcentaje,Gorliz,0.5
2019,,,Gorliz,Porcentaje,Gorliz,0.6
2014,,,Gorliz,Porcentaje,Gorliz,1.6
2012,,,Gorliz,Porcentaje,Gorliz,1.4
2010,,,Gorliz,Porcentaje,Gorliz,1.5
2015,,,Gorliz,Porcentaje,Gorliz,1.5
2018,,,Gorliz,Porcentaje,Gorliz,0.8
2016,,,Güeñes,Porcentaje,Güeñes,1.4
2021,,,Güeñes,Porcentaje,Güeñes,1.7
2019,,,Güeñes,Porcentaje,Güeñes,1.0
2010,,,Güeñes,Porcentaje,Güeñes,1.0
2017,,,Güeñes,Porcentaje,Güeñes,1.2
2012,,,Güeñes,Porcentaje,Güeñes,1.1
2014,,,Güeñes,Porcentaje,Güeñes,1.4
2015,,,Güeñes,Porcentaje,Güeñes,1.3
2018,,,Güeñes,Porcentaje,Güeñes,1.2
2020,,,Güeñes,Porcentaje,Güeñes,1.2
2015,,,Harana/Valle de Arana,Porcentaje,Harana/Valle de Arana,32.3
2020,,,Harana/Valle de Arana,Porcentaje,Harana/Valle de Arana,24.6
2019,,,Harana/Valle de Arana,Porcentaje,Harana/Valle de Arana,23.9
2017,,,Harana/Valle de Arana,Porcentaje,Harana/Valle de Arana,29.5
2012,,,Harana/Valle de Arana,Porcentaje,Harana/Valle de Arana,29.3
2014,,,Harana/Valle de Arana,Porcentaje,Harana/Valle de Arana,34.9
2016,,,Harana/Valle de Arana,Porcentaje,Harana/Valle de Arana,30.9
2018,,,Harana/Valle de Arana,Porcentaje,Harana/Valle de Arana,30.6
2021,,,Harana/Valle de Arana,Porcentaje,Harana/Valle de Arana,39.3
2010,,,Harana/Valle de Arana,Porcentaje,Harana/Valle de Arana,26.0
2016,,,Hernani,Porcentaje,Hernani,0.4
2014,,,Hernani,Porcentaje,Hernani,0.5
2010,,,Hernani,Porcentaje,Hernani,0.4
2017,,,Hernani,Porcentaje,Hernani,0.3
2018,,,Hernani,Porcentaje,Hernani,0.3
2020,,,Hernani,Porcentaje,Hernani,0.3
2021,,,Hernani,Porcentaje,Hernani,0.3
2019,,,Hernani,Porcentaje,Hernani,0.3
2015,,,Hernani,Porcentaje,Hernani,0.5
2012,,,Hernani,Porcentaje,Hernani,0.5
2015,,,Hernialde,Porcentaje,Hernialde,7.3
2014,,,Hernialde,Porcentaje,Hernialde,4.9
2016,,,Hernialde,Porcentaje,Hernialde,5.8
2010,,,Hernialde,Porcentaje,Hernialde,6.0
2018,,,Hernialde,Porcentaje,Hernialde,5.4
2019,,,Hernialde,Porcentaje,Hernialde,5.5
2020,,,Hernialde,Porcentaje,Hernialde,5.5
2017,,,Hernialde,Porcentaje,Hernialde,7.0
2012,,,Hernialde,Porcentaje,Hernialde,5.5
2021,,,Hernialde,Porcentaje,Hernialde,5.0
2019,,,Hondarribia,Porcentaje,Hondarribia,5.8
2021,,,Hondarribia,Porcentaje,Hondarribia,6.2
2010,,,Hondarribia,Porcentaje,Hondarribia,4.1
2012,,,Hondarribia,Porcentaje,Hondarribia,5.9
2015,,,Hondarribia,Porcentaje,Hondarribia,5.2
2014,,,Hondarribia,Porcentaje,Hondarribia,4.5
2016,,,Hondarribia,Porcentaje,Hondarribia,4.8
2017,,,Hondarribia,Porcentaje,Hondarribia,6.6
2018,,,Hondarribia,Porcentaje,Hondarribia,6.0
2020,,,Hondarribia,Porcentaje,Hondarribia,4.7
2010,,,Ibarra,Porcentaje,Ibarra,0.7
2015,,,Ibarra,Porcentaje,Ibarra,0.6
2012,,,Ibarra,Porcentaje,Ibarra,0.7
2019,,,Ibarra,Porcentaje,Ibarra,0.5
2018,,,Ibarra,Porcentaje,Ibarra,0.5
2016,,,Ibarra,Porcentaje,Ibarra,0.5
2017,,,Ibarra,Porcentaje,Ibarra,0.6
2021,,,Ibarra,Porcentaje,Ibarra,0.5
2014,,,Ibarra,Porcentaje,Ibarra,0.6
2020,,,Ibarra,Porcentaje,Ibarra,0.5
2018,,,Ibarrangelu,Porcentaje,Ibarrangelu,3.5
2010,,,Ibarrangelu,Porcentaje,Ibarrangelu,4.4
2014,,,Ibarrangelu,Porcentaje,Ibarrangelu,4.2
2016,,,Ibarrangelu,Porcentaje,Ibarrangelu,4.2
2020,,,Ibarrangelu,Porcentaje,Ibarrangelu,4.3
2019,,,Ibarrangelu,Porcentaje,Ibarrangelu,3.9
2017,,,Ibarrangelu,Porcentaje,Ibarrangelu,4.3
2015,,,Ibarrangelu,Porcentaje,Ibarrangelu,4.4
2012,,,Ibarrangelu,Porcentaje,Ibarrangelu,4.4
2021,,,Ibarrangelu,Porcentaje,Ibarrangelu,4.8
2020,,,Idiazabal,Porcentaje,Idiazabal,1.0
2019,,,Idiazabal,Porcentaje,Idiazabal,1.2
2015,,,Idiazabal,Porcentaje,Idiazabal,2.5
2010,,,Idiazabal,Porcentaje,Idiazabal,3.1
2012,,,Idiazabal,Porcentaje,Idiazabal,2.7
2017,,,Idiazabal,Porcentaje,Idiazabal,1.9
2021,,,Idiazabal,Porcentaje,Idiazabal,1.1
2014,,,Idiazabal,Porcentaje,Idiazabal,1.6
2016,,,Idiazabal,Porcentaje,Idiazabal,1.6
2018,,,Idiazabal,Porcentaje,Idiazabal,1.3
2018,,,Igorre,Porcentaje,Igorre,0.5
2014,,,Igorre,Porcentaje,Igorre,0.4
2017,,,Igorre,Porcentaje,Igorre,0.5
2016,,,Igorre,Porcentaje,Igorre,0.5
2021,,,Igorre,Porcentaje,Igorre,0.8
2012,,,Igorre,Porcentaje,Igorre,0.3
2019,,,Igorre,Porcentaje,Igorre,0.6
2020,,,Igorre,Porcentaje,Igorre,0.6
2010,,,Igorre,Porcentaje,Igorre,0.2
2015,,,Igorre,Porcentaje,Igorre,0.4
2014,,,Ikaztegieta,Porcentaje,Ikaztegieta,0.6
2010,,,Ikaztegieta,Porcentaje,Ikaztegieta,0.6
2017,,,Ikaztegieta,Porcentaje,Ikaztegieta,0.5
2015,,,Ikaztegieta,Porcentaje,Ikaztegieta,0.8
2021,,,Ikaztegieta,Porcentaje,Ikaztegieta,0.5
2016,,,Ikaztegieta,Porcentaje,Ikaztegieta,0.5
2020,,,Ikaztegieta,Porcentaje,Ikaztegieta,0.5
2012,,,Ikaztegieta,Porcentaje,Ikaztegieta,0.5
2019,,,Ikaztegieta,Porcentaje,Ikaztegieta,0.4
2018,,,Ikaztegieta,Porcentaje,Ikaztegieta,0.4
2016,,,Irun,Porcentaje,Irun,0.1
2014,,,Irun,Porcentaje,Irun,0.1
2015,,,Irun,Porcentaje,Irun,0.2
2018,,,Irun,Porcentaje,Irun,0.1
2021,,,Irun,Porcentaje,Irun,0.1
2020,,,Irun,Porcentaje,Irun,0.1
2019,,,Irun,Porcentaje,Irun,0.1
2012,,,Irun,Porcentaje,Irun,0.2
2017,,,Irun,Porcentaje,Irun,0.1
2010,,,Irun,Porcentaje,Irun,0.1
2018,,,Iruña Oka/Iruña de Oca,Porcentaje,Iruña Oka/Iruña de Oca,0.9
2016,,,Iruña Oka/Iruña de Oca,Porcentaje,Iruña Oka/Iruña de Oca,1.0
2010,,,Iruña Oka/Iruña de Oca,Porcentaje,Iruña Oka/Iruña de Oca,1.1
2020,,,Iruña Oka/Iruña de Oca,Porcentaje,Iruña Oka/Iruña de Oca,0.7
2012,,,Iruña Oka/Iruña de Oca,Porcentaje,Iruña Oka/Iruña de Oca,1.1
2017,,,Iruña Oka/Iruña de Oca,Porcentaje,Iruña Oka/Iruña de Oca,0.9
2019,,,Iruña Oka/Iruña de Oca,Porcentaje,Iruña Oka/Iruña de Oca,0.9
2021,,,Iruña Oka/Iruña de Oca,Porcentaje,Iruña Oka/Iruña de Oca,0.7
2015,,,Iruña Oka/Iruña de Oca,Porcentaje,Iruña Oka/Iruña de Oca,1.2
2014,,,Iruña Oka/Iruña de Oca,Porcentaje,Iruña Oka/Iruña de Oca,1.4
2016,,,Irura,Porcentaje,Irura,0.1
2010,,,Irura,Porcentaje,Irura,0.1
2017,,,Irura,Porcentaje,Irura,0.1
2018,,,Irura,Porcentaje,Irura,0.1
2020,,,Irura,Porcentaje,Irura,0.1
2021,,,Irura,Porcentaje,Irura,0.1
2014,,,Irura,Porcentaje,Irura,0.1
2012,,,Irura,Porcentaje,Irura,0.1
2015,,,Irura,Porcentaje,Irura,0.1
2019,,,Irura,Porcentaje,Irura,0.1
2015,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,44.1
2014,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,35.9
2017,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,34.5
2020,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,35.3
2021,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,37.4
2016,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,37.2
2012,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,33.0
2010,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,36.5
2019,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,36.5
2018,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,33.5
2014,,,Ispaster,Porcentaje,Ispaster,7.6
2015,,,Ispaster,Porcentaje,Ispaster,8.7
2010,,,Ispaster,Porcentaje,Ispaster,8.2
2016,,,Ispaster,Porcentaje,Ispaster,9.4
2018,,,Ispaster,Porcentaje,Ispaster,11.5
2020,,,Ispaster,Porcentaje,Ispaster,12.2
2017,,,Ispaster,Porcentaje,Ispaster,8.8
2012,,,Ispaster,Porcentaje,Ispaster,7.8
2021,,,Ispaster,Porcentaje,Ispaster,14.7
2019,,,Ispaster,Porcentaje,Ispaster,12.6
2014,,,Itsasondo,Porcentaje,Itsasondo,1.0
2017,,,Itsasondo,Porcentaje,Itsasondo,1.7
2012,,,Itsasondo,Porcentaje,Itsasondo,0.8
2010,,,Itsasondo,Porcentaje,Itsasondo,0.9
2016,,,Itsasondo,Porcentaje,Itsasondo,1.4
2018,,,Itsasondo,Porcentaje,Itsasondo,1.6
2020,,,Itsasondo,Porcentaje,Itsasondo,1.3
2019,,,Itsasondo,Porcentaje,Itsasondo,1.8
2015,,,Itsasondo,Porcentaje,Itsasondo,1.2
2021,,,Itsasondo,Porcentaje,Itsasondo,1.5
2019,,,Iurreta,Porcentaje,Iurreta,0.2
2021,,,Iurreta,Porcentaje,Iurreta,0.2
2010,,,Iurreta,Porcentaje,Iurreta,0.1
2018,,,Iurreta,Porcentaje,Iurreta,0.2
2015,,,Iurreta,Porcentaje,Iurreta,0.2
2014,,,Iurreta,Porcentaje,Iurreta,0.2
2020,,,Iurreta,Porcentaje,Iurreta,0.2
2016,,,Iurreta,Porcentaje,Iurreta,0.2
2017,,,Iurreta,Porcentaje,Iurreta,0.2
2012,,,Iurreta,Porcentaje,Iurreta,0.1
2010,,,Izurtza,Porcentaje,Izurtza,0.3
2017,,,Izurtza,Porcentaje,Izurtza,0.6
2015,,,Izurtza,Porcentaje,Izurtza,0.4
2019,,,Izurtza,Porcentaje,Izurtza,0.8
2014,,,Izurtza,Porcentaje,Izurtza,0.4
2016,,,Izurtza,Porcentaje,Izurtza,0.6
2018,,,Izurtza,Porcentaje,Izurtza,0.6
2020,,,Izurtza,Porcentaje,Izurtza,0.9
2021,,,Izurtza,Porcentaje,Izurtza,0.9
2012,,,Izurtza,Porcentaje,Izurtza,0.4
2015,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,17.0
2019,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,15.0
2014,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,22.2
2012,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,17.0
2010,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,12.8
2017,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,19.6
2020,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,16.7
2021,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,20.9
2018,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,15.7
2016,,,Karrantza Harana/Valle de Carranza,Porcentaje,Karrantza Harana/Valle de Carranza,18.6
2016,,,Kortezubi,Porcentaje,Kortezubi,23.3
2020,,,Kortezubi,Porcentaje,Kortezubi,21.8
2018,,,Kortezubi,Porcentaje,Kortezubi,17.5
2021,,,Kortezubi,Porcentaje,Kortezubi,19.7
2012,,,Kortezubi,Porcentaje,Kortezubi,22.3
2019,,,Kortezubi,Porcentaje,Kortezubi,19.1
2010,,,Kortezubi,Porcentaje,Kortezubi,24.9
2014,,,Kortezubi,Porcentaje,Kortezubi,24.4
2017,,,Kortezubi,Porcentaje,Kortezubi,21.2
2015,,,Kortezubi,Porcentaje,Kortezubi,29.7
2020,,,Kripan,Porcentaje,Kripan,58.9
2018,,,Kripan,Porcentaje,Kripan,63.8
2010,,,Kripan,Porcentaje,Kripan,37.4
2014,,,Kripan,Porcentaje,Kripan,45.8
