Year,Actividad económica,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2012,AGRI_ECO,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,3.7
2011,AGRI_ECO,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,4.3
2013,AGRI_ECO,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,4.6
2021,AGRI_ECO,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,6.0
2012,AGRI_ECO,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,2.1
2014,AGRI_ECO,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,2.6
2022,AGRI_ECO,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,7.1
2010,AGRI_ECO,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,2.1
2013,AGRI_ECO,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,2.6
2017,AGRI_ECO,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,4.1
2011,AGRI_ECO,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,2.1
2020,AGRI_ECO,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,0.7
2015,AGRI_ECO,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,3.6
2021,AGRI_ECO,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,7.9
2018,AGRI_ECO,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,4.1
2019,AGRI_ECO,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,4.7
2016,AGRI_ECO,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,3.1
2010,AGRI_ECO,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,3.6
2014,AGRI_ECO,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,5.2
2020,AGRI_ECO,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,18.5
2021,AGRI_ECO,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,23.1
2017,AGRI_ECO,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,10.0
2018,AGRI_ECO,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,10.0
2019,AGRI_ECO,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,10.8
2016,AGRI_ECO,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,9.6
2022,AGRI_ECO,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,20.4
2011,AGRI_ECO,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,7.2
2015,AGRI_ECO,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,8.8
2012,AGRI_ECO,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,4.4
2013,AGRI_ECO,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,6.0
2020,AGRI_ECO,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,12.2
2011,AGRI_ECO,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,1.1
2022,AGRI_ECO,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,28.6
2015,AGRI_ECO,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,4.4
2019,AGRI_ECO,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,7.8
2021,AGRI_ECO,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,18.4
2018,AGRI_ECO,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,7.8
2014,AGRI_ECO,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,4.4
2013,AGRI_ECO,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,2.2
2010,AGRI_ECO,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,1.1
2016,AGRI_ECO,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,6.7
2012,AGRI_ECO,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,1.1
2017,AGRI_ECO,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,6.7
2021,AGRI_ECO,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,9.3
2016,AGRI_ECO,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,3.8
2017,AGRI_ECO,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,4.2
2015,AGRI_ECO,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,3.6
2020,AGRI_ECO,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,8.4
2012,AGRI_ECO,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,2.5
2018,AGRI_ECO,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,4.0
2010,AGRI_ECO,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,1.7
2014,AGRI_ECO,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,1.9
2019,AGRI_ECO,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,4.6
2022,AGRI_ECO,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,17.3
2011,AGRI_ECO,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,2.1
2013,AGRI_ECO,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,2.1
2021,AGRI_ECO,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,19.6
2010,AGRI_ECO,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,8.2
2014,AGRI_ECO,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,11.8
2015,AGRI_ECO,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,13.6
2011,AGRI_ECO,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,11.8
2016,AGRI_ECO,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,11.8
2022,AGRI_ECO,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,19.6
2017,AGRI_ECO,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,14.5
2013,AGRI_ECO,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,10.0
2012,AGRI_ECO,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,9.1
2018,AGRI_ECO,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,14.5
2020,AGRI_ECO,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,8.8
2019,AGRI_ECO,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,15.5
2016,AGRI_ECO,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,5.0
2014,AGRI_ECO,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,4.2
2011,AGRI_ECO,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,5.0
2022,AGRI_ECO,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,8.6
2013,AGRI_ECO,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,3.9
2020,AGRI_ECO,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,8.0
2017,AGRI_ECO,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,5.0
2018,AGRI_ECO,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,5.4
2021,AGRI_ECO,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,10.3
2015,AGRI_ECO,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,6.2
2010,AGRI_ECO,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,3.5
2019,AGRI_ECO,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,6.6
2012,AGRI_ECO,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,3.9
2018,AGRI_ECO,,Donostialdea,,Porcentaje,Donostialdea,11.1
2017,AGRI_ECO,,Donostialdea,,Porcentaje,Donostialdea,10.4
2013,AGRI_ECO,,Donostialdea,,Porcentaje,Donostialdea,5.7
2021,AGRI_ECO,,Donostialdea,,Porcentaje,Donostialdea,13.2
2016,AGRI_ECO,,Donostialdea,,Porcentaje,Donostialdea,11.4
2014,AGRI_ECO,,Donostialdea,,Porcentaje,Donostialdea,8.2
2012,AGRI_ECO,,Donostialdea,,Porcentaje,Donostialdea,5.0
2022,AGRI_ECO,,Donostialdea,,Porcentaje,Donostialdea,13.5
2010,AGRI_ECO,,Donostialdea,,Porcentaje,Donostialdea,5.4
2015,AGRI_ECO,,Donostialdea,,Porcentaje,Donostialdea,10.7
2019,AGRI_ECO,,Donostialdea,,Porcentaje,Donostialdea,11.1
2020,AGRI_ECO,,Donostialdea,,Porcentaje,Donostialdea,10.0
2011,AGRI_ECO,,Donostialdea,,Porcentaje,Donostialdea,6.4
2013,AGRI_ECO,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,3.3
2018,AGRI_ECO,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,3.8
2010,AGRI_ECO,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,3.1
2019,AGRI_ECO,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,4.3
2017,AGRI_ECO,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,3.6
2016,AGRI_ECO,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,3.3
2015,AGRI_ECO,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,3.8
2021,AGRI_ECO,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,14.0
2020,AGRI_ECO,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,8.7
2011,AGRI_ECO,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,3.6
2014,AGRI_ECO,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,3.3
2022,AGRI_ECO,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,12.2
2012,AGRI_ECO,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,2.8
2010,AGRI_ECO,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,0.7
2020,AGRI_ECO,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,3.7
2018,AGRI_ECO,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,2.9
2022,AGRI_ECO,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,7.3
2019,AGRI_ECO,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,3.6
2021,AGRI_ECO,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,10.1
2012,AGRI_ECO,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,1.5
2011,AGRI_ECO,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,2.2
2015,AGRI_ECO,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,2.6
2013,AGRI_ECO,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,1.5
2014,AGRI_ECO,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,2.2
2017,AGRI_ECO,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,3.3
2016,AGRI_ECO,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,2.6
2014,AGRI_ECO,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,4.7
2010,AGRI_ECO,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,2.8
2022,AGRI_ECO,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,11.1
2020,AGRI_ECO,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,9.4
2011,AGRI_ECO,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,3.2
2019,AGRI_ECO,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,5.6
2012,AGRI_ECO,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,3.6
2015,AGRI_ECO,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,5.1
2013,AGRI_ECO,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,4.3
2018,AGRI_ECO,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,5.3
2021,AGRI_ECO,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,12.2
2017,AGRI_ECO,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,5.1
2016,AGRI_ECO,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,5.3
2013,AGRI_ECO,,Goierri,,Porcentaje,Goierri,4.9
2015,AGRI_ECO,,Goierri,,Porcentaje,Goierri,7.5
2011,AGRI_ECO,,Goierri,,Porcentaje,Goierri,4.5
2010,AGRI_ECO,,Goierri,,Porcentaje,Goierri,3.4
2018,AGRI_ECO,,Goierri,,Porcentaje,Goierri,7.5
2016,AGRI_ECO,,Goierri,,Porcentaje,Goierri,6.8
2021,AGRI_ECO,,Goierri,,Porcentaje,Goierri,9.5
2019,AGRI_ECO,,Goierri,,Porcentaje,Goierri,7.9
2012,AGRI_ECO,,Goierri,,Porcentaje,Goierri,4.2
2017,AGRI_ECO,,Goierri,,Porcentaje,Goierri,7.5
2022,AGRI_ECO,,Goierri,,Porcentaje,Goierri,9.5
2014,AGRI_ECO,,Goierri,,Porcentaje,Goierri,7.2
2020,AGRI_ECO,,Goierri,,Porcentaje,Goierri,5.9
2014,AGRI_ECO,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,16.7
2019,AGRI_ECO,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,21.2
2010,AGRI_ECO,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,10.6
2013,AGRI_ECO,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,15.2
2018,AGRI_ECO,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,18.2
2015,AGRI_ECO,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,19.7
2012,AGRI_ECO,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,15.2
2016,AGRI_ECO,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,16.7
2021,AGRI_ECO,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,32.7
2022,AGRI_ECO,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,26.9
2017,AGRI_ECO,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,15.2
2020,AGRI_ECO,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,25.0
2011,AGRI_ECO,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,16.7
2013,AGRI_ECO,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,4.7
2010,AGRI_ECO,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,2.3
2016,AGRI_ECO,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,5.2
2015,AGRI_ECO,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,6.4
2020,AGRI_ECO,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,9.0
2019,AGRI_ECO,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,5.8
2021,AGRI_ECO,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,9.0
2022,AGRI_ECO,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,6.3
2017,AGRI_ECO,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,5.2
2012,AGRI_ECO,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,3.5
2014,AGRI_ECO,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,3.5
2018,AGRI_ECO,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,5.2
2011,AGRI_ECO,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,3.5
2022,AGRI_ECO,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,11.3
2012,AGRI_ECO,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,2.4
2013,AGRI_ECO,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,2.7
2015,AGRI_ECO,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,4.1
2021,AGRI_ECO,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,13.8
2020,AGRI_ECO,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,9.6
2018,AGRI_ECO,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,5.7
2017,AGRI_ECO,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,5.3
2016,AGRI_ECO,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,4.7
2019,AGRI_ECO,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,6.5
2014,AGRI_ECO,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,3.3
2010,AGRI_ECO,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,1.6
2011,AGRI_ECO,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,2.4
2016,AGRI_ECO,,Tolosaldea,,Porcentaje,Tolosaldea,6.0
2012,AGRI_ECO,,Tolosaldea,,Porcentaje,Tolosaldea,6.5
2014,AGRI_ECO,,Tolosaldea,,Porcentaje,Tolosaldea,6.0
2017,AGRI_ECO,,Tolosaldea,,Porcentaje,Tolosaldea,6.0
2013,AGRI_ECO,,Tolosaldea,,Porcentaje,Tolosaldea,6.9
2011,AGRI_ECO,,Tolosaldea,,Porcentaje,Tolosaldea,6.0
2018,AGRI_ECO,,Tolosaldea,,Porcentaje,Tolosaldea,6.5
2020,AGRI_ECO,,Tolosaldea,,Porcentaje,Tolosaldea,7.5
2022,AGRI_ECO,,Tolosaldea,,Porcentaje,Tolosaldea,12.7
2019,AGRI_ECO,,Tolosaldea,,Porcentaje,Tolosaldea,6.5
2010,AGRI_ECO,,Tolosaldea,,Porcentaje,Tolosaldea,3.7
2021,AGRI_ECO,,Tolosaldea,,Porcentaje,Tolosaldea,12.1
2015,AGRI_ECO,,Tolosaldea,,Porcentaje,Tolosaldea,7.9
2020,AGRI_ECO,,Urola Kosta,,Porcentaje,Urola Kosta,14.3
2012,AGRI_ECO,,Urola Kosta,,Porcentaje,Urola Kosta,9.5
2021,AGRI_ECO,,Urola Kosta,,Porcentaje,Urola Kosta,17.3
2013,AGRI_ECO,,Urola Kosta,,Porcentaje,Urola Kosta,11.1
2015,AGRI_ECO,,Urola Kosta,,Porcentaje,Urola Kosta,14.8
2019,AGRI_ECO,,Urola Kosta,,Porcentaje,Urola Kosta,15.6
2016,AGRI_ECO,,Urola Kosta,,Porcentaje,Urola Kosta,13.6
2017,AGRI_ECO,,Urola Kosta,,Porcentaje,Urola Kosta,13.2
2011,AGRI_ECO,,Urola Kosta,,Porcentaje,Urola Kosta,10.3
2010,AGRI_ECO,,Urola Kosta,,Porcentaje,Urola Kosta,9.1
2014,AGRI_ECO,,Urola Kosta,,Porcentaje,Urola Kosta,13.2
2018,AGRI_ECO,,Urola Kosta,,Porcentaje,Urola Kosta,14.8
2022,AGRI_ECO,,Urola Kosta,,Porcentaje,Urola Kosta,16.9
2015,AGRI_ECO,Araba/Álava,,,Porcentaje,Araba/Álava,4.3
2017,AGRI_ECO,Araba/Álava,,,Porcentaje,Araba/Álava,4.4
2022,AGRI_ECO,Araba/Álava,,,Porcentaje,Araba/Álava,6.5
2020,AGRI_ECO,Araba/Álava,,,Porcentaje,Araba/Álava,4.7
2012,AGRI_ECO,Araba/Álava,,,Porcentaje,Araba/Álava,3.3
2014,AGRI_ECO,Araba/Álava,,,Porcentaje,Araba/Álava,3.9
2019,AGRI_ECO,Araba/Álava,,,Porcentaje,Araba/Álava,5.3
2021,AGRI_ECO,Araba/Álava,,,Porcentaje,Araba/Álava,6.8
2013,AGRI_ECO,Araba/Álava,,,Porcentaje,Araba/Álava,3.6
2011,AGRI_ECO,Araba/Álava,,,Porcentaje,Araba/Álava,3.1
2018,AGRI_ECO,Araba/Álava,,,Porcentaje,Araba/Álava,4.9
2010,AGRI_ECO,Araba/Álava,,,Porcentaje,Araba/Álava,2.8
2016,AGRI_ECO,Araba/Álava,,,Porcentaje,Araba/Álava,4.2
2011,AGRI_ECO,Bizkaia,,,Porcentaje,Bizkaia,3.2
2022,AGRI_ECO,Bizkaia,,,Porcentaje,Bizkaia,12.5
2021,AGRI_ECO,Bizkaia,,,Porcentaje,Bizkaia,12.8
2018,AGRI_ECO,Bizkaia,,,Porcentaje,Bizkaia,5.1
2013,AGRI_ECO,Bizkaia,,,Porcentaje,Bizkaia,3.3
2014,AGRI_ECO,Bizkaia,,,Porcentaje,Bizkaia,3.4
2020,AGRI_ECO,Bizkaia,,,Porcentaje,Bizkaia,9.4
2017,AGRI_ECO,Bizkaia,,,Porcentaje,Bizkaia,5.0
2019,AGRI_ECO,Bizkaia,,,Porcentaje,Bizkaia,5.7
2010,AGRI_ECO,Bizkaia,,,Porcentaje,Bizkaia,2.2
2015,AGRI_ECO,Bizkaia,,,Porcentaje,Bizkaia,4.6
2016,AGRI_ECO,Bizkaia,,,Porcentaje,Bizkaia,4.7
2012,AGRI_ECO,Bizkaia,,,Porcentaje,Bizkaia,2.9
2018,AGRI_ECO,Gipuzkoa,,,Porcentaje,Gipuzkoa,9.4
2013,AGRI_ECO,Gipuzkoa,,,Porcentaje,Gipuzkoa,6.4
2017,AGRI_ECO,Gipuzkoa,,,Porcentaje,Gipuzkoa,8.8
2016,AGRI_ECO,Gipuzkoa,,,Porcentaje,Gipuzkoa,8.7
2014,AGRI_ECO,Gipuzkoa,,,Porcentaje,Gipuzkoa,7.9
2022,AGRI_ECO,Gipuzkoa,,,Porcentaje,Gipuzkoa,13.8
2021,AGRI_ECO,Gipuzkoa,,,Porcentaje,Gipuzkoa,13.6
2011,AGRI_ECO,Gipuzkoa,,,Porcentaje,Gipuzkoa,6.5
2015,AGRI_ECO,Gipuzkoa,,,Porcentaje,Gipuzkoa,9.4
2020,AGRI_ECO,Gipuzkoa,,,Porcentaje,Gipuzkoa,9.6
2012,AGRI_ECO,Gipuzkoa,,,Porcentaje,Gipuzkoa,5.7
2019,AGRI_ECO,Gipuzkoa,,,Porcentaje,Gipuzkoa,9.9
2010,AGRI_ECO,Gipuzkoa,,,Porcentaje,Gipuzkoa,5.0
2022,Ganadería,,,,Porcentaje,,2.5
2018,Ganadería,,,,Porcentaje,,0.9
2015,Ganadería,,,,Porcentaje,,0.7
2012,Ganadería,,,,Porcentaje,,0.7
2011,Ganadería,,,,Porcentaje,,0.7
2017,Ganadería,,,,Porcentaje,,0.9
2019,Ganadería,,,,Porcentaje,,1.0
2016,Ganadería,,,,Porcentaje,,0.8
2020,Ganadería,,,,Porcentaje,,1.3
2010,Ganadería,,,,Porcentaje,,0.5
2013,Ganadería,,,,Porcentaje,,0.7
2021,Ganadería,,,,Porcentaje,,1.6
2014,Ganadería,,,,Porcentaje,,0.7
2014,Ganadería,,,Abadiño,Porcentaje,Abadiño,1.1
2011,Ganadería,,,Abadiño,Porcentaje,Abadiño,1.1
2012,Ganadería,,,Abadiño,Porcentaje,Abadiño,1.1
2021,Ganadería,,,Abadiño,Porcentaje,Abadiño,2.9
2022,Ganadería,,,Abadiño,Porcentaje,Abadiño,4.4
2016,Ganadería,,,Abadiño,Porcentaje,Abadiño,0.0
2015,Ganadería,,,Abadiño,Porcentaje,Abadiño,1.1
2019,Ganadería,,,Abadiño,Porcentaje,Abadiño,2.3
2018,Ganadería,,,Abadiño,Porcentaje,Abadiño,1.1
2013,Ganadería,,,Abadiño,Porcentaje,Abadiño,1.1
2010,Ganadería,,,Abadiño,Porcentaje,Abadiño,0.0
2020,Ganadería,,,Abadiño,Porcentaje,Abadiño,2.9
2017,Ganadería,,,Abadiño,Porcentaje,Abadiño,0.0
2012,Ganadería,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
2015,Ganadería,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
2021,Ganadería,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
2018,Ganadería,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
2013,Ganadería,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
2020,Ganadería,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
2014,Ganadería,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
2011,Ganadería,,,Abaltzisketa,Porcentaje,Abaltzisketa,0.0
