Year,Serie,Sex,Cobertura,Residencia,Discapacidad,Province,County,Municipality,Unidad,GeoCode,Value
2020,RGI,Female,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,4.6
2021,RGI,Female,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,10.2
2022,RGI,Female,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,10.2
2014,RGI,,TIT,MIGRANT,,,,Antzuola,"Per 1,000 people",Antzuola,122.2
2015,RGI,,TIT,MIGRANT,,,,Antzuola,"Per 1,000 people",Antzuola,98.8
2016,RGI,,TIT,MIGRANT,,,,Antzuola,"Per 1,000 people",Antzuola,64.1
2017,RGI,,TIT,MIGRANT,,,,Antzuola,"Per 1,000 people",Antzuola,61.7
2018,RGI,,TIT,MIGRANT,,,,Antzuola,"Per 1,000 people",Antzuola,34.1
2019,RGI,,TIT,MIGRANT,,,,Antzuola,"Per 1,000 people",Antzuola,33.7
2020,RGI,,TIT,MIGRANT,,,,Antzuola,"Per 1,000 people",Antzuola,22.0
2021,RGI,,TIT,MIGRANT,,,,Antzuola,"Per 1,000 people",Antzuola,89.1
2022,RGI,,TIT,MIGRANT,,,,Antzuola,"Per 1,000 people",Antzuola,77.6
2010,RGI,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,7.3
2011,RGI,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,6.3
2012,RGI,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,6.3
2013,RGI,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,8.9
2014,RGI,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,10.7
2015,RGI,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,6.3
2016,RGI,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,4.1
2017,RGI,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,4.1
2018,RGI,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,4.1
2019,RGI,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,3.7
2020,RGI,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,4.7
2021,RGI,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,10.7
2022,RGI,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,10.3
2014,RGI,Male,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2015,RGI,Male,TIT,,,,,Arama,"Per 1,000 people",Arama,9.6
2016,RGI,Male,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2017,RGI,Male,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2018,RGI,Male,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2019,RGI,Male,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2020,RGI,Male,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2021,RGI,Male,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2022,RGI,Male,TIT,,,,,Arama,"Per 1,000 people",Arama,10.9
2014,RGI,Female,TIT,,,,,Arama,"Per 1,000 people",Arama,9.3
2015,RGI,Female,TIT,,,,,Arama,"Per 1,000 people",Arama,9.4
2016,RGI,Female,TIT,,,,,Arama,"Per 1,000 people",Arama,9.4
2017,RGI,Female,TIT,,,,,Arama,"Per 1,000 people",Arama,9.3
2018,RGI,Female,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2019,RGI,Female,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2020,RGI,Female,TIT,,,,,Arama,"Per 1,000 people",Arama,9.2
2021,RGI,Female,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2022,RGI,Female,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2014,RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,47.6
2015,RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,55.6
2016,RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,55.6
2017,RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,58.8
2018,RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,62.5
2019,RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,0.0
2020,RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,45.5
2021,RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,0.0
2022,RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,0.0
2010,RGI,,TIT,,,,,Arama,"Per 1,000 people",Arama,5.1
2011,RGI,,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2012,RGI,,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2013,RGI,,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2014,RGI,,TIT,,,,,Arama,"Per 1,000 people",Arama,4.7
2015,RGI,,TIT,,,,,Arama,"Per 1,000 people",Arama,9.5
2016,RGI,,TIT,,,,,Arama,"Per 1,000 people",Arama,4.7
2017,RGI,,TIT,,,,,Arama,"Per 1,000 people",Arama,4.8
2018,RGI,,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2019,RGI,,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2020,RGI,,TIT,,,,,Arama,"Per 1,000 people",Arama,4.9
2021,RGI,,TIT,,,,,Arama,"Per 1,000 people",Arama,0.0
2022,RGI,,TIT,,,,,Arama,"Per 1,000 people",Arama,5.1
2014,RGI,Male,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,9.3
2015,RGI,Male,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,11.7
2016,RGI,Male,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,10.5
2017,RGI,Male,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,8.8
2018,RGI,Male,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,8.9
2019,RGI,Male,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,7.3
2020,RGI,Male,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,7.3
2021,RGI,Male,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,8.4
2022,RGI,Male,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,10.9
2014,RGI,Female,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,14.5
2015,RGI,Female,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,13.0
2016,RGI,Female,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,15.6
2017,RGI,Female,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,16.3
2018,RGI,Female,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,14.8
2019,RGI,Female,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,13.7
2020,RGI,Female,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,15.5
2021,RGI,Female,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,15.2
2022,RGI,Female,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,13.6
2014,RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,86.7
2015,RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,92.9
2016,RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,104.7
2017,RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,118.0
2018,RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,88.5
2019,RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,79.6
2020,RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,99.0
2021,RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,98.0
2022,RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,79.9
2010,RGI,,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,8.0
2011,RGI,,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,8.6
2012,RGI,,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,8.4
2013,RGI,,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,9.9
2014,RGI,,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,11.9
2015,RGI,,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,12.3
2016,RGI,,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,13.1
2017,RGI,,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,12.5
2018,RGI,,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,11.8
2019,RGI,,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,10.5
2020,RGI,,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,11.4
2021,RGI,,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,11.8
2022,RGI,,TIT,,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,12.3
2014,RGI,Male,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,16.2
2015,RGI,Male,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,17.9
2016,RGI,Male,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,16.6
2017,RGI,Male,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,12.7
2018,RGI,Male,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,12.6
2019,RGI,Male,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,11.5
2020,RGI,Male,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,10.2
2021,RGI,Male,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,7.7
2022,RGI,Male,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,7.7
2014,RGI,Female,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,21.1
2015,RGI,Female,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,21.1
2016,RGI,Female,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,17.9
2017,RGI,Female,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,13.5
2018,RGI,Female,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,13.2
2019,RGI,Female,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,14.2
2020,RGI,Female,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,17.6
2021,RGI,Female,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,14.9
2022,RGI,Female,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,9.5
2014,RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,32.8
2015,RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,52.6
2016,RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,76.9
2017,RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,65.6
2018,RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,51.3
2019,RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,50.5
2020,RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,83.3
2021,RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,44.0
2022,RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,22.0
2010,RGI,,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,14.9
2011,RGI,,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,16.0
2012,RGI,,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,16.6
2013,RGI,,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,17.9
2014,RGI,,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,18.5
2015,RGI,,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,19.4
2016,RGI,,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,17.2
2017,RGI,,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,13.1
2018,RGI,,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,12.9
2019,RGI,,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,12.8
2020,RGI,,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,13.8
2021,RGI,,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,11.2
2022,RGI,,TIT,,,,,Asteasu,"Per 1,000 people",Asteasu,8.6
2014,RGI,Male,TIT,,,,,Ataun,"Per 1,000 people",Ataun,13.8
2015,RGI,Male,TIT,,,,,Ataun,"Per 1,000 people",Ataun,15.8
2016,RGI,Male,TIT,,,,,Ataun,"Per 1,000 people",Ataun,14.5
2017,RGI,Male,TIT,,,,,Ataun,"Per 1,000 people",Ataun,13.5
2018,RGI,Male,TIT,,,,,Ataun,"Per 1,000 people",Ataun,11.0
2019,RGI,Male,TIT,,,,,Ataun,"Per 1,000 people",Ataun,12.2
2020,RGI,Male,TIT,,,,,Ataun,"Per 1,000 people",Ataun,13.7
2021,RGI,Male,TIT,,,,,Ataun,"Per 1,000 people",Ataun,13.7
2022,RGI,Male,TIT,,,,,Ataun,"Per 1,000 people",Ataun,7.9
2014,RGI,Female,TIT,,,,,Ataun,"Per 1,000 people",Ataun,13.7
2015,RGI,Female,TIT,,,,,Ataun,"Per 1,000 people",Ataun,12.4
2016,RGI,Female,TIT,,,,,Ataun,"Per 1,000 people",Ataun,10.9
2017,RGI,Female,TIT,,,,,Ataun,"Per 1,000 people",Ataun,10.8
2018,RGI,Female,TIT,,,,,Ataun,"Per 1,000 people",Ataun,10.7
2019,RGI,Female,TIT,,,,,Ataun,"Per 1,000 people",Ataun,7.1
2020,RGI,Female,TIT,,,,,Ataun,"Per 1,000 people",Ataun,9.7
2021,RGI,Female,TIT,,,,,Ataun,"Per 1,000 people",Ataun,8.5
2022,RGI,Female,TIT,,,,,Ataun,"Per 1,000 people",Ataun,4.9
2014,RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,0.0
2015,RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,35.7
2016,RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,23.3
2017,RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,24.1
2018,RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,19.6
2019,RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,20.4
2020,RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,36.4
2021,RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,50.5
2022,RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,8.3
2010,RGI,,TIT,,,,,Ataun,"Per 1,000 people",Ataun,10.8
2011,RGI,,TIT,,,,,Ataun,"Per 1,000 people",Ataun,11.4
2012,RGI,,TIT,,,,,Ataun,"Per 1,000 people",Ataun,14.9
2013,RGI,,TIT,,,,,Ataun,"Per 1,000 people",Ataun,15.3
2014,RGI,,TIT,,,,,Ataun,"Per 1,000 people",Ataun,13.7
2015,RGI,,TIT,,,,,Ataun,"Per 1,000 people",Ataun,14.2
2016,RGI,,TIT,,,,,Ataun,"Per 1,000 people",Ataun,12.8
2017,RGI,,TIT,,,,,Ataun,"Per 1,000 people",Ataun,12.2
2018,RGI,,TIT,,,,,Ataun,"Per 1,000 people",Ataun,10.9
2019,RGI,,TIT,,,,,Ataun,"Per 1,000 people",Ataun,9.7
2020,RGI,,TIT,,,,,Ataun,"Per 1,000 people",Ataun,11.7
2021,RGI,,TIT,,,,,Ataun,"Per 1,000 people",Ataun,11.1
2022,RGI,,TIT,,,,,Ataun,"Per 1,000 people",Ataun,6.4
2014,RGI,Male,TIT,,,,,Aia,"Per 1,000 people",Aia,9.3
2015,RGI,Male,TIT,,,,,Aia,"Per 1,000 people",Aia,9.3
2016,RGI,Male,TIT,,,,,Aia,"Per 1,000 people",Aia,9.2
2017,RGI,Male,TIT,,,,,Aia,"Per 1,000 people",Aia,9.3
2018,RGI,Male,TIT,,,,,Aia,"Per 1,000 people",Aia,11.2
2019,RGI,Male,TIT,,,,,Aia,"Per 1,000 people",Aia,9.5
2020,RGI,Male,TIT,,,,,Aia,"Per 1,000 people",Aia,6.6
2021,RGI,Male,TIT,,,,,Aia,"Per 1,000 people",Aia,3.7
2022,RGI,Male,TIT,,,,,Aia,"Per 1,000 people",Aia,3.6
2014,RGI,Female,TIT,,,,,Aia,"Per 1,000 people",Aia,14.7
2015,RGI,Female,TIT,,,,,Aia,"Per 1,000 people",Aia,10.6
2016,RGI,Female,TIT,,,,,Aia,"Per 1,000 people",Aia,9.6
2017,RGI,Female,TIT,,,,,Aia,"Per 1,000 people",Aia,11.6
2018,RGI,Female,TIT,,,,,Aia,"Per 1,000 people",Aia,9.7
2019,RGI,Female,TIT,,,,,Aia,"Per 1,000 people",Aia,14.0
2020,RGI,Female,TIT,,,,,Aia,"Per 1,000 people",Aia,15.5
2021,RGI,Female,TIT,,,,,Aia,"Per 1,000 people",Aia,13.5
2022,RGI,Female,TIT,,,,,Aia,"Per 1,000 people",Aia,10.9
2014,RGI,,TIT,MIGRANT,,,,Aia,"Per 1,000 people",Aia,36.6
2015,RGI,,TIT,MIGRANT,,,,Aia,"Per 1,000 people",Aia,11.1
2016,RGI,,TIT,MIGRANT,,,,Aia,"Per 1,000 people",Aia,20.4
2017,RGI,,TIT,MIGRANT,,,,Aia,"Per 1,000 people",Aia,11.0
2018,RGI,,TIT,MIGRANT,,,,Aia,"Per 1,000 people",Aia,9.4
2019,RGI,,TIT,MIGRANT,,,,Aia,"Per 1,000 people",Aia,20.0
2020,RGI,,TIT,MIGRANT,,,,Aia,"Per 1,000 people",Aia,37.7
2021,RGI,,TIT,MIGRANT,,,,Aia,"Per 1,000 people",Aia,25.9
2022,RGI,,TIT,MIGRANT,,,,Aia,"Per 1,000 people",Aia,21.3
2010,RGI,,TIT,,,,,Aia,"Per 1,000 people",Aia,6.6
2011,RGI,,TIT,,,,,Aia,"Per 1,000 people",Aia,6.5
2012,RGI,,TIT,,,,,Aia,"Per 1,000 people",Aia,13.4
2013,RGI,,TIT,,,,,Aia,"Per 1,000 people",Aia,12.4
2014,RGI,,TIT,,,,,Aia,"Per 1,000 people",Aia,11.9
2015,RGI,,TIT,,,,,Aia,"Per 1,000 people",Aia,9.9
2016,RGI,,TIT,,,,,Aia,"Per 1,000 people",Aia,9.4
2017,RGI,,TIT,,,,,Aia,"Per 1,000 people",Aia,10.4
2018,RGI,,TIT,,,,,Aia,"Per 1,000 people",Aia,10.5
2019,RGI,,TIT,,,,,Aia,"Per 1,000 people",Aia,11.6
2020,RGI,,TIT,,,,,Aia,"Per 1,000 people",Aia,10.8
2021,RGI,,TIT,,,,,Aia,"Per 1,000 people",Aia,8.4
2022,RGI,,TIT,,,,,Aia,"Per 1,000 people",Aia,7.1
2014,RGI,Male,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,20.7
2015,RGI,Male,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,22.8
2016,RGI,Male,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,22.5
2017,RGI,Male,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,21.0
2018,RGI,Male,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,17.8
2019,RGI,Male,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,17.0
2020,RGI,Male,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,18.0
2021,RGI,Male,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,17.7
2022,RGI,Male,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,17.6
2014,RGI,Female,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,19.8
2015,RGI,Female,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,19.5
2016,RGI,Female,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,19.5
2017,RGI,Female,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,20.0
2018,RGI,Female,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,18.8
2019,RGI,Female,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,15.6
2020,RGI,Female,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,16.4
2021,RGI,Female,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,15.2
2022,RGI,Female,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,15.9
2014,RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,94.3
2015,RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,112.9
2016,RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,117.3
2017,RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,107.9
2018,RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,86.3
2019,RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,74.8
2020,RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,82.3
2021,RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,79.3
2022,RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,72.8
2010,RGI,,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,16.2
2011,RGI,,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,17.5
2012,RGI,,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,18.4
2013,RGI,,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,19.6
2014,RGI,,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,20.3
2015,RGI,,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,21.2
2016,RGI,,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,21.0
2017,RGI,,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,20.5
2018,RGI,,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,18.3
2019,RGI,,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,16.3
2020,RGI,,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,17.2
2021,RGI,,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,16.5
2022,RGI,,TIT,,,,,Azkoitia,"Per 1,000 people",Azkoitia,16.8
2014,RGI,Male,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,19.9
2015,RGI,Male,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,19.5
2016,RGI,Male,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,19.9
2017,RGI,Male,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,17.4
2018,RGI,Male,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,16.2
2019,RGI,Male,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,15.4
2020,RGI,Male,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,17.8
2021,RGI,Male,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,15.1
2022,RGI,Male,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,13.7
2014,RGI,Female,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,22.6
2015,RGI,Female,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,22.0
2016,RGI,Female,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,21.1
2017,RGI,Female,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,19.8
2018,RGI,Female,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,19.0
2019,RGI,Female,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,18.5
2020,RGI,Female,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,19.8
2021,RGI,Female,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,18.0
2022,RGI,Female,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,17.0
2014,RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,127.2
2015,RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,117.3
2016,RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,119.5
2017,RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,104.8
2018,RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,100.0
2019,RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,87.9
2020,RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,94.9
2021,RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,87.6
2022,RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,75.2
2010,RGI,,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,13.7
2011,RGI,,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,15.5
2012,RGI,,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,16.9
2013,RGI,,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,18.6
2014,RGI,,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,21.3
2015,RGI,,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,20.7
2016,RGI,,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,20.5
2017,RGI,,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,18.6
2018,RGI,,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,17.6
2019,RGI,,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,17.0
2020,RGI,,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,18.8
2021,RGI,,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,16.6
2022,RGI,,TIT,,,,,Azpeitia,"Per 1,000 people",Azpeitia,15.3
2014,RGI,Male,TIT,,,,,Beasain,"Per 1,000 people",Beasain,11.9
2015,RGI,Male,TIT,,,,,Beasain,"Per 1,000 people",Beasain,11.4
2016,RGI,Male,TIT,,,,,Beasain,"Per 1,000 people",Beasain,12.8
2017,RGI,Male,TIT,,,,,Beasain,"Per 1,000 people",Beasain,10.2
2018,RGI,Male,TIT,,,,,Beasain,"Per 1,000 people",Beasain,11.0
2019,RGI,Male,TIT,,,,,Beasain,"Per 1,000 people",Beasain,10.0
2020,RGI,Male,TIT,,,,,Beasain,"Per 1,000 people",Beasain,11.8
2021,RGI,Male,TIT,,,,,Beasain,"Per 1,000 people",Beasain,10.0
2022,RGI,Male,TIT,,,,,Beasain,"Per 1,000 people",Beasain,10.2
2014,RGI,Female,TIT,,,,,Beasain,"Per 1,000 people",Beasain,19.3
