Year,Series,Tipo de valor,Territorio,Units,Value
2010,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Araba/Álava,Porcentaje,25.8
2011,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Araba/Álava,Porcentaje,26.1
2012,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Araba/Álava,Porcentaje,25.4
2013,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Araba/Álava,Porcentaje,26.1
2022,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Araba/Álava,Porcentaje,25.1
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Araba/Álava,Porcentaje,25.9
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Araba/Álava,Porcentaje,26.3
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Araba/Álava,Porcentaje,26.4
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Araba/Álava,Porcentaje,25.1
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Araba/Álava,Porcentaje,24.1
2013,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bizkaia,Porcentaje,13.7
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bizkaia,Porcentaje,13.9
2022,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bizkaia,Porcentaje,14.9
2011,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bizkaia,Porcentaje,14.9
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bizkaia,Porcentaje,14.1
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bizkaia,Porcentaje,13.6
2010,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bizkaia,Porcentaje,15.3
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bizkaia,Porcentaje,14.0
2012,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bizkaia,Porcentaje,14.1
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bizkaia,Porcentaje,14.3
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bizkaia,Porcentaje,14.3
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bizkaia,Porcentaje,14.1
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bizkaia,Porcentaje,12.8
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gipuzkoa,Porcentaje,22.1
2022,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gipuzkoa,Porcentaje,23.1
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gipuzkoa,Porcentaje,22.8
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gipuzkoa,Porcentaje,22.3
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gipuzkoa,Porcentaje,21.7
2013,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gipuzkoa,Porcentaje,22.5
2011,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gipuzkoa,Porcentaje,23.7
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gipuzkoa,Porcentaje,22.0
2012,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gipuzkoa,Porcentaje,23.3
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gipuzkoa,Porcentaje,22.4
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gipuzkoa,Porcentaje,21.9
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gipuzkoa,Porcentaje,22.2
2010,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gipuzkoa,Porcentaje,23.0
2021,Valor añadido del sector manufacturo,Real,,Euro per cápita,6141.9
2020,Valor añadido del sector manufacturo,Real,,Euro per cápita,5618.5
2013,Valor añadido del sector manufacturo,Real,,Euro per cápita,5553.0
2015,Valor añadido del sector manufacturo,Real,,Euro per cápita,5935.6
2012,Valor añadido del sector manufacturo,Real,,Euro per cápita,5683.9
2014,Valor añadido del sector manufacturo,Real,,Euro per cápita,5702.8
2011,Valor añadido del sector manufacturo,Real,,Euro per cápita,6033.7
2017,Valor añadido del sector manufacturo,Real,,Euro per cápita,6328.8
2022,Valor añadido del sector manufacturo,Real,,Euro per cápita,6401.7
2010,Valor añadido del sector manufacturo,Real,,Euro per cápita,5896.8
2016,Valor añadido del sector manufacturo,Real,,Euro per cápita,6187.1
2018,Valor añadido del sector manufacturo,Real,,Euro per cápita,6423.3
2019,Valor añadido del sector manufacturo,Real,,Euro per cápita,6465.7
2022,Valor añadido del sector manufacturo,Real,Araba/Álava,Euro per cápita,9162.6
2012,Valor añadido del sector manufacturo,Real,Araba/Álava,Euro per cápita,8497.7
2017,Valor añadido del sector manufacturo,Real,Araba/Álava,Euro per cápita,9602.0
2014,Valor añadido del sector manufacturo,Real,Araba/Álava,Euro per cápita,8868.3
2018,Valor añadido del sector manufacturo,Real,Araba/Álava,Euro per cápita,9537.7
2010,Valor añadido del sector manufacturo,Real,Araba/Álava,Euro per cápita,8657.0
2011,Valor añadido del sector manufacturo,Real,Araba/Álava,Euro per cápita,9004.5
2021,Valor añadido del sector manufacturo,Real,Araba/Álava,Euro per cápita,8710.3
2015,Valor añadido del sector manufacturo,Real,Araba/Álava,Euro per cápita,9128.8
2013,Valor añadido del sector manufacturo,Real,Araba/Álava,Euro per cápita,8558.7
2020,Valor añadido del sector manufacturo,Real,Araba/Álava,Euro per cápita,7977.7
2019,Valor añadido del sector manufacturo,Real,Araba/Álava,Euro per cápita,9362.5
2016,Valor añadido del sector manufacturo,Real,Araba/Álava,Euro per cápita,9394.4
2021,Valor añadido del sector manufacturo,Real,Bizkaia,Euro per cápita,4420.2
2010,Valor añadido del sector manufacturo,Real,Bizkaia,Euro per cápita,4393.1
2016,Valor añadido del sector manufacturo,Real,Bizkaia,Euro per cápita,4520.3
2011,Valor añadido del sector manufacturo,Real,Bizkaia,Euro per cápita,4430.9
2017,Valor añadido del sector manufacturo,Real,Bizkaia,Euro per cápita,4675.7
2014,Valor añadido del sector manufacturo,Real,Bizkaia,Euro per cápita,4145.6
2012,Valor añadido del sector manufacturo,Real,Bizkaia,Euro per cápita,4076.9
2015,Valor añadido del sector manufacturo,Real,Bizkaia,Euro per cápita,4297.1
2022,Valor añadido del sector manufacturo,Real,Bizkaia,Euro per cápita,4541.4
2013,Valor añadido del sector manufacturo,Real,Bizkaia,Euro per cápita,4013.4
2018,Valor añadido del sector manufacturo,Real,Bizkaia,Euro per cápita,4698.7
2020,Valor añadido del sector manufacturo,Real,Bizkaia,Euro per cápita,4106.4
2019,Valor añadido del sector manufacturo,Real,Bizkaia,Euro per cápita,4771.3
2014,Valor añadido del sector manufacturo,Real,Gipuzkoa,Euro per cápita,6785.8
2015,Valor añadido del sector manufacturo,Real,Gipuzkoa,Euro per cápita,7117.6
2021,Valor añadido del sector manufacturo,Real,Gipuzkoa,Euro per cápita,7685.1
2018,Valor añadido del sector manufacturo,Real,Gipuzkoa,Euro per cápita,7749.2
2022,Valor añadido del sector manufacturo,Real,Gipuzkoa,Euro per cápita,8075.6
2010,Valor añadido del sector manufacturo,Real,Gipuzkoa,Euro per cápita,7105.3
2020,Valor añadido del sector manufacturo,Real,Gipuzkoa,Euro per cápita,6934.0
2012,Valor añadido del sector manufacturo,Real,Gipuzkoa,Euro per cápita,7025.1
2019,Valor añadido del sector manufacturo,Real,Gipuzkoa,Euro per cápita,7842.4
2013,Valor añadido del sector manufacturo,Real,Gipuzkoa,Euro per cápita,6688.8
2017,Valor añadido del sector manufacturo,Real,Gipuzkoa,Euro per cápita,7475.5
2016,Valor añadido del sector manufacturo,Real,Gipuzkoa,Euro per cápita,7394.8
2011,Valor añadido del sector manufacturo,Real,Gipuzkoa,Euro per cápita,7308.4
2019,Valor añadido del sector manufacturo,Nominal,Sestao,Euro per cápita,2343.9
2018,Valor añadido del sector manufacturo,Nominal,Ormaiztegi,Euro per cápita,99083.3
2018,Valor añadido del sector manufacturo,Nominal,Sestao,Euro per cápita,1938.7
2014,Valor añadido del sector manufacturo,Nominal,Sestao,Euro per cápita,1377.6
2021,Valor añadido del sector manufacturo,Nominal,Albiztur,Euro per cápita,20885.6
2021,Valor añadido del sector manufacturo,Nominal,Ormaiztegi,Euro per cápita,43409.0
2016,Valor añadido del sector manufacturo,Nominal,Sestao,Euro per cápita,1235.5
2019,Valor añadido del sector manufacturo,Nominal,Ormaiztegi,Euro per cápita,92286.3
2019,Valor añadido del sector manufacturo,Nominal,Albiztur,Euro per cápita,17117.1
2017,Valor añadido del sector manufacturo,Nominal,Ormaiztegi,Euro per cápita,92066.9
2015,Valor añadido del sector manufacturo,Nominal,Ormaiztegi,Euro per cápita,78273.9
2021,Valor añadido del sector manufacturo,Nominal,Bernedo,Euro per cápita,20194.9
2015,Valor añadido del sector manufacturo,Nominal,Albiztur,Euro per cápita,13993.4
2014,Valor añadido del sector manufacturo,Nominal,Ormaiztegi,Euro per cápita,60019.4
2015,Valor añadido del sector manufacturo,Nominal,Ortuella,Euro per cápita,4591.1
2019,Valor añadido del sector manufacturo,Nominal,Ortuella,Euro per cápita,5481.6
2021,Valor añadido del sector manufacturo,Nominal,Ortuella,Euro per cápita,5612.4
2018,Valor añadido del sector manufacturo,Nominal,Ortuella,Euro per cápita,5567.7
2014,Valor añadido del sector manufacturo,Nominal,Ortuella,Euro per cápita,4605.0
2017,Valor añadido del sector manufacturo,Nominal,Albiztur,Euro per cápita,15409.2
2020,Valor añadido del sector manufacturo,Nominal,Ortuella,Euro per cápita,5325.2
2017,Valor añadido del sector manufacturo,Nominal,Armiñón,Euro per cápita,36164.0
2016,Valor añadido del sector manufacturo,Nominal,Ortuella,Euro per cápita,3098.3
2020,Valor añadido del sector manufacturo,Nominal,Leza,Euro per cápita,1661.4
2015,Valor añadido del sector manufacturo,Nominal,Santurtzi,Euro per cápita,618.6
2019,Valor añadido del sector manufacturo,Nominal,Santurtzi,Euro per cápita,560.3
2016,Valor añadido del sector manufacturo,Nominal,Orio,Euro per cápita,340.6
2021,Valor añadido del sector manufacturo,Nominal,Santurtzi,Euro per cápita,486.6
2014,Valor añadido del sector manufacturo,Nominal,Santurtzi,Euro per cápita,716.2
2018,Valor añadido del sector manufacturo,Nominal,Albiztur,Euro per cápita,19214.0
2014,Valor añadido del sector manufacturo,Nominal,Orio,Euro per cápita,672.0
2020,Valor añadido del sector manufacturo,Nominal,Santurtzi,Euro per cápita,418.1
2016,Valor añadido del sector manufacturo,Nominal,Santurtzi,Euro per cápita,503.7
2017,Valor añadido del sector manufacturo,Nominal,Orio,Euro per cápita,375.7
2015,Valor añadido del sector manufacturo,Nominal,Orio,Euro per cápita,594.9
2018,Valor añadido del sector manufacturo,Nominal,Bernedo,Euro per cápita,25656.2
2021,Valor añadido del sector manufacturo,Nominal,Leza,Euro per cápita,3321.0
2021,Valor añadido del sector manufacturo,Nominal,Orio,Euro per cápita,422.2
2015,Valor añadido del sector manufacturo,Nominal,Lezama,Euro per cápita,12998.1
2019,Valor añadido del sector manufacturo,Nominal,Lezama,Euro per cápita,11647.2
2018,Valor añadido del sector manufacturo,Nominal,Orio,Euro per cápita,433.6
2018,Valor añadido del sector manufacturo,Nominal,Lezama,Euro per cápita,11730.0
2019,Valor añadido del sector manufacturo,Nominal,Leza,Euro per cápita,2857.8
2014,Valor añadido del sector manufacturo,Nominal,Lezama,Euro per cápita,12003.8
2020,Valor añadido del sector manufacturo,Nominal,Lezama,Euro per cápita,10763.5
2017,Valor añadido del sector manufacturo,Nominal,Aizarnazabal,Euro per cápita,23554.4
2016,Valor añadido del sector manufacturo,Nominal,Lezama,Euro per cápita,12845.9
2018,Valor añadido del sector manufacturo,Nominal,Armiñón,Euro per cápita,41986.3
2017,Valor añadido del sector manufacturo,Nominal,Bernedo,Euro per cápita,16980.3
2015,Valor añadido del sector manufacturo,Nominal,Leza,Euro per cápita,9611.9
2015,Valor añadido del sector manufacturo,Nominal,Valle de Trápaga-Trapagaran,Euro per cápita,11691.6
2019,Valor añadido del sector manufacturo,Nominal,Valle de Trápaga-Trapagaran,Euro per cápita,15548.3
2018,Valor añadido del sector manufacturo,Nominal,Orexa,Euro per cápita,2756.8
2021,Valor añadido del sector manufacturo,Nominal,Valle de Trápaga-Trapagaran,Euro per cápita,16152.0
2014,Valor añadido del sector manufacturo,Nominal,Valle de Trápaga-Trapagaran,Euro per cápita,16073.2
2014,Valor añadido del sector manufacturo,Nominal,Leza,Euro per cápita,10878.2
2019,Valor añadido del sector manufacturo,Nominal,Orexa,Euro per cápita,2759.3
2020,Valor añadido del sector manufacturo,Nominal,Valle de Trápaga-Trapagaran,Euro per cápita,12953.6
2016,Valor añadido del sector manufacturo,Nominal,Valle de Trápaga-Trapagaran,Euro per cápita,14510.7
2016,Valor añadido del sector manufacturo,Nominal,Aizarnazabal,Euro per cápita,19981.6
2015,Valor añadido del sector manufacturo,Nominal,Orexa,Euro per cápita,2721.7
2014,Valor añadido del sector manufacturo,Nominal,Orexa,Euro per cápita,1521.7
2018,Valor añadido del sector manufacturo,Nominal,Valle de Trápaga-Trapagaran,Euro per cápita,13952.4
2015,Valor añadido del sector manufacturo,Nominal,Errigoiti,Euro per cápita,563.9
2019,Valor añadido del sector manufacturo,Nominal,Errigoiti,Euro per cápita,517.5
2015,Valor añadido del sector manufacturo,Nominal,Aizarnazabal,Euro per cápita,20116.6
2021,Valor añadido del sector manufacturo,Nominal,Errigoiti,Euro per cápita,209.5
2014,Valor añadido del sector manufacturo,Nominal,Aizarnazabal,Euro per cápita,19790.6
2016,Valor añadido del sector manufacturo,Nominal,Orexa,Euro per cápita,2654.9
2014,Valor añadido del sector manufacturo,Nominal,Errigoiti,Euro per cápita,471.4
2016,Valor añadido del sector manufacturo,Nominal,Errigoiti,Euro per cápita,538.3
2018,Valor añadido del sector manufacturo,Nominal,Aizarnazabal,Euro per cápita,24634.4
2016,Valor añadido del sector manufacturo,Nominal,Tolosaldea,Euro per cápita,10770.0
2020,Valor añadido del sector manufacturo,Nominal,Tolosaldea,Euro per cápita,11039.8
2019,Valor añadido del sector manufacturo,Nominal,Lapuebla de Labarca,Euro per cápita,25678.6
2019,Valor añadido del sector manufacturo,Nominal,Aizarnazabal,Euro per cápita,29060.1
2017,Valor añadido del sector manufacturo,Nominal,Tolosaldea,Euro per cápita,10964.3
2015,Valor añadido del sector manufacturo,Nominal,Portugalete,Euro per cápita,370.1
2019,Valor añadido del sector manufacturo,Nominal,Portugalete,Euro per cápita,464.1
2021,Valor añadido del sector manufacturo,Nominal,Aizarnazabal,Euro per cápita,60837.8
2021,Valor añadido del sector manufacturo,Nominal,Portugalete,Euro per cápita,353.5
2018,Valor añadido del sector manufacturo,Nominal,Portugalete,Euro per cápita,423.6
2014,Valor añadido del sector manufacturo,Nominal,Portugalete,Euro per cápita,368.6
2018,Valor añadido del sector manufacturo,Nominal,Tolosaldea,Euro per cápita,11259.2
2020,Valor añadido del sector manufacturo,Nominal,Portugalete,Euro per cápita,383.5
2020,Valor añadido del sector manufacturo,Nominal,Aizarnazabal,Euro per cápita,24997.4
2016,Valor añadido del sector manufacturo,Nominal,Portugalete,Euro per cápita,405.4
2021,Valor añadido del sector manufacturo,Nominal,Tolosaldea,Euro per cápita,12285.2
2015,Valor añadido del sector manufacturo,Nominal,Plentzia,Euro per cápita,115.6
2019,Valor añadido del sector manufacturo,Nominal,Plentzia,Euro per cápita,113.4
2019,Valor añadido del sector manufacturo,Nominal,Tolosaldea,Euro per cápita,11961.9
2018,Valor añadido del sector manufacturo,Nominal,Plentzia,Euro per cápita,43.3
2020,Valor añadido del sector manufacturo,Nominal,Plentzia,Euro per cápita,90.1
2014,Valor añadido del sector manufacturo,Nominal,Plentzia,Euro per cápita,87.0
2017,Valor añadido del sector manufacturo,Nominal,Alegría-Dulantzi,Euro per cápita,2508.2
2020,Valor añadido del sector manufacturo,Nominal,Armiñón,Euro per cápita,24465.3
2016,Valor añadido del sector manufacturo,Nominal,Lapuebla de Labarca,Euro per cápita,26361.1
2016,Valor añadido del sector manufacturo,Nominal,Plentzia,Euro per cápita,145.2
2021,Valor añadido del sector manufacturo,Nominal,Oñati,Euro per cápita,33049.4
2015,Valor añadido del sector manufacturo,Nominal,Sukarrieta,Euro per cápita,0.0
2019,Valor añadido del sector manufacturo,Nominal,Sukarrieta,Euro per cápita,0.0
2015,Valor añadido del sector manufacturo,Nominal,Oñati,Euro per cápita,23826.0
2018,Valor añadido del sector manufacturo,Nominal,Sukarrieta,Euro per cápita,0.0
2014,Valor añadido del sector manufacturo,Nominal,Sukarrieta,Euro per cápita,0.0
2015,Valor añadido del sector manufacturo,Nominal,Aduna,Euro per cápita,54815.1
2018,Valor añadido del sector manufacturo,Nominal,Oñati,Euro per cápita,28279.9
2016,Valor añadido del sector manufacturo,Nominal,Oñati,Euro per cápita,24074.3
2021,Valor añadido del sector manufacturo,Nominal,Aduna,Euro per cápita,98033.3
2014,Valor añadido del sector manufacturo,Nominal,Oñati,Euro per cápita,21743.8
2020,Valor añadido del sector manufacturo,Nominal,Sukarrieta,Euro per cápita,0.0
2015,Valor añadido del sector manufacturo,Nominal,Lapuebla de Labarca,Euro per cápita,25545.0
2018,Valor añadido del sector manufacturo,Nominal,Aduna,Euro per cápita,81393.8
2016,Valor añadido del sector manufacturo,Nominal,Sukarrieta,Euro per cápita,0.0
2015,Valor añadido del sector manufacturo,Nominal,Orozko,Euro per cápita,10252.5
2019,Valor añadido del sector manufacturo,Nominal,Orozko,Euro per cápita,11867.3
2016,Valor añadido del sector manufacturo,Nominal,Aduna,Euro per cápita,58027.5
2021,Valor añadido del sector manufacturo,Nominal,Orozko,Euro per cápita,8207.2
2018,Valor añadido del sector manufacturo,Nominal,Orozko,Euro per cápita,10878.0
2018,Valor añadido del sector manufacturo,Nominal,Lapuebla de Labarca,Euro per cápita,26736.4
2020,Valor añadido del sector manufacturo,Nominal,Aduna,Euro per cápita,67750.3
2014,Valor añadido del sector manufacturo,Nominal,Orozko,Euro per cápita,11104.4
2020,Valor añadido del sector manufacturo,Nominal,Orozko,Euro per cápita,10358.7
2021,Valor añadido del sector manufacturo,Nominal,Olaberria,Euro per cápita,200004.3
2015,Valor añadido del sector manufacturo,Nominal,Armiñón,Euro per cápita,32115.8
2014,Valor añadido del sector manufacturo,Nominal,Bernedo,Euro per cápita,17644.8
2016,Valor añadido del sector manufacturo,Nominal,Orozko,Euro per cápita,11157.8
2019,Valor añadido del sector manufacturo,Nominal,Olaberria,Euro per cápita,141300.9
2015,Valor añadido del sector manufacturo,Nominal,Urduña/Orduña,Euro per cápita,1629.2
2019,Valor añadido del sector manufacturo,Nominal,Urduña/Orduña,Euro per cápita,1580.3
2017,Valor añadido del sector manufacturo,Nominal,Olaberria,Euro per cápita,127589.8
2021,Valor añadido del sector manufacturo,Nominal,Urduña/Orduña,Euro per cápita,1408.7
2014,Valor añadido del sector manufacturo,Nominal,Urduña/Orduña,Euro per cápita,1067.0
2014,Valor añadido del sector manufacturo,Nominal,Lapuebla de Labarca,Euro per cápita,24596.9
2014,Valor añadido del sector manufacturo,Nominal,Aduna,Euro per cápita,53487.1
2018,Valor añadido del sector manufacturo,Nominal,Olaberria,Euro per cápita,148049.5
2019,Valor añadido del sector manufacturo,Nominal,Aduna,Euro per cápita,87023.9
2015,Valor añadido del sector manufacturo,Nominal,Olaberria,Euro per cápita,107243.6
2020,Valor añadido del sector manufacturo,Nominal,Urduña/Orduña,Euro per cápita,1217.7
2016,Valor añadido del sector manufacturo,Nominal,Bernedo,Euro per cápita,18942.9
2015,Valor añadido del sector manufacturo,Nominal,Abaltzisketa,Euro per cápita,372.8
2016,Valor añadido del sector manufacturo,Nominal,Urduña/Orduña,Euro per cápita,1573.7
2015,Valor añadido del sector manufacturo,Nominal,Ondarroa,Euro per cápita,1113.9
2019,Valor añadido del sector manufacturo,Nominal,Ondarroa,Euro per cápita,1026.6
2020,Valor añadido del sector manufacturo,Nominal,Olaberria,Euro per cápita,109804.0
2018,Valor añadido del sector manufacturo,Nominal,Ondarroa,Euro per cápita,1088.0
2014,Valor añadido del sector manufacturo,Nominal,Ondarroa,Euro per cápita,1016.0
2020,Valor añadido del sector manufacturo,Nominal,Ondarroa,Euro per cápita,988.2
2014,Valor añadido del sector manufacturo,Nominal,Berantevilla,Euro per cápita,102959.5
2020,Valor añadido del sector manufacturo,Nominal,Lapuebla de Labarca,Euro per cápita,24975.9
2016,Valor añadido del sector manufacturo,Nominal,Ondarroa,Euro per cápita,1127.3
2018,Valor añadido del sector manufacturo,Nominal,Mutiloa,Euro per cápita,135.7
2015,Valor añadido del sector manufacturo,Nominal,Otxandio,Euro per cápita,6234.1
2019,Valor añadido del sector manufacturo,Nominal,Otxandio,Euro per cápita,7711.7
2016,Valor añadido del sector manufacturo,Nominal,Mutiloa,Euro per cápita,0.0
2021,Valor añadido del sector manufacturo,Nominal,Otxandio,Euro per cápita,5835.6
2021,Valor añadido del sector manufacturo,Nominal,Mutiloa,Euro per cápita,91.1
2014,Valor añadido del sector manufacturo,Nominal,Otxandio,Euro per cápita,7472.8
2019,Valor añadido del sector manufacturo,Nominal,Mutiloa,Euro per cápita,130.7
2017,Valor añadido del sector manufacturo,Nominal,Mutiloa,Euro per cápita,0.0
2018,Valor añadido del sector manufacturo,Nominal,Abaltzisketa,Euro per cápita,155.8
2015,Valor añadido del sector manufacturo,Nominal,Mutiloa,Euro per cápita,0.0
2020,Valor añadido del sector manufacturo,Nominal,Otxandio,Euro per cápita,5383.2
2021,Valor añadido del sector manufacturo,Nominal,Lapuebla de Labarca,Euro per cápita,26867.0
2014,Valor añadido del sector manufacturo,Nominal,Abaltzisketa,Euro per cápita,156.7
2016,Valor añadido del sector manufacturo,Nominal,Otxandio,Euro per cápita,6954.5
2015,Valor añadido del sector manufacturo,Nominal,Muskiz,Euro per cápita,59824.2
2019,Valor añadido del sector manufacturo,Nominal,Muskiz,Euro per cápita,46874.3
2021,Valor añadido del sector manufacturo,Nominal,Muskiz,Euro per cápita,66583.6
2018,Valor añadido del sector manufacturo,Nominal,Muskiz,Euro per cápita,51791.5
2014,Valor añadido del sector manufacturo,Nominal,Muskiz,Euro per cápita,7564.5
2016,Valor añadido del sector manufacturo,Nominal,Abaltzisketa,Euro per cápita,391.2
2016,Valor añadido del sector manufacturo,Nominal,Mutriku,Euro per cápita,2709.6
2020,Valor añadido del sector manufacturo,Nominal,Muskiz,Euro per cápita,7837.4
2019,Valor añadido del sector manufacturo,Nominal,Berantevilla,Euro per cápita,122415.4
2016,Valor añadido del sector manufacturo,Nominal,Muskiz,Euro per cápita,67073.1
2020,Valor añadido del sector manufacturo,Nominal,Mutriku,Euro per cápita,2418.9
2015,Valor añadido del sector manufacturo,Nominal,Aulesti,Euro per cápita,1193.6
2019,Valor añadido del sector manufacturo,Nominal,Aulesti,Euro per cápita,1805.0
2015,Valor añadido del sector manufacturo,Nominal,Mutriku,Euro per cápita,2140.5
2021,Valor añadido del sector manufacturo,Nominal,Aulesti,Euro per cápita,1652.4
2018,Valor añadido del sector manufacturo,Nominal,Aulesti,Euro per cápita,2134.1
2016,Valor añadido del sector manufacturo,Nominal,Lanciego/Lantziego,Euro per cápita,25578.3
2014,Valor añadido del sector manufacturo,Nominal,Mutriku,Euro per cápita,1939.6
2014,Valor añadido del sector manufacturo,Nominal,Aulesti,Euro per cápita,1276.8
2019,Valor añadido del sector manufacturo,Nominal,Abaltzisketa,Euro per cápita,174.5
2021,Valor añadido del sector manufacturo,Nominal,Mutriku,Euro per cápita,3214.1
2020,Valor añadido del sector manufacturo,Nominal,Aulesti,Euro per cápita,1703.1
2020,Valor añadido del sector manufacturo,Nominal,Berantevilla,Euro per cápita,91182.8
2018,Valor añadido del sector manufacturo,Nominal,Lantarón,Euro per cápita,61544.4
2016,Valor añadido del sector manufacturo,Nominal,Aulesti,Euro per cápita,1639.2
2015,Valor añadido del sector manufacturo,Nominal,Plentzia-Mungia,Euro per cápita,4995.6
2019,Valor añadido del sector manufacturo,Nominal,Plentzia-Mungia,Euro per cápita,5270.8
2021,Valor añadido del sector manufacturo,Nominal,Plentzia-Mungia,Euro per cápita,5345.3
2020,Valor añadido del sector manufacturo,Nominal,Plentzia-Mungia,Euro per cápita,5058.9
2018,Valor añadido del sector manufacturo,Nominal,Plentzia-Mungia,Euro per cápita,4933.1
2014,Valor añadido del sector manufacturo,Nominal,Plentzia-Mungia,Euro per cápita,4900.8
2016,Valor añadido del sector manufacturo,Nominal,Lantarón,Euro per cápita,58274.9
2020,Valor añadido del sector manufacturo,Nominal,Arrasate/Mondragón,Euro per cápita,9725.0
2010,Valor añadido del sector manufacturo,Nominal,,Euro per cápita,5971.3
2017,Valor añadido del sector manufacturo,Nominal,,Euro per cápita,6376.3
2018,Valor añadido del sector manufacturo,Nominal,Arrasate/Mondragón,Euro per cápita,11432.0
2017,Valor añadido del sector manufacturo,Nominal,Berantevilla,Euro per cápita,111061.3
2016,Valor añadido del sector manufacturo,Nominal,Plentzia-Mungia,Euro per cápita,4988.8
2016,Valor añadido del sector manufacturo,Nominal,Arrasate/Mondragón,Euro per cápita,10566.8
2015,Valor añadido del sector manufacturo,Nominal,Mungia,Euro per cápita,12017.2
2019,Valor añadido del sector manufacturo,Nominal,Mungia,Euro per cápita,13243.9
2014,Valor añadido del sector manufacturo,Nominal,Arrasate/Mondragón,Euro per cápita,9499.2
2021,Valor añadido del sector manufacturo,Nominal,Mungia,Euro per cápita,14016.8
2017,Valor añadido del sector manufacturo,Nominal,Lantarón,Euro per cápita,57352.9
2018,Valor añadido del sector manufacturo,Nominal,Mungia,Euro per cápita,12843.9
2015,Valor añadido del sector manufacturo,Nominal,Arrasate/Mondragón,Euro per cápita,10361.7
2014,Valor añadido del sector manufacturo,Nominal,Mungia,Euro per cápita,11940.3
2020,Valor añadido del sector manufacturo,Nominal,Mungia,Euro per cápita,12737.8
2018,Valor añadido del sector manufacturo,Nominal,Lanciego/Lantziego,Euro per cápita,30598.0
2021,Valor añadido del sector manufacturo,Nominal,Lantarón,Euro per cápita,64253.3
2016,Valor añadido del sector manufacturo,Nominal,Mungia,Euro per cápita,12066.5
2015,Valor añadido del sector manufacturo,Nominal,Mundaka,Euro per cápita,3355.1
2019,Valor añadido del sector manufacturo,Nominal,Mundaka,Euro per cápita,2183.3
2021,Valor añadido del sector manufacturo,Nominal,Arrasate/Mondragón,Euro per cápita,10734.2
2021,Valor añadido del sector manufacturo,Nominal,Mundaka,Euro per cápita,3039.7
2018,Valor añadido del sector manufacturo,Nominal,Mundaka,Euro per cápita,2463.5
2019,Valor añadido del sector manufacturo,Nominal,Lantarón,Euro per cápita,59665.1
2017,Valor añadido del sector manufacturo,Nominal,Lizartza,Euro per cápita,17505.1
2020,Valor añadido del sector manufacturo,Nominal,Lizartza,Euro per cápita,14653.8
2015,Valor añadido del sector manufacturo,Nominal,Lizartza,Euro per cápita,14543.6
2014,Valor añadido del sector manufacturo,Nominal,Mundaka,Euro per cápita,2735.5
2021,Valor añadido del sector manufacturo,Nominal,Lizartza,Euro per cápita,18543.5
2016,Valor añadido del sector manufacturo,Nominal,Mundaka,Euro per cápita,3360.6
2020,Valor añadido del sector manufacturo,Nominal,Lanciego/Lantziego,Euro per cápita,29496.0
2019,Valor añadido del sector manufacturo,Nominal,Lizartza,Euro per cápita,17888.9
2015,Valor añadido del sector manufacturo,Nominal,Muxika,Euro per cápita,9632.4
2019,Valor añadido del sector manufacturo,Nominal,Muxika,Euro per cápita,11740.7
2014,Valor añadido del sector manufacturo,Nominal,Lizartza,Euro per cápita,12757.5
2021,Valor añadido del sector manufacturo,Nominal,Muxika,Euro per cápita,16226.5
