Year,Tipo de violencia,Territorio,Comarca,Municipio,Units,GeoCode,Value
2020,Violencia sexual,,,Berango,Por 10.000,Berango,2.6
2019,Violencia sexual,,,Berango,Por 10.000,Berango,0.0
2020,Violencia sexual,,,Berantevilla,Por 10.000,Berantevilla,0.0
2018,Violencia sexual,,,Berantevilla,Por 10.000,Berantevilla,0.0
2019,Violencia sexual,,,Berantevilla,Por 10.000,Berantevilla,0.0
2020,Violencia sexual,,,Berastegi,Por 10.000,Berastegi,0.0
2018,Violencia sexual,,,Berastegi,Por 10.000,Berastegi,0.0
2019,Violencia sexual,,,Berastegi,Por 10.000,Berastegi,0.0
2020,Violencia sexual,,,Bergara,Por 10.000,Bergara,4.1
2018,Violencia sexual,,,Bergara,Por 10.000,Bergara,5.3
2019,Violencia sexual,,,Bergara,Por 10.000,Bergara,5.4
2019,Violencia sexual,,,Bermeo,Por 10.000,Bermeo,2.3
2018,Violencia sexual,,,Bermeo,Por 10.000,Bermeo,3.5
2020,Violencia sexual,,,Bermeo,Por 10.000,Bermeo,1.2
2020,Violencia sexual,,,Bernedo,Por 10.000,Bernedo,0.0
2018,Violencia sexual,,,Bernedo,Por 10.000,Bernedo,0.0
2019,Violencia sexual,,,Bernedo,Por 10.000,Bernedo,0.0
2020,Violencia sexual,,,Berriatua,Por 10.000,Berriatua,0.0
2018,Violencia sexual,,,Berriatua,Por 10.000,Berriatua,0.0
2019,Violencia sexual,,,Berriatua,Por 10.000,Berriatua,0.0
2019,Violencia sexual,,,Berriz,Por 10.000,Berriz,0.0
2020,Violencia sexual,,,Berriz,Por 10.000,Berriz,0.0
2018,Violencia sexual,,,Berriz,Por 10.000,Berriz,4.3
2018,Violencia sexual,,,Berrobi,Por 10.000,Berrobi,0.0
2019,Violencia sexual,,,Berrobi,Por 10.000,Berrobi,0.0
2020,Violencia sexual,,,Berrobi,Por 10.000,Berrobi,0.0
2018,Violencia sexual,,,Bidania-Goiatz,Por 10.000,Bidania-Goiatz,0.0
2019,Violencia sexual,,,Bidania-Goiatz,Por 10.000,Bidania-Goiatz,0.0
2020,Violencia sexual,,,Bidania-Goiatz,Por 10.000,Bidania-Goiatz,0.0
2019,Violencia sexual,,,Bilbao,Por 10.000,Bilbao,3.5
2020,Violencia sexual,,,Bilbao,Por 10.000,Bilbao,4.5
2018,Violencia sexual,,,Bilbao,Por 10.000,Bilbao,5.6
2019,Violencia sexual,,,Busturia,Por 10.000,Busturia,0.0
2020,Violencia sexual,,,Busturia,Por 10.000,Busturia,0.0
2018,Violencia sexual,,,Busturia,Por 10.000,Busturia,0.0
2018,Violencia sexual,,,Campezo/Kanpezu,Por 10.000,Campezo/Kanpezu,0.0
2020,Violencia sexual,,,Campezo/Kanpezu,Por 10.000,Campezo/Kanpezu,0.0
2019,Violencia sexual,,,Campezo/Kanpezu,Por 10.000,Campezo/Kanpezu,0.0
2019,Violencia sexual,,,Deba,Por 10.000,Deba,0.0
2018,Violencia sexual,,,Deba,Por 10.000,Deba,3.7
2020,Violencia sexual,,,Deba,Por 10.000,Deba,0.0
2020,Violencia sexual,,,Derio,Por 10.000,Derio,2.8
2019,Violencia sexual,,,Derio,Por 10.000,Derio,2.9
2018,Violencia sexual,,,Derio,Por 10.000,Derio,5.9
2018,Violencia sexual,,,Dima,Por 10.000,Dima,0.0
2020,Violencia sexual,,,Dima,Por 10.000,Dima,0.0
2019,Violencia sexual,,,Dima,Por 10.000,Dima,0.0
2020,Violencia sexual,,,Donostia / San Sebastián,Por 10.000,Donostia / San Sebastián,5.7
2019,Violencia sexual,,,Donostia / San Sebastián,Por 10.000,Donostia / San Sebastián,3.4
2018,Violencia sexual,,,Donostia / San Sebastián,Por 10.000,Donostia / San Sebastián,4.9
2018,Violencia sexual,,,Durango,Por 10.000,Durango,3.3
2019,Violencia sexual,,,Durango,Por 10.000,Durango,3.2
2020,Violencia sexual,,,Durango,Por 10.000,Durango,4.5
2020,Violencia sexual,,,Ea,Por 10.000,Ea,0.0
2018,Violencia sexual,,,Ea,Por 10.000,Ea,0.0
2019,Violencia sexual,,,Ea,Por 10.000,Ea,0.0
2020,Violencia sexual,,,Eibar,Por 10.000,Eibar,6.4
2018,Violencia sexual,,,Eibar,Por 10.000,Eibar,2.8
2019,Violencia sexual,,,Eibar,Por 10.000,Eibar,2.8
2019,Violencia sexual,,,Elantxobe,Por 10.000,Elantxobe,0.0
2018,Violencia sexual,,,Elantxobe,Por 10.000,Elantxobe,0.0
2020,Violencia sexual,,,Elantxobe,Por 10.000,Elantxobe,0.0
2018,Violencia sexual,,,Elburgo/Burgelu,Por 10.000,Elburgo/Burgelu,0.0
2019,Violencia sexual,,,Elburgo/Burgelu,Por 10.000,Elburgo/Burgelu,0.0
2020,Violencia sexual,,,Elburgo/Burgelu,Por 10.000,Elburgo/Burgelu,0.0
2019,Violencia sexual,,,Elciego,Por 10.000,Elciego,0.0
2018,Violencia sexual,,,Elciego,Por 10.000,Elciego,0.0
2020,Violencia sexual,,,Elciego,Por 10.000,Elciego,0.0
2018,Violencia sexual,,,Elduain,Por 10.000,Elduain,0.0
2019,Violencia sexual,,,Elduain,Por 10.000,Elduain,0.0
2020,Violencia sexual,,,Elduain,Por 10.000,Elduain,0.0
2020,Violencia sexual,,,Elgeta,Por 10.000,Elgeta,0.0
2019,Violencia sexual,,,Elgeta,Por 10.000,Elgeta,0.0
2018,Violencia sexual,,,Elgeta,Por 10.000,Elgeta,0.0
2020,Violencia sexual,,,Elgoibar,Por 10.000,Elgoibar,0.0
2018,Violencia sexual,,,Elgoibar,Por 10.000,Elgoibar,3.4
2019,Violencia sexual,,,Elgoibar,Por 10.000,Elgoibar,6.9
2020,Violencia sexual,,,Elorrio,Por 10.000,Elorrio,0.0
2018,Violencia sexual,,,Elorrio,Por 10.000,Elorrio,2.6
2019,Violencia sexual,,,Elorrio,Por 10.000,Elorrio,0.0
2018,Violencia sexual,,,Elvillar/Bilar,Por 10.000,Elvillar/Bilar,0.0
2019,Violencia sexual,,,Elvillar/Bilar,Por 10.000,Elvillar/Bilar,0.0
2020,Violencia sexual,,,Elvillar/Bilar,Por 10.000,Elvillar/Bilar,0.0
2018,Violencia sexual,,,Erandio,Por 10.000,Erandio,6.4
2020,Violencia sexual,,,Erandio,Por 10.000,Erandio,4.8
2019,Violencia sexual,,,Erandio,Por 10.000,Erandio,6.4
2018,Violencia sexual,,,Ereño,Por 10.000,Ereño,0.0
2020,Violencia sexual,,,Ereño,Por 10.000,Ereño,0.0
2019,Violencia sexual,,,Ereño,Por 10.000,Ereño,0.0
2019,Violencia sexual,,,Ermua,Por 10.000,Ermua,1.2
2020,Violencia sexual,,,Ermua,Por 10.000,Ermua,0.0
2018,Violencia sexual,,,Ermua,Por 10.000,Ermua,1.2
2020,Violencia sexual,,,Errenteria,Por 10.000,Errenteria,4.4
2019,Violencia sexual,,,Errenteria,Por 10.000,Errenteria,2.4
2018,Violencia sexual,,,Errenteria,Por 10.000,Errenteria,1.9
2020,Violencia sexual,,,Errezil,Por 10.000,Errezil,38.6
2018,Violencia sexual,,,Errezil,Por 10.000,Errezil,0.0
2019,Violencia sexual,,,Errezil,Por 10.000,Errezil,0.0
2019,Violencia sexual,,,Erriberagoitia/Ribera Alta,Por 10.000,Erriberagoitia/Ribera Alta,0.0
2020,Violencia sexual,,,Erriberagoitia/Ribera Alta,Por 10.000,Erriberagoitia/Ribera Alta,0.0
2018,Violencia sexual,,,Erriberagoitia/Ribera Alta,Por 10.000,Erriberagoitia/Ribera Alta,0.0
2020,Violencia sexual,,,Errigoiti,Por 10.000,Errigoiti,0.0
2019,Violencia sexual,,,Errigoiti,Por 10.000,Errigoiti,0.0
2018,Violencia sexual,,,Errigoiti,Por 10.000,Errigoiti,0.0
2018,Violencia sexual,,,Eskoriatza,Por 10.000,Eskoriatza,0.0
2019,Violencia sexual,,,Eskoriatza,Por 10.000,Eskoriatza,0.0
2020,Violencia sexual,,,Eskoriatza,Por 10.000,Eskoriatza,4.9
2019,Violencia sexual,,,Etxebarri,Por 10.000,Etxebarri,1.7
2020,Violencia sexual,,,Etxebarri,Por 10.000,Etxebarri,1.7
2018,Violencia sexual,,,Etxebarri,Por 10.000,Etxebarri,0.0
2020,Violencia sexual,,,Etxebarria,Por 10.000,Etxebarria,0.0
2018,Violencia sexual,,,Etxebarria,Por 10.000,Etxebarria,0.0
2019,Violencia sexual,,,Etxebarria,Por 10.000,Etxebarria,0.0
2020,Violencia sexual,,,Ezkio-Itsaso,Por 10.000,Ezkio-Itsaso,0.0
2019,Violencia sexual,,,Ezkio-Itsaso,Por 10.000,Ezkio-Itsaso,34.0
2018,Violencia sexual,,,Ezkio-Itsaso,Por 10.000,Ezkio-Itsaso,0.0
2018,Violencia sexual,,,Forua,Por 10.000,Forua,0.0
2020,Violencia sexual,,,Forua,Por 10.000,Forua,0.0
2019,Violencia sexual,,,Forua,Por 10.000,Forua,0.0
2020,Violencia sexual,,,Fruiz,Por 10.000,Fruiz,0.0
2018,Violencia sexual,,,Fruiz,Por 10.000,Fruiz,0.0
2019,Violencia sexual,,,Fruiz,Por 10.000,Fruiz,0.0
2020,Violencia sexual,,,Gabiria,Por 10.000,Gabiria,0.0
2018,Violencia sexual,,,Gabiria,Por 10.000,Gabiria,0.0
2019,Violencia sexual,,,Gabiria,Por 10.000,Gabiria,0.0
2019,Violencia sexual,,,Gaintza,Por 10.000,Gaintza,0.0
2020,Violencia sexual,,,Gaintza,Por 10.000,Gaintza,0.0
2018,Violencia sexual,,,Gaintza,Por 10.000,Gaintza,0.0
2020,Violencia sexual,,,Galdakao,Por 10.000,Galdakao,2.7
2018,Violencia sexual,,,Galdakao,Por 10.000,Galdakao,0.7
2019,Violencia sexual,,,Galdakao,Por 10.000,Galdakao,0.7
2019,Violencia sexual,,,Galdames,Por 10.000,Galdames,0.0
2018,Violencia sexual,,,Galdames,Por 10.000,Galdames,0.0
2020,Violencia sexual,,,Galdames,Por 10.000,Galdames,0.0
2020,Violencia sexual,,,Gamiz-Fika,Por 10.000,Gamiz-Fika,0.0
2019,Violencia sexual,,,Gamiz-Fika,Por 10.000,Gamiz-Fika,0.0
2018,Violencia sexual,,,Gamiz-Fika,Por 10.000,Gamiz-Fika,0.0
2018,Violencia sexual,,,Garai,Por 10.000,Garai,0.0
2019,Violencia sexual,,,Garai,Por 10.000,Garai,0.0
2020,Violencia sexual,,,Garai,Por 10.000,Garai,0.0
2019,Violencia sexual,,,Gatika,Por 10.000,Gatika,0.0
2020,Violencia sexual,,,Gatika,Por 10.000,Gatika,0.0
2018,Violencia sexual,,,Gatika,Por 10.000,Gatika,0.0
2019,Violencia sexual,,,Gautegiz Arteaga,Por 10.000,Gautegiz Arteaga,0.0
2020,Violencia sexual,,,Gautegiz Arteaga,Por 10.000,Gautegiz Arteaga,0.0
2018,Violencia sexual,,,Gautegiz Arteaga,Por 10.000,Gautegiz Arteaga,0.0
2018,Violencia sexual,,,Gaztelu,Por 10.000,Gaztelu,0.0
2020,Violencia sexual,,,Gaztelu,Por 10.000,Gaztelu,0.0
2019,Violencia sexual,,,Gaztelu,Por 10.000,Gaztelu,0.0
2018,Violencia sexual,,,Gernika-Lumo,Por 10.000,Gernika-Lumo,2.3
2020,Violencia sexual,,,Gernika-Lumo,Por 10.000,Gernika-Lumo,4.6
2019,Violencia sexual,,,Gernika-Lumo,Por 10.000,Gernika-Lumo,1.1
2019,Violencia sexual,,,Getaria,Por 10.000,Getaria,0.0
2018,Violencia sexual,,,Getaria,Por 10.000,Getaria,0.0
2020,Violencia sexual,,,Getaria,Por 10.000,Getaria,7.0
2019,Violencia sexual,,,Getxo,Por 10.000,Getxo,2.7
2020,Violencia sexual,,,Getxo,Por 10.000,Getxo,1.5
2018,Violencia sexual,,,Getxo,Por 10.000,Getxo,2.9
2020,Violencia sexual,,,Gizaburuaga,Por 10.000,Gizaburuaga,0.0
2018,Violencia sexual,,,Gizaburuaga,Por 10.000,Gizaburuaga,0.0
2019,Violencia sexual,,,Gizaburuaga,Por 10.000,Gizaburuaga,0.0
2020,Violencia sexual,,,Gordexola,Por 10.000,Gordexola,0.0
2018,Violencia sexual,,,Gordexola,Por 10.000,Gordexola,0.0
2019,Violencia sexual,,,Gordexola,Por 10.000,Gordexola,24.2
2019,Violencia sexual,,,Gorliz,Por 10.000,Gorliz,6.5
2018,Violencia sexual,,,Gorliz,Por 10.000,Gorliz,16.6
2020,Violencia sexual,,,Gorliz,Por 10.000,Gorliz,0.0
2019,Violencia sexual,,,Güeñes,Por 10.000,Güeñes,8.9
2020,Violencia sexual,,,Güeñes,Por 10.000,Güeñes,0.0
2018,Violencia sexual,,,Güeñes,Por 10.000,Güeñes,5.9
2019,Violencia sexual,,,Harana/Valle de Arana,Por 10.000,Harana/Valle de Arana,0.0
2018,Violencia sexual,,,Harana/Valle de Arana,Por 10.000,Harana/Valle de Arana,0.0
2020,Violencia sexual,,,Harana/Valle de Arana,Por 10.000,Harana/Valle de Arana,0.0
2019,Violencia sexual,,,Hernani,Por 10.000,Hernani,10.6
2020,Violencia sexual,,,Hernani,Por 10.000,Hernani,2.9
2018,Violencia sexual,,,Hernani,Por 10.000,Hernani,4.9
2020,Violencia sexual,,,Hernialde,Por 10.000,Hernialde,0.0
2019,Violencia sexual,,,Hernialde,Por 10.000,Hernialde,66.2
2018,Violencia sexual,,,Hernialde,Por 10.000,Hernialde,0.0
2018,Violencia sexual,,,Hondarribia,Por 10.000,Hondarribia,7.0
2020,Violencia sexual,,,Hondarribia,Por 10.000,Hondarribia,7.0
2019,Violencia sexual,,,Hondarribia,Por 10.000,Hondarribia,1.2
2020,Violencia sexual,,,Ibarra,Por 10.000,Ibarra,4.8
2018,Violencia sexual,,,Ibarra,Por 10.000,Ibarra,0.0
2019,Violencia sexual,,,Ibarra,Por 10.000,Ibarra,4.7
2019,Violencia sexual,,,Ibarrangelu,Por 10.000,Ibarrangelu,0.0
2020,Violencia sexual,,,Ibarrangelu,Por 10.000,Ibarrangelu,0.0
2018,Violencia sexual,,,Ibarrangelu,Por 10.000,Ibarrangelu,65.8
2020,Violencia sexual,,,Idiazabal,Por 10.000,Idiazabal,0.0
2019,Violencia sexual,,,Idiazabal,Por 10.000,Idiazabal,0.0
2018,Violencia sexual,,,Idiazabal,Por 10.000,Idiazabal,0.0
2018,Violencia sexual,,,Igorre,Por 10.000,Igorre,0.0
2019,Violencia sexual,,,Igorre,Por 10.000,Igorre,4.6
2020,Violencia sexual,,,Igorre,Por 10.000,Igorre,4.7
2018,Violencia sexual,,,Ikaztegieta,Por 10.000,Ikaztegieta,0.0
2019,Violencia sexual,,,Ikaztegieta,Por 10.000,Ikaztegieta,0.0
2020,Violencia sexual,,,Ikaztegieta,Por 10.000,Ikaztegieta,0.0
2019,Violencia sexual,,,Irun,Por 10.000,Irun,3.9
2018,Violencia sexual,,,Irun,Por 10.000,Irun,4.5
2020,Violencia sexual,,,Irun,Por 10.000,Irun,8.4
2020,Violencia sexual,,,Iruña Oka/Iruña de Oca,Por 10.000,Iruña Oka/Iruña de Oca,0.0
2018,Violencia sexual,,,Iruña Oka/Iruña de Oca,Por 10.000,Iruña Oka/Iruña de Oca,0.0
2019,Violencia sexual,,,Iruña Oka/Iruña de Oca,Por 10.000,Iruña Oka/Iruña de Oca,0.0
2018,Violencia sexual,,,Irura,Por 10.000,Irura,0.0
2020,Violencia sexual,,,Irura,Por 10.000,Irura,0.0
2019,Violencia sexual,,,Irura,Por 10.000,Irura,0.0
2020,Violencia sexual,,,Iruraiz-Gauna,Por 10.000,Iruraiz-Gauna,0.0
2019,Violencia sexual,,,Iruraiz-Gauna,Por 10.000,Iruraiz-Gauna,0.0
2018,Violencia sexual,,,Iruraiz-Gauna,Por 10.000,Iruraiz-Gauna,0.0
2019,Violencia sexual,,,Ispaster,Por 10.000,Ispaster,0.0
2020,Violencia sexual,,,Ispaster,Por 10.000,Ispaster,0.0
2018,Violencia sexual,,,Ispaster,Por 10.000,Ispaster,0.0
2018,Violencia sexual,,,Itsasondo,Por 10.000,Itsasondo,0.0
2019,Violencia sexual,,,Itsasondo,Por 10.000,Itsasondo,0.0
2020,Violencia sexual,,,Itsasondo,Por 10.000,Itsasondo,0.0
2019,Violencia sexual,,,Iurreta,Por 10.000,Iurreta,0.0
2018,Violencia sexual,,,Iurreta,Por 10.000,Iurreta,5.3
2020,Violencia sexual,,,Iurreta,Por 10.000,Iurreta,5.3
2020,Violencia sexual,,,Izurtza,Por 10.000,Izurtza,0.0
2018,Violencia sexual,,,Izurtza,Por 10.000,Izurtza,0.0
2019,Violencia sexual,,,Izurtza,Por 10.000,Izurtza,0.0
2018,Violencia sexual,,,Karrantza Harana/Valle de Carranza,Por 10.000,Karrantza Harana/Valle de Carranza,0.0
2020,Violencia sexual,,,Karrantza Harana/Valle de Carranza,Por 10.000,Karrantza Harana/Valle de Carranza,0.0
2019,Violencia sexual,,,Karrantza Harana/Valle de Carranza,Por 10.000,Karrantza Harana/Valle de Carranza,0.0
2018,Violencia sexual,,,Kortezubi,Por 10.000,Kortezubi,0.0
2019,Violencia sexual,,,Kortezubi,Por 10.000,Kortezubi,0.0
2020,Violencia sexual,,,Kortezubi,Por 10.000,Kortezubi,0.0
2019,Violencia sexual,,,Kripan,Por 10.000,Kripan,0.0
2020,Violencia sexual,,,Kripan,Por 10.000,Kripan,0.0
2018,Violencia sexual,,,Kripan,Por 10.000,Kripan,0.0
2018,Violencia sexual,,,Kuartango,Por 10.000,Kuartango,0.0
2019,Violencia sexual,,,Kuartango,Por 10.000,Kuartango,0.0
2020,Violencia sexual,,,Kuartango,Por 10.000,Kuartango,0.0
2020,Violencia sexual,,,Labastida/Bastida,Por 10.000,Labastida/Bastida,0.0
2019,Violencia sexual,,,Labastida/Bastida,Por 10.000,Labastida/Bastida,0.0
2018,Violencia sexual,,,Labastida/Bastida,Por 10.000,Labastida/Bastida,13.4
2019,Violencia sexual,,,Lagrán,Por 10.000,Lagrán,0.0
2020,Violencia sexual,,,Lagrán,Por 10.000,Lagrán,0.0
2018,Violencia sexual,,,Lagrán,Por 10.000,Lagrán,0.0
2020,Violencia sexual,,,Laguardia,Por 10.000,Laguardia,0.0
2019,Violencia sexual,,,Laguardia,Por 10.000,Laguardia,0.0
2018,Violencia sexual,,,Laguardia,Por 10.000,Laguardia,0.0
2020,Violencia sexual,,,Lanciego/Lantziego,Por 10.000,Lanciego/Lantziego,0.0
2018,Violencia sexual,,,Lanciego/Lantziego,Por 10.000,Lanciego/Lantziego,0.0
2019,Violencia sexual,,,Lanciego/Lantziego,Por 10.000,Lanciego/Lantziego,0.0
2020,Violencia sexual,,,Lanestosa,Por 10.000,Lanestosa,0.0
2018,Violencia sexual,,,Lanestosa,Por 10.000,Lanestosa,0.0
2019,Violencia sexual,,,Lanestosa,Por 10.000,Lanestosa,0.0
2020,Violencia sexual,,,Lantarón,Por 10.000,Lantarón,0.0
2018,Violencia sexual,,,Lantarón,Por 10.000,Lantarón,0.0
2019,Violencia sexual,,,Lantarón,Por 10.000,Lantarón,0.0
2019,Violencia sexual,,,Lapuebla de Labarca,Por 10.000,Lapuebla de Labarca,0.0
2018,Violencia sexual,,,Lapuebla de Labarca,Por 10.000,Lapuebla de Labarca,0.0
2020,Violencia sexual,,,Lapuebla de Labarca,Por 10.000,Lapuebla de Labarca,23.8
2018,Violencia sexual,,,Larrabetzu,Por 10.000,Larrabetzu,0.0
2020,Violencia sexual,,,Larrabetzu,Por 10.000,Larrabetzu,0.0
2019,Violencia sexual,,,Larrabetzu,Por 10.000,Larrabetzu,0.0
2019,Violencia sexual,,,Larraul,Por 10.000,Larraul,0.0
2018,Violencia sexual,,,Larraul,Por 10.000,Larraul,0.0
2020,Violencia sexual,,,Larraul,Por 10.000,Larraul,0.0
2020,Violencia sexual,,,Lasarte-Oria,Por 10.000,Lasarte-Oria,2.0
2019,Violencia sexual,,,Lasarte-Oria,Por 10.000,Lasarte-Oria,6.1
2018,Violencia sexual,,,Lasarte-Oria,Por 10.000,Lasarte-Oria,2.1
2020,Violencia sexual,,,Laudio/Llodio,Por 10.000,Laudio/Llodio,2.2
2019,Violencia sexual,,,Laudio/Llodio,Por 10.000,Laudio/Llodio,4.3
2018,Violencia sexual,,,Laudio/Llodio,Por 10.000,Laudio/Llodio,3.2
2020,Violencia sexual,,,Laukiz,Por 10.000,Laukiz,0.0
2019,Violencia sexual,,,Laukiz,Por 10.000,Laukiz,0.0
2018,Violencia sexual,,,Laukiz,Por 10.000,Laukiz,0.0
2019,Violencia sexual,,,Lazkao,Por 10.000,Lazkao,10.5
2020,Violencia sexual,,,Lazkao,Por 10.000,Lazkao,6.9
2018,Violencia sexual,,,Lazkao,Por 10.000,Lazkao,3.6
2018,Violencia sexual,,,Leaburu,Por 10.000,Leaburu,0.0
2019,Violencia sexual,,,Leaburu,Por 10.000,Leaburu,0.0
2020,Violencia sexual,,,Leaburu,Por 10.000,Leaburu,0.0
2020,Violencia sexual,,,Legazpi,Por 10.000,Legazpi,4.8
2018,Violencia sexual,,,Legazpi,Por 10.000,Legazpi,0.0
2019,Violencia sexual,,,Legazpi,Por 10.000,Legazpi,0.0
2019,Violencia sexual,,,Legorreta,Por 10.000,Legorreta,0.0
2020,Violencia sexual,,,Legorreta,Por 10.000,Legorreta,0.0
2018,Violencia sexual,,,Legorreta,Por 10.000,Legorreta,0.0
2019,Violencia sexual,,,Legutio,Por 10.000,Legutio,0.0
2020,Violencia sexual,,,Legutio,Por 10.000,Legutio,0.0
2018,Violencia sexual,,,Legutio,Por 10.000,Legutio,0.0
2020,Violencia sexual,,,Leintz-Gatzaga,Por 10.000,Leintz-Gatzaga,0.0
2018,Violencia sexual,,,Leintz-Gatzaga,Por 10.000,Leintz-Gatzaga,0.0
2019,Violencia sexual,,,Leintz-Gatzaga,Por 10.000,Leintz-Gatzaga,0.0
2020,Violencia sexual,,,Leioa,Por 10.000,Leioa,3.1
2018,Violencia sexual,,,Leioa,Por 10.000,Leioa,1.2
2019,Violencia sexual,,,Leioa,Por 10.000,Leioa,0.6
2020,Violencia sexual,,,Lekeitio,Por 10.000,Lekeitio,8.2
2018,Violencia sexual,,,Lekeitio,Por 10.000,Lekeitio,5.5
2019,Violencia sexual,,,Lekeitio,Por 10.000,Lekeitio,2.7
2018,Violencia sexual,,,Lemoa,Por 10.000,Lemoa,0.0
2019,Violencia sexual,,,Lemoa,Por 10.000,Lemoa,0.0
2020,Violencia sexual,,,Lemoa,Por 10.000,Lemoa,0.0
2019,Violencia sexual,,,Lemoiz,Por 10.000,Lemoiz,0.0
2020,Violencia sexual,,,Lemoiz,Por 10.000,Lemoiz,0.0
2018,Violencia sexual,,,Lemoiz,Por 10.000,Lemoiz,0.0
2020,Violencia sexual,,,Leza,Por 10.000,Leza,0.0
2018,Violencia sexual,,,Leza,Por 10.000,Leza,0.0
2019,Violencia sexual,,,Leza,Por 10.000,Leza,90.1
2020,Violencia sexual,,,Lezama,Por 10.000,Lezama,0.0
2018,Violencia sexual,,,Lezama,Por 10.000,Lezama,8.1
2019,Violencia sexual,,,Lezama,Por 10.000,Lezama,8.1
2020,Violencia sexual,,,Lezo,Por 10.000,Lezo,13.1
2019,Violencia sexual,,,Lezo,Por 10.000,Lezo,3.3
2018,Violencia sexual,,,Lezo,Por 10.000,Lezo,0.0
2020,Violencia sexual,,,Lizartza,Por 10.000,Lizartza,0.0
2019,Violencia sexual,,,Lizartza,Por 10.000,Lizartza,0.0
2018,Violencia sexual,,,Lizartza,Por 10.000,Lizartza,0.0
2020,Violencia sexual,,,Loiu,Por 10.000,Loiu,0.0
2018,Violencia sexual,,,Loiu,Por 10.000,Loiu,0.0
2019,Violencia sexual,,,Loiu,Por 10.000,Loiu,9.0
2020,Violencia sexual,,,Mallabia,Por 10.000,Mallabia,0.0
2018,Violencia sexual,,,Mallabia,Por 10.000,Mallabia,0.0
2019,Violencia sexual,,,Mallabia,Por 10.000,Mallabia,0.0
2019,Violencia sexual,,,Mañaria,Por 10.000,Mañaria,0.0
2018,Violencia sexual,,,Mañaria,Por 10.000,Mañaria,0.0
2020,Violencia sexual,,,Mañaria,Por 10.000,Mañaria,0.0
2020,Violencia sexual,,,Markina-Xemein,Por 10.000,Markina-Xemein,4.1
2019,Violencia sexual,,,Markina-Xemein,Por 10.000,Markina-Xemein,0.0
2018,Violencia sexual,,,Markina-Xemein,Por 10.000,Markina-Xemein,8.2
2019,Violencia sexual,,,Maruri-Jatabe,Por 10.000,Maruri-Jatabe,0.0
2020,Violencia sexual,,,Maruri-Jatabe,Por 10.000,Maruri-Jatabe,0.0
2018,Violencia sexual,,,Maruri-Jatabe,Por 10.000,Maruri-Jatabe,0.0
2020,Violencia sexual,,,Mendaro,Por 10.000,Mendaro,0.0
2019,Violencia sexual,,,Mendaro,Por 10.000,Mendaro,0.0
2018,Violencia sexual,,,Mendaro,Por 10.000,Mendaro,0.0
2018,Violencia sexual,,,Mendata,Por 10.000,Mendata,0.0
2020,Violencia sexual,,,Mendata,Por 10.000,Mendata,0.0
2019,Violencia sexual,,,Mendata,Por 10.000,Mendata,0.0
2019,Violencia sexual,,,Mendexa,Por 10.000,Mendexa,0.0
2020,Violencia sexual,,,Mendexa,Por 10.000,Mendexa,0.0
2018,Violencia sexual,,,Mendexa,Por 10.000,Mendexa,0.0
2020,Violencia sexual,,,Meñaka,Por 10.000,Meñaka,0.0
2018,Violencia sexual,,,Meñaka,Por 10.000,Meñaka,0.0
2019,Violencia sexual,,,Meñaka,Por 10.000,Meñaka,0.0
2019,Violencia sexual,,,Moreda de Álava/Moreda Araba,Por 10.000,Moreda de Álava/Moreda Araba,0.0
2018,Violencia sexual,,,Moreda de Álava/Moreda Araba,Por 10.000,Moreda de Álava/Moreda Araba,0.0
2020,Violencia sexual,,,Moreda de Álava/Moreda Araba,Por 10.000,Moreda de Álava/Moreda Araba,0.0
2019,Violencia sexual,,,Morga,Por 10.000,Morga,0.0
2020,Violencia sexual,,,Morga,Por 10.000,Morga,0.0
2018,Violencia sexual,,,Morga,Por 10.000,Morga,0.0
2018,Violencia sexual,,,Mundaka,Por 10.000,Mundaka,0.0
2019,Violencia sexual,,,Mundaka,Por 10.000,Mundaka,0.0
2020,Violencia sexual,,,Mundaka,Por 10.000,Mundaka,0.0
2018,Violencia sexual,,,Mungia,Por 10.000,Mungia,1.1
2019,Violencia sexual,,,Mungia,Por 10.000,Mungia,1.1
2020,Violencia sexual,,,Mungia,Por 10.000,Mungia,1.1
2019,Violencia sexual,,,Munitibar-Arbatzegi Gerrikaitz,Por 10.000,Munitibar-Arbatzegi Gerrikaitz,0.0
2018,Violencia sexual,,,Munitibar-Arbatzegi Gerrikaitz,Por 10.000,Munitibar-Arbatzegi Gerrikaitz,0.0
2020,Violencia sexual,,,Munitibar-Arbatzegi Gerrikaitz,Por 10.000,Munitibar-Arbatzegi Gerrikaitz,0.0
2019,Violencia sexual,,,Murueta,Por 10.000,Murueta,0.0
2018,Violencia sexual,,,Murueta,Por 10.000,Murueta,0.0
2020,Violencia sexual,,,Murueta,Por 10.000,Murueta,0.0
2018,Violencia sexual,,,Muskiz,Por 10.000,Muskiz,0.0
2020,Violencia sexual,,,Muskiz,Por 10.000,Muskiz,5.4
2019,Violencia sexual,,,Muskiz,Por 10.000,Muskiz,5.3
2020,Violencia sexual,,,Mutiloa,Por 10.000,Mutiloa,0.0
2019,Violencia sexual,,,Mutiloa,Por 10.000,Mutiloa,0.0
2018,Violencia sexual,,,Mutiloa,Por 10.000,Mutiloa,0.0
2019,Violencia sexual,,,Mutriku,Por 10.000,Mutriku,0.0
2020,Violencia sexual,,,Mutriku,Por 10.000,Mutriku,0.0
