Year,Province,County,Municipality,Units,GeoCode,Value
2019,,,Segura,Percentage,Segura,2.9
2020,,,Segura,Percentage,Segura,2.8
2014,,,Tolosa,Percentage,Tolosa,0.5
2015,,,Tolosa,Percentage,Tolosa,0.4
2016,,,Tolosa,Percentage,Tolosa,0.4
2017,,,Tolosa,Percentage,Tolosa,0.4
2018,,,Tolosa,Percentage,Tolosa,0.3
2019,,,Tolosa,Percentage,Tolosa,0.3
2020,,,Tolosa,Percentage,Tolosa,0.3
2014,,,Urnieta,Percentage,Urnieta,0.6
2015,,,Urnieta,Percentage,Urnieta,0.6
2016,,,Urnieta,Percentage,Urnieta,0.6
2017,,,Urnieta,Percentage,Urnieta,0.6
2018,,,Urnieta,Percentage,Urnieta,0.5
2019,,,Urnieta,Percentage,Urnieta,0.6
2020,,,Urnieta,Percentage,Urnieta,0.6
2014,,,Usurbil,Percentage,Usurbil,0.5
2015,,,Usurbil,Percentage,Usurbil,0.6
2016,,,Usurbil,Percentage,Usurbil,0.6
2017,,,Usurbil,Percentage,Usurbil,0.7
2018,,,Usurbil,Percentage,Usurbil,0.5
2019,,,Usurbil,Percentage,Usurbil,0.6
2020,,,Usurbil,Percentage,Usurbil,0.6
2014,,,Bergara,Percentage,Bergara,0.7
2015,,,Bergara,Percentage,Bergara,0.8
2016,,,Bergara,Percentage,Bergara,0.8
2017,,,Bergara,Percentage,Bergara,0.9
2018,,,Bergara,Percentage,Bergara,0.6
2019,,,Bergara,Percentage,Bergara,0.8
2020,,,Bergara,Percentage,Bergara,0.7
2014,,,Villabona,Percentage,Villabona,0.6
2015,,,Villabona,Percentage,Villabona,0.6
2016,,,Villabona,Percentage,Villabona,0.5
2017,,,Villabona,Percentage,Villabona,0.6
2018,,,Villabona,Percentage,Villabona,0.5
2019,,,Villabona,Percentage,Villabona,0.6
2020,,,Villabona,Percentage,Villabona,0.5
2014,,,Ordizia,Percentage,Ordizia,0.1
2015,,,Ordizia,Percentage,Ordizia,0.1
2016,,,Ordizia,Percentage,Ordizia,0.1
2017,,,Ordizia,Percentage,Ordizia,0.2
2018,,,Ordizia,Percentage,Ordizia,0.1
2019,,,Ordizia,Percentage,Ordizia,0.2
2020,,,Ordizia,Percentage,Ordizia,0.2
2014,,,Urretxu,Percentage,Urretxu,0.3
2015,,,Urretxu,Percentage,Urretxu,0.3
2016,,,Urretxu,Percentage,Urretxu,0.3
2017,,,Urretxu,Percentage,Urretxu,0.3
2018,,,Urretxu,Percentage,Urretxu,0.3
2019,,,Urretxu,Percentage,Urretxu,0.3
2020,,,Urretxu,Percentage,Urretxu,0.3
2014,,,Zaldibia,Percentage,Zaldibia,2.4
2015,,,Zaldibia,Percentage,Zaldibia,2.7
2016,,,Zaldibia,Percentage,Zaldibia,2.8
2017,,,Zaldibia,Percentage,Zaldibia,3.5
2018,,,Zaldibia,Percentage,Zaldibia,2.8
2019,,,Zaldibia,Percentage,Zaldibia,3.2
2020,,,Zaldibia,Percentage,Zaldibia,3.1
2014,,,Zarautz,Percentage,Zarautz,0.4
2015,,,Zarautz,Percentage,Zarautz,0.5
2016,,,Zarautz,Percentage,Zarautz,0.4
2017,,,Zarautz,Percentage,Zarautz,0.5
2018,,,Zarautz,Percentage,Zarautz,0.4
2019,,,Zarautz,Percentage,Zarautz,0.5
2020,,,Zarautz,Percentage,Zarautz,0.5
2014,,,Zumarraga,Percentage,Zumarraga,0.3
2015,,,Zumarraga,Percentage,Zumarraga,0.3
2016,,,Zumarraga,Percentage,Zumarraga,0.4
2017,,,Zumarraga,Percentage,Zumarraga,0.4
2018,,,Zumarraga,Percentage,Zumarraga,0.3
2019,,,Zumarraga,Percentage,Zumarraga,0.4
2020,,,Zumarraga,Percentage,Zumarraga,0.3
2014,,,Zumaia,Percentage,Zumaia,0.3
2015,,,Zumaia,Percentage,Zumaia,0.3
2016,,,Zumaia,Percentage,Zumaia,0.3
2017,,,Zumaia,Percentage,Zumaia,0.4
2018,,,Zumaia,Percentage,Zumaia,0.3
2019,,,Zumaia,Percentage,Zumaia,0.3
2020,,,Zumaia,Percentage,Zumaia,0.4
2014,,,Mendaro,Percentage,Mendaro,0.5
2015,,,Mendaro,Percentage,Mendaro,0.6
2016,,,Mendaro,Percentage,Mendaro,0.7
2017,,,Mendaro,Percentage,Mendaro,0.8
2018,,,Mendaro,Percentage,Mendaro,0.5
2019,,,Mendaro,Percentage,Mendaro,0.7
2020,,,Mendaro,Percentage,Mendaro,0.6
2014,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.1
2015,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.1
2016,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.1
2017,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.1
2018,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.1
2019,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.1
2020,,,Lasarte-Oria,Percentage,Lasarte-Oria,0.1
2014,,,Astigarraga,Percentage,Astigarraga,0.1
2015,,,Astigarraga,Percentage,Astigarraga,0.1
2016,,,Astigarraga,Percentage,Astigarraga,0.1
2017,,,Astigarraga,Percentage,Astigarraga,0.2
2018,,,Astigarraga,Percentage,Astigarraga,0.2
2019,,,Astigarraga,Percentage,Astigarraga,0.2
2020,,,Astigarraga,Percentage,Astigarraga,0.3
2014,,,Baliarrain,Percentage,Baliarrain,9.5
2015,,,Baliarrain,Percentage,Baliarrain,8.2
2016,,,Baliarrain,Percentage,Baliarrain,7.2
2017,,,Baliarrain,Percentage,Baliarrain,7.1
2018,,,Baliarrain,Percentage,Baliarrain,6.2
2019,,,Baliarrain,Percentage,Baliarrain,6.8
2020,,,Baliarrain,Percentage,Baliarrain,6.1
2014,,,Orendain,Percentage,Orendain,19.7
2015,,,Orendain,Percentage,Orendain,16.8
2016,,,Orendain,Percentage,Orendain,18.6
2017,,,Orendain,Percentage,Orendain,18.0
2018,,,Orendain,Percentage,Orendain,14.2
2019,,,Orendain,Percentage,Orendain,15.1
2020,,,Orendain,Percentage,Orendain,16.1
2014,,,Altzaga,Percentage,Altzaga,4.7
2015,,,Altzaga,Percentage,Altzaga,5.5
2016,,,Altzaga,Percentage,Altzaga,5.4
2017,,,Altzaga,Percentage,Altzaga,6.0
2018,,,Altzaga,Percentage,Altzaga,4.7
2019,,,Altzaga,Percentage,Altzaga,4.9
2020,,,Altzaga,Percentage,Altzaga,4.8
2014,,,Gaztelu,Percentage,Gaztelu,12.1
2015,,,Gaztelu,Percentage,Gaztelu,13.8
2016,,,Gaztelu,Percentage,Gaztelu,16.4
2017,,,Gaztelu,Percentage,Gaztelu,18.0
2018,,,Gaztelu,Percentage,Gaztelu,15.6
2019,,,Gaztelu,Percentage,Gaztelu,19.9
2020,,,Gaztelu,Percentage,Gaztelu,20.0
2010,Bizkaia,,,Percentage,Bizkaia,0.6
2011,Bizkaia,,,Percentage,Bizkaia,0.7
2012,Bizkaia,,,Percentage,Bizkaia,0.8
2013,Bizkaia,,,Percentage,Bizkaia,0.9
2014,Bizkaia,,,Percentage,Bizkaia,0.6
2015,Bizkaia,,,Percentage,Bizkaia,0.6
2016,Bizkaia,,,Percentage,Bizkaia,0.6
2017,Bizkaia,,,Percentage,Bizkaia,0.8
2018,Bizkaia,,,Percentage,Bizkaia,0.7
2019,Bizkaia,,,Percentage,Bizkaia,0.7
2020,Bizkaia,,,Percentage,Bizkaia,0.7
2021,Bizkaia,,,Percentage,Bizkaia,0.7
2022,Bizkaia,,,Percentage,Bizkaia,0.9
2014,,,Abadiño,Percentage,Abadiño,0.2
2015,,,Abadiño,Percentage,Abadiño,0.2
2016,,,Abadiño,Percentage,Abadiño,0.2
2017,,,Abadiño,Percentage,Abadiño,0.2
2018,,,Abadiño,Percentage,Abadiño,0.2
2019,,,Abadiño,Percentage,Abadiño,0.2
2020,,,Abadiño,Percentage,Abadiño,0.3
2014,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,0.5
2015,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,0.3
2016,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,0.3
2017,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,0.3
2018,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,0.2
2019,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,0.2
2020,,,Abanto y Ciérvana-Abanto Zierbena,Percentage,Abanto y Ciérvana-Abanto Zierbena,0.2
2014,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,0.4
2015,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,0.4
2016,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,0.4
2017,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,0.3
2018,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,0.3
2019,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,0.3
2020,,,Amorebieta-Etxano,Percentage,Amorebieta-Etxano,0.3
2014,,,Amoroto,Percentage,Amoroto,4.7
2015,,,Amoroto,Percentage,Amoroto,5.7
2016,,,Amoroto,Percentage,Amoroto,5.6
2017,,,Amoroto,Percentage,Amoroto,4.8
2018,,,Amoroto,Percentage,Amoroto,4.0
2019,,,Amoroto,Percentage,Amoroto,4.0
2020,,,Amoroto,Percentage,Amoroto,4.0
2014,,,Arakaldo,Percentage,Arakaldo,2.5
2015,,,Arakaldo,Percentage,Arakaldo,4.6
2016,,,Arakaldo,Percentage,Arakaldo,4.7
2017,,,Arakaldo,Percentage,Arakaldo,4.4
2018,,,Arakaldo,Percentage,Arakaldo,3.8
2019,,,Arakaldo,Percentage,Arakaldo,4.0
2020,,,Arakaldo,Percentage,Arakaldo,5.2
2014,,,Arantzazu,Percentage,Arantzazu,3.7
2015,,,Arantzazu,Percentage,Arantzazu,3.4
2016,,,Arantzazu,Percentage,Arantzazu,4.2
2017,,,Arantzazu,Percentage,Arantzazu,4.2
2018,,,Arantzazu,Percentage,Arantzazu,4.9
2019,,,Arantzazu,Percentage,Arantzazu,5.8
2020,,,Arantzazu,Percentage,Arantzazu,6.6
2014,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,10.1
2015,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,10.5
2016,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,12.2
2017,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,11.4
2018,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,11.1
2019,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,13.6
2020,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,12.3
2014,,,Artzentales,Percentage,Artzentales,12.3
2015,,,Artzentales,Percentage,Artzentales,10.1
2016,,,Artzentales,Percentage,Artzentales,12.1
2017,,,Artzentales,Percentage,Artzentales,12.5
2018,,,Artzentales,Percentage,Artzentales,13.6
2019,,,Artzentales,Percentage,Artzentales,13.6
2020,,,Artzentales,Percentage,Artzentales,15.0
2014,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,2.2
2015,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,2.0
2016,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,2.1
2017,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,1.7
2018,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,1.5
2019,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,1.9
2020,,,Arrankudiaga-Zollo,Percentage,Arrankudiaga-Zollo,1.7
2014,,EU4801,,Percentage,EU4801,2.1
2015,,EU4801,,Percentage,EU4801,2.2
2016,,EU4801,,Percentage,EU4801,2.4
2017,,EU4801,,Percentage,EU4801,2.2
2018,,EU4801,,Percentage,EU4801,2.0
2019,,EU4801,,Percentage,EU4801,2.2
2020,,EU4801,,Percentage,EU4801,2.4
2014,,,Arrieta,Percentage,Arrieta,14.1
2015,,,Arrieta,Percentage,Arrieta,15.7
2016,,,Arrieta,Percentage,Arrieta,15.6
2017,,,Arrieta,Percentage,Arrieta,15.1
2018,,,Arrieta,Percentage,Arrieta,13.6
2019,,,Arrieta,Percentage,Arrieta,12.2
2020,,,Arrieta,Percentage,Arrieta,13.7
2014,,,Arrigorriaga,Percentage,Arrigorriaga,0.2
2015,,,Arrigorriaga,Percentage,Arrigorriaga,0.2
2016,,,Arrigorriaga,Percentage,Arrigorriaga,0.2
2017,,,Arrigorriaga,Percentage,Arrigorriaga,0.2
2018,,,Arrigorriaga,Percentage,Arrigorriaga,0.2
2019,,,Arrigorriaga,Percentage,Arrigorriaga,0.3
2020,,,Arrigorriaga,Percentage,Arrigorriaga,0.4
2014,,,Bakio,Percentage,Bakio,5.0
2015,,,Bakio,Percentage,Bakio,4.9
2016,,,Bakio,Percentage,Bakio,4.0
2017,,,Bakio,Percentage,Bakio,3.3
2018,,,Bakio,Percentage,Bakio,2.7
2019,,,Bakio,Percentage,Bakio,2.8
2020,,,Bakio,Percentage,Bakio,3.1
2014,,,Barakaldo,Percentage,Barakaldo,0.0
2015,,,Barakaldo,Percentage,Barakaldo,0.0
2016,,,Barakaldo,Percentage,Barakaldo,0.0
2017,,,Barakaldo,Percentage,Barakaldo,0.0
2018,,,Barakaldo,Percentage,Barakaldo,0.0
2019,,,Barakaldo,Percentage,Barakaldo,0.0
2020,,,Barakaldo,Percentage,Barakaldo,0.0
2014,,,Barrika,Percentage,Barrika,1.1
2015,,,Barrika,Percentage,Barrika,1.3
2016,,,Barrika,Percentage,Barrika,1.6
2017,,,Barrika,Percentage,Barrika,1.8
2018,,,Barrika,Percentage,Barrika,1.7
2019,,,Barrika,Percentage,Barrika,1.8
2020,,,Barrika,Percentage,Barrika,1.9
2014,,,Basauri,Percentage,Basauri,0.1
2015,,,Basauri,Percentage,Basauri,0.1
2016,,,Basauri,Percentage,Basauri,0.1
2017,,,Basauri,Percentage,Basauri,0.1
2018,,,Basauri,Percentage,Basauri,0.0
2019,,,Basauri,Percentage,Basauri,0.0
2020,,,Basauri,Percentage,Basauri,0.1
2014,,,Berango,Percentage,Berango,1.1
2015,,,Berango,Percentage,Berango,0.9
2016,,,Berango,Percentage,Berango,0.7
2017,,,Berango,Percentage,Berango,0.7
2018,,,Berango,Percentage,Berango,0.5
2019,,,Berango,Percentage,Berango,0.5
2020,,,Berango,Percentage,Berango,0.4
2014,,,Bermeo,Percentage,Bermeo,16.6
2015,,,Bermeo,Percentage,Bermeo,13.0
2016,,,Bermeo,Percentage,Bermeo,14.3
2017,,,Bermeo,Percentage,Bermeo,33.4
2018,,,Bermeo,Percentage,Bermeo,30.8
2019,,,Bermeo,Percentage,Bermeo,32.5
2020,,,Bermeo,Percentage,Bermeo,29.4
2014,,,Berriatua,Percentage,Berriatua,1.5
2015,,,Berriatua,Percentage,Berriatua,1.5
2016,,,Berriatua,Percentage,Berriatua,1.4
2017,,,Berriatua,Percentage,Berriatua,1.2
2018,,,Berriatua,Percentage,Berriatua,1.2
2019,,,Berriatua,Percentage,Berriatua,1.4
2020,,,Berriatua,Percentage,Berriatua,1.6
2014,,,Berriz,Percentage,Berriz,0.7
2015,,,Berriz,Percentage,Berriz,0.7
2016,,,Berriz,Percentage,Berriz,0.9
2017,,,Berriz,Percentage,Berriz,0.9
2018,,,Berriz,Percentage,Berriz,0.8
2019,,,Berriz,Percentage,Berriz,0.9
2020,,,Berriz,Percentage,Berriz,1.1
2014,,EU4802,,Percentage,EU4802,0.1
2015,,EU4802,,Percentage,EU4802,0.1
2016,,EU4802,,Percentage,EU4802,0.1
2017,,EU4802,,Percentage,EU4802,0.1
2018,,EU4802,,Percentage,EU4802,0.1
2019,,EU4802,,Percentage,EU4802,0.1
2020,,EU4802,,Percentage,EU4802,0.1
2014,,,Bilbao,Percentage,Bilbao,0.0
2015,,,Bilbao,Percentage,Bilbao,0.0
2016,,,Bilbao,Percentage,Bilbao,0.0
2017,,,Bilbao,Percentage,Bilbao,0.1
2018,,,Bilbao,Percentage,Bilbao,0.1
2019,,,Bilbao,Percentage,Bilbao,0.1
2020,,,Bilbao,Percentage,Bilbao,0.0
2014,,,Busturia,Percentage,Busturia,6.5
2015,,,Busturia,Percentage,Busturia,5.8
2016,,,Busturia,Percentage,Busturia,5.0
2017,,,Busturia,Percentage,Busturia,5.0
2018,,,Busturia,Percentage,Busturia,4.3
2019,,,Busturia,Percentage,Busturia,4.8
2020,,,Busturia,Percentage,Busturia,4.7
2014,,,Karrantza Harana/Valle de Carranza,Percentage,Karrantza Harana/Valle de Carranza,22.2
2015,,,Karrantza Harana/Valle de Carranza,Percentage,Karrantza Harana/Valle de Carranza,17.0
2016,,,Karrantza Harana/Valle de Carranza,Percentage,Karrantza Harana/Valle de Carranza,18.6
2017,,,Karrantza Harana/Valle de Carranza,Percentage,Karrantza Harana/Valle de Carranza,19.6
2018,,,Karrantza Harana/Valle de Carranza,Percentage,Karrantza Harana/Valle de Carranza,15.7
2019,,,Karrantza Harana/Valle de Carranza,Percentage,Karrantza Harana/Valle de Carranza,15.0
2020,,,Karrantza Harana/Valle de Carranza,Percentage,Karrantza Harana/Valle de Carranza,16.7
2014,,,Artea,Percentage,Artea,1.7
2015,,,Artea,Percentage,Artea,2.1
2016,,,Artea,Percentage,Artea,2.1
2017,,,Artea,Percentage,Artea,2.0
2018,,,Artea,Percentage,Artea,1.7
2019,,,Artea,Percentage,Artea,1.9
2020,,,Artea,Percentage,Artea,2.1
2014,,,Zeanuri,Percentage,Zeanuri,6.8
2015,,,Zeanuri,Percentage,Zeanuri,10.0
2016,,,Zeanuri,Percentage,Zeanuri,10.0
2017,,,Zeanuri,Percentage,Zeanuri,8.1
2018,,,Zeanuri,Percentage,Zeanuri,7.2
2019,,,Zeanuri,Percentage,Zeanuri,8.1
2020,,,Zeanuri,Percentage,Zeanuri,8.7
2014,,,Zeberio,Percentage,Zeberio,12.7
2015,,,Zeberio,Percentage,Zeberio,11.8
2016,,,Zeberio,Percentage,Zeberio,13.2
2017,,,Zeberio,Percentage,Zeberio,11.1
2018,,,Zeberio,Percentage,Zeberio,11.0
2019,,,Zeberio,Percentage,Zeberio,12.8
2020,,,Zeberio,Percentage,Zeberio,12.5
2014,,,Dima,Percentage,Dima,5.9
2015,,,Dima,Percentage,Dima,6.3
2016,,,Dima,Percentage,Dima,7.8
2017,,,Dima,Percentage,Dima,7.7
2018,,,Dima,Percentage,Dima,7.1
2019,,,Dima,Percentage,Dima,8.6
2020,,,Dima,Percentage,Dima,8.2
2014,,,Durango,Percentage,Durango,0.1
2015,,,Durango,Percentage,Durango,0.1
2016,,,Durango,Percentage,Durango,0.1
2017,,,Durango,Percentage,Durango,0.1
2018,,,Durango,Percentage,Durango,0.1
2019,,,Durango,Percentage,Durango,0.1
2020,,,Durango,Percentage,Durango,0.1
2014,,,Ea,Percentage,Ea,5.6
2015,,,Ea,Percentage,Ea,5.2
2016,,,Ea,Percentage,Ea,4.7
2017,,,Ea,Percentage,Ea,4.9
2018,,,Ea,Percentage,Ea,4.3
2019,,,Ea,Percentage,Ea,4.9
2020,,,Ea,Percentage,Ea,4.7
2014,,,Etxebarri,Percentage,Etxebarri,0.0
2015,,,Etxebarri,Percentage,Etxebarri,0.0
2016,,,Etxebarri,Percentage,Etxebarri,0.0
2017,,,Etxebarri,Percentage,Etxebarri,0.0
2018,,,Etxebarri,Percentage,Etxebarri,0.0
2019,,,Etxebarri,Percentage,Etxebarri,0.0
2020,,,Etxebarri,Percentage,Etxebarri,0.0
2014,,EU4803,,Percentage,EU4803,0.4
2015,,EU4803,,Percentage,EU4803,0.4
2016,,EU4803,,Percentage,EU4803,0.4
2017,,EU4803,,Percentage,EU4803,0.4
2018,,EU4803,,Percentage,EU4803,0.4
2019,,EU4803,,Percentage,EU4803,0.4
2020,,EU4803,,Percentage,EU4803,0.4
2014,,,Etxebarria,Percentage,Etxebarria,0.9
2015,,,Etxebarria,Percentage,Etxebarria,0.9
2016,,,Etxebarria,Percentage,Etxebarria,0.9
2017,,,Etxebarria,Percentage,Etxebarria,0.8
2018,,,Etxebarria,Percentage,Etxebarria,0.9
2019,,,Etxebarria,Percentage,Etxebarria,1.1
2020,,,Etxebarria,Percentage,Etxebarria,1.1
2014,,,Elantxobe,Percentage,Elantxobe,1.8
2015,,,Elantxobe,Percentage,Elantxobe,1.6
2016,,,Elantxobe,Percentage,Elantxobe,1.4
2017,,,Elantxobe,Percentage,Elantxobe,1.2
2018,,,Elantxobe,Percentage,Elantxobe,1.0
2019,,,Elantxobe,Percentage,Elantxobe,1.1
2020,,,Elantxobe,Percentage,Elantxobe,1.0
2014,,,Elorrio,Percentage,Elorrio,0.6
2015,,,Elorrio,Percentage,Elorrio,0.5
2016,,,Elorrio,Percentage,Elorrio,0.8
2017,,,Elorrio,Percentage,Elorrio,0.7
2018,,,Elorrio,Percentage,Elorrio,0.7
2019,,,Elorrio,Percentage,Elorrio,0.8
2020,,,Elorrio,Percentage,Elorrio,0.8
2014,,,Ereño,Percentage,Ereño,13.6
2015,,,Ereño,Percentage,Ereño,10.6
2016,,,Ereño,Percentage,Ereño,8.7
2017,,,Ereño,Percentage,Ereño,8.5
2018,,,Ereño,Percentage,Ereño,11.9
2019,,,Ereño,Percentage,Ereño,14.9
2020,,,Ereño,Percentage,Ereño,16.4
2014,,,Ermua,Percentage,Ermua,0.1
2015,,,Ermua,Percentage,Ermua,0.1
2016,,,Ermua,Percentage,Ermua,0.1
2017,,,Ermua,Percentage,Ermua,0.1
2018,,,Ermua,Percentage,Ermua,0.0
2019,,,Ermua,Percentage,Ermua,0.1
2020,,,Ermua,Percentage,Ermua,0.1
2014,,,Fruiz,Percentage,Fruiz,8.3
2015,,,Fruiz,Percentage,Fruiz,7.1
2016,,,Fruiz,Percentage,Fruiz,6.2
2017,,,Fruiz,Percentage,Fruiz,5.3
2018,,,Fruiz,Percentage,Fruiz,4.8
2019,,,Fruiz,Percentage,Fruiz,5.1
2020,,,Fruiz,Percentage,Fruiz,4.5
2014,,,Galdakao,Percentage,Galdakao,0.2
2015,,,Galdakao,Percentage,Galdakao,0.2
2016,,,Galdakao,Percentage,Galdakao,0.2
2017,,,Galdakao,Percentage,Galdakao,0.1
2018,,,Galdakao,Percentage,Galdakao,0.1
2019,,,Galdakao,Percentage,Galdakao,0.1
2020,,,Galdakao,Percentage,Galdakao,0.1
2014,,,Galdames,Percentage,Galdames,6.2
2015,,,Galdames,Percentage,Galdames,7.0
2016,,,Galdames,Percentage,Galdames,9.0
2017,,,Galdames,Percentage,Galdames,8.4
2018,,,Galdames,Percentage,Galdames,7.4
2019,,,Galdames,Percentage,Galdames,7.8
2020,,,Galdames,Percentage,Galdames,8.0
2014,,,Gamiz-Fika,Percentage,Gamiz-Fika,18.3
2015,,,Gamiz-Fika,Percentage,Gamiz-Fika,18.9
2016,,,Gamiz-Fika,Percentage,Gamiz-Fika,14.5
2017,,,Gamiz-Fika,Percentage,Gamiz-Fika,12.9
2018,,,Gamiz-Fika,Percentage,Gamiz-Fika,11.4
2019,,,Gamiz-Fika,Percentage,Gamiz-Fika,11.4
2020,,,Gamiz-Fika,Percentage,Gamiz-Fika,12.3
2014,,,Garai,Percentage,Garai,6.1
2015,,,Garai,Percentage,Garai,6.0
2016,,,Garai,Percentage,Garai,7.0
2017,,,Garai,Percentage,Garai,6.4
2018,,,Garai,Percentage,Garai,6.1
2019,,,Garai,Percentage,Garai,6.4
2020,,,Garai,Percentage,Garai,8.4
2014,,EU4804,,Percentage,EU4804,4.2
2015,,EU4804,,Percentage,EU4804,3.4
2016,,EU4804,,Percentage,EU4804,3.8
2017,,EU4804,,Percentage,EU4804,3.8
2018,,EU4804,,Percentage,EU4804,3.5
2019,,EU4804,,Percentage,EU4804,3.3
2020,,EU4804,,Percentage,EU4804,3.5
2014,,,Gatika,Percentage,Gatika,2.9
2015,,,Gatika,Percentage,Gatika,3.6
2016,,,Gatika,Percentage,Gatika,2.7
2017,,,Gatika,Percentage,Gatika,2.7
2018,,,Gatika,Percentage,Gatika,2.3
2019,,,Gatika,Percentage,Gatika,2.6
2020,,,Gatika,Percentage,Gatika,3.0
2014,,,Gautegiz Arteaga,Percentage,Gautegiz Arteaga,4.5
2015,,,Gautegiz Arteaga,Percentage,Gautegiz Arteaga,4.0
2016,,,Gautegiz Arteaga,Percentage,Gautegiz Arteaga,3.5
2017,,,Gautegiz Arteaga,Percentage,Gautegiz Arteaga,2.9
2018,,,Gautegiz Arteaga,Percentage,Gautegiz Arteaga,2.6
2019,,,Gautegiz Arteaga,Percentage,Gautegiz Arteaga,2.8
2020,,,Gautegiz Arteaga,Percentage,Gautegiz Arteaga,3.1
2014,,,Gordexola,Percentage,Gordexola,5.5
2015,,,Gordexola,Percentage,Gordexola,5.1
2016,,,Gordexola,Percentage,Gordexola,5.1
2017,,,Gordexola,Percentage,Gordexola,4.3
2018,,,Gordexola,Percentage,Gordexola,4.0
2019,,,Gordexola,Percentage,Gordexola,4.5
2020,,,Gordexola,Percentage,Gordexola,4.3
2014,,,Gorliz,Percentage,Gorliz,1.6
2015,,,Gorliz,Percentage,Gorliz,1.5
2016,,,Gorliz,Percentage,Gorliz,1.2
2017,,,Gorliz,Percentage,Gorliz,0.9
2018,,,Gorliz,Percentage,Gorliz,0.8
2019,,,Gorliz,Percentage,Gorliz,0.6
2020,,,Gorliz,Percentage,Gorliz,0.5
2014,,,Getxo,Percentage,Getxo,0.1
2015,,,Getxo,Percentage,Getxo,0.1
2016,,,Getxo,Percentage,Getxo,0.1
2017,,,Getxo,Percentage,Getxo,0.1
2018,,,Getxo,Percentage,Getxo,0.1
2019,,,Getxo,Percentage,Getxo,0.0
2020,,,Getxo,Percentage,Getxo,0.0
2014,,,Güeñes,Percentage,Güeñes,1.4
2015,,,Güeñes,Percentage,Güeñes,1.3
2016,,,Güeñes,Percentage,Güeñes,1.4
2017,,,Güeñes,Percentage,Güeñes,1.2
2018,,,Güeñes,Percentage,Güeñes,1.2
2019,,,Güeñes,Percentage,Güeñes,1.0
2020,,,Güeñes,Percentage,Güeñes,1.2
2014,,,Gernika-Lumo,Percentage,Gernika-Lumo,0.2
2015,,,Gernika-Lumo,Percentage,Gernika-Lumo,0.2
2016,,,Gernika-Lumo,Percentage,Gernika-Lumo,0.2
2017,,,Gernika-Lumo,Percentage,Gernika-Lumo,0.3
2018,,,Gernika-Lumo,Percentage,Gernika-Lumo,0.3
2019,,,Gernika-Lumo,Percentage,Gernika-Lumo,0.3
2020,,,Gernika-Lumo,Percentage,Gernika-Lumo,0.4
2014,,,Gizaburuaga,Percentage,Gizaburuaga,2.2
2015,,,Gizaburuaga,Percentage,Gizaburuaga,1.9
2016,,,Gizaburuaga,Percentage,Gizaburuaga,2.1
2017,,,Gizaburuaga,Percentage,Gizaburuaga,1.6
2018,,,Gizaburuaga,Percentage,Gizaburuaga,1.7
2019,,,Gizaburuaga,Percentage,Gizaburuaga,2.1
2020,,,Gizaburuaga,Percentage,Gizaburuaga,2.1
2014,,,Ibarrangelu,Percentage,Ibarrangelu,4.2
2015,,,Ibarrangelu,Percentage,Ibarrangelu,4.4
2016,,,Ibarrangelu,Percentage,Ibarrangelu,4.2
