Year,Violencia,Territorio,Units,Value
2019,SEXV,ES01008,PER_10000,21
2020,SEXV,ES01059,PER_10000,3.2
2020,SEXV,ES48045,PER_10000,0
2019,SEXV,ES20041,PER_10000,66.2
2019,SEXV,ES48045,PER_10000,8.9
2019,SEXV,ES01055,PER_10000,0
2020,SEXV,ES48028,PER_10000,0
2019,SEXV,ES20032,PER_10000,6.9
2019,SEXV,ES2001,PER_10000,4.6
2018,SEXV,ES48045,PER_10000,5.9
2018,SEXV,ES01030,PER_10000,0
2019,SEXV,ES48029,PER_10000,1.7
2019,SEXV,ES48044,PER_10000,2.7
2018,SEXV,ES48044,PER_10000,2.9
2020,SEXV,ES2001,PER_10000,9.5
2019,SEXV,ES48911,PER_10000,0
2020,SEXV,ES01014,PER_10000,0
2020,SEXV,ES20040,PER_10000,2.9
2019,SEXV,ES20040,PER_10000,10.6
2019,SEXV,ES48043,PER_10000,6.5
2019,SEXV,ES0101,PER_10000,0
2018,SEXV,ES48912,PER_10000,0
2019,SEXV,ES01059,PER_10000,3.8
2018,SEXV,ES20040,PER_10000,4.9
2019,SEXV,ES20033,PER_10000,0
2020,SEXV,ES4803,PER_10000,2.2
2018,SEXV,ES48039,PER_10000,0
2020,SEXV,ES01008,PER_10000,20.2
2020,SEXV,ES2004,PER_10000,4.6
2020,SEXV,ES20070,PER_10000,0
2020,SEXV,ES48042,PER_10000,0
2019,SEXV,ES48042,PER_10000,24.2
2018,SEXV,ES48042,PER_10000,0
2018,SEXV,ES2004,PER_10000,3.8
2019,SEXV,ES2004,PER_10000,3.4
2018,SEXV,ES01059,PER_10000,3.3
2019,SEXV,ES0103,PER_10000,0
2019,SEXV,ES48041,PER_10000,0
2020,SEXV,ES48041,PER_10000,0
2018,SEXV,ES48041,PER_10000,0
2019,SEXV,ES48912,PER_10000,0
2018,SEXV,ES2001,PER_10000,7.1
2019,SEXV,ES01058,PER_10000,0
2018,SEXV,ES48031,PER_10000,0
2020,SEXV,ES48031,PER_10000,0
2019,SEXV,ES48040,PER_10000,0
2020,SEXV,ES20039,PER_10000,7
2020,SEXV,ES20071,PER_10000,3
2019,SEXV,ES20071,PER_10000,9.9
2018,SEXV,ES20039,PER_10000,0
2018,SEXV,ES48040,PER_10000,0
2020,SEXV,ES4804,PER_10000,3.1
2020,SEXV,ES01058,PER_10000,0
2019,SEXV,ES4804,PER_10000,4.9
2018,SEXV,ES20071,PER_10000,3
2018,SEXV,ES4804,PER_10000,3.7
2019,SEXV,,PER_10000,3.1
2021,SEXV,ES211,PER_10000,4.6
2020,SEXV,ES211,PER_10000,3.1
2019,SEXV,ES211,PER_10000,3.5
2018,SEXV,ES211,PER_10000,3.3
2021,SEXV,ES213,PER_10000,4.6
2020,SEXV,ES213,PER_10000,3.8
2019,SEXV,ES213,PER_10000,2.9
2018,SEXV,ES213,PER_10000,4
2019,SEXV,ES212,PER_10000,3.2
2018,SEXV,ES212,PER_10000,3.6
2021,SEXV,ES212,PER_10000,4.6
2020,SEXV,ES212,PER_10000,4.8
2018,INTRAV,ES4804,PER_10000,9.3
2020,INTRAV,ES20038,PER_10000,0
2020,INTRAV,ES48039,PER_10000,0
2019,INTRAV,ES48039,PER_10000,0
2020,INTRAV,ES01014,PER_10000,0
2018,INTRAV,ES48039,PER_10000,0
2019,INTRAV,ES20038,PER_10000,0
2018,INTRAV,ES20038,PER_10000,45.7
2020,INTRAV,ES48038,PER_10000,0
2019,INTRAV,ES48038,PER_10000,14.4
2018,INTRAV,ES48038,PER_10000,0
2020,INTRAV,ES48037,PER_10000,0
2018,INTRAV,ES48037,PER_10000,0
2020,INTRAV,ES20037,PER_10000,0
2019,INTRAV,ES48037,PER_10000,0
2018,INTRAV,ES01057,PER_10000,0
2018,INTRAV,ES20037,PER_10000,0
2020,INTRAV,ES48036,PER_10000,12.1
2019,INTRAV,ES48036,PER_10000,9.4
2020,INTRAV,ES01013,PER_10000,0
2020,INTRAV,ES01057,PER_10000,0
2020,INTRAV,ES20036,PER_10000,9.3
2018,INTRAV,ES48036,PER_10000,14.1
2019,INTRAV,ES01057,PER_10000,0
2020,INTRAV,ES48035,PER_10000,0
2019,INTRAV,ES48035,PER_10000,0
2018,INTRAV,ES01056,PER_10000,0
2018,INTRAV,ES48035,PER_10000,0
2019,INTRAV,ES20037,PER_10000,0
2019,INTRAV,ES20036,PER_10000,5.8
2018,INTRAV,ES20036,PER_10000,2.3
2018,INTRAV,ES01028,PER_10000,13.4
2019,INTRAV,ES48034,PER_10000,21.2
2018,INTRAV,ES48034,PER_10000,6.2
2020,INTRAV,ES48034,PER_10000,8.8
2020,INTRAV,ES01028,PER_10000,13
2019,INTRAV,ES01056,PER_10000,194.2
2020,INTRAV,ES48033,PER_10000,0
2019,INTRAV,ES48033,PER_10000,0
2020,INTRAV,ES20035,PER_10000,0
2018,INTRAV,ES48033,PER_10000,0
2019,INTRAV,ES20035,PER_10000,0
2020,INTRAV,ES48032,PER_10000,7.9
2018,INTRAV,ES20035,PER_10000,0
2019,INTRAV,ES48032,PER_10000,2.6
2019,INTRAV,ES20034,PER_10000,4.9
2018,INTRAV,ES48032,PER_10000,2.6
2020,INTRAV,ES01056,PER_10000,0
2020,INTRAV,ES48031,PER_10000,0
2019,INTRAV,ES48031,PER_10000,0
2018,INTRAV,ES48031,PER_10000,0
2019,INTRAV,ES01055,PER_10000,0
2020,INTRAV,ES20034,PER_10000,19.4
2019,INTRAV,ES48030,PER_10000,0
2020,INTRAV,ES01055,PER_10000,0
2018,INTRAV,ES20034,PER_10000,39.3
2018,INTRAV,ES48030,PER_10000,0
2020,INTRAV,ES48030,PER_10000,0
2019,INTRAV,ES01028,PER_10000,0
2018,INTRAV,ES01055,PER_10000,0
2021,INTRAV,ES4803,PER_10000,9.7
2019,INTRAV,ES4803,PER_10000,8.9
2020,INTRAV,ES20033,PER_10000,0
2018,INTRAV,ES4803,PER_10000,6.9
2019,INTRAV,ES20033,PER_10000,0
2018,INTRAV,ES20033,PER_10000,18.6
2020,INTRAV,ES4803,PER_10000,6.7
2018,INTRAV,ES01013,PER_10000,23.9
2020,INTRAV,ES48029,PER_10000,5.2
2019,INTRAV,ES48029,PER_10000,17.3
2018,INTRAV,ES48029,PER_10000,5.2
2020,INTRAV,ES48028,PER_10000,25
2019,INTRAV,ES01027,PER_10000,0
2020,INTRAV,ES20032,PER_10000,15.5
2019,INTRAV,ES48028,PER_10000,25.3
2019,INTRAV,ES20032,PER_10000,13.8
2018,INTRAV,ES20032,PER_10000,5.1
2018,INTRAV,ES48028,PER_10000,0
2020,INTRAV,ES48027,PER_10000,7.1
2019,INTRAV,ES48027,PER_10000,4.5
2018,INTRAV,ES48027,PER_10000,10.5
2019,INTRAV,ES48026,PER_10000,13.9
2018,INTRAV,ES48026,PER_10000,0
2020,INTRAV,ES01006,PER_10000,0
2020,INTRAV,ES20031,PER_10000,0
2018,INTRAV,ES20031,PER_10000,0
2020,INTRAV,ES48026,PER_10000,0
2019,INTRAV,ES20031,PER_10000,0
2020,INTRAV,ES01054,PER_10000,0
2020,INTRAV,ES48025,PER_10000,18.7
2018,INTRAV,ES48025,PER_10000,0
2019,INTRAV,ES01054,PER_10000,0
2018,INTRAV,ES20030,PER_10000,16.3
2018,INTRAV,ES01054,PER_10000,0
2019,INTRAV,ES48025,PER_10000,18.6
2019,INTRAV,ES01013,PER_10000,0
2020,INTRAV,ES48024,PER_10000,0
2019,INTRAV,ES48024,PER_10000,0
2020,INTRAV,ES01053,PER_10000,30.3
2018,INTRAV,ES48024,PER_10000,16.6
2020,INTRAV,ES20030,PER_10000,8.6
2019,INTRAV,ES20030,PER_10000,14.2
2020,INTRAV,ES01002,PER_10000,22.8
2020,INTRAV,ES48023,PER_10000,0
2019,INTRAV,ES48023,PER_10000,0
2018,INTRAV,ES48023,PER_10000,0
2020,INTRAV,ES2003,PER_10000,9.8
2019,INTRAV,ES48022,PER_10000,29.6
2018,INTRAV,ES48022,PER_10000,22
2020,INTRAV,ES01027,PER_10000,0
2019,INTRAV,ES01053,PER_10000,0
2020,INTRAV,ES48022,PER_10000,22.5
2018,INTRAV,ES01053,PER_10000,0
2021,INTRAV,ES2003,PER_10000,8.5
2020,INTRAV,ES01011,PER_10000,0
2018,INTRAV,ES01027,PER_10000,0
2020,INTRAV,ES48021,PER_10000,0
2018,INTRAV,ES48021,PER_10000,24.4
2018,INTRAV,ES2003,PER_10000,9.7
2019,INTRAV,ES48021,PER_10000,0
2019,INTRAV,ES2003,PER_10000,6.9
2018,INTRAV,ES20029,PER_10000,7.4
2020,INTRAV,ES48020,PER_10000,8
2019,INTRAV,ES48020,PER_10000,9.2
2018,INTRAV,ES48020,PER_10000,6.8
2019,INTRAV,ES20029,PER_10000,0
2021,INTRAV,ES4802,PER_10000,9.2
2020,INTRAV,ES4802,PER_10000,10.2
2019,INTRAV,ES01052,PER_10000,0
2020,INTRAV,ES20029,PER_10000,11
2019,INTRAV,ES4802,PER_10000,11.2
2018,INTRAV,ES01023,PER_10000,0
2018,INTRAV,ES4802,PER_10000,8.9
2020,INTRAV,ES48019,PER_10000,0
2019,INTRAV,ES48019,PER_10000,17.5
2020,INTRAV,ES01052,PER_10000,0
2018,INTRAV,ES48019,PER_10000,0
2018,INTRAV,ES01052,PER_10000,0
2019,INTRAV,ES20028,PER_10000,6.7
2019,INTRAV,ES01002,PER_10000,5.7
2020,INTRAV,ES01023,PER_10000,0
2019,INTRAV,ES48018,PER_10000,0
2018,INTRAV,ES20028,PER_10000,0
2018,INTRAV,ES48018,PER_10000,0
2020,INTRAV,ES20028,PER_10000,20.7
2020,INTRAV,ES48018,PER_10000,0
2019,INTRAV,ES20027,PER_10000,16.4
2020,INTRAV,ES48017,PER_10000,12.9
2018,INTRAV,ES48017,PER_10000,10.5
2018,INTRAV,ES01051,PER_10000,18.8
2019,INTRAV,ES48017,PER_10000,12.8
2018,INTRAV,ES20027,PER_10000,21.7
2020,INTRAV,ES48016,PER_10000,7.8
2019,INTRAV,ES48016,PER_10000,2.6
2020,INTRAV,ES20027,PER_10000,0
2018,INTRAV,ES48016,PER_10000,8
2019,INTRAV,ES01051,PER_10000,7.6
2020,INTRAV,ES48015,PER_10000,4.3
2019,INTRAV,ES48015,PER_10000,14.7
2018,INTRAV,ES48015,PER_10000,4.7
2020,INTRAV,ES01051,PER_10000,11.6
2018,INTRAV,ES20026,PER_10000,0
2020,INTRAV,ES20026,PER_10000,0
2018,INTRAV,ES01006,PER_10000,0
2019,INTRAV,ES01011,PER_10000,0
2019,INTRAV,ES01023,PER_10000,0
2019,INTRAV,ES20026,PER_10000,0
2020,INTRAV,ES48014,PER_10000,13
2018,INTRAV,ES01022,PER_10000,56.5
2019,INTRAV,ES48014,PER_10000,26.7
2018,INTRAV,ES48014,PER_10000,13.6
2021,INTRAV,ES0105,PER_10000,13.8
2020,INTRAV,ES48013,PER_10000,13.3
2018,INTRAV,ES48013,PER_10000,12.6
2019,INTRAV,ES01022,PER_10000,19.2
2019,INTRAV,ES48013,PER_10000,13
2020,INTRAV,ES20025,PER_10000,0
2018,INTRAV,ES20025,PER_10000,0
2020,INTRAV,ES48012,PER_10000,21.4
2019,INTRAV,ES20025,PER_10000,0
2019,INTRAV,ES48012,PER_10000,7.4
2018,INTRAV,ES48012,PER_10000,0
2018,INTRAV,ES20024,PER_10000,0
2019,INTRAV,ES01006,PER_10000,0
2020,INTRAV,ES48011,PER_10000,18
2019,INTRAV,ES48011,PER_10000,22.7
2018,INTRAV,ES48011,PER_10000,6.5
2019,INTRAV,ES20024,PER_10000,0
2020,INTRAV,ES20024,PER_10000,0
2019,INTRAV,ES48010,PER_10000,0
2018,INTRAV,ES01011,PER_10000,0
2019,INTRAV,ES0105,PER_10000,2.4
2018,INTRAV,ES48010,PER_10000,0
2020,INTRAV,ES48010,PER_10000,0
2018,INTRAV,ES20023,PER_10000,0
2018,INTRAV,ES4801,PER_10000,6.7
2018,INTRAV,ES0105,PER_10000,2.4
2020,INTRAV,ES20023,PER_10000,0
2021,INTRAV,ES4801,PER_10000,5.8
2020,INTRAV,ES0105,PER_10000,9.3
2020,INTRAV,ES4801,PER_10000,7.5
2019,INTRAV,ES4801,PER_10000,15.9
2019,INTRAV,ES20023,PER_10000,34
2018,INTRAV,ES01049,PER_10000,0
2020,INTRAV,ES48009,PER_10000,0
2018,INTRAV,ES48009,PER_10000,0
2019,INTRAV,ES48009,PER_10000,0
2018,INTRAV,ES20022,PER_10000,0
2020,INTRAV,ES48008,PER_10000,29.4
2019,INTRAV,ES48008,PER_10000,30
2019,INTRAV,ES20022,PER_10000,19.2
2018,INTRAV,ES48008,PER_10000,30.5
2018,INTRAV,ES01010,PER_10000,0
2020,INTRAV,ES01022,PER_10000,39.3
2020,INTRAV,ES20022,PER_10000,0
2019,INTRAV,ES01049,PER_10000,0
2020,INTRAV,ES48007,PER_10000,135.1
2019,INTRAV,ES48007,PER_10000,0
2018,INTRAV,ES48007,PER_10000,50
2020,INTRAV,ES01049,PER_10000,0
2019,INTRAV,ES20021,PER_10000,0
2019,INTRAV,ES01010,PER_10000,0
2020,INTRAV,ES20021,PER_10000,0
2019,INTRAV,ES48006,PER_10000,0
2018,INTRAV,ES48006,PER_10000,0
2020,INTRAV,ES48006,PER_10000,49.5
2019,INTRAV,ES01047,PER_10000,0
2018,INTRAV,ES20021,PER_10000,0
2020,INTRAV,ES48005,PER_10000,0
2019,INTRAV,ES48005,PER_10000,0
2018,INTRAV,ES48005,PER_10000,0
2019,INTRAV,ES01021,PER_10000,0
2020,INTRAV,ES20020,PER_10000,0
2020,INTRAV,ES48004,PER_10000,0
2019,INTRAV,ES48004,PER_10000,0
2019,INTRAV,ES20020,PER_10000,0
2018,INTRAV,ES48004,PER_10000,48.1
2020,INTRAV,ES01021,PER_10000,0
2018,INTRAV,ES01047,PER_10000,0
2018,INTRAV,ES20020,PER_10000,0
2020,INTRAV,ES01004,PER_10000,0
2020,INTRAV,ES01047,PER_10000,13.5
2020,INTRAV,ES48003,PER_10000,8.2
2019,INTRAV,ES48003,PER_10000,7.2
2018,INTRAV,ES48003,PER_10000,8.3
2019,INTRAV,ES48002,PER_10000,35.6
2018,INTRAV,ES48002,PER_10000,18.8
2020,INTRAV,ES2002,PER_10000,10.4
2020,INTRAV,ES48002,PER_10000,14.8
2021,INTRAV,ES2002,PER_10000,10.7
2019,INTRAV,ES2002,PER_10000,9.1
2020,INTRAV,ES48001,PER_10000,2.6
2018,INTRAV,ES48001,PER_10000,0
2018,INTRAV,ES2002,PER_10000,8.6
2019,INTRAV,ES48001,PER_10000,5.2
2020,INTRAV,ES20019,PER_10000,2.9
2019,INTRAV,ES01046,PER_10000,0
2018,INTRAV,ES01021,PER_10000,0
2018,INTRAV,ES20019,PER_10000,5.8
2018,INTRAV,ES01020,PER_10000,65.4
2018,INTRAV,ES01046,PER_10000,0
2018,INTRAV,,PER_10000,8.9
2019,INTRAV,ES01020,PER_10000,0
2019,INTRAV,ES20019,PER_10000,4.4
2020,INTRAV,ES01046,PER_10000,26.2
2020,INTRAV,ES20018,PER_10000,5.3
2019,INTRAV,ES20018,PER_10000,5.3
2019,INTRAV,ES01044,PER_10000,0
2018,INTRAV,ES01044,PER_10000,0
2018,INTRAV,ES20018,PER_10000,5.3
2020,INTRAV,ES20907,PER_10000,122
2019,INTRAV,ES20907,PER_10000,519.5
2018,INTRAV,ES20907,PER_10000,138.9
2020,INTRAV,ES01044,PER_10000,0
2019,INTRAV,ES20017,PER_10000,6.8
2020,INTRAV,ES20906,PER_10000,0
2020,INTRAV,ES01010,PER_10000,0
2019,INTRAV,ES20906,PER_10000,0
2018,INTRAV,ES20906,PER_10000,0
2018,INTRAV,ES20017,PER_10000,0
2020,INTRAV,ES20017,PER_10000,5.1
2019,INTRAV,ES20905,PER_10000,0
2018,INTRAV,ES20905,PER_10000,0
2020,INTRAV,ES20905,PER_10000,0
2019,INTRAV,ES20016,PER_10000,10.5
2020,INTRAV,ES20016,PER_10000,0
2020,INTRAV,ES20904,PER_10000,0
2020,INTRAV,ES20072,PER_10000,13
2018,INTRAV,ES01004,PER_10000,20.7
2021,INTRAV,ES0101,PER_10000,7
2020,INTRAV,ES01020,PER_10000,0
2018,INTRAV,ES20904,PER_10000,0
2019,INTRAV,ES20904,PER_10000,0
2018,INTRAV,ES20016,PER_10000,10.8
2018,INTRAV,ES01043,PER_10000,5.8
2020,INTRAV,ES20903,PER_10000,2.8
2020,INTRAV,ES01043,PER_10000,0
2019,INTRAV,ES20903,PER_10000,5.9
2018,INTRAV,ES20903,PER_10000,6.2
2020,INTRAV,ES20015,PER_10000,0
2019,INTRAV,ES20015,PER_10000,0
2018,INTRAV,ES20015,PER_10000,0
2020,INTRAV,ES20902,PER_10000,3
2019,INTRAV,ES20902,PER_10000,3.1
2018,INTRAV,ES0102,PER_10000,9.5
2019,INTRAV,ES01043,PER_10000,5.7
2018,INTRAV,ES20902,PER_10000,4.1
2019,INTRAV,ES01004,PER_10000,10.4
2020,INTRAV,ES0102,PER_10000,9.6
2019,INTRAV,ES20901,PER_10000,0
2018,INTRAV,ES20901,PER_10000,9.4
2020,INTRAV,ES20901,PER_10000,51
2019,INTRAV,ES20014,PER_10000,0
2020,INTRAV,ES20014,PER_10000,54.1
2021,INTRAV,ES0102,PER_10000,9.2
2020,INTRAV,ES20081,PER_10000,15.9
2018,INTRAV,ES20081,PER_10000,2
2019,INTRAV,ES0101,PER_10000,3.5
2019,INTRAV,ES20081,PER_10000,2
2018,INTRAV,ES20014,PER_10000,0
2020,INTRAV,ES20080,PER_10000,9.1
2019,INTRAV,ES20080,PER_10000,4.5
2020,INTRAV,ES20013,PER_10000,2.8
2018,INTRAV,ES20080,PER_10000,6.7
2018,INTRAV,ES20013,PER_10000,17.1
2019,INTRAV,ES01001,PER_10000,19.7
2020,INTRAV,ES20079,PER_10000,1.7
2019,INTRAV,ES01042,PER_10000,194.7
2019,INTRAV,ES20079,PER_10000,0.8
2018,INTRAV,ES20079,PER_10000,5
2019,INTRAV,ES20013,PER_10000,0
2020,INTRAV,ES01042,PER_10000,126.6
2020,INTRAV,ES20078,PER_10000,0
2019,INTRAV,ES20078,PER_10000,0
2018,INTRAV,ES01042,PER_10000,69.9
2018,INTRAV,ES20078,PER_10000,0
2020,INTRAV,ES20077,PER_10000,3
2020,INTRAV,ES20012,PER_10000,0
2018,INTRAV,ES20077,PER_10000,14.7
2019,INTRAV,ES20012,PER_10000,93.5
2019,INTRAV,ES20077,PER_10000,20.6
2020,INTRAV,ES01041,PER_10000,102
2018,INTRAV,ES20012,PER_10000,0
2020,INTRAV,ES20076,PER_10000,15.8
2019,INTRAV,ES20076,PER_10000,7.9
2018,INTRAV,ES20076,PER_10000,7.9
2018,INTRAV,ES0101,PER_10000,7.2
2018,INTRAV,ES01041,PER_10000,0
2020,INTRAV,ES20011,PER_10000,0
2020,INTRAV,ES20075,PER_10000,3.4
2019,INTRAV,ES20075,PER_10000,0
2018,INTRAV,ES20075,PER_10000,10.1
2019,INTRAV,ES0102,PER_10000,8.4
2019,INTRAV,ES20011,PER_10000,9.2
2018,INTRAV,ES20011,PER_10000,0
2019,INTRAV,ES20074,PER_10000,4
2019,INTRAV,ES01041,PER_10000,0
2018,INTRAV,ES20074,PER_10000,4
2020,INTRAV,ES20074,PER_10000,9.5
2018,INTRAV,ES20073,PER_10000,3.2
2020,INTRAV,ES0104,PER_10000,7.1
2020,INTRAV,ES20073,PER_10000,22.8
2019,INTRAV,ES20010,PER_10000,0
2019,INTRAV,ES20073,PER_10000,0
2018,INTRAV,ES20010,PER_10000,0
2020,INTRAV,ES20010,PER_10000,0
2020,INTRAV,ES48915,PER_10000,0
2019,INTRAV,ES48915,PER_10000,99
2019,INTRAV,ES20072,PER_10000,12.9
2018,INTRAV,ES48915,PER_10000,0
2018,INTRAV,ES20072,PER_10000,16.1
2019,INTRAV,ES48914,PER_10000,0
2018,INTRAV,ES48914,PER_10000,0
2020,INTRAV,ES01019,PER_10000,0
2018,INTRAV,ES0104,PER_10000,10.7
2018,INTRAV,ES2001,PER_10000,14.8
2019,INTRAV,ES20071,PER_10000,6
2019,INTRAV,ES48913,PER_10000,0
2018,INTRAV,ES48913,PER_10000,42.2
2020,INTRAV,ES2001,PER_10000,12.2
2020,INTRAV,ES48913,PER_10000,0
2020,INTRAV,ES20071,PER_10000,12.8
2018,INTRAV,ES20071,PER_10000,8
2020,INTRAV,ES48912,PER_10000,0
2018,INTRAV,ES48912,PER_10000,20.2
2021,INTRAV,ES0104,PER_10000,21.2
2021,INTRAV,ES2001,PER_10000,12.9
2019,INTRAV,ES48912,PER_10000,6.7
2020,INTRAV,ES48911,PER_10000,0
2018,INTRAV,ES48911,PER_10000,0
2018,INTRAV,ES20070,PER_10000,0
2019,INTRAV,ES2001,PER_10000,16.7
2020,INTRAV,ES20070,PER_10000,0
2020,INTRAV,ES48910,PER_10000,0
2019,INTRAV,ES0104,PER_10000,7.1
2019,INTRAV,ES48910,PER_10000,10.6
2018,INTRAV,ES48910,PER_10000,0
2020,INTRAV,ES0101,PER_10000,10.5
2019,INTRAV,ES48909,PER_10000,0
2018,INTRAV,ES48909,PER_10000,0
2020,INTRAV,ES48909,PER_10000,0
2021,INTRAV,ES2007,PER_10000,4.7
2020,INTRAV,ES20009,PER_10000,4
2020,INTRAV,ES2007,PER_10000,4.4
2018,INTRAV,ES48908,PER_10000,0
2019,INTRAV,ES20009,PER_10000,10.7
2018,INTRAV,ES2007,PER_10000,5.5
2018,INTRAV,ES01019,PER_10000,0
2019,INTRAV,ES48908,PER_10000,0
2020,INTRAV,ES48907,PER_10000,0
2019,INTRAV,ES48907,PER_10000,0
2018,INTRAV,ES20009,PER_10000,9.3
2018,INTRAV,ES48907,PER_10000,0
2020,INTRAV,ES20069,PER_10000,10.8
2019,INTRAV,ES48906,PER_10000,21.6
2019,INTRAV,ES20069,PER_10000,7.9
2018,INTRAV,ES48906,PER_10000,0
2018,INTRAV,ES20069,PER_10000,9.3
2019,INTRAV,ES20068,PER_10000,0
2020,INTRAV,ES48905,PER_10000,31
2018,INTRAV,ES01039,PER_10000,0
2019,INTRAV,ES48905,PER_10000,12.2
2018,INTRAV,ES48905,PER_10000,0
2020,INTRAV,ES20068,PER_10000,0
2020,INTRAV,ES48904,PER_10000,4.3
2018,INTRAV,ES20068,PER_10000,0
2018,INTRAV,ES48904,PER_10000,17
2019,INTRAV,ES48904,PER_10000,8.5
2019,INTRAV,ES20008,PER_10000,0
2019,INTRAV,ES48903,PER_10000,9
2018,INTRAV,ES20008,PER_10000,0
2018,INTRAV,ES48903,PER_10000,0
2020,INTRAV,ES01001,PER_10000,6.5
2020,INTRAV,ES20067,PER_10000,15.2
2019,INTRAV,ES01019,PER_10000,0
2019,INTRAV,ES01039,PER_10000,0
2020,INTRAV,ES20008,PER_10000,0
2019,INTRAV,ES20067,PER_10000,13.7
2020,INTRAV,ES48902,PER_10000,16.1
2019,INTRAV,ES48902,PER_10000,12
2018,INTRAV,ES20067,PER_10000,8.8
2018,INTRAV,ES48902,PER_10000,9.5
2018,INTRAV,ES20007,PER_10000,0
2019,INTRAV,ES20066,PER_10000,0
2018,INTRAV,ES48901,PER_10000,20.8
2020,INTRAV,ES48901,PER_10000,11.1
2019,INTRAV,ES20007,PER_10000,0
2020,INTRAV,ES48097,PER_10000,11.9
2019,INTRAV,ES48097,PER_10000,47.4
2018,INTRAV,ES20066,PER_10000,0
2018,INTRAV,ES48097,PER_10000,11.9
2020,INTRAV,ES20066,PER_10000,0
2018,INTRAV,ES01018,PER_10000,0
2020,INTRAV,ES48096,PER_10000,2.4
2019,INTRAV,ES48096,PER_10000,18.7
2018,INTRAV,ES48096,PER_10000,9.3
2018,INTRAV,ES01037,PER_10000,62.1
2020,INTRAV,ES20007,PER_10000,0
2020,INTRAV,ES20065,PER_10000,21.3
2018,INTRAV,ES20065,PER_10000,5.1
2019,INTRAV,ES48095,PER_10000,19.8
2019,INTRAV,ES20065,PER_10000,5.2
2018,INTRAV,ES48095,PER_10000,6.6
2019,INTRAV,ES48094,PER_10000,27.8
2019,INTRAV,ES20006,PER_10000,0
2018,INTRAV,ES48094,PER_10000,0
2020,INTRAV,ES01037,PER_10000,0
2020,INTRAV,ES48094,PER_10000,18.7
2020,INTRAV,ES20064,PER_10000,11.6
2020,INTRAV,ES48093,PER_10000,15.4
2019,INTRAV,ES20064,PER_10000,5.8
2018,INTRAV,ES48093,PER_10000,47.9
2018,INTRAV,ES20064,PER_10000,15
2019,INTRAV,ES48093,PER_10000,0
2020,INTRAV,ES48092,PER_10000,0
2019,INTRAV,ES48092,PER_10000,0
2018,INTRAV,ES48092,PER_10000,17.7
2020,INTRAV,ES20006,PER_10000,0
2020,INTRAV,ES48091,PER_10000,0
2018,INTRAV,ES48091,PER_10000,14.2
2018,INTRAV,ES20063,PER_10000,1.9
2020,INTRAV,ES20005,PER_10000,11.6
2019,INTRAV,ES20063,PER_10000,5.7
2019,INTRAV,ES48090,PER_10000,7.5
2019,INTRAV,ES01009,PER_10000,0
2018,INTRAV,ES48090,PER_10000,10.2
2020,INTRAV,ES48090,PER_10000,15
2019,INTRAV,ES20062,PER_10000,0
2018,INTRAV,ES20062,PER_10000,0
2018,INTRAV,ES48089,PER_10000,13.9
2018,INTRAV,ES20005,PER_10000,0
2020,INTRAV,ES20062,PER_10000,0
2019,INTRAV,ES48089,PER_10000,25.5
2019,INTRAV,ES20005,PER_10000,23
2020,INTRAV,ES48088,PER_10000,0
2019,INTRAV,ES48088,PER_10000,0
2018,INTRAV,ES48088,PER_10000,0
2020,INTRAV,ES48087,PER_10000,0
2019,INTRAV,ES01036,PER_10000,10.7
2019,INTRAV,ES48087,PER_10000,0
2018,INTRAV,ES48087,PER_10000,0
2018,INTRAV,ES01001,PER_10000,19.8
2020,INTRAV,ES20061,PER_10000,0
2020,INTRAV,ES20004,PER_10000,0
2018,INTRAV,ES20061,PER_10000,16.5
2019,INTRAV,ES20061,PER_10000,13.1
2019,INTRAV,ES48086,PER_10000,7.7
2018,INTRAV,ES20060,PER_10000,0
2018,INTRAV,ES48086,PER_10000,0
2020,INTRAV,ES48085,PER_10000,11.8
2020,INTRAV,ES20060,PER_10000,0
2018,INTRAV,ES48085,PER_10000,12.1
2020,INTRAV,ES01036,PER_10000,10.8
2019,INTRAV,ES20004,PER_10000,0
2019,INTRAV,ES20060,PER_10000,0
2019,INTRAV,ES48085,PER_10000,6
2019,INTRAV,ES48084,PER_10000,22.7
2018,INTRAV,ES01036,PER_10000,6.4
2018,INTRAV,ES20004,PER_10000,0
2018,INTRAV,ES48084,PER_10000,14.1
2019,INTRAV,ES2006,PER_10000,6
2020,INTRAV,ES01018,PER_10000,0
2020,INTRAV,ES48083,PER_10000,13.9
2019,INTRAV,ES48083,PER_10000,18.7
2018,INTRAV,ES48083,PER_10000,18.6
2021,INTRAV,ES2006,PER_10000,13.3
2020,INTRAV,ES2006,PER_10000,10.1
2018,INTRAV,ES2006,PER_10000,5.3
2019,INTRAV,ES20003,PER_10000,0
2019,INTRAV,ES48082,PER_10000,9.7
2018,INTRAV,ES48082,PER_10000,9.2
2020,INTRAV,ES48082,PER_10000,19.8
2020,INTRAV,ES48081,PER_10000,0
2020,INTRAV,ES20003,PER_10000,0
2018,INTRAV,ES20059,PER_10000,8.6
2019,INTRAV,ES48081,PER_10000,0
2018,INTRAV,ES48081,PER_10000,0
2020,INTRAV,ES20059,PER_10000,1.7
2019,INTRAV,ES20059,PER_10000,10.3
2019,INTRAV,ES01017,PER_10000,0
2019,INTRAV,ES01034,PER_10000,180.2
2020,INTRAV,ES48080,PER_10000,6.5
2019,INTRAV,ES48080,PER_10000,6.5
