Year,Series,Gaixotasun ez-kutsakorra,Sexua,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2019,Heriotza-tasa,Minbizia,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,226.5
2015,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,619.1
2021,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,46.9
2019,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,601.9
2014,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,605.0
2013,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,564.5
2010,Heriotza-tasa,Minbizia,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,209.0
2010,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,51.0
2015,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,300.9
2021,Heriotza-tasa,Minbizia,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,229.8
2017,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,614.1
2012,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,587.6
2017,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,294.9
2013,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,61.8
2011,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,286.1
2014,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,289.9
2010,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,278.7
2013,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,268.2
2016,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,620.9
2019,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,278.1
2022,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,607.0
2021,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,289.4
2018,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,620.5
2012,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,298.2
2018,Heriotza-tasa,Diabetesa,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,22.6
2016,Heriotza-tasa,Diabetesa,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,22.0
2014,Heriotza-tasa,Diabetesa,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,25.5
2018,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,292.8
2017,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,81.7
2010,Heriotza-tasa,Diabetesa,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,24.9
2015,Heriotza-tasa,Diabetesa,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,25.7
2012,Heriotza-tasa,Diabetesa,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,24.2
2023,Heriotza-tasa,Diabetesa,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,22.4
2017,Heriotza-tasa,Minbizia,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,218.5
2010,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,563.5
2020,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,594.9
2020,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,292.8
2011,Heriotza-tasa,Diabetesa,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,21.8
2020,Heriotza-tasa,Diabetesa,Emakumea,Bizkaia,,,PER_100000_POP,Bizkaia,25.2
2010,Heriotza-tasa,Minbizia,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,188.0
2012,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,68.0
2017,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,565.7
2020,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,47.3
2010,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,530.0
2010,Heriotza-tasa,Diabetesa,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,28.8
2011,Heriotza-tasa,Minbizia,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,203.9
2017,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,260.4
2016,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,539.6
2011,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,546.6
2020,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,535.3
2013,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,526.4
2011,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,59.6
2012,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,543.8
2019,Heriotza-tasa,Minbizia,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,209.8
2018,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,71.3
2019,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,554.0
2015,Heriotza-tasa,Minbizia,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,214.6
2018,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,575.1
2011,Heriotza-tasa,Diabetesa,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,26.7
2023,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,274.3
2018,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,264.5
2016,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,250.5
2023,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,566.4
2022,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,274.6
2019,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,65.0
2014,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,528.7
2021,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,572.4
2012,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,259.8
2023,Heriotza-tasa,Minbizia,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,209.5
2014,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,230.5
2015,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,258.1
2017,Heriotza-tasa,Diabetesa,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,16.7
2010,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,253.0
2020,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,264.7
2012,Heriotza-tasa,Diabetesa,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,26.6
2013,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,243.4
2022,Heriotza-tasa,Diabetesa,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,23.7
2021,Heriotza-tasa,Diabetesa,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,19.1
2017,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,74.0
2015,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,65.4
2018,Heriotza-tasa,Diabetesa,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,22.4
2016,Heriotza-tasa,Diabetesa,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,17.9
2013,Heriotza-tasa,Diabetesa,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,27.7
2019,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,257.9
2023,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,55.6
2019,Heriotza-tasa,Diabetesa,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,21.2
2015,Heriotza-tasa,Diabetesa,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,22.6
2023,Heriotza-tasa,Diabetesa,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,27.1
2011,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,256.3
2020,Heriotza-tasa,Diabetesa,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,21.7
2022,Heriotza-tasa,Minbizia,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,208.5
2014,Heriotza-tasa,Diabetesa,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,20.7
2020,Heriotza-tasa,Minbizia,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,201.6
2021,Heriotza-tasa,Minbizia,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,213.6
2016,Heriotza-tasa,Minbizia,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,200.2
2014,Heriotza-tasa,Minbizia,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,208.7
2013,Heriotza-tasa,Minbizia,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,196.9
2022,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,553.8
2017,Heriotza-tasa,Minbizia,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,214.6
2018,Heriotza-tasa,Minbizia,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,216.9
2012,Heriotza-tasa,Minbizia,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,189.3
2022,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,47.1
2021,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,41.7
2016,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,71.0
2014,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,68.8
2010,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,60.2
2013,Heriotza-tasa,Arnas gaixotasun kronikoak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,58.4
2015,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,560.7
2021,Heriotza-tasa,Gaixotasun kardiobaskularrak,Emakumea,Gipuzkoa,,,PER_100000_POP,Gipuzkoa,298.0
2015,Heriotza-tasa,Diabetesa,Gizona,,,,PER_100000_POP,,20.2
2019,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PER_100000_POP,,699.3
2011,Heriotza-tasa,Minbizia,Gizona,,,,PER_100000_POP,,351.9
2023,Heriotza-tasa,Diabetesa,Gizona,,,,PER_100000_POP,,19.9
2018,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,,,,PER_100000_POP,,260.1
2013,Heriotza-tasa,Diabetesa,Gizona,,,,PER_100000_POP,,19.2
2020,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PER_100000_POP,,668.5
2015,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,,,,PER_100000_POP,,256.4
2018,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,,,,PER_100000_POP,,88.8
2014,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PER_100000_POP,,689.1
2020,Heriotza-tasa,Minbizia,Gizona,,,,PER_100000_POP,,340.3
2020,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,,,,PER_100000_POP,,62.6
2018,Heriotza-tasa,Minbizia,Gizona,,,,PER_100000_POP,,353.9
2017,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,,,,PER_100000_POP,,257.1
2019,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,,,,PER_100000_POP,,85.6
2012,Heriotza-tasa,Minbizia,Gizona,,,,PER_100000_POP,,355.1
2014,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,,,,PER_100000_POP,,238.7
2021,Heriotza-tasa,Diabetesa,Gizona,,,,PER_100000_POP,,18.7
2011,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,,,,PER_100000_POP,,253.9
2011,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,,,,PER_100000_POP,,77.6
2011,Heriotza-tasa,Diabetesa,Gizona,,,,PER_100000_POP,,19.5
2017,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,,,,PER_100000_POP,,89.9
2022,Heriotza-tasa,Diabetesa,Gizona,,,,PER_100000_POP,,21.5
2019,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,,,,PER_100000_POP,,251.5
2012,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,,,,PER_100000_POP,,82.2
2023,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PER_100000_POP,,678.7
2012,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PER_100000_POP,,706.3
2017,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PER_100000_POP,,716.5
2010,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,,,,PER_100000_POP,,260.1
2022,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PER_100000_POP,,681.6
2016,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,,,,PER_100000_POP,,258.1
2018,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PER_100000_POP,,721.4
2015,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PER_100000_POP,,719.8
2021,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PER_100000_POP,,681.7
2010,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PER_100000_POP,,699.3
2014,Heriotza-tasa,Diabetesa,Gizona,,,,PER_100000_POP,,17.6
2015,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,,,,PER_100000_POP,,90.1
2011,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PER_100000_POP,,702.9
2016,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,,,,PER_100000_POP,,85.2
2021,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,,,,PER_100000_POP,,66.0
2023,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,,,,PER_100000_POP,,251.8
2023,Heriotza-tasa,Minbizia,Gizona,,,,PER_100000_POP,,340.0
2017,Heriotza-tasa,Minbizia,Gizona,,,,PER_100000_POP,,353.3
2010,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,,,,PER_100000_POP,,75.1
2010,Heriotza-tasa,Minbizia,Gizona,,,,PER_100000_POP,,343.2
2013,Heriotza-tasa,Minbizia,Gizona,,,,PER_100000_POP,,348.9
2012,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,,,,PER_100000_POP,,249.9
2015,Hilkortasun goiztiarraren tasa (30-70 urte),"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PT,,14.0
2016,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PER_100000_POP,,714.0
2020,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,,,,PER_100000_POP,,243.3
2014,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,,,,PER_100000_POP,,77.9
2021,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,,,,PER_100000_POP,,260.7
2019,Hilkortasun goiztiarraren tasa (30-70 urte),"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PT,,12.8
2015,Heriotza-tasa,Minbizia,Gizona,,,,PER_100000_POP,,353.1
2019,Heriotza-tasa,Diabetesa,Gizona,,,,PER_100000_POP,,18.4
2010,Heriotza-tasa,Diabetesa,Gizona,,,,PER_100000_POP,,20.9
2020,Heriotza-tasa,Diabetesa,Gizona,,,,PER_100000_POP,,22.3
2017,Heriotza-tasa,Diabetesa,Gizona,,,,PER_100000_POP,,16.3
2014,Heriotza-tasa,Minbizia,Gizona,,,,PER_100000_POP,,354.9
2023,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,,,,PER_100000_POP,,67.0
2022,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,,,,PER_100000_POP,,67.2
2022,Heriotza-tasa,Minbizia,Gizona,,,,PER_100000_POP,,340.1
2013,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PER_100000_POP,,691.4
2010,Hilkortasun goiztiarraren tasa (30-70 urte),"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,,,,PT,,15.4
2013,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,,,,PER_100000_POP,,244.5
2013,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,,,,PER_100000_POP,,78.8
2019,Heriotza-tasa,Minbizia,Gizona,,,,PER_100000_POP,,343.8
2022,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,,,,PER_100000_POP,,252.9
2021,Heriotza-tasa,Minbizia,Gizona,,,,PER_100000_POP,,336.3
2016,Heriotza-tasa,Diabetesa,Gizona,,,,PER_100000_POP,,18.7
2016,Heriotza-tasa,Minbizia,Gizona,,,,PER_100000_POP,,352.1
2018,Heriotza-tasa,Diabetesa,Gizona,,,,PER_100000_POP,,18.7
2012,Heriotza-tasa,Diabetesa,Gizona,,,,PER_100000_POP,,19.1
2015,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,79.2
2010,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,70.0
2023,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,595.0
2019,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,92.1
2013,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,85.7
2014,Heriotza-tasa,Minbizia,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,291.0
2019,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,203.3
2021,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,53.0
2018,Heriotza-tasa,Minbizia,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,319.7
2023,Heriotza-tasa,Minbizia,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,292.9
2023,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,65.3
2013,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,624.5
2016,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,641.5
2020,Heriotza-tasa,Minbizia,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,271.8
2012,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,86.4
2013,Heriotza-tasa,Minbizia,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,318.9
2014,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,67.4
2021,Heriotza-tasa,Minbizia,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,300.1
2018,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,630.8
2015,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,622.7
2020,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,559.6
2022,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,212.8
2022,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,579.0
2017,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,76.3
2016,Heriotza-tasa,Arnas gaixotasun kronikoak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,77.2
2020,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,200.9
2017,Heriotza-tasa,"Gaixotasun kardiobaskularrak, arnas gaixotasun kronikoak, minbizia edo diabetesa",Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,636.3
2023,Heriotza-tasa,Diabetesa,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,19.5
2011,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,195.5
2016,Heriotza-tasa,Minbizia,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,325.8
2014,Heriotza-tasa,Gaixotasun kardiobaskularrak,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,187.1
2018,Heriotza-tasa,Diabetesa,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,13.7
2019,Heriotza-tasa,Diabetesa,Gizona,Araba / Álava,,,PER_100000_POP,Araba / Álava,13.0
