Year,Province,County,Municipality,Units,GeoCode,Value
2017,,Bidasoa Beherea / Bajo Bidasoa,,Percentage,Bidasoa Beherea / Bajo Bidasoa,5.15
2018,,Bidasoa Beherea / Bajo Bidasoa,,Percentage,Bidasoa Beherea / Bajo Bidasoa,5.62
2019,,Bidasoa Beherea / Bajo Bidasoa,,Percentage,Bidasoa Beherea / Bajo Bidasoa,11.3
2020,,Bidasoa Beherea / Bajo Bidasoa,,Percentage,Bidasoa Beherea / Bajo Bidasoa,11.06
2021,,Bidasoa Beherea / Bajo Bidasoa,,Percentage,Bidasoa Beherea / Bajo Bidasoa,11.38
2010,,,Anoeta,Percentage,Anoeta,4.47
2011,,,Anoeta,Percentage,Anoeta,4.62
2012,,,Anoeta,Percentage,Anoeta,4.7
2013,,,Anoeta,Percentage,Anoeta,4.7
2014,,,Anoeta,Percentage,Anoeta,4.98
2015,,,Anoeta,Percentage,Anoeta,4.97
2016,,,Anoeta,Percentage,Anoeta,5.58
2017,,,Anoeta,Percentage,Anoeta,4.74
2018,,,Anoeta,Percentage,Anoeta,4.87
2019,,,Anoeta,Percentage,Anoeta,5.63
2020,,,Anoeta,Percentage,Anoeta,6.41
2021,,,Anoeta,Percentage,Anoeta,6.41
2010,,,Antzuola,Percentage,Antzuola,4.54
2011,,,Antzuola,Percentage,Antzuola,4.54
2012,,,Antzuola,Percentage,Antzuola,4.54
2013,,,Antzuola,Percentage,Antzuola,4.53
2014,,,Antzuola,Percentage,Antzuola,4.58
2015,,,Antzuola,Percentage,Antzuola,4.89
2016,,,Antzuola,Percentage,Antzuola,5.33
2017,,,Antzuola,Percentage,Antzuola,9.06
2018,,,Antzuola,Percentage,Antzuola,11.96
2019,,,Antzuola,Percentage,Antzuola,20.11
2020,,,Antzuola,Percentage,Antzuola,13.54
2021,,,Antzuola,Percentage,Antzuola,13.62
2010,,,Arama,Percentage,Arama,0.0
2011,,,Arama,Percentage,Arama,0.0
2012,,,Arama,Percentage,Arama,0.0
2013,,,Arama,Percentage,Arama,0.0
2014,,,Arama,Percentage,Arama,0.0
2015,,,Arama,Percentage,Arama,0.0
2016,,,Arama,Percentage,Arama,0.0
2017,,,Arama,Percentage,Arama,0.0
2018,,,Arama,Percentage,Arama,0.0
2019,,,Arama,Percentage,Arama,0.0
2020,,,Arama,Percentage,Arama,0.0
2021,,,Arama,Percentage,Arama,0.0
2010,,,Aretxabaleta,Percentage,Aretxabaleta,2.14
2011,,,Aretxabaleta,Percentage,Aretxabaleta,2.14
2012,,,Aretxabaleta,Percentage,Aretxabaleta,2.09
2013,,,Aretxabaleta,Percentage,Aretxabaleta,7.4
2014,,,Aretxabaleta,Percentage,Aretxabaleta,7.69
2015,,,Aretxabaleta,Percentage,Aretxabaleta,8.06
2016,,,Aretxabaleta,Percentage,Aretxabaleta,7.91
2017,,,Aretxabaleta,Percentage,Aretxabaleta,6.33
2018,,,Aretxabaleta,Percentage,Aretxabaleta,6.31
2019,,,Aretxabaleta,Percentage,Aretxabaleta,4.15
2020,,,Aretxabaleta,Percentage,Aretxabaleta,4.15
2021,,,Aretxabaleta,Percentage,Aretxabaleta,6.27
2010,,,Asteasu,Percentage,Asteasu,0.09
2011,,,Asteasu,Percentage,Asteasu,0.35
2012,,,Asteasu,Percentage,Asteasu,0.35
2013,,,Asteasu,Percentage,Asteasu,0.35
2014,,,Asteasu,Percentage,Asteasu,0.09
2015,,,Asteasu,Percentage,Asteasu,0.26
2016,,,Asteasu,Percentage,Asteasu,0.54
2017,,,Asteasu,Percentage,Asteasu,0.54
2018,,,Asteasu,Percentage,Asteasu,0.53
2019,,,Asteasu,Percentage,Asteasu,0.52
2020,,,Asteasu,Percentage,Asteasu,0.5
2021,,,Asteasu,Percentage,Asteasu,0.56
2010,,,Ataun,Percentage,Ataun,1.05
2011,,,Ataun,Percentage,Ataun,1.06
2012,,,Ataun,Percentage,Ataun,1.1
2013,,,Ataun,Percentage,Ataun,1.11
2014,,,Ataun,Percentage,Ataun,1.23
2015,,,Ataun,Percentage,Ataun,1.22
2016,,,Ataun,Percentage,Ataun,0.99
2017,,,Ataun,Percentage,Ataun,0.98
2018,,,Ataun,Percentage,Ataun,0.94
2019,,,Ataun,Percentage,Ataun,3.6
2020,,,Ataun,Percentage,Ataun,3.51
2021,,,Ataun,Percentage,Ataun,3.14
2010,,,Aia,Percentage,Aia,0.33
2011,,,Aia,Percentage,Aia,0.51
2012,,,Aia,Percentage,Aia,0.52
2013,,,Aia,Percentage,Aia,0.34
2014,,,Aia,Percentage,Aia,0.35
2015,,,Aia,Percentage,Aia,0.36
2016,,,Aia,Percentage,Aia,0.35
2017,,,Aia,Percentage,Aia,0.43
2018,,,Aia,Percentage,Aia,0.45
2019,,,Aia,Percentage,Aia,1.2
2020,,,Aia,Percentage,Aia,0.92
2021,,,Aia,Percentage,Aia,1.44
2010,,,Azkoitia,Percentage,Azkoitia,0.81
2011,,,Azkoitia,Percentage,Azkoitia,0.8
2012,,,Azkoitia,Percentage,Azkoitia,0.28
2013,,,Azkoitia,Percentage,Azkoitia,0.09
2014,,,Azkoitia,Percentage,Azkoitia,0.06
2015,,,Azkoitia,Percentage,Azkoitia,0.15
2016,,,Azkoitia,Percentage,Azkoitia,0.15
2017,,,Azkoitia,Percentage,Azkoitia,0.15
2018,,,Azkoitia,Percentage,Azkoitia,0.61
2019,,,Azkoitia,Percentage,Azkoitia,0.95
2020,,,Azkoitia,Percentage,Azkoitia,1.0
2021,,,Azkoitia,Percentage,Azkoitia,2.46
2010,,,Azpeitia,Percentage,Azpeitia,0.19
2011,,,Azpeitia,Percentage,Azpeitia,0.21
2012,,,Azpeitia,Percentage,Azpeitia,0.21
2013,,,Azpeitia,Percentage,Azpeitia,0.21
2014,,,Azpeitia,Percentage,Azpeitia,0.54
2015,,,Azpeitia,Percentage,Azpeitia,0.84
2016,,,Azpeitia,Percentage,Azpeitia,0.9
2017,,,Azpeitia,Percentage,Azpeitia,0.93
2018,,,Azpeitia,Percentage,Azpeitia,1.02
2019,,,Azpeitia,Percentage,Azpeitia,1.05
2020,,,Azpeitia,Percentage,Azpeitia,1.42
2021,,,Azpeitia,Percentage,Azpeitia,1.46
2010,,,Beasain,Percentage,Beasain,0.4
2011,,,Beasain,Percentage,Beasain,0.88
2012,,,Beasain,Percentage,Beasain,0.65
2013,,,Beasain,Percentage,Beasain,0.51
2014,,,Beasain,Percentage,Beasain,0.51
2015,,,Beasain,Percentage,Beasain,0.6
2016,,,Beasain,Percentage,Beasain,0.66
2017,,,Beasain,Percentage,Beasain,0.68
2018,,,Beasain,Percentage,Beasain,0.78
2019,,,Beasain,Percentage,Beasain,1.26
2020,,,Beasain,Percentage,Beasain,1.07
2021,,,Beasain,Percentage,Beasain,1.07
2010,,Debabarrena / Bajo Deba,,Percentage,Debabarrena / Bajo Deba,1.56
2011,,Debabarrena / Bajo Deba,,Percentage,Debabarrena / Bajo Deba,1.59
2012,,Debabarrena / Bajo Deba,,Percentage,Debabarrena / Bajo Deba,1.6
2013,,Debabarrena / Bajo Deba,,Percentage,Debabarrena / Bajo Deba,1.31
2014,,Debabarrena / Bajo Deba,,Percentage,Debabarrena / Bajo Deba,1.32
2015,,Debabarrena / Bajo Deba,,Percentage,Debabarrena / Bajo Deba,2.03
2016,,Debabarrena / Bajo Deba,,Percentage,Debabarrena / Bajo Deba,2.43
2017,,Debabarrena / Bajo Deba,,Percentage,Debabarrena / Bajo Deba,1.73
2018,,Debabarrena / Bajo Deba,,Percentage,Debabarrena / Bajo Deba,1.77
2019,,Debabarrena / Bajo Deba,,Percentage,Debabarrena / Bajo Deba,3.63
2020,,Debabarrena / Bajo Deba,,Percentage,Debabarrena / Bajo Deba,3.02
2021,,Debabarrena / Bajo Deba,,Percentage,Debabarrena / Bajo Deba,3.66
2010,,,Beizama,Percentage,Beizama,3.9
2011,,,Beizama,Percentage,Beizama,3.67
2012,,,Beizama,Percentage,Beizama,3.67
2013,,,Beizama,Percentage,Beizama,3.67
2014,,,Beizama,Percentage,Beizama,3.25
2015,,,Beizama,Percentage,Beizama,3.29
2016,,,Beizama,Percentage,Beizama,3.68
2017,,,Beizama,Percentage,Beizama,3.72
2018,,,Beizama,Percentage,Beizama,3.23
2019,,,Beizama,Percentage,Beizama,3.78
2020,,,Beizama,Percentage,Beizama,3.35
2021,,,Beizama,Percentage,Beizama,19.76
2010,,,Belauntza,Percentage,Belauntza,0.0
2011,,,Belauntza,Percentage,Belauntza,0.0
2012,,,Belauntza,Percentage,Belauntza,0.0
2013,,,Belauntza,Percentage,Belauntza,0.0
2014,,,Belauntza,Percentage,Belauntza,0.0
2015,,,Belauntza,Percentage,Belauntza,0.14
2016,,,Belauntza,Percentage,Belauntza,0.0
2017,,,Belauntza,Percentage,Belauntza,0.0
2018,,,Belauntza,Percentage,Belauntza,0.0
2019,,,Belauntza,Percentage,Belauntza,0.0
2020,,,Belauntza,Percentage,Belauntza,0.0
2021,,,Belauntza,Percentage,Belauntza,0.0
2010,,,Berastegi,Percentage,Berastegi,0.0
2011,,,Berastegi,Percentage,Berastegi,0.0
2012,,,Berastegi,Percentage,Berastegi,0.0
2013,,,Berastegi,Percentage,Berastegi,0.0
2014,,,Berastegi,Percentage,Berastegi,0.0
2015,,,Berastegi,Percentage,Berastegi,0.0
2016,,,Berastegi,Percentage,Berastegi,0.0
2017,,,Berastegi,Percentage,Berastegi,0.0
2018,,,Berastegi,Percentage,Berastegi,0.0
2019,,,Berastegi,Percentage,Berastegi,0.0
2020,,,Berastegi,Percentage,Berastegi,0.0
2021,,,Berastegi,Percentage,Berastegi,0.0
2010,,,Berrobi,Percentage,Berrobi,3.75
2011,,,Berrobi,Percentage,Berrobi,3.79
2012,,,Berrobi,Percentage,Berrobi,3.21
2013,,,Berrobi,Percentage,Berrobi,3.86
2014,,,Berrobi,Percentage,Berrobi,3.94
2015,,,Berrobi,Percentage,Berrobi,4.04
2016,,,Berrobi,Percentage,Berrobi,4.51
2017,,,Berrobi,Percentage,Berrobi,3.34
2018,,,Berrobi,Percentage,Berrobi,3.66
2019,,,Berrobi,Percentage,Berrobi,4.3
2020,,,Berrobi,Percentage,Berrobi,3.65
2021,,,Berrobi,Percentage,Berrobi,3.18
2010,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,0.0
2011,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,0.0
2012,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,0.0
2013,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,0.0
2014,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,0.0
2015,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,0.0
2016,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,0.0
2017,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,0.0
2018,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,0.0
2019,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,0.0
2020,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,7.14
2021,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,5.56
2010,,,Zegama,Percentage,Zegama,0.11
2011,,,Zegama,Percentage,Zegama,0.11
2012,,,Zegama,Percentage,Zegama,0.11
2013,,,Zegama,Percentage,Zegama,0.35
2014,,,Zegama,Percentage,Zegama,0.39
2015,,,Zegama,Percentage,Zegama,0.34
2016,,,Zegama,Percentage,Zegama,0.39
2017,,,Zegama,Percentage,Zegama,0.24
2018,,,Zegama,Percentage,Zegama,0.24
2019,,,Zegama,Percentage,Zegama,0.24
2020,,,Zegama,Percentage,Zegama,0.24
2021,,,Zegama,Percentage,Zegama,0.24
2010,,,Zerain,Percentage,Zerain,0.0
2011,,,Zerain,Percentage,Zerain,0.0
2012,,,Zerain,Percentage,Zerain,0.0
2013,,,Zerain,Percentage,Zerain,0.0
2014,,,Zerain,Percentage,Zerain,0.17
2015,,,Zerain,Percentage,Zerain,0.17
2016,,,Zerain,Percentage,Zerain,0.9
2017,,,Zerain,Percentage,Zerain,1.7
2018,,,Zerain,Percentage,Zerain,1.7
2019,,,Zerain,Percentage,Zerain,1.98
2020,,,Zerain,Percentage,Zerain,2.56
2021,,,Zerain,Percentage,Zerain,2.83
2010,,,Zestoa,Percentage,Zestoa,2.38
2011,,,Zestoa,Percentage,Zestoa,2.49
2012,,,Zestoa,Percentage,Zestoa,2.49
2013,,,Zestoa,Percentage,Zestoa,2.47
2014,,,Zestoa,Percentage,Zestoa,2.15
2015,,,Zestoa,Percentage,Zestoa,2.14
2016,,,Zestoa,Percentage,Zestoa,2.14
2017,,,Zestoa,Percentage,Zestoa,1.58
2018,,,Zestoa,Percentage,Zestoa,1.95
2019,,,Zestoa,Percentage,Zestoa,2.25
2020,,,Zestoa,Percentage,Zestoa,2.6
2021,,,Zestoa,Percentage,Zestoa,3.22
2010,,,Zizurkil,Percentage,Zizurkil,0.0
2011,,,Zizurkil,Percentage,Zizurkil,0.0
2012,,,Zizurkil,Percentage,Zizurkil,0.0
2013,,,Zizurkil,Percentage,Zizurkil,0.0
2014,,,Zizurkil,Percentage,Zizurkil,0.0
2015,,,Zizurkil,Percentage,Zizurkil,0.04
2016,,,Zizurkil,Percentage,Zizurkil,0.12
2017,,,Zizurkil,Percentage,Zizurkil,0.13
2018,,,Zizurkil,Percentage,Zizurkil,0.12
2019,,,Zizurkil,Percentage,Zizurkil,0.17
2020,,,Zizurkil,Percentage,Zizurkil,0.16
2021,,,Zizurkil,Percentage,Zizurkil,1.03
2010,,,Deba,Percentage,Deba,2.57
2011,,,Deba,Percentage,Deba,2.63
2012,,,Deba,Percentage,Deba,2.65
2013,,,Deba,Percentage,Deba,2.18
2014,,,Deba,Percentage,Deba,2.05
2015,,,Deba,Percentage,Deba,3.71
2016,,,Deba,Percentage,Deba,4.57
2017,,,Deba,Percentage,Deba,2.19
2018,,,Deba,Percentage,Deba,2.28
2019,,,Deba,Percentage,Deba,4.23
2020,,,Deba,Percentage,Deba,3.47
2021,,,Deba,Percentage,Deba,3.87
2010,,Debagoiena / Alto Deba,,Percentage,Debagoiena / Alto Deba,1.37
2011,,Debagoiena / Alto Deba,,Percentage,Debagoiena / Alto Deba,1.32
2012,,Debagoiena / Alto Deba,,Percentage,Debagoiena / Alto Deba,1.34
2013,,Debagoiena / Alto Deba,,Percentage,Debagoiena / Alto Deba,2.04
2014,,Debagoiena / Alto Deba,,Percentage,Debagoiena / Alto Deba,2.17
2015,,Debagoiena / Alto Deba,,Percentage,Debagoiena / Alto Deba,2.31
2016,,Debagoiena / Alto Deba,,Percentage,Debagoiena / Alto Deba,2.29
2017,,Debagoiena / Alto Deba,,Percentage,Debagoiena / Alto Deba,2.23
2018,,Debagoiena / Alto Deba,,Percentage,Debagoiena / Alto Deba,2.66
2019,,Debagoiena / Alto Deba,,Percentage,Debagoiena / Alto Deba,3.24
2020,,Debagoiena / Alto Deba,,Percentage,Debagoiena / Alto Deba,3.14
2021,,Debagoiena / Alto Deba,,Percentage,Debagoiena / Alto Deba,3.4
2010,,,Eibar,Percentage,Eibar,2.07
2011,,,Eibar,Percentage,Eibar,2.07
2012,,,Eibar,Percentage,Eibar,2.07
2013,,,Eibar,Percentage,Eibar,2.07
2014,,,Eibar,Percentage,Eibar,3.05
2015,,,Eibar,Percentage,Eibar,3.45
2016,,,Eibar,Percentage,Eibar,2.4
2017,,,Eibar,Percentage,Eibar,3.44
2018,,,Eibar,Percentage,Eibar,3.35
2019,,,Eibar,Percentage,Eibar,6.48
2020,,,Eibar,Percentage,Eibar,6.16
2021,,,Eibar,Percentage,Eibar,7.33
2010,,,Elduain,Percentage,Elduain,0.0
2011,,,Elduain,Percentage,Elduain,0.0
2012,,,Elduain,Percentage,Elduain,0.0
2013,,,Elduain,Percentage,Elduain,0.0
2014,,,Elduain,Percentage,Elduain,0.2
2015,,,Elduain,Percentage,Elduain,0.2
2016,,,Elduain,Percentage,Elduain,0.29
2017,,,Elduain,Percentage,Elduain,0.29
2018,,,Elduain,Percentage,Elduain,0.37
2019,,,Elduain,Percentage,Elduain,0.39
2020,,,Elduain,Percentage,Elduain,0.4
2021,,,Elduain,Percentage,Elduain,0.4
2010,,,Elgoibar,Percentage,Elgoibar,1.19
2011,,,Elgoibar,Percentage,Elgoibar,1.23
2012,,,Elgoibar,Percentage,Elgoibar,1.24
2013,,,Elgoibar,Percentage,Elgoibar,0.59
2014,,,Elgoibar,Percentage,Elgoibar,0.71
2015,,,Elgoibar,Percentage,Elgoibar,0.71
2016,,,Elgoibar,Percentage,Elgoibar,1.65
2017,,,Elgoibar,Percentage,Elgoibar,1.65
2018,,,Elgoibar,Percentage,Elgoibar,1.76
2019,,,Elgoibar,Percentage,Elgoibar,4.07
2020,,,Elgoibar,Percentage,Elgoibar,3.23
2021,,,Elgoibar,Percentage,Elgoibar,4.02
2010,,,Elgeta,Percentage,Elgeta,0.0
2011,,,Elgeta,Percentage,Elgeta,0.0
2012,,,Elgeta,Percentage,Elgeta,0.0
2013,,,Elgeta,Percentage,Elgeta,0.0
2014,,,Elgeta,Percentage,Elgeta,0.0
2015,,,Elgeta,Percentage,Elgeta,0.0
2016,,,Elgeta,Percentage,Elgeta,0.0
2017,,,Elgeta,Percentage,Elgeta,0.0
2018,,,Elgeta,Percentage,Elgeta,0.0
2019,,,Elgeta,Percentage,Elgeta,0.0
2020,,,Elgeta,Percentage,Elgeta,0.0
2021,,,Elgeta,Percentage,Elgeta,1.21
2010,,,Eskoriatza,Percentage,Eskoriatza,3.24
2011,,,Eskoriatza,Percentage,Eskoriatza,2.43
2012,,,Eskoriatza,Percentage,Eskoriatza,2.28
2013,,,Eskoriatza,Percentage,Eskoriatza,2.13
2014,,,Eskoriatza,Percentage,Eskoriatza,2.2
2015,,,Eskoriatza,Percentage,Eskoriatza,2.12
2016,,,Eskoriatza,Percentage,Eskoriatza,2.23
2017,,,Eskoriatza,Percentage,Eskoriatza,2.19
2018,,,Eskoriatza,Percentage,Eskoriatza,2.48
2019,,,Eskoriatza,Percentage,Eskoriatza,2.67
2020,,,Eskoriatza,Percentage,Eskoriatza,2.65
2021,,,Eskoriatza,Percentage,Eskoriatza,5.39
2010,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,0.87
2011,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,0.87
2012,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,2.68
2013,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,2.89
2014,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,4.95
2015,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,5.63
2016,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,5.25
2017,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,5.4
2018,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,5.45
2019,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,7.67
2020,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,7.7
2021,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,8.4
2010,,,Hondarribia,Percentage,Hondarribia,0.04
2011,,,Hondarribia,Percentage,Hondarribia,0.09
2012,,,Hondarribia,Percentage,Hondarribia,0.09
2013,,,Hondarribia,Percentage,Hondarribia,0.09
2014,,,Hondarribia,Percentage,Hondarribia,0.23
2015,,,Hondarribia,Percentage,Hondarribia,0.2
2016,,,Hondarribia,Percentage,Hondarribia,0.27
2017,,,Hondarribia,Percentage,Hondarribia,0.73
2018,,,Hondarribia,Percentage,Hondarribia,0.66
2019,,,Hondarribia,Percentage,Hondarribia,1.47
2020,,,Hondarribia,Percentage,Hondarribia,1.27
2021,,,Hondarribia,Percentage,Hondarribia,1.34
2010,,,Gaintza,Percentage,Gaintza,0.0
2011,,,Gaintza,Percentage,Gaintza,0.0
2012,,,Gaintza,Percentage,Gaintza,0.0
2013,,,Gaintza,Percentage,Gaintza,0.0
2014,,,Gaintza,Percentage,Gaintza,0.0
2015,,,Gaintza,Percentage,Gaintza,0.0
2016,,,Gaintza,Percentage,Gaintza,0.0
2017,,,Gaintza,Percentage,Gaintza,0.0
2018,,,Gaintza,Percentage,Gaintza,0.0
2019,,,Gaintza,Percentage,Gaintza,0.0
2020,,,Gaintza,Percentage,Gaintza,1.4
2021,,,Gaintza,Percentage,Gaintza,1.39
2010,,,Gabiria,Percentage,Gabiria,0.0
2011,,,Gabiria,Percentage,Gabiria,0.0
2012,,,Gabiria,Percentage,Gabiria,0.37
2013,,,Gabiria,Percentage,Gabiria,0.0
2014,,,Gabiria,Percentage,Gabiria,0.0
2015,,,Gabiria,Percentage,Gabiria,0.0
2016,,,Gabiria,Percentage,Gabiria,0.0
2017,,,Gabiria,Percentage,Gabiria,0.17
2018,,,Gabiria,Percentage,Gabiria,0.18
2019,,,Gabiria,Percentage,Gabiria,0.0
2020,,,Gabiria,Percentage,Gabiria,0.73
2021,,,Gabiria,Percentage,Gabiria,0.0
2010,,,Getaria,Percentage,Getaria,0.53
2011,,,Getaria,Percentage,Getaria,0.39
2012,,,Getaria,Percentage,Getaria,0.49
2013,,,Getaria,Percentage,Getaria,0.84
2014,,,Getaria,Percentage,Getaria,0.84
2015,,,Getaria,Percentage,Getaria,1.01
2016,,,Getaria,Percentage,Getaria,1.01
2017,,,Getaria,Percentage,Getaria,1.05
2018,,,Getaria,Percentage,Getaria,2.53
2019,,,Getaria,Percentage,Getaria,1.07
2020,,,Getaria,Percentage,Getaria,1.03
2021,,,Getaria,Percentage,Getaria,1.0
2010,,Donostialdea,,Percentage,Donostialdea,0.96
2011,,Donostialdea,,Percentage,Donostialdea,1.04
2012,,Donostialdea,,Percentage,Donostialdea,1.03
2013,,Donostialdea,,Percentage,Donostialdea,1.06
2014,,Donostialdea,,Percentage,Donostialdea,1.14
2015,,Donostialdea,,Percentage,Donostialdea,1.24
2016,,Donostialdea,,Percentage,Donostialdea,1.29
2017,,Donostialdea,,Percentage,Donostialdea,1.46
2018,,Donostialdea,,Percentage,Donostialdea,1.61
2019,,Donostialdea,,Percentage,Donostialdea,1.77
2020,,Donostialdea,,Percentage,Donostialdea,1.92
2021,,Donostialdea,,Percentage,Donostialdea,2.73
2010,,,Hernani,Percentage,Hernani,2.83
2011,,,Hernani,Percentage,Hernani,2.96
2012,,,Hernani,Percentage,Hernani,2.84
2013,,,Hernani,Percentage,Hernani,2.84
2014,,,Hernani,Percentage,Hernani,3.02
2015,,,Hernani,Percentage,Hernani,3.22
2016,,,Hernani,Percentage,Hernani,3.18
2017,,,Hernani,Percentage,Hernani,3.19
2018,,,Hernani,Percentage,Hernani,3.91
2019,,,Hernani,Percentage,Hernani,3.8
2020,,,Hernani,Percentage,Hernani,4.03
2021,,,Hernani,Percentage,Hernani,6.91
2010,,,Hernialde,Percentage,Hernialde,0.0
2011,,,Hernialde,Percentage,Hernialde,0.0
2012,,,Hernialde,Percentage,Hernialde,0.0
2013,,,Hernialde,Percentage,Hernialde,0.0
2014,,,Hernialde,Percentage,Hernialde,0.0
2015,,,Hernialde,Percentage,Hernialde,0.0
2016,,,Hernialde,Percentage,Hernialde,0.0
2017,,,Hernialde,Percentage,Hernialde,0.0
2018,,,Hernialde,Percentage,Hernialde,0.0
2019,,,Hernialde,Percentage,Hernialde,0.63
2020,,,Hernialde,Percentage,Hernialde,0.62
2021,,,Hernialde,Percentage,Hernialde,0.62
2010,,,Ibarra,Percentage,Ibarra,0.0
2011,,,Ibarra,Percentage,Ibarra,0.0
2012,,,Ibarra,Percentage,Ibarra,0.49
2013,,,Ibarra,Percentage,Ibarra,1.26
2014,,,Ibarra,Percentage,Ibarra,2.25
2015,,,Ibarra,Percentage,Ibarra,0.0
2016,,,Ibarra,Percentage,Ibarra,0.0
2017,,,Ibarra,Percentage,Ibarra,0.0
2018,,,Ibarra,Percentage,Ibarra,0.0
2019,,,Ibarra,Percentage,Ibarra,0.0
2020,,,Ibarra,Percentage,Ibarra,0.0
2021,,,Ibarra,Percentage,Ibarra,0.0
2010,,,Idiazabal,Percentage,Idiazabal,0.0
2011,,,Idiazabal,Percentage,Idiazabal,0.41
2012,,,Idiazabal,Percentage,Idiazabal,0.6
2013,,,Idiazabal,Percentage,Idiazabal,0.6
2014,,,Idiazabal,Percentage,Idiazabal,0.68
2015,,,Idiazabal,Percentage,Idiazabal,0.7
2016,,,Idiazabal,Percentage,Idiazabal,0.64
2017,,,Idiazabal,Percentage,Idiazabal,0.64
2018,,,Idiazabal,Percentage,Idiazabal,0.66
2019,,,Idiazabal,Percentage,Idiazabal,1.04
2020,,,Idiazabal,Percentage,Idiazabal,1.68
2021,,,Idiazabal,Percentage,Idiazabal,1.49
2010,,,Ikaztegieta,Percentage,Ikaztegieta,0.0
2011,,,Ikaztegieta,Percentage,Ikaztegieta,0.0
2012,,,Ikaztegieta,Percentage,Ikaztegieta,0.0
2013,,,Ikaztegieta,Percentage,Ikaztegieta,0.0
2014,,,Ikaztegieta,Percentage,Ikaztegieta,0.0
2015,,,Ikaztegieta,Percentage,Ikaztegieta,0.0
2016,,,Ikaztegieta,Percentage,Ikaztegieta,0.0
2017,,,Ikaztegieta,Percentage,Ikaztegieta,4.85
2018,,,Ikaztegieta,Percentage,Ikaztegieta,4.85
2019,,,Ikaztegieta,Percentage,Ikaztegieta,5.17
2020,,,Ikaztegieta,Percentage,Ikaztegieta,5.24
2021,,,Ikaztegieta,Percentage,Ikaztegieta,5.17
2010,,,Irun,Percentage,Irun,0.0
2011,,,Irun,Percentage,Irun,0.0
2012,,,Irun,Percentage,Irun,0.0
2013,,,Irun,Percentage,Irun,0.59
2014,,,Irun,Percentage,Irun,0.59
2015,,,Irun,Percentage,Irun,0.61
2016,,,Irun,Percentage,Irun,0.6
2017,,,Irun,Percentage,Irun,8.9
2018,,,Irun,Percentage,Irun,9.84
2019,,,Irun,Percentage,Irun,19.65
2020,,,Irun,Percentage,Irun,19.83
2021,,,Irun,Percentage,Irun,20.38
2010,,,Irura,Percentage,Irura,3.69
2011,,,Irura,Percentage,Irura,3.69
2012,,,Irura,Percentage,Irura,3.69
2013,,,Irura,Percentage,Irura,3.69
2014,,,Irura,Percentage,Irura,3.69
2015,,,Irura,Percentage,Irura,3.69
2016,,,Irura,Percentage,Irura,3.69
2017,,,Irura,Percentage,Irura,0.0
2018,,,Irura,Percentage,Irura,0.0
2019,,,Irura,Percentage,Irura,0.0
2020,,,Irura,Percentage,Irura,0.0
2021,,,Irura,Percentage,Irura,0.0
2010,,,Itsasondo,Percentage,Itsasondo,0.0
2011,,,Itsasondo,Percentage,Itsasondo,0.0
2012,,,Itsasondo,Percentage,Itsasondo,0.0
2013,,,Itsasondo,Percentage,Itsasondo,0.0
2014,,,Itsasondo,Percentage,Itsasondo,0.0
2015,,,Itsasondo,Percentage,Itsasondo,0.0
2016,,,Itsasondo,Percentage,Itsasondo,0.0
2017,,,Itsasondo,Percentage,Itsasondo,0.0
2018,,,Itsasondo,Percentage,Itsasondo,0.0
2019,,,Itsasondo,Percentage,Itsasondo,0.0
2020,,,Itsasondo,Percentage,Itsasondo,0.0
2021,,,Itsasondo,Percentage,Itsasondo,0.0
2010,,,Larraul,Percentage,Larraul,0.0
2011,,,Larraul,Percentage,Larraul,0.0
2012,,,Larraul,Percentage,Larraul,0.0
2013,,,Larraul,Percentage,Larraul,0.0
2014,,,Larraul,Percentage,Larraul,0.0
2015,,,Larraul,Percentage,Larraul,0.0
2016,,,Larraul,Percentage,Larraul,0.0
2017,,,Larraul,Percentage,Larraul,0.0
2018,,,Larraul,Percentage,Larraul,0.0
2019,,,Larraul,Percentage,Larraul,0.0
2020,,,Larraul,Percentage,Larraul,0.0
2021,,,Larraul,Percentage,Larraul,0.0
