Year,Edad,Sexo,Territorio,Units,Value
2016,10-14 años,Mujer,Ibarra,Porcentaje,0.0
2014,10-14 años,Mujer,Ibarrangelu,Porcentaje,0.0
2021,10-14 años,Mujer,Vitoria-Gasteiz,Porcentaje,0.0
2014,10-14 años,Mujer,Lagrán,Porcentaje,0.0
2016,10-14 años,Mujer,Hernani,Porcentaje,0.0
2019,10-14 años,Mujer,Hernani,Porcentaje,0.0
2020,10-14 años,Mujer,Hernani,Porcentaje,0.0
2019,10-14 años,Mujer,Getxo,Porcentaje,0.0
2020,10-14 años,Mujer,Getxo,Porcentaje,0.0
2014,10-14 años,Mujer,Hernani,Porcentaje,0.0
2021,10-14 años,Mujer,Getxo,Porcentaje,0.0
2022,10-14 años,Mujer,Getxo,Porcentaje,0.0
2010,10-14 años,Mujer,Hernani,Porcentaje,0.0
2013,10-14 años,Mujer,Getxo,Porcentaje,0.0
2010,10-14 años,Mujer,Getxo,Porcentaje,0.0
2020,10-14 años,Mujer,Vitoria-Gasteiz,Porcentaje,0.0
2022,10-14 años,Mujer,Hernani,Porcentaje,0.0
2013,10-14 años,Mujer,Hernani,Porcentaje,0.0
2010,10-14 años,Mujer,Lagrán,Porcentaje,0.0
2014,10-14 años,Mujer,Getxo,Porcentaje,0.0
2015,10-14 años,Mujer,Getxo,Porcentaje,0.0
2018,10-14 años,Mujer,Hernani,Porcentaje,0.0
2020,10-14 años,Mujer,Lagrán,Porcentaje,0.0
2016,10-14 años,Mujer,Vitoria-Gasteiz,Porcentaje,0.0
2019,10-14 años,Mujer,Vitoria-Gasteiz,Porcentaje,0.0
2021,10-14 años,Mujer,Hernani,Porcentaje,0.0
2010,10-14 años,Mujer,Berantevilla,Porcentaje,0.0
2021,10-14 años,Mujer,Gorliz,Porcentaje,0.0
2019,10-14 años,Mujer,Gorliz,Porcentaje,0.0
2013,10-14 años,Mujer,Gorliz,Porcentaje,0.0
2016,10-14 años,Mujer,Gorliz,Porcentaje,0.0
2015,10-14 años,Mujer,Gorliz,Porcentaje,0.0
2010,10-14 años,Mujer,Gorliz,Porcentaje,0.0
2018,10-14 años,Mujer,Gorliz,Porcentaje,0.0
2014,10-14 años,Mujer,Gorliz,Porcentaje,0.0
2020,10-14 años,Mujer,Gorliz,Porcentaje,0.0
2018,10-14 años,Mujer,Vitoria-Gasteiz,Porcentaje,0.0
2020,10-14 años,Mujer,Ispaster,Porcentaje,0.0
2013,10-14 años,Mujer,Ispaster,Porcentaje,0.0
2019,10-14 años,Mujer,Lagrán,Porcentaje,0.0
2013,10-14 años,Mujer,Arratzua-Ubarrundia,Porcentaje,0.0
2010,10-14 años,Mujer,Vitoria-Gasteiz,Porcentaje,0.0
2021,10-14 años,Mujer,Donostialdea,Porcentaje,0.0
2021,10-14 años,Mujer,Gordexola,Porcentaje,0.0
2020,10-14 años,Mujer,Gordexola,Porcentaje,0.0
2022,10-14 años,Mujer,Donostialdea,Porcentaje,0.0
2014,10-14 años,Mujer,Gordexola,Porcentaje,0.0
2018,10-14 años,Mujer,Gordexola,Porcentaje,0.0
2015,10-14 años,Mujer,Gordexola,Porcentaje,0.0
2022,10-14 años,Mujer,Gordexola,Porcentaje,0.0
2010,10-14 años,Mujer,Idiazabal,Porcentaje,0.0
2010,10-14 años,Mujer,Gordexola,Porcentaje,0.0
2013,10-14 años,Mujer,Gordexola,Porcentaje,0.0
2019,10-14 años,Mujer,Donostialdea,Porcentaje,0.0
2013,10-14 años,Mujer,Vitoria-Gasteiz,Porcentaje,0.0
2019,10-14 años,Mujer,Gordexola,Porcentaje,0.0
2016,10-14 años,Mujer,Donostialdea,Porcentaje,0.0
2014,10-14 años,Mujer,Donostialdea,Porcentaje,0.0
2014,10-14 años,Mujer,Idiazabal,Porcentaje,0.0
2018,10-14 años,Mujer,Donostialdea,Porcentaje,0.0
2015,10-14 años,Mujer,Donostialdea,Porcentaje,0.0
2020,10-14 años,Mujer,Donostialdea,Porcentaje,0.0
2021,10-14 años,Mujer,Gautegiz Arteaga,Porcentaje,0.0
2016,10-14 años,Mujer,Gautegiz Arteaga,Porcentaje,0.0
2022,10-14 años,Mujer,Gautegiz Arteaga,Porcentaje,0.0
2014,10-14 años,Mujer,Gautegiz Arteaga,Porcentaje,0.0
2015,10-14 años,Mujer,Gautegiz Arteaga,Porcentaje,0.0
2015,10-14 años,Mujer,Vitoria-Gasteiz,Porcentaje,0.0
2010,10-14 años,Mujer,Gautegiz Arteaga,Porcentaje,0.0
2013,10-14 años,Mujer,Gautegiz Arteaga,Porcentaje,0.0
2018,10-14 años,Mujer,Gautegiz Arteaga,Porcentaje,0.0
2016,10-14 años,Mujer,Lagrán,Porcentaje,0.0
2021,10-14 años,Mujer,Yécora/Iekora,Porcentaje,0.0
2018,10-14 años,Mujer,Gernika-Bermeo,Porcentaje,0.0
2019,10-14 años,Mujer,Berantevilla,Porcentaje,0.0
2022,10-14 años,Mujer,Vitoria-Gasteiz,Porcentaje,0.0
2020,10-14 años,Mujer,Gernika-Bermeo,Porcentaje,0.0
2014,10-14 años,Mujer,Yécora/Iekora,Porcentaje,0.0
2022,10-14 años,Mujer,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2018,10-14 años,Mujer,Gatika,Porcentaje,0.0
2021,10-14 años,Mujer,Getaria,Porcentaje,0.0
2019,10-14 años,Mujer,Gatika,Porcentaje,0.0
2014,10-14 años,Mujer,Getaria,Porcentaje,0.0
2020,10-14 años,Mujer,Gatika,Porcentaje,0.0
2010,10-14 años,Mujer,Getaria,Porcentaje,0.0
2016,10-14 años,Mujer,Gatika,Porcentaje,0.0
2010,10-14 años,Mujer,Gatika,Porcentaje,0.0
2015,10-14 años,Mujer,Getaria,Porcentaje,0.0
2022,10-14 años,Mujer,Gatika,Porcentaje,0.0
2013,10-14 años,Mujer,Gatika,Porcentaje,0.0
2013,10-14 años,Mujer,Getaria,Porcentaje,0.0
2022,10-14 años,Mujer,Getaria,Porcentaje,0.0
2021,10-14 años,Mujer,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2013,10-14 años,Mujer,Berantevilla,Porcentaje,0.0
2016,10-14 años,Mujer,Enkartazioak / Encartaciones,Porcentaje,0.0
2014,10-14 años,Mujer,Enkartazioak / Encartaciones,Porcentaje,0.0
2010,10-14 años,Mujer,Enkartazioak / Encartaciones,Porcentaje,0.0
2016,10-14 años,Mujer,Idiazabal,Porcentaje,0.0
2022,10-14 años,Mujer,Enkartazioak / Encartaciones,Porcentaje,0.0
2018,10-14 años,Mujer,Enkartazioak / Encartaciones,Porcentaje,0.0
2015,10-14 años,Mujer,Enkartazioak / Encartaciones,Porcentaje,0.0
2020,10-14 años,Mujer,Enkartazioak / Encartaciones,Porcentaje,0.0
2019,10-14 años,Mujer,Enkartazioak / Encartaciones,Porcentaje,0.0
2020,10-14 años,Mujer,Getaria,Porcentaje,0.0
2021,10-14 años,Mujer,Enkartazioak / Encartaciones,Porcentaje,0.0
2014,10-14 años,Mujer,Izurtza,Porcentaje,0.0
2010,10-14 años,Mujer,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2014,10-14 años,Mujer,Legutio,Porcentaje,0.0
2022,10-14 años,Mujer,Legutio,Porcentaje,0.0
2014,10-14 años,Mujer,Berantevilla,Porcentaje,0.0
2021,10-14 años,Mujer,Gabiria,Porcentaje,0.0
2010,10-14 años,Mujer,Legutio,Porcentaje,0.0
2019,10-14 años,Mujer,Gabiria,Porcentaje,0.0
2016,10-14 años,Mujer,Gabiria,Porcentaje,0.0
2013,10-14 años,Mujer,Legutio,Porcentaje,0.0
2014,10-14 años,Mujer,Gabiria,Porcentaje,0.0
2010,10-14 años,Mujer,Garai,Porcentaje,0.0
2021,10-14 años,Mujer,Garai,Porcentaje,0.0
2010,10-14 años,Mujer,Gabiria,Porcentaje,0.0
2014,10-14 años,Mujer,Garai,Porcentaje,0.0
2019,10-14 años,Mujer,Garai,Porcentaje,0.0
2016,10-14 años,Mujer,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2020,10-14 años,Mujer,Gabiria,Porcentaje,0.0
2013,10-14 años,Mujer,Garai,Porcentaje,0.0
2020,10-14 años,Mujer,Garai,Porcentaje,0.0
2022,10-14 años,Mujer,Garai,Porcentaje,0.0
2020,10-14 años,Mujer,Legutio,Porcentaje,0.0
2015,10-14 años,Mujer,Gabiria,Porcentaje,0.0
2021,10-14 años,Mujer,,Porcentaje,0.0
2020,10-14 años,Mujer,Aramaio,Porcentaje,0.0
2022,10-14 años,Mujer,Gabiria,Porcentaje,0.0
2016,10-14 años,Mujer,Legutio,Porcentaje,0.0
2014,10-14 años,Mujer,Ikaztegieta,Porcentaje,0.0
2014,10-14 años,Mujer,Lanestosa,Porcentaje,0.0
2018,10-14 años,Mujer,Legutio,Porcentaje,0.0
2016,10-14 años,Mujer,Gamiz-Fika,Porcentaje,0.0
2022,10-14 años,Mujer,Lanestosa,Porcentaje,0.0
2013,10-14 años,Mujer,Gamiz-Fika,Porcentaje,0.0
2019,10-14 años,Mujer,Legutio,Porcentaje,0.0
2018,10-14 años,Mujer,Gamiz-Fika,Porcentaje,0.0
2020,10-14 años,Mujer,Gamiz-Fika,Porcentaje,0.0
2014,10-14 años,Mujer,Gamiz-Fika,Porcentaje,0.0
2019,10-14 años,Mujer,Gamiz-Fika,Porcentaje,0.0
2021,10-14 años,Mujer,Gamiz-Fika,Porcentaje,0.0
2015,10-14 años,Mujer,Gamiz-Fika,Porcentaje,0.0
2021,10-14 años,Mujer,Legutio,Porcentaje,0.0
2019,10-14 años,Mujer,Lanestosa,Porcentaje,0.0
2016,10-14 años,Mujer,Lanestosa,Porcentaje,0.0
2022,10-14 años,Mujer,Arratzua-Ubarrundia,Porcentaje,0.0
2020,10-14 años,Mujer,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2020,10-14 años,Mujer,Gaintza,Porcentaje,0.0
2016,10-14 años,Mujer,Berantevilla,Porcentaje,0.0
2010,10-14 años,Mujer,Gaintza,Porcentaje,0.0
2019,10-14 años,Mujer,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2021,10-14 años,Mujer,Galdames,Porcentaje,0.0
2019,10-14 años,Mujer,Galdames,Porcentaje,0.0
2010,10-14 años,Mujer,Galdames,Porcentaje,0.0
2014,10-14 años,Mujer,Galdames,Porcentaje,0.0
2018,10-14 años,Mujer,Lanestosa,Porcentaje,0.0
2013,10-14 años,Mujer,Aramaio,Porcentaje,0.0
2018,10-14 años,Mujer,Berantevilla,Porcentaje,0.0
2022,10-14 años,Mujer,Galdames,Porcentaje,0.0
2016,10-14 años,Mujer,Gaintza,Porcentaje,0.0
2013,10-14 años,Mujer,Galdames,Porcentaje,0.0
2016,10-14 años,Mujer,Galdames,Porcentaje,0.0
2016,10-14 años,Mujer,Irun,Porcentaje,0.0
2015,10-14 años,Mujer,Gaintza,Porcentaje,0.0
2022,10-14 años,Mujer,Gaintza,Porcentaje,0.0
2010,10-14 años,Mujer,Larrabetzu,Porcentaje,0.0
2013,10-14 años,Mujer,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2013,10-14 años,Mujer,Gaintza,Porcentaje,0.0
2016,10-14 años,Mujer,Larrabetzu,Porcentaje,0.0
2018,10-14 años,Mujer,Gaintza,Porcentaje,0.0
2013,10-14 años,Mujer,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2014,10-14 años,Mujer,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2019,10-14 años,Mujer,Gaintza,Porcentaje,0.0
2016,10-14 años,Mujer,Zalduondo,Porcentaje,0.0
2018,10-14 años,Mujer,Arratzua-Ubarrundia,Porcentaje,0.0
2014,10-14 años,Mujer,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2021,10-14 años,Mujer,Galdakao,Porcentaje,0.0
2018,10-14 años,Mujer,Galdakao,Porcentaje,0.0
2010,10-14 años,Mujer,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2014,10-14 años,Mujer,Galdakao,Porcentaje,0.0
2016,10-14 años,Mujer,Galdakao,Porcentaje,0.0
2019,10-14 años,Mujer,Galdakao,Porcentaje,0.0
2013,10-14 años,Mujer,Galdakao,Porcentaje,0.0
2015,10-14 años,Mujer,Galdakao,Porcentaje,0.0
2020,10-14 años,Mujer,Galdakao,Porcentaje,0.0
2022,10-14 años,Mujer,Ikaztegieta,Porcentaje,0.0
2013,10-14 años,Mujer,Irun,Porcentaje,0.0
2018,10-14 años,Mujer,Aramaio,Porcentaje,0.0
2015,10-14 años,Mujer,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2018,10-14 años,Mujer,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2021,10-14 años,Mujer,Hondarribia,Porcentaje,0.0
2019,10-14 años,Mujer,Laukiz,Porcentaje,0.0
2016,10-14 años,Mujer,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2019,10-14 años,Mujer,Hondarribia,Porcentaje,0.0
2019,10-14 años,Mujer,Fruiz,Porcentaje,0.0
2016,10-14 años,Mujer,Hondarribia,Porcentaje,0.0
2014,10-14 años,Mujer,Fruiz,Porcentaje,0.0
2020,10-14 años,Mujer,Fruiz,Porcentaje,0.0
2022,10-14 años,Mujer,Irun,Porcentaje,0.0
2021,10-14 años,Mujer,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2018,10-14 años,Mujer,Hondarribia,Porcentaje,0.0
2015,10-14 años,Mujer,Fruiz,Porcentaje,0.0
2022,10-14 años,Mujer,Fruiz,Porcentaje,0.0
2013,10-14 años,Mujer,Hondarribia,Porcentaje,0.0
2015,10-14 años,Mujer,Hondarribia,Porcentaje,0.0
2020,10-14 años,Mujer,Hondarribia,Porcentaje,0.0
2013,10-14 años,Mujer,Fruiz,Porcentaje,0.0
2013,10-14 años,Mujer,Laukiz,Porcentaje,0.0
2019,10-14 años,Mujer,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2022,10-14 años,Mujer,Berantevilla,Porcentaje,0.0
2018,10-14 años,Mujer,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2022,10-14 años,Mujer,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2015,10-14 años,Mujer,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2021,10-14 años,Mujer,Ermua,Porcentaje,0.0
2019,10-14 años,Mujer,Ermua,Porcentaje,0.0
2014,10-14 años,Mujer,Ermua,Porcentaje,0.0
2010,10-14 años,Mujer,Ermua,Porcentaje,0.0
2022,10-14 años,Mujer,Ermua,Porcentaje,0.0
2013,10-14 años,Mujer,Bernedo,Porcentaje,0.0
2018,10-14 años,Mujer,Ermua,Porcentaje,0.0
2013,10-14 años,Mujer,Ermua,Porcentaje,0.0
2020,10-14 años,Mujer,Ermua,Porcentaje,0.0
2018,10-14 años,Mujer,Armiñón,Porcentaje,0.0
2015,10-14 años,Mujer,Ermua,Porcentaje,0.0
2019,10-14 años,Mujer,Labastida/Bastida,Porcentaje,0.0
2019,10-14 años,Mujer,Armiñón,Porcentaje,0.0
2020,10-14 años,Mujer,Harana/Valle de Arana,Porcentaje,0.0
2019,10-14 años,Mujer,Ezkio-Itsaso,Porcentaje,0.0
2020,10-14 años,Mujer,Ezkio-Itsaso,Porcentaje,0.0
2010,10-14 años,Mujer,Ezkio-Itsaso,Porcentaje,0.0
2019,10-14 años,Mujer,Ereño,Porcentaje,0.0
2014,10-14 años,Mujer,Ereño,Porcentaje,0.0
2013,10-14 años,Mujer,Barrundia,Porcentaje,0.0
2010,10-14 años,Mujer,Ereño,Porcentaje,0.0
2014,10-14 años,Mujer,Harana/Valle de Arana,Porcentaje,0.0
2018,10-14 años,Mujer,Ezkio-Itsaso,Porcentaje,0.0
2020,10-14 años,Mujer,Ereño,Porcentaje,0.0
2022,10-14 años,Mujer,Ereño,Porcentaje,0.0
2013,10-14 años,Mujer,Ereño,Porcentaje,0.0
2018,10-14 años,Mujer,Ereño,Porcentaje,0.0
2010,10-14 años,Mujer,Leioa,Porcentaje,0.0
2010,10-14 años,Mujer,Harana/Valle de Arana,Porcentaje,0.0
2013,10-14 años,Mujer,Ezkio-Itsaso,Porcentaje,0.0
2018,10-14 años,Mujer,Urnieta,Porcentaje,0.0
2013,10-14 años,Mujer,Zierbena,Porcentaje,0.0
2019,10-14 años,Mujer,Alegría-Dulantzi,Porcentaje,0.0
2021,10-14 años,Mujer,Elorrio,Porcentaje,0.0
2021,10-14 años,Mujer,Harana/Valle de Arana,Porcentaje,0.0
2019,10-14 años,Mujer,Elorrio,Porcentaje,0.0
2014,10-14 años,Mujer,Elorrio,Porcentaje,0.0
2021,10-14 años,Mujer,Ezkio-Itsaso,Porcentaje,0.0
2022,10-14 años,Mujer,Elorrio,Porcentaje,0.0
2013,10-14 años,Mujer,Elorrio,Porcentaje,0.0
2022,10-14 años,Mujer,Harana/Valle de Arana,Porcentaje,0.0
2015,10-14 años,Mujer,Elorrio,Porcentaje,0.0
2020,10-14 años,Mujer,Elorrio,Porcentaje,0.0
2019,10-14 años,Mujer,Irura,Porcentaje,0.0
2013,10-14 años,Mujer,Lemoa,Porcentaje,0.0
2019,10-14 años,Mujer,Lemoa,Porcentaje,0.0
2013,10-14 años,Mujer,Armiñón,Porcentaje,0.0
2016,10-14 años,Mujer,Labastida/Bastida,Porcentaje,0.0
2018,10-14 años,Mujer,Harana/Valle de Arana,Porcentaje,0.0
2013,10-14 años,Mujer,Harana/Valle de Arana,Porcentaje,0.0
2019,10-14 años,Mujer,Harana/Valle de Arana,Porcentaje,0.0
2021,10-14 años,Mujer,Elantxobe,Porcentaje,0.0
2019,10-14 años,Mujer,Elantxobe,Porcentaje,0.0
2021,10-14 años,Mujer,Eskoriatza,Porcentaje,0.0
2014,10-14 años,Mujer,Elantxobe,Porcentaje,0.0
2020,10-14 años,Mujer,Elantxobe,Porcentaje,0.0
2015,10-14 años,Mujer,Elantxobe,Porcentaje,0.0
2014,10-14 años,Mujer,Labastida/Bastida,Porcentaje,0.0
2018,10-14 años,Mujer,Eskoriatza,Porcentaje,0.0
2018,10-14 años,Mujer,Elantxobe,Porcentaje,0.0
2013,10-14 años,Mujer,Elantxobe,Porcentaje,0.0
2013,10-14 años,Mujer,Eskoriatza,Porcentaje,0.0
2022,10-14 años,Mujer,Elantxobe,Porcentaje,0.0
2020,10-14 años,Mujer,Eskoriatza,Porcentaje,0.0
2018,10-14 años,Mujer,Labastida/Bastida,Porcentaje,0.0
2015,10-14 años,Mujer,Eskoriatza,Porcentaje,0.0
2016,10-14 años,Mujer,Amurrio,Porcentaje,0.0
2016,10-14 años,Mujer,Eskoriatza,Porcentaje,0.0
2022,10-14 años,Mujer,Eskoriatza,Porcentaje,0.0
2021,10-14 años,Mujer,Etxebarria,Porcentaje,0.0
2016,10-14 años,Mujer,Etxebarria,Porcentaje,0.0
2014,10-14 años,Mujer,Etxebarria,Porcentaje,0.0
2010,10-14 años,Mujer,Etxebarria,Porcentaje,0.0
2022,10-14 años,Mujer,Etxebarria,Porcentaje,0.0
2018,10-14 años,Mujer,Etxebarria,Porcentaje,0.0
2013,10-14 años,Mujer,Etxebarria,Porcentaje,0.0
2014,10-14 años,Mujer,Eskoriatza,Porcentaje,0.0
2020,10-14 años,Mujer,Etxebarria,Porcentaje,0.0
2015,10-14 años,Mujer,Etxebarria,Porcentaje,0.0
2022,10-14 años,Mujer,Barrundia,Porcentaje,0.0
2018,10-14 años,Mujer,Lemoiz,Porcentaje,0.0
2018,10-14 años,Mujer,Bernedo,Porcentaje,0.0
2018,10-14 años,Mujer,Barrundia,Porcentaje,0.0
2016,10-14 años,Mujer,Elgeta,Porcentaje,0.0
2021,10-14 años,Mujer,Durangaldea / Duranguesado,Porcentaje,0.0
2022,10-14 años,Mujer,Lemoiz,Porcentaje,0.0
2019,10-14 años,Mujer,Durangaldea / Duranguesado,Porcentaje,0.0
2016,10-14 años,Mujer,Durangaldea / Duranguesado,Porcentaje,0.0
2014,10-14 años,Mujer,Durangaldea / Duranguesado,Porcentaje,0.0
2019,10-14 años,Mujer,Elgeta,Porcentaje,0.0
2020,10-14 años,Mujer,Durangaldea / Duranguesado,Porcentaje,0.0
2014,10-14 años,Mujer,Elgeta,Porcentaje,0.0
2015,10-14 años,Mujer,Durangaldea / Duranguesado,Porcentaje,0.0
2022,10-14 años,Mujer,Durangaldea / Duranguesado,Porcentaje,0.0
2020,10-14 años,Mujer,Elgeta,Porcentaje,0.0
2013,10-14 años,Mujer,Durangaldea / Duranguesado,Porcentaje,0.0
2018,10-14 años,Mujer,Durangaldea / Duranguesado,Porcentaje,0.0
2015,10-14 años,Mujer,Elgeta,Porcentaje,0.0
2022,10-14 años,Mujer,Elgeta,Porcentaje,0.0
2013,10-14 años,Mujer,Elgeta,Porcentaje,0.0
2021,10-14 años,Mujer,Elgeta,Porcentaje,0.0
2022,10-14 años,Mujer,Labastida/Bastida,Porcentaje,0.0
2018,10-14 años,Mujer,Elgeta,Porcentaje,0.0
2014,10-14 años,Mujer,Valdegovía/Gaubea,Porcentaje,0.0
2018,10-14 años,Mujer,Valdegovía/Gaubea,Porcentaje,0.0
2020,10-14 años,Mujer,Etxebarri,Porcentaje,0.0
2021,10-14 años,Mujer,Etxebarri,Porcentaje,0.0
2016,10-14 años,Mujer,Etxebarri,Porcentaje,0.0
2014,10-14 años,Mujer,Etxebarri,Porcentaje,0.0
2010,10-14 años,Mujer,Etxebarri,Porcentaje,0.0
2018,10-14 años,Mujer,Etxebarri,Porcentaje,0.0
2013,10-14 años,Mujer,Valdegovía/Gaubea,Porcentaje,0.0
2013,10-14 años,Mujer,Etxebarri,Porcentaje,0.0
2015,10-14 años,Mujer,Etxebarri,Porcentaje,0.0
2010,10-14 años,Mujer,Valdegovía/Gaubea,Porcentaje,0.0
2014,10-14 años,Mujer,Barrundia,Porcentaje,0.0
2014,10-14 años,Mujer,Itsasondo,Porcentaje,0.0
2010,10-14 años,Mujer,Labastida/Bastida,Porcentaje,0.0
2015,10-14 años,Mujer,Labastida/Bastida,Porcentaje,0.0
2016,10-14 años,Mujer,Valdegovía/Gaubea,Porcentaje,0.0
2016,10-14 años,Mujer,Elgoibar,Porcentaje,0.0
2019,10-14 años,Mujer,Elgoibar,Porcentaje,0.0
2021,10-14 años,Mujer,Elgoibar,Porcentaje,0.0
2016,10-14 años,Mujer,Barrundia,Porcentaje,0.0
2021,10-14 años,Mujer,Labastida/Bastida,Porcentaje,0.0
2021,10-14 años,Mujer,Ea,Porcentaje,0.0
2019,10-14 años,Mujer,Ea,Porcentaje,0.0
2014,10-14 años,Mujer,Ea,Porcentaje,0.0
2010,10-14 años,Mujer,Ea,Porcentaje,0.0
2020,10-14 años,Mujer,Ea,Porcentaje,0.0
2018,10-14 años,Mujer,Ea,Porcentaje,0.0
2014,10-14 años,Mujer,Lekeitio,Porcentaje,0.0
2022,10-14 años,Mujer,Ea,Porcentaje,0.0
2014,10-14 años,Mujer,Elgoibar,Porcentaje,0.0
2013,10-14 años,Mujer,Ea,Porcentaje,0.0
2018,10-14 años,Mujer,Elgoibar,Porcentaje,0.0
2022,10-14 años,Mujer,Valdegovía/Gaubea,Porcentaje,0.0
2010,10-14 años,Mujer,Elgoibar,Porcentaje,0.0
2013,10-14 años,Mujer,Elgoibar,Porcentaje,0.0
2021,10-14 años,Mujer,Valdegovía/Gaubea,Porcentaje,0.0
2013,10-14 años,Mujer,Labastida/Bastida,Porcentaje,0.0
2015,10-14 años,Mujer,Elgoibar,Porcentaje,0.0
2016,10-14 años,Mujer,Itsasondo,Porcentaje,0.0
2022,10-14 años,Mujer,Bidasoa Beherea / Bajo Bidasoa,Porcentaje,0.0
2020,10-14 años,Mujer,Elgoibar,Porcentaje,0.0
2015,10-14 años,Mujer,Valdegovía/Gaubea,Porcentaje,0.0
2021,10-14 años,Mujer,Durango,Porcentaje,0.0
2019,10-14 años,Mujer,Durango,Porcentaje,0.0
2020,10-14 años,Mujer,Valdegovía/Gaubea,Porcentaje,0.0
2016,10-14 años,Mujer,Durango,Porcentaje,0.0
2010,10-14 años,Mujer,Durango,Porcentaje,0.0
2022,10-14 años,Mujer,Durango,Porcentaje,0.0
2018,10-14 años,Mujer,Durango,Porcentaje,0.0
2013,10-14 años,Mujer,Durango,Porcentaje,0.0
2020,10-14 años,Mujer,Durango,Porcentaje,0.0
2015,10-14 años,Mujer,Durango,Porcentaje,0.0
2018,10-14 años,Mujer,Lekeitio,Porcentaje,0.0
2020,10-14 años,Mujer,,Porcentaje,0.0
2019,10-14 años,Mujer,,Porcentaje,0.0
2021,10-14 años,Mujer,Alegría-Dulantzi,Porcentaje,0.0
2019,10-14 años,Mujer,Barrundia,Porcentaje,0.0
2021,10-14 años,Mujer,Amurrio,Porcentaje,0.0
2010,10-14 años,Mujer,Iruraiz-Gauna,Porcentaje,0.0
2019,10-14 años,Mujer,Zambrana,Porcentaje,0.0
2020,10-14 años,Mujer,Urkabustaiz,Porcentaje,0.0
2013,10-14 años,Mujer,Urkabustaiz,Porcentaje,0.0
2019,10-14 años,Mujer,Elduain,Porcentaje,0.0
2019,10-14 años,Mujer,Dima,Porcentaje,0.0
2016,10-14 años,Mujer,Dima,Porcentaje,0.0
2010,10-14 años,Mujer,Elduain,Porcentaje,0.0
2014,10-14 años,Mujer,Dima,Porcentaje,0.0
2020,10-14 años,Mujer,Dima,Porcentaje,0.0
2013,10-14 años,Mujer,Elduain,Porcentaje,0.0
2022,10-14 años,Mujer,Dima,Porcentaje,0.0
2013,10-14 años,Mujer,Dima,Porcentaje,0.0
2020,10-14 años,Mujer,Armiñón,Porcentaje,0.0
2022,10-14 años,Mujer,Elduain,Porcentaje,0.0
2018,10-14 años,Mujer,Dima,Porcentaje,0.0
2020,10-14 años,Mujer,Iruraiz-Gauna,Porcentaje,0.0
2022,10-14 años,Mujer,Urkabustaiz,Porcentaje,0.0
2015,10-14 años,Mujer,Elduain,Porcentaje,0.0
2015,10-14 años,Mujer,Urkabustaiz,Porcentaje,0.0
2021,10-14 años,Mujer,Iruraiz-Gauna,Porcentaje,0.0
2016,10-14 años,Mujer,Urkabustaiz,Porcentaje,0.0
2021,10-14 años,Mujer,Zeberio,Porcentaje,0.0
2019,10-14 años,Mujer,Zeberio,Porcentaje,0.0
2016,10-14 años,Mujer,Zeberio,Porcentaje,0.0
2014,10-14 años,Mujer,Zeberio,Porcentaje,0.0
2016,10-14 años,Mujer,Iruraiz-Gauna,Porcentaje,0.0
2014,10-14 años,Mujer,Elduain,Porcentaje,0.0
2010,10-14 años,Mujer,Zeberio,Porcentaje,0.0
2018,10-14 años,Mujer,Zeberio,Porcentaje,0.0
2016,10-14 años,Mujer,Elduain,Porcentaje,0.0
2015,10-14 años,Mujer,Zeberio,Porcentaje,0.0
2020,10-14 años,Mujer,Zeberio,Porcentaje,0.0
2021,10-14 años,Mujer,Mañaria,Porcentaje,0.0
2021,10-14 años,Mujer,Zambrana,Porcentaje,0.0
2014,10-14 años,Mujer,Urkabustaiz,Porcentaje,0.0
2014,10-14 años,Mujer,Mañaria,Porcentaje,0.0
2020,10-14 años,Mujer,Larraul,Porcentaje,0.0
2020,10-14 años,Mujer,Barrundia,Porcentaje,0.0
2010,10-14 años,Mujer,Urkabustaiz,Porcentaje,0.0
2018,10-14 años,Mujer,Urkabustaiz,Porcentaje,0.0
2014,10-14 años,Mujer,Iruraiz-Gauna,Porcentaje,0.0
2020,10-14 años,Mujer,Eibar,Porcentaje,0.0
2021,10-14 años,Mujer,Eibar,Porcentaje,0.0
2022,10-14 años,Mujer,Eibar,Porcentaje,0.0
2019,10-14 años,Mujer,Zeanuri,Porcentaje,0.0
